ndex,species,forme,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26,move27,move28,move29,move30,move31,move32,move33,move34,move35,move36,move37,move38,move39,move40,move41,move42,move43,move44,move45,move46,move47,move48,move49,move50,move51,move52,move53,move54,move55,move56,move57,move58,move59,move60,move61,move62,move63,move64,move65,move66,move67,move68,move69,move70,move71,move72,move73,move74,move75,move76,move77,move78,move79,move80,move81,move82,move83,move84,move85,move86,move87,move88,move89,move90,move91,move92,move93,move94,move95,move96,move97,move98,move99,move100,move101,move102,move103,move104,move105,move106,move107,move108,move109,move110,move111,move112,move113,move114,move115,move116,move117,move118,move119,move120,move121,move122,move123,move124,move125,move126,move127,move128,move129,move130,move131,move132,move133,move134,move135,move136,move137,move138,move139,move140,move141,move142,move143,move144,move145,move146,move147,move148,move149,move150,move151,move152,move153,move154,move155,move156,move157,move158,move159,move160,move161,move162,move163,move164,move165,move166,move167,move168,move169,move170,move171,move172,move173,move174
8,Wartortle,Wartortle,Start - Tackle,Start - Tail Whip,Start - Water Gun,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L37 - Skull Bash,L41 - Iron Defense,L45 - Rain Dance,L49 - Hydro Pump,TM01 - Work Up,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM55 - Scald,TM56 - Fling,TM74 - Gyro Ball,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM94 - Surf,TM98 - Waterfall,TM100 - Confide,Tutor - Hydro Cannon,Egg - Mirror Coat,Egg - Haze,Egg - Mist,Egg - Foresight,Egg - Flail,Egg - Refresh,Egg - Mud Sport,Egg - Yawn,Egg - Muddy Water,Egg - Fake Out,Egg - Aqua Ring,Egg - Aqua Jet,Egg - Water Spout,Egg - Brine,Egg - Dragon Pulse,Egg - Aura Sphere,ORAS - Ice Punch,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Focus Punch,ORAS - Water Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Blastoise,Blastoise,Start - Flash Cannon,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Withdraw,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L40 - Skull Bash,L47 - Iron Defense,L54 - Rain Dance,L60 - Hydro Pump,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM52 - Focus Blast,TM55 - Scald,TM56 - Fling,TM68 - Giga Impact,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM94 - Surf,TM97 - Dark Pulse,TM98 - Waterfall,TM100 - Confide,Tutor - Hydro Cannon,Tutor - Water Pledge,Egg - Mirror Coat,Egg - Haze,Egg - Mist,Egg - Foresight,Egg - Flail,Egg - Refresh,Egg - Mud Sport,Egg - Yawn,Egg - Muddy Water,Egg - Fake Out,Egg - Aqua Ring,Egg - Aqua Jet,Egg - Water Spout,Egg - Brine,Egg - Dragon Pulse,Egg - Aura Sphere,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Blastoise,Blastoise (Mega Blastoise),Start - Flash Cannon,Start - Tackle,Start - Tail Whip,Start - Water Gun,Start - Withdraw,L4 - Tail Whip,L7 - Water Gun,L10 - Withdraw,L13 - Bubble,L17 - Bite,L21 - Rapid Spin,L25 - Protect,L29 - Water Pulse,L33 - Aqua Tail,L40 - Skull Bash,L47 - Iron Defense,L54 - Rain Dance,L60 - Hydro Pump,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round,TM52 - Focus Blast,TM55 - Scald,TM56 - Fling,TM68 - Giga Impact,TM74 - Gyro Ball,TM78 - Bulldoze,TM80 - Rock Slide,TM82 - Dragon Tail,TM87 - Swagger,TM88 - Sleep Talk,TM90 - Substitute,TM91 - Flash Cannon,TM94 - Surf,TM97 - Dark Pulse,TM98 - Waterfall,TM100 - Confide,Tutor - Hydro Cannon,Tutor - Water Pledge,Egg - Mirror Coat,Egg - Haze,Egg - Mist,Egg - Foresight,Egg - Flail,Egg - Refresh,Egg - Mud Sport,Egg - Yawn,Egg - Muddy Water,Egg - Fake Out,Egg - Aqua Ring,Egg - Aqua Jet,Egg - Water Spout,Egg - Brine,Egg - Dragon Pulse,Egg - Aura Sphere,ORAS - Signal Beam,ORAS - Ice Punch,ORAS - Iron Defense,ORAS - Icy Wind,ORAS - Aqua Tail,ORAS - Zen Headbutt,ORAS - Dragon Pulse,ORAS - Iron Tail,ORAS - Snore,ORAS - Focus Punch,ORAS - Water Pulse,ORAS - Outrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Caterpie,Caterpie,Start - Tackle,Start - String Shot,L9 - Bug Bite,ORAS - Bug Bite,ORAS - Electroweb,ORAS - Snore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Metapod,Metapod,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Tackle,Prev - String Shot,Prev - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Butterfree,Butterfree,Start - Gust,Start - Confusion,L11 - Confusion,L13 - Poison Powder,L13 - Stun Spore,L13 - Sleep Powder,L17 - Psybeam,L19 - Silver Wind,L23 - Supersonic,L25 - Safeguard,L29 - Whirlwind,L31 - Bug Buzz,L35 - Rage Powder,L37 - Captivate,L41 - Tailwind,L43 - Air Slash,L47 - Quiver Dance,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM53 - Energy Ball,TM62 - Acrobatics,TM68 - Giga Impact,TM77 - Psych Up,TM83 - Infestation,TM85 - Dream Eater,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,ORAS - Bug Bite,ORAS - Signal Beam,ORAS - Electroweb,ORAS - Snore,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Air Cutter,ORAS - Skill Swap,Prev - Harden,Prev - Harden,Prev - Tackle,Prev - String Shot,Prev - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Weedle,Weedle,Start - Poison Sting,Start - String Shot,L9 - Bug Bite,ORAS - Bug Bite,ORAS - Electroweb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Kakuna,Kakuna,Start - Harden,ORAS - Bug Bite,ORAS - Iron Defense,ORAS - Electroweb,Prev - Poison Sting,Prev - String Shot,Prev - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Beedrill,Beedrill,Start - Twineedle,Start - Fury Attack,L11 - Fury Attack,L14 - Rage,L17 - Pursuit,L20 - Focus Energy,L23 - Venoshock,L26 - Assurance,L29 - Toxic Spikes,L32 - Pin Missile,L35 - Poison Jab,L38 - Agility,L41 - Endeavor,L44 - Fell Stinger,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM54 - False Swipe,TM59 - Brutal Swing,TM62 - Acrobatics,TM66 - Payback,TM68 - Giga Impact,TM75 - Swords Dance,TM81 - X-Scissor,TM83 - Infestation,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,ORAS - Bug Bite,ORAS - Drill Run,ORAS - Electroweb,ORAS - Snore,ORAS - Knock Off,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Air Cutter,ORAS - Endeavor,Prev - Harden,Prev - Harden,Prev - Poison Sting,Prev - String Shot,Prev - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Beedrill,Beedrill (Mega Beedrill),Start - Twineedle,Start - Fury Attack,L11 - Fury Attack,L14 - Rage,L17 - Pursuit,L20 - Focus Energy,L23 - Venoshock,L26 - Assurance,L29 - Toxic Spikes,L32 - Pin Missile,L35 - Poison Jab,L38 - Agility,L41 - Endeavor,L44 - Fell Stinger,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM54 - False Swipe,TM59 - Brutal Swing,TM62 - Acrobatics,TM66 - Payback,TM68 - Giga Impact,TM75 - Swords Dance,TM81 - X-Scissor,TM83 - Infestation,TM84 - Poison Jab,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,ORAS - Bug Bite,ORAS - Drill Run,ORAS - Electroweb,ORAS - Snore,ORAS - Knock Off,ORAS - Tailwind,ORAS - Giga Drain,ORAS - Air Cutter,ORAS - Endeavor,Prev - Harden,Prev - Harden,Prev - Poison Sting,Prev - String Shot,Prev - Bug Bite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Pidgey,Pidgey,Start - Tackle,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L21 - Twister,L25 - Feather Dance,L29 - Agility,L33 - Wing Attack,L37 - Roost,L41 - Tailwind,L45 - Mirror Move,L49 - Air Slash,L53 - Hurricane,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM51 - Steel Wing,TM76 - Fly,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Pursuit,Egg - Feint Attack,Egg - Foresight,Egg - Steel Wing,Egg - Air Cutter,Egg - Air Slash,Egg - Brave Bird,Egg - Uproar,Egg - Defog,ORAS - Uproar,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Pidgeotto,Pidgeotto,Start - Tackle,Start - Sand Attack,Start - Gust,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L37 - Wing Attack,L42 - Roost,L47 - Tailwind,L52 - Mirror Move,L57 - Air Slash,L62 - Hurricane,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM51 - Steel Wing,TM76 - Fly,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Pursuit,Egg - Feint Attack,Egg - Foresight,Egg - Steel Wing,Egg - Air Cutter,Egg - Air Slash,Egg - Brave Bird,Egg - Uproar,Egg - Defog,ORAS - Uproar,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Pidgeot,Pidgeot,Start - Hurricane,Start - Tackle,Start - Sand Attack,Start - Gust,Start - Quick Attack,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L38 - Wing Attack,L44 - Roost,L50 - Tailwind,L56 - Mirror Move,L62 - Air Slash,L68 - Hurricane,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM51 - Steel Wing,TM68 - Giga Impact,TM76 - Fly,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Pursuit,Egg - Feint Attack,Egg - Foresight,Egg - Steel Wing,Egg - Air Cutter,Egg - Air Slash,Egg - Brave Bird,Egg - Uproar,Egg - Defog,ORAS - Uproar,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Pidgeot,Pidgeot (Mega Pidgeot),Start - Hurricane,Start - Tackle,Start - Sand Attack,Start - Gust,Start - Quick Attack,L5 - Sand Attack,L9 - Gust,L13 - Quick Attack,L17 - Whirlwind,L22 - Twister,L27 - Feather Dance,L32 - Agility,L38 - Wing Attack,L44 - Roost,L50 - Tailwind,L56 - Mirror Move,L62 - Air Slash,L68 - Hurricane,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost,TM21 - Frustration,TM27 - Return,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM51 - Steel Wing,TM68 - Giga Impact,TM76 - Fly,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM100 - Confide,Egg - Pursuit,Egg - Feint Attack,Egg - Foresight,Egg - Steel Wing,Egg - Air Cutter,Egg - Air Slash,Egg - Brave Bird,Egg - Uproar,Egg - Defog,ORAS - Uproar,ORAS - Snore,ORAS - Heat Wave,ORAS - Tailwind,ORAS - Sky Attack,ORAS - Air Cutter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Rattata,Rattata,Start - Tackle,Start - Tail Whip,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L22 - Crunch,L25 - Sucker Punch,L28 - Super Fang,L31 - Double-Edge,L34 - Endeavor,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM57 - Charge Beam,TM73 - Thunder Wave,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM93 - Wild Charge,TM100 - Confide,Egg - Screech,Egg - Flame Wheel,Egg - Fury Swipes,Egg - Bite,Egg - Counter,Egg - Reversal,Egg - Uproar,Egg - Last Resort,Egg - Me First,Egg - Revenge,Egg - Final Gambit,ORAS - Covet,ORAS - Super Fang,ORAS - Uproar,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Shock Wave,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Rattata,Rattata (Alola Form),Start - Tackle,Start - Tail Whip,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L22 - Crunch,L25 - Sucker Punch,L28 - Super Fang,L31 - Double-Edge,L34 - Endeavor,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM36 - Sludge Bomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM60 - Quash,TM63 - Embargo,TM65 - Shadow Claw,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Snatch,Egg - Stockpile,Egg - Fury Swipes,Egg - Switcheroo,Egg - Counter,Egg - Reversal,Egg - Uproar,Egg - Swallow,Egg - Me First,Egg - Revenge,Egg - Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Raticate,Raticate,Start - Scary Face,Start - Swords Dance,Start - Tackle,Start - Tail Whip,Start - Quick Attack,Start - Focus Energy,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L24 - Crunch,L29 - Sucker Punch,L34 - Super Fang,L39 - Double-Edge,L44 - Endeavor,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM57 - Charge Beam,TM68 - Giga Impact,TM73 - Thunder Wave,TM75 - Swords Dance,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM93 - Wild Charge,TM100 - Confide,Egg - Screech,Egg - Flame Wheel,Egg - Fury Swipes,Egg - Bite,Egg - Counter,Egg - Reversal,Egg - Uproar,Egg - Last Resort,Egg - Me First,Egg - Revenge,Egg - Final Gambit,ORAS - Covet,ORAS - Super Fang,ORAS - Uproar,ORAS - Last Resort,ORAS - Icy Wind,ORAS - Zen Headbutt,ORAS - Iron Tail,ORAS - Snore,ORAS - Shock Wave,ORAS - Endeavor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Raticate,Raticate (Alola Form),Start - Scary Face,Start - Swords Dance,Start - Tackle,Start - Tail Whip,Start - Quick Attack,Start - Focus Energy,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L24 - Crunch,L29 - Sucker Punch,L34 - Super Fang,L39 - Double-Edge,L44 - Endeavor,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM60 - Quash,TM63 - Embargo,TM65 - Shadow Claw,TM68 - Giga Impact,TM75 - Swords Dance,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,Egg - Snatch,Egg - Stockpile,Egg - Fury Swipes,Egg - Switcheroo,Egg - Counter,Egg - Reversal,Egg - Uproar,Egg - Swallow,Egg - Me First,Egg - Revenge,Egg - Final Gambit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Raticate,Raticate (2),Start - Scary Face,Start - Swords Dance,Start - Tackle,Start - Tail Whip,Start - Quick Attack,Start - Focus Energy,L4 - Quick Attack,L7 - Focus Energy,L10 - Bite,L13 - Pursuit,L16 - Hyper Fang,L19 - Assurance,L24 - Crunch,L29 - Sucker Punch,L34 - Super Fang,L39 - Double-Edge,L44 - Endeavor,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM09 - Venoshock,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM27 - Return,TM30 - Shadow Ball,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM48 - Round,TM60 - Quash,TM63 - Embargo,TM65 - Shadow Claw,TM68 - Giga Impact,TM75 - Swords Dance,TM86 - Grass Knot,TM87 - Swagger,TM88 - Sleep Talk,TM89 - U-turn,TM90 - Substitute,TM95 - Snarl,TM97 - Dark Pulse,TM100 - Confide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
