id,ndex,species,forme,type1,type2,ability1,ability2,abilityH,hp,attack,defense,spattack,spdefense,speed,total,weight,height,dex1,dex2,class,percent-male,percent-female,pre-evolution,egg-group1,egg-group2
792,792,Lunala,Lunala,Psychic,Ghost,Shadow Shield,Shadow Shield,Shadow Shield,137,113,89,137,107,97,680,264.6 lbs.,"13'01""","It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.","Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.",Moone Pokémon,,,Cosmoem,Undiscovered,
793,793,Nihilego,Nihilego,Rock,Poison,Beast Boost,Beast Boost,Beast Boost,109,53,47,127,131,103,570,122.4 lbs.,"3'11""",One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.",Parasite Pokémon,,,,Undiscovered,
794,794,Buzzwole,Buzzwole,Bug,Fighting,Beast Boost,Beast Boost,Beast Boost,107,139,139,53,53,79,570,735.5 lbs.,"7'10""","This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,Swollen Pokémon,,,,Undiscovered,
795,795,Pheromosa,Pheromosa,Bug,Fighting,Beast Boost,Beast Boost,Beast Boost,71,137,37,137,37,151,570,55.1 lbs.,"5'11""","One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.","One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",Lissome Pokémon,,,,Undiscovered,
796,796,Xurkitree,Xurkitree,Electric,,Beast Boost,Beast Boost,Beast Boost,83,89,71,173,71,83,570,220.5 lbs.,"12'06""","One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.","It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",Glowing Pokémon,,,,Undiscovered,
797,797,Celesteela,Celesteela,Steel,Flying,Beast Boost,Beast Boost,Beast Boost,97,101,103,107,101,61,570,2204.4 lbs.,"30'02""",It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,Launch Pokémon,,,,Undiscovered,
798,798,Kartana,Kartana,Grass,Steel,Beast Boost,Beast Boost,Beast Boost,59,181,131,59,31,109,570,0.2 lbs.,"1'00""","This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.","One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",Drawn Sword Pokémon,,,,Undiscovered,
799,799,Guzzlord,Guzzlord,Dark,Dragon,Beast Boost,Beast Boost,Beast Boost,223,101,53,97,53,43,570,1957.7 lbs.,"18'01""","It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.","A dangerous Ultra Beast, it appears to be eating constantly, but for some reason its droppings have never been found.",Junkivore Pokémon,,,,Undiscovered,
800,800,Necrozma,Necrozma,Psychic,,Prism Armor,Prism Armor,Prism Armor,97,107,101,127,89,79,600,507.1 lbs.,"7'10""","Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",Light is apparently the source of its energy. It has an extraordinarily vicious disposition and is constantly firing off laser beams.,Prism Pokémon,,,,Undiscovered,
801,801,Magearna,Magearna,Steel,Fairy,Soul-Heart,Soul-Heart,Soul-Heart,80,95,115,130,115,65,600,177.5 lbs.,"3'03""","This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.","Its mechanized body is merely a vessel. Its true self is its Soul-Heart, an artificial soul.",Artificial Pokémon,,,,Undiscovered,
802,802,Marshadow,Marshadow,Fighting,Ghost,Technician,Technician,Technician,90,125,80,90,90,125,600,48.9 lbs.,"2'04""","Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.","It lurks in the shadows of others, copying their movements and powers. This Pokémon is craven and cowering.",Gloomdweller Pokémon,,,,Undiscovered,
804,3,Venusaur,Venusaur (Mega Venusaur),Grass,Poison,Thick Fat,,,80,100,123,122,120,80,625,342.8 lbs.,"7'10""",,,Seed Pokémon,0.875,0.125,Ivysaur,Monster,Grass
805,6,Charizard,Charizard (Mega Charizard X),Fire,Dragon,Tough Claws,,,78,130,111,130,85,100,634,243.6 lbs.,"5'07""",,,Flame Pokémon,0.875,0.125,Charmeleon,Monster,Dragon
806,6,Charizard,Charizard (Mega Charizard Y),Fire,Flying,Drought,,,78,104,78,159,115,100,634,221.6 lbs.,"5'07""",,,Flame Pokémon,0.875,0.125,Charmeleon,Monster,Dragon
807,9,Blastoise,Blastoise (Mega Blastoise),Water,,Mega Launcher,,,79,103,120,135,115,78,630,222.9 lbs.,"5'03""",,,Shellfish Pokémon,0.875,0.125,Wartortle,Monster,Water 1
808,15,Beedrill,Beedrill (Mega Beedrill),Bug,Poison,Adaptability,Adaptability,Adaptability,65,150,40,15,80,145,495,89.3 lbs.,"4'07""",,,Poison Bee Pokémon,0.5,0.5,Kakuna,Bug,
809,18,Pidgeot,Pidgeot (Mega Pidgeot),Normal,Flying,No Guard,No Guard,No Guard,83,80,80,135,80,121,579,111.3 lbs.,"7'03""",,,Bird Pokémon,0.5,0.5,Pidgeotto,Flying,
810,19,Rattata,Rattata (Alola Form),Dark,Normal,Gluttony,Hustle,Thick Fat,30,56,35,25,35,72,253,8.4 lbs.,"1'00""","With its incisors, it gnaws through doors and infiltrates people’s homes. Then, with a twitch of its whiskers, it steals whatever food it finds.","When the sun goes down, it becomes active. It runs around town on a chase for good food for the boss of its nest—Raticate.",Mouse Pokémon,0.5,0.5,,Field,
811,20,Raticate,Raticate (Alola Form),Dark,Normal,Gluttony,Hustle,Thick Fat,75,71,70,40,80,77,413,56.2 lbs.,"2'04""","It forms a group of Rattata, which it assumes command of. Each group has its own territory, and disputes over food happen often.",This gourmet Pokémon is particular about the taste and freshness of its food. Restaurants where Raticate live have a good reputation.,Mouse Pokémon,0.5,0.5,Rattata,Field,
812,20,Raticate,Raticate (1),Dark,Normal,Gluttony,Hustle,Thick Fat,75,71,70,40,80,77,413,56.2 lbs.,"2'04""",,,Mouse Pokémon,0.5,0.5,,Field,
813,25,Pikachu,Pikachu (Original Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
814,25,Pikachu,Pikachu (Hoenn Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
815,25,Pikachu,Pikachu (Sinnoh Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
816,25,Pikachu,Pikachu (Unova Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
817,25,Pikachu,Pikachu (Kalos Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
818,25,Pikachu,Pikachu (Alola Cap),Electric,,Static,Static,Lightning Rod,35,55,40,50,50,90,320,13.2 lbs.,"1'04""","This form of Pikachu is somewhat rare. It wears the hat of its Trainer, who is also its partner.","This Pikachu is wearing its Trainer’s cap. Since the cap’s not the right size, the fit is a bit loose.",Mouse Pokémon,1,0,,Field,Fairy
819,26,Raichu,Raichu (Alola Form),Electric,Psychic,Surge Surfer,Surge Surfer,Surge Surfer,60,85,50,95,85,110,485,46.3 lbs.,"2'04""","It only evolves to this form in the Alola region. According to researchers, its diet is one of the causes of this change.","It uses psychokinesis to control electricity. It hops aboard its own tail, using psychic power to lift the tail and move about while riding it.",Mouse Pokémon,0.5,0.5,Pikachu,Field,Fairy
820,27,Sandshrew,Sandshrew (Alola Form),Ice,Steel,Snow Cloak,Snow Cloak,Slush Rush,50,75,90,10,35,40,300,88.2 lbs.,"2'04""","It lives on snowy mountains. Its steel shell is very hard—so much so, it can’t roll its body up into a ball.","An ancient tradition of Alolan festivals, still carried on to this day, is a competition to slide Sandshrew across ice as far as one can.",Mouse Pokémon,0.5,0.5,,Field,
821,28,Sandslash,Sandslash (Alola Form),Ice,Steel,Snow Cloak,Snow Cloak,Slush Rush,75,100,120,25,65,65,450,121.3 lbs.,"3'11""","Fleeing a volcanic eruption, it settled on a snowy mountain. As it races through the snowfields, it sends up a spray of snow.",This Pokémon’s steel spikes are sheathed in ice. Stabs from these spikes cause deep wounds and severe frostbite as well.,Mouse Pokémon,0.5,0.5,Sandshrew (Alola Form),Field,
822,37,Vulpix,Vulpix (Alola Form),Ice,,Snow Cloak,Snow Cloak,Snow Warning,38,41,40,50,65,65,299,21.8 lbs.,"2'00""",It exhales air colder than -58 degrees Fahrenheit. Elderly people in Alola call this Pokémon by an older name—Keokeo.,"In hot weather, this Pokémon makes ice shards with its six tails and sprays them around to cool itself off.",Fox Pokémon,0.25,0.75,,Field,
823,38,Ninetales,Ninetales (Alola Form),Ice,Fairy,Snow Cloak,Snow Cloak,Snow Warning,73,67,75,81,100,109,505,43.9 lbs.,"3'07""",It creates drops of ice in its coat and showers them over its enemies. Anyone who angers it will be frozen stiff in an instant.,"Possessing a calm demeanor, this Pokémon was revered as a deity incarnate before it was identified as a regional variant of Ninetales.",Fox Pokémon,0.25,0.75,Vulpix (Alola Form),Field,
824,50,Diglett,Diglett (Alola Form),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,10,55,30,35,45,90,265,2.2 lbs.,"0'08""","Its head sports an altered form of whiskers made of metal. When in communication with its comrades, its whiskers wobble to and fro.",Its golden hairs function as sensors. It pokes them out of its burrow to monitor its surroundings.,Mole Pokémon,0.5,0.5,,Field,
825,51,Dugtrio,Dugtrio (Alola Form),Ground,Steel,Sand Veil,Tangling Hair,Sand Force,35,100,60,50,70,110,425,146.8 lbs.,"2'04""",Its shining gold hair provides it with protection. It’s reputed that keeping any of its fallen hairs will bring bad luck.,"These Pokémon are cherished in the Alola region, where they are thought to be feminine deities of the land incarnate.",Mole Pokémon,0.5,0.5,Diglett (Alola Form),Field,
826,52,Meowth,Meowth (Alola Form),Dark,,Pickup,Technician,Rattled,40,35,35,50,40,90,290,9.3 lbs.,"1'04""","This Pokémon was not originally found in Alola. Human actions caused a surge in their numbers, and they went feral. They’re prideful and crafty.","When its delicate pride is wounded, or when the gold coin on its forehead is dirtied, it flies into a hysterical rage.",Scratch Cat Pokémon,0.5,0.5,,Field,
827,53,Persian,Persian (Alola Form),Dark,,Fur Coat,Technician,Rattled,65,60,60,75,65,115,440,72.8 lbs.,"3'07""",Its round face and smooth coat—softer than the most high-class velvet—have made this a very popular Pokémon in Alola.,It looks down on everyone other than itself. Its preferred tactics are sucker punches and blindside attacks.,Classy Cat Pokémon,0.5,0.5,Meowth (Alola Form),Field,
828,65,Alakazam,Alakazam (Mega Alakazam),Psychic,,Trace,,,55,50,65,175,95,150,590,105.8 lbs.,"3'11""","As a result of Mega Evolution, its power has been entirely converted into psychic energy, and it has lost all strength in its muscles.","Its hidden psychic power has been unleashed. A glance at someone gives it knowledge of the course of that person’s life, from birth to death.",Psi Pokémon,0.75,0.25,Kadabra,Human-Like,
829,74,Geodude,Geodude (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,40,80,100,30,30,20,300,44.8 lbs.,"1'04""",Its body is a magnetic stone. Iron sand attaches firmly to the portions of its body that are particularly magnetic.,"If you accidentally step on a Geodude sleeping on the ground, you’ll hear a crunching sound and feel a shock ripple through your entire body.",Rock Pokémon,0.5,0.5,,Mineral,
830,75,Graveler,Graveler (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,55,95,115,45,45,35,390,242.5 lbs.,"3'03""","Its preferred food is dravite. After it has eaten this mineral, crystals form inside the Pokémon, rising to the surface of part of its body.",They eat rocks and often get into a scrap over them. The shock of Graveler smashing together causes a flash of light and a booming noise.,Rock Pokémon,0.5,0.5,Geodude (Alola Form),Mineral,
831,76,Golem,Golem (Alola Form),Rock,Electric,Magnet Pull,Sturdy,Galvanize,80,120,130,55,65,45,495,696.7 lbs.,"5'07""","It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting.","Because it can’t fire boulders at a rapid pace, it’s been known to seize nearby Geodude and fire them from its back.",Megaton Pokémon,0.5,0.5,Graveler (Alola Form),Mineral,
832,80,Slowbro,Slowbro (Mega Slowbro),Water,Psychic,Shell Armor,,,95,75,180,130,80,30,590,264.6 lbs.,"6'07""","All the energy from Mega Evolution poured into the Shellder on its tail, leaving Slowpoke to be swallowed whole.","When bathed in the energy of Mega Evolution, Shellder converts into impregnable armor. There is virtually no change in Slowpoke.",Hermit Crab Pokémon,0.5,0.5,Slowpoke,Monster,Water 1
833,88,Grimer,Grimer (Alola Form),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,80,80,50,40,50,25,325,92.6 lbs.,"2'04""","A Grimer, which had been brought in to solve a problem with garbage, developed over time into this form.","The crystals on Grimer’s body are lumps of toxins. If one falls off, lethal poisons leak out.",Sludge Pokémon,0.5,0.5,,Amorphous,
834,89,Muk,Muk (Alola Form),Poison,Dark,Poison Touch,Gluttony,Power of Alchemy,105,105,75,65,100,50,500,114.6 lbs.,"3'03""","The garbage it eats causes continuous chemical changes in its body, which produce its exceedingly vivid coloration.","While it’s unexpectedly quiet and friendly, if it’s not fed any trash for a while, it will smash its Trainer’s furnishings and eat up the fragments.",Sludge Pokémon,0.5,0.5,Grimer,Amorphous,
835,94,Gengar,Gengar (Mega Gengar),Ghost,Poison,Shadow Tag,,,60,65,80,170,95,130,600,89.3 lbs.,"4'07""",Gengar’s relationships are warped. It has no interest in opponents unless it perceives them as prey.,"The energy of Mega Evolution awakened it. It sinks into another dimension, where it keeps a patient watch for its chance to attack.",Shadow Pokémon,0.5,0.5,Haunter,Amorphous,
836,103,Exeggutor,Exeggutor (Alola Form),Grass,Dragon,Frisk,Frisk,Harvest,95,105,85,125,75,45,530,916.2 lbs.,"35'09""","Alola is the best environment for this Pokémon. Local people take pride in its appearance, saying this is how Exeggutor ought to look.","As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.",Coconut Pokémon,0.5,0.5,Exeggcute,Grass,
837,105,Marowak,Marowak (Alola Form),Fire,Ghost,Cursed Body,Lightning Rod,Rock Head,60,80,110,50,80,45,425,75.0 lbs.,"3'03""",The bones it possesses were once its mother’s. Its mother’s regrets have become like a vengeful spirit protecting this Pokémon.,Its custom is to mourn its lost companions. Mounds of dirt by the side of the road mark the graves of the Marowak.,Bone Keeper Pokémon,0.5,0.5,Cubone,Monster,
838,115,Kangaskhan,Kangaskhan (Mega Kangaskhan),Normal,,Parental Bond,,,105,125,100,60,100,100,590,220.5 lbs.,"7'03""",Mega Kangaskhan’s strength derives from the mother’s happiness about her child’s growth. Watching it grow up keeps her spirits high.,"Thanks to Mega Evolution, its child grows. But as the child is good only at fighting and nothing else, its mother feels uneasy about its future.",Parent Pokémon,0,1,,Monster,
839,127,Pinsir,Pinsir (Mega Pinsir),Bug,,Aerilate,,,65,155,120,65,90,105,600,130.1 lbs.,"5'07""",The influence of Mega Evolution leaves it in a state of constant excitement. It pierces enemies with its two large horns before shredding them.,"Bathed in the energy of Mega Evolution, its wings become unusually developed. It flies at speeds of approximately 30 mph.",Stag Beetle Pokémon,0.5,0.5,,Bug,
840,130,Gyarados,Gyarados (Mega Gyarados),Water,Flying,Mold Breaker,,,95,155,109,70,130,81,640,672.4 lbs.,"21'04""","Mega Evolution also affects its brain, leaving no other function except its destructive instinct to burn everything to cinders.","It jets water from the orifices on its sides, streaking above the water surface at supersonic speed.",Atrocious Pokémon,0.5,0.5,Magikarp,Water 2,Dragon
841,142,Aerodactyl,Aerodactyl (Mega Aerodactyl),Rock,Flying,Tough Claws,,,80,135,85,70,95,150,615,174.2 lbs.,"6'11""",Part of its body has become stone. Some scholars claim that this is Aerodactyl’s true appearance.,"When it Mega Evolves, it becomes more vicious than ever before. Some say that’s because its excess of power is causing it pain.",Fossil Pokémon,0.875,0.125,,Flying,
842,150,Mewtwo,Mewtwo (Mega Mewtwo X),Psychic,Fighting,Steadfast,,,106,190,100,154,100,130,780,280.0 lbs.,"7'07""",,,Genetic Pokémon,,,,Undiscovered,
843,150,Mewtwo,Mewtwo (Mega Mewtwo Y),Psychic,,Insomnia,,,106,150,70,194,120,140,780,72.8 lbs.,"4'11""",,,Genetic Pokémon,,,,Undiscovered,
844,181,Ampharos,Ampharos (Mega Ampharos),Electric,,Mold Breaker,,,90,95,105,165,110,45,610,135.6 lbs.,"4'07""",,,Light Pokémon,0.5,0.5,Flaaffy,Monster,Field
845,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
846,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
847,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
848,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
849,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
850,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
851,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
852,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
853,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
854,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
855,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
856,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
857,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
858,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
859,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
860,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
861,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
862,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
863,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
864,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
865,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
866,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
867,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
868,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
869,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
870,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
871,201,Unown,Unown (One form),Psychic,,Levitate,,,48,72,48,72,48,48,336,11.0 lbs.,"1'08""",,,Symbol Pokémon,,,,Undiscovered,
872,208,Steelix,Steelix (Mega Steelix),Steel,Ground,Sand Force,,,75,125,230,55,95,30,610,1631.4 lbs.,"34'05""",,,Iron Snake Pokémon,0.5,0.5,Onix,Mineral,
873,212,Scizor,Scizor (Mega Scizor),Bug,Steel,Technician,,,70,150,140,65,100,75,600,275.6 lbs.,"6'07""",The excess energy that bathes this Pokémon keeps it in constant danger of overflow. It can’t sustain a battle over long periods of time.,"Due to the effects of Mega Evolution, its pincers have taken on a more diabolical form, ripping anything they pinch to shreds.",Pincer Pokémon,0.5,0.5,Scyther,Bug,
874,214,Heracross,Heracross (Mega Heracross),Bug,Fighting,Skill Link,,,80,185,115,40,105,75,600,137.8 lbs.,"5'07""",,,Single Horn Pokémon,0.5,0.5,,Bug,
875,229,Houndoom,Houndoom (Mega Houndoom),Dark,Fire,Solar Power,,,75,90,90,140,90,115,600,109.1 lbs.,"6'03""",,,Dark Pokémon,0.5,0.5,Houndour,Field,
876,248,Tyranitar,Tyranitar (Mega Tyranitar),Rock,Dark,Sand Stream,,,100,164,150,95,120,71,700,562.2 lbs.,"8'02""",,,Armor Pokémon,0.5,0.5,Pupitar,Monster,
877,254,Sceptile,Sceptile (Mega Sceptile),Grass,,Lightning Rod,,,70,110,75,145,85,145,630,121.7 lbs.,"6'03""",,,Forest Pokémon,0.875,0.125,Grovyle,Monster,Dragon
878,257,Blaziken,Blaziken (Mega Blaziken),Fire,Fighting,Speed Boost,,,80,160,80,130,80,100,630,114.6 lbs.,"6'03""",,,Blaze Pokémon,0.875,0.125,Combusken,Field,
879,260,Swampert,Swampert (Mega Swampert),Water,Ground,Swift Swim,,,100,150,110,95,110,70,635,224.9 lbs.,"6'03""",,,Mud Fish Pokémon,0.875,0.125,Marshtomp,Monster,Water 1
880,282,Gardevoir,Gardevoir (Mega Gardevoir),Psychic,Fairy,Pixilate,,,68,85,65,165,135,100,618,106.7 lbs.,"5'03""",,,Embrace Pokémon,0.5,0.5,Kirlia,Amorphous,
881,302,Sableye,Sableye (Mega Sableye),Dark,Ghost,Magic Bounce,,,50,85,125,85,115,20,480,354.9 lbs.,"1'08""","The jewel from its chest, which has grown gigantic due to the effects of Mega Evolution, can turn back any attack.","Supporting a giant heavy jewel, it can’t change direction very nimbly and is vulnerable to attack from behind.",Darkness Pokémon,0.5,0.5,,Human-Like,
882,303,Mawile,Mawile (Mega Mawile),Steel,Fairy,Huge Power,,,50,105,125,55,95,50,480,51.8 lbs.,"3'03""",,,Deceiver Pokémon,0.5,0.5,,Field,Fairy
883,306,Aggron,Aggron (Mega Aggron),Steel,Rock,Filter,,,70,140,230,60,80,50,630,870.8 lbs.,"7'03""",,,Iron Armor Pokémon,0.5,0.5,Lairon,Monster,
884,308,Medicham,Medicham (Mega Medicham),Fighting,Psychic,Pure Power,,,60,100,85,80,85,100,510,69.4 lbs.,"4'03""",,,Meditate Pokémon,0.5,0.5,Meditite,Human-Like,
885,310,Manectric,Manectric (Mega Manectric),Electric,,Intimidate,,,70,75,80,135,80,135,575,97.0 lbs.,"5'11""",,,Discharge Pokémon,0.5,0.5,Electrike,Field,
886,319,Sharpedo,Sharpedo (Mega Sharpedo),Water,Dark,Strong Jaw,,,70,140,70,110,65,105,560,287.3 lbs.,"8'02""","The spines sprouting from its head are transformed fangs. If they’re injured or broken off, the spines will regenerate countless times.","As a consequence of Mega Evolution, its combative instincts exploded. The yellow marks it bears are scars from a long history of battles.",Brutal Pokémon,0.5,0.5,Carvanha,Water 2,
887,323,Camerupt,Camerupt (Mega Camerupt),Fire,Ground,Sheer Force,,,70,120,100,145,105,20,560,706.6 lbs.,"8'02""",,,Eruption Pokémon,0.5,0.5,Numel,Field,
888,334,Altaria,Altaria (Mega Altaria),Dragon,Fairy,Pixilate,,,75,110,110,110,105,80,590,45.4 lbs.,"4'11""",,,Humming Pokémon,0.5,0.5,Swablu,Flying,Dragon
889,351,Castform,Castform (Sunny Form),Fire,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes on the brightest of days. Its skin is unexpectedly hot to the touch, so approach with care.",This is Castform’s form when basking in fair weather. Its body is warm and toasty.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous
890,351,Castform,Castform (Rainy Form),Water,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes when soaked with rain. When its body is compressed, water will seep out as if from a sponge.",This is Castform’s form during a downpour of rain. Its body retains moisture and gets slippery.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous
891,351,Castform,Castform (Snowy Form),Ice,,Forecast,,,70,70,70,70,70,70,420,1.8 lbs.,"1'00""","This is the form Castform takes when covered in snow. Its body becomes an ice-like material, with a temperature near 23 degrees Fahrenheit.",This is Castform’s form when caught in a hailstorm. Its cold skin is as smooth as ice.,Weather Pokémon,0.5,0.5,,Fairy,Amorphous
892,354,Banette,Banette (Mega Banette),Ghost,,Prankster,,,64,165,75,93,83,75,555,28.7 lbs.,"3'11""",,,Marionette Pokémon,0.5,0.5,Shuppet,Amorphous,
893,359,Absol,Absol (Mega Absol),Dark,,Magic Bounce,,,65,150,60,115,60,115,565,108.0 lbs.,"3'11""","When this Pokémon whips the winglike fur on its back as though beating its wings, it sends an intimidating aura flying at its opponents.","As the energy of Mega Evolution fills it, its fur bristles. What you see on its back are not true wings, and this Pokémon isn’t able to fly.",Disaster Pokémon,0.5,0.5,,Field,
