int_goalkeeping_id,int_player_id,int_diving,int_handling,int_kicking,int_positioning,int_reflexes
15053,15053,6,10,13,9,10
15054,15054,8,7,10,13,8
15055,15055,11,11,11,11,12
15056,15056,15,13,8,6,9
15057,15057,6,8,9,10,10
15058,15058,13,6,14,7,9
15059,15059,14,10,6,13,9
15060,15060,8,8,9,9,8
15061,15061,8,13,10,8,11
15062,15062,13,11,14,7,5
15063,15063,10,14,7,7,7
15064,15064,10,13,7,7,8
15065,15065,11,10,13,9,14
15066,15066,12,11,14,8,14
15067,15067,14,13,11,12,7
15068,15068,13,7,11,14,5
15069,15069,57,53,62,57,68
15070,15070,61,60,59,60,61
15071,15071,13,9,9,10,13
15072,15072,63,59,61,58,63
15073,15073,6,10,7,14,13
15074,15074,6,12,12,6,5
15075,15075,9,8,6,6,11
15076,15076,7,8,15,6,5
15077,15077,6,11,8,6,10
15078,15078,7,14,6,11,13
15079,15079,10,5,10,11,7
15080,15080,11,6,10,9,12
15081,15081,12,9,9,11,7
15082,15082,14,11,14,7,9
15083,15083,62,60,62,58,60
15084,15084,14,7,11,7,10
15085,15085,9,11,11,11,6
15086,15086,15,6,13,9,13
15087,15087,14,15,9,14,10
15088,15088,8,7,7,7,11
15089,15089,10,9,13,8,16
15090,15090,14,11,16,7,10
15091,15091,7,9,10,12,6
15092,15092,6,13,12,9,12
15093,15093,14,6,6,11,15
15094,15094,65,56,64,55,67
15095,15095,12,12,11,8,12
15096,15096,10,10,16,11,12
15097,15097,9,12,9,10,14
15098,15098,8,11,11,13,5
15099,15099,8,7,10,14,10
15100,15100,7,13,7,12,14
15101,15101,6,8,13,13,8
15102,15102,8,8,13,12,7
15103,15103,13,12,7,8,6
15104,15104,12,11,10,6,11
15105,15105,7,8,9,11,10
15106,15106,8,8,14,14,5
15107,15107,8,12,13,6,14
15108,15108,8,13,15,13,9
15109,15109,14,15,12,5,14
15110,15110,13,9,14,12,7
15111,15111,12,15,14,15,5
15112,15112,13,13,7,10,15
15113,15113,13,12,15,8,10
15114,15114,10,9,10,15,12
15115,15115,7,7,6,13,6
15116,15116,13,7,6,13,8
15117,15117,10,14,6,10,10
15118,15118,12,12,10,7,13
15119,15119,15,12,10,7,12
15120,15120,7,14,11,6,9
15121,15121,61,57,55,58,63
15122,15122,9,7,5,11,8
15123,15123,6,13,11,11,8
15124,15124,10,14,5,15,8
15125,15125,61,56,56,58,62
15126,15126,12,14,5,10,7
15127,15127,8,7,14,10,12
15128,15128,7,14,11,7,14
15129,15129,10,11,13,9,6
15130,15130,7,13,14,8,8
15131,15131,61,56,57,59,60
15132,15132,10,13,11,9,5
15133,15133,7,8,10,14,8
15134,15134,7,13,15,15,8
15135,15135,8,7,11,7,15
15136,15136,7,11,9,8,6
15137,15137,59,57,55,64,58
15138,15138,8,10,7,7,12
15139,15139,11,10,13,10,10
15140,15140,10,9,11,12,10
15141,15141,12,13,9,8,9
15142,15142,6,8,6,8,11
15143,15143,61,58,55,60,62
15144,15144,11,12,13,6,9
15145,15145,62,63,65,58,63
15146,15146,6,15,13,13,7
15147,15147,61,58,56,59,62
15148,15148,60,59,62,59,57
15149,15149,13,9,10,14,10
15150,15150,9,11,9,12,11
15151,15151,9,11,9,13,11
15152,15152,15,14,11,9,10
15153,15153,9,10,9,9,10
15154,15154,9,14,12,5,12
15155,15155,13,7,10,8,11
15156,15156,61,57,61,60,59
15157,15157,58,60,59,57,61
15158,15158,14,10,10,14,8
15159,15159,11,16,13,16,11
15160,15160,58,53,52,65,60
15161,15161,11,11,14,9,12
15162,15162,8,7,12,10,10
15163,15163,60,57,57,55,64
15164,15164,6,12,12,10,10
15165,15165,10,11,11,10,5
15166,15166,6,10,6,11,15
15167,15167,10,10,10,10,10
15168,15168,12,13,9,13,15
15169,15169,12,8,13,7,12
15170,15170,15,13,14,9,7
15171,15171,60,65,63,50,60
15172,15172,8,7,11,11,13
15173,15173,63,60,56,56,62
15174,15174,9,13,12,12,7
15175,15175,12,10,10,8,12
15176,15176,14,7,10,12,11
15177,15177,8,14,8,13,11
15178,15178,7,6,9,11,10
15179,15179,54,57,60,66,57
15180,15180,12,7,6,12,11
15181,15181,14,7,12,7,12
15182,15182,13,13,10,9,7
15183,15183,13,8,8,7,8
15184,15184,9,9,6,14,11
15185,15185,14,11,14,13,8
15186,15186,7,7,9,15,12
15187,15187,14,9,8,7,5
15188,15188,9,16,7,15,16
15189,15189,11,15,6,14,11
15190,15190,10,5,11,7,9
15191,15191,60,63,56,60,56
15192,15192,7,7,13,9,13
15193,15193,13,14,10,15,10
15194,15194,13,7,10,11,13
15195,15195,10,6,8,7,12
15196,15196,13,15,9,11,5
15197,15197,59,57,55,59,65
15198,15198,16,13,36,11,17
15199,15199,8,7,9,10,7
15200,15200,9,12,10,12,14
15201,15201,62,59,59,58,62
15202,15202,8,7,11,13,5
15203,15203,13,9,12,9,13
15204,15204,13,10,15,13,11
15205,15205,7,5,9,10,8
15206,15206,6,5,10,14,13
15207,15207,58,62,59,58,60
15208,15208,5,14,13,10,10
15209,15209,11,7,5,11,10
15210,15210,9,10,12,12,6
15211,15211,6,10,16,8,13
15212,15212,8,6,10,10,14
15213,15213,13,8,5,7,11
15214,15214,10,7,9,12,12
15215,15215,6,12,7,7,6
15216,15216,8,15,15,10,10
15217,15217,9,10,11,12,9
15218,15218,13,15,14,6,5
15219,15219,62,57,55,56,63
15220,15220,8,6,15,14,9
15221,15221,6,6,9,15,11
15222,15222,6,5,7,11,13
15223,15223,8,8,6,6,14
15224,15224,13,13,14,10,6
15225,15225,9,6,6,5,10
15226,15226,9,14,11,14,9
15227,15227,11,15,11,12,7
15228,15228,16,8,16,10,11
15229,15229,5,6,8,9,5
15230,15230,7,6,7,5,12
15231,15231,9,15,5,11,11
15232,15232,10,11,6,13,7
15233,15233,7,8,10,8,9
15234,15234,60,59,56,59,60
15235,15235,8,11,5,14,12
15236,15236,12,15,13,10,11
15237,15237,9,7,12,7,6
15238,15238,14,10,10,12,8
15239,15239,11,8,9,12,12
15240,15240,11,7,8,6,9
15241,15241,10,12,11,6,9
15242,15242,6,10,10,10,15
15243,15243,61,57,55,62,60
15244,15244,10,6,14,8,9
15245,15245,64,54,51,57,62
15246,15326,8,6,11,13,8
15247,15246,8,7,9,5,6
15248,15247,13,14,10,15,14
15249,15248,14,5,10,6,8
15250,15249,15,14,12,15,10
15251,15250,56,58,57,57,59
15252,15251,11,11,11,10,8
15253,15252,7,14,12,14,11
15254,15253,9,14,6,14,7
15255,15254,13,13,13,12,8
15256,15255,58,57,64,61,62
15257,15256,57,59,53,56,59
15258,15257,10,12,6,8,12
15259,15258,10,6,10,10,11
15260,15259,61,59,53,54,65
15261,15260,13,15,8,11,6
15262,15261,13,7,6,12,14
15263,15262,14,16,13,8,7
15264,15263,7,9,12,9,8
15265,15264,6,13,15,6,13
15266,15265,13,13,8,13,9
15267,15266,6,11,9,12,13
15268,15267,9,10,11,8,9
15269,15268,15,13,10,11,12
15270,15269,57,60,58,60,58
15271,15270,6,11,6,11,14
15272,15271,16,11,16,6,11
15273,15272,8,14,13,8,9
15274,15273,7,13,7,8,8
15275,15274,9,6,8,6,9
15276,15275,8,13,15,7,9
15277,15276,11,9,12,10,10
15278,15277,59,60,64,62,61
15279,15278,12,6,10,5,10
15280,15279,5,13,5,15,15
15281,15280,13,10,5,13,12
15282,15281,12,11,5,6,15
15283,15282,10,15,6,7,6
15284,15283,5,13,8,11,14
15285,15284,12,12,8,7,11
15286,15285,15,15,14,6,14
15287,15286,13,11,11,13,12
15288,15287,13,13,12,9,13
15289,15288,14,10,8,5,7
15290,15289,62,59,60,58,60
15291,15290,15,8,7,15,7
15292,15291,12,6,10,7,6
15293,15292,13,9,7,8,11
15294,15293,7,8,8,14,13
15295,15294,8,7,9,14,14
15296,15295,11,12,14,11,12
15297,15296,9,13,13,12,6
15298,15297,6,6,9,15,12
15299,15298,12,7,6,6,12
15300,15299,7,11,14,13,14
15301,15300,60,59,54,57,58
15302,15301,7,8,7,7,14
15303,15302,11,11,6,10,12
15304,15303,10,15,12,14,9
15305,15304,5,8,7,5,14
15306,15305,11,15,8,16,10
15307,15306,5,7,12,11,10
15308,15307,15,14,10,9,7
15309,15308,60,56,54,58,61
15310,15309,11,10,13,12,11
15311,15310,12,13,10,11,5
15312,15311,11,15,8,12,10
15313,15312,5,6,8,12,11
15314,15313,6,5,6,6,7
15315,15314,14,9,7,13,7
15316,15315,15,12,11,6,13
15317,15316,7,13,7,13,11
15318,15317,7,5,15,7,6
15319,15318,7,9,6,14,8
15320,15319,60,58,57,58,63
15321,15320,7,8,9,6,10
15322,15321,14,8,13,13,9
15323,15322,15,6,6,7,11
15324,15323,7,10,7,13,13
15325,15324,14,7,7,8,5
15326,15325,11,14,5,10,7
15327,15327,15,10,12,15,16
15328,15328,11,9,12,5,6
15329,15329,8,13,14,14,11
15330,15330,13,7,7,11,7
15331,15331,8,12,10,8,6
15332,15332,13,6,11,11,8
15333,15333,6,8,14,7,6
15334,15334,59,57,55,59,61
15335,15335,11,8,14,9,14
15336,15336,11,14,6,7,10
15337,15337,11,10,11,13,9
15338,15338,14,8,15,13,11
15339,15339,9,10,9,7,6
15340,15340,6,9,6,15,8
15341,15341,8,15,11,11,12
15342,15342,9,13,15,10,8
15343,15343,9,8,13,10,8
15344,15344,14,10,12,15,13
15345,15345,12,14,15,7,12
15346,15346,8,6,6,8,10
15347,15347,9,10,5,12,13
15348,15348,14,8,12,9,8
15349,15349,6,8,8,6,13
15350,15350,9,9,10,10,14
15351,15351,14,7,10,7,11
15352,15352,11,9,10,10,13
15353,15353,7,7,14,14,15
15354,15354,10,12,12,13,10
15355,15355,11,10,10,9,14
15356,15356,9,7,11,13,7
15357,15357,11,8,13,13,13
15358,15358,11,14,5,10,13
15359,15359,8,10,15,6,12
15360,15360,6,8,11,9,5
15361,15361,8,11,15,12,10
15362,15362,12,14,7,12,13
15363,15363,12,6,5,7,13
15364,15364,10,11,10,5,12
15365,15365,10,5,8,6,8
15366,15366,10,10,8,8,12
15367,15367,7,10,6,15,7
15368,15368,14,12,10,11,13
15369,15369,8,8,10,8,9
15370,15370,8,15,11,13,9
15371,15371,9,12,11,10,14
15372,15372,6,15,13,11,13
15373,15373,11,8,12,10,8
15374,15374,15,16,14,9,16
15375,15375,10,14,15,13,9
15376,15376,13,11,13,9,14
15377,15377,12,14,13,11,12
15378,15378,62,57,56,57,62
15379,15379,10,15,8,14,13
15380,15380,9,8,11,6,7
15381,15381,9,10,12,7,8
15382,15382,15,14,11,15,6
15383,15383,5,8,9,11,13
15384,15384,11,13,13,11,13
15385,15385,10,8,9,9,12
15386,15386,6,12,7,11,12
15387,15387,14,5,13,13,11
15388,15388,7,13,11,14,13
15389,15389,7,12,7,12,10
15390,15390,15,13,12,14,7
15391,15391,11,8,7,7,8
15392,15392,7,9,7,11,12
15393,15393,10,11,14,11,6
15394,15394,7,12,13,14,7
15395,15395,9,14,8,11,10
15396,15396,6,13,8,13,6
15397,15397,8,15,11,7,13
15398,15398,15,8,8,8,14
15399,15399,10,12,6,10,13
15400,15400,10,9,7,7,8
15401,15401,8,7,9,10,7
15402,15402,14,16,9,14,14
15403,15403,6,9,14,16,6
15404,15404,12,10,6,8,14
15405,15405,14,11,11,13,14
15406,15406,6,7,16,16,6
15407,15407,9,16,14,12,10
15408,15408,68,52,51,52,65
15409,15409,10,8,8,8,8
15410,15410,8,11,7,14,14
15411,15411,13,10,7,7,15
15412,15412,14,7,10,11,9
15413,15413,9,7,6,10,11
15414,15414,59,61,59,52,63
15415,15415,11,10,13,11,14
15416,15416,11,12,13,12,13
15417,15417,8,7,12,9,10
15418,15418,13,7,8,9,12
15419,15419,12,12,11,14,6
15420,15420,12,13,12,7,9
15421,15421,9,14,11,6,12
15422,15422,13,11,8,11,5
15423,15423,5,8,7,13,13
15424,15424,10,12,12,8,11
15425,15425,6,6,14,10,7
15426,15426,15,9,13,13,14
15427,15427,9,9,14,9,9
15428,15428,12,11,6,14,12
15429,15429,13,7,7,8,7
15430,15430,6,12,11,6,7
15431,15431,58,60,62,59,63
15432,15432,12,8,13,14,11
15433,15433,12,12,10,11,13
15434,15434,12,13,14,5,13
15435,15435,12,12,5,13,13
15436,15436,9,13,11,15,12
15437,15437,14,7,8,11,15
15438,15438,14,12,15,13,7
15439,15439,12,10,8,14,12
15440,15440,59,58,58,61,60
15441,15441,15,9,11,8,10
15442,15442,12,9,7,7,6
15443,15443,58,60,61,61,59
15444,15444,6,14,12,10,12
15445,15445,8,12,9,7,5
15446,15446,12,14,7,11,11
15447,15447,11,8,14,10,5
15448,15448,16,10,15,14,10
15449,15449,59,56,60,59,61
15450,15450,7,7,7,7,7
15451,15451,13,11,12,13,7
15452,15452,11,13,15,13,12
15453,15453,8,10,10,5,13
15454,15454,13,11,13,14,7
15455,15455,9,12,14,5,6
15456,15456,12,11,8,14,7
15457,15457,15,16,10,12,6
15458,15458,11,13,7,10,6
15459,15459,62,61,61,60,62
15460,15460,8,9,13,14,14
15461,15461,10,14,12,15,10
15462,15462,9,6,10,15,12
15463,15463,6,14,7,14,5
15464,15464,13,10,8,13,13
15465,15465,63,58,55,59,62
15466,15466,8,7,9,6,8
15467,15467,6,10,8,12,12
15468,15468,9,6,6,10,10
15469,15469,59,61,58,60,58
15470,15470,7,14,11,15,9
15471,15471,9,9,13,12,7
15472,15472,14,11,11,14,9
15473,15473,12,15,9,6,13
15474,15474,5,10,13,6,6
15475,15475,8,14,11,14,9
15476,15476,12,10,11,14,13
15477,15477,8,8,14,6,10
15478,15478,13,7,14,6,14
15479,15479,59,60,60,59,58
15480,15480,12,7,6,14,7
15481,15481,15,16,12,12,11
15482,15482,8,7,8,12,11
15483,15483,10,8,13,10,6
15484,15484,65,62,58,59,62
15485,15485,5,5,5,11,6
15486,15486,10,9,6,10,11
15487,15487,9,13,8,13,14
15488,15488,14,13,9,13,5
15489,15489,5,6,14,6,9
15490,15490,13,7,14,9,9
15491,15491,8,9,13,12,12
15492,15492,13,9,7,9,10
15493,15493,12,9,14,11,14
15494,15494,11,6,10,6,6
15495,15495,8,8,7,7,14
15496,15496,7,9,16,15,9
15497,15497,6,5,6,14,12
15498,15498,14,10,15,15,11
15499,15499,14,12,8,12,14
15500,15500,10,14,9,10,11
15501,15501,13,6,8,11,5
15502,15502,12,7,5,15,7
15503,15503,12,7,13,15,12
15504,15504,8,9,7,12,10
15505,15505,10,7,11,9,8
15506,15506,12,13,14,9,14
15507,15507,62,57,52,54,65
15508,15508,9,6,15,11,14
15509,15509,13,12,15,8,11
15510,15510,14,8,8,12,7
15511,15511,15,6,7,7,12
15512,15512,12,15,8,9,14
15513,15513,8,7,12,10,9
15514,15514,14,6,15,14,11
15515,15515,8,10,12,12,15
15516,15516,8,6,10,11,11
15517,15517,6,11,14,12,6
15518,15518,9,12,8,12,10
15519,15519,55,58,62,62,53
15520,15520,11,6,9,9,7
15521,15521,63,52,63,55,64
15522,15522,15,14,6,14,10
15523,15523,13,8,8,8,8
15524,15524,6,15,7,10,13
15525,15525,12,7,10,13,10
15526,15526,9,8,14,8,14
15527,15527,10,16,13,12,10
15528,15528,12,8,5,14,14
15529,15529,5,8,15,11,14
15530,15530,5,8,6,15,13
15531,15531,15,13,8,13,14
15532,15532,5,14,6,12,13
15533,15533,67,57,58,55,63
15534,15534,10,7,12,13,12
15535,15535,9,14,15,12,7
15536,15536,14,12,13,16,12
15537,15537,10,10,9,8,10
15538,15538,5,14,6,10,15
15539,15539,7,11,8,10,8
15540,15540,6,13,9,6,10
15541,15541,64,55,59,56,62
15542,15542,6,6,8,6,10
15543,15543,6,14,13,12,7
15544,15544,7,7,14,13,14
15545,15545,11,13,10,13,8
15546,15546,9,9,6,8,6
15547,15547,13,9,7,8,8
15548,15548,7,7,6,15,5
15549,15549,9,10,7,10,9
15550,15550,7,9,14,8,14
15551,15551,57,61,57,60,61
15552,15552,14,13,9,15,12
15553,15553,13,13,6,7,9
15554,15554,14,11,8,9,14
15555,15555,10,10,6,9,16
15556,15556,10,6,8,10,14
15557,15557,10,13,7,11,7
15558,15558,7,6,14,7,13
15559,15559,13,14,15,11,14
15560,15560,62,60,58,62,63
15561,15561,9,11,7,10,12
15562,15562,63,67,51,57,55
15563,15563,13,11,12,14,16
15564,15564,13,14,15,12,8
15565,15565,14,9,7,8,11
15566,15566,7,12,10,13,9
15567,15567,7,6,7,7,8
15568,15568,60,60,56,58,62
15569,15569,10,7,14,12,8
15570,15570,57,57,56,60,63
15571,15571,10,8,13,10,8
15572,15572,8,6,16,7,8
15573,15573,8,15,12,12,11
15574,15574,15,13,7,13,8
15575,15575,7,8,6,13,8
15576,15576,5,10,12,11,9
15577,15577,59,59,58,59,57
15578,15578,9,6,9,7,14
15579,15579,11,15,9,13,13
15580,15580,10,13,6,11,5
15581,15581,13,7,15,12,11
15582,15582,62,59,60,56,62
15583,15583,12,7,12,12,9
15584,15584,9,7,14,13,10
15585,15585,62,57,56,58,63
15586,15586,12,8,14,7,9
15587,15587,6,11,6,10,11
15588,15588,13,5,14,7,5
15589,15589,15,9,13,8,7
15590,15590,12,7,6,6,13
15591,15591,10,9,13,13,13
15592,15592,11,11,9,6,14
15593,15593,6,6,7,15,12
15594,15594,8,13,8,8,13
15595,15595,15,9,14,7,10
15596,15596,12,12,10,8,7
15597,15597,5,14,13,6,11
15598,15598,10,11,13,14,8
15599,15599,7,8,8,11,8
15600,15600,8,11,14,5,7
15601,15601,60,61,54,60,57
15602,15602,61,52,62,58,67
15603,15603,5,10,8,12,13
15604,15604,7,12,15,10,14
15605,15605,11,10,11,10,15
15606,15606,9,14,7,14,12
15607,15607,8,15,12,13,11
15608,15608,7,5,11,14,9
15609,15609,8,7,6,14,14
15610,15610,66,56,57,55,62
15611,15611,9,14,11,9,11
15612,15612,13,14,6,6,13
15613,15613,5,12,6,9,6
15614,15614,9,6,8,7,10
15615,15615,7,11,9,11,8
15616,15616,5,12,5,12,8
15617,15617,14,5,15,8,13
15618,15618,10,9,9,15,12
15619,15619,11,7,14,8,7
15620,15620,12,13,13,13,6
15621,15621,12,9,8,14,12
15622,15622,9,8,15,8,11
15623,15623,8,9,9,9,8
15624,15624,7,7,5,6,9
15625,15625,58,52,62,58,63
15626,15626,10,13,13,6,15
15627,15627,9,10,9,11,5
15628,15628,8,14,12,11,10
15629,15629,9,12,7,12,7
15630,15630,14,6,13,7,10
15631,15631,10,14,12,10,6
15632,15632,14,13,14,14,7
15633,15633,14,13,13,11,13
15634,15634,14,9,14,13,7
15635,15635,11,14,8,9,9
15636,15636,14,10,10,5,5
15637,15637,6,14,12,12,11
15638,15638,7,12,10,12,5
15639,15639,13,11,9,15,12
15640,15640,15,11,8,8,12
15641,15641,10,9,14,15,6
15642,15642,8,8,7,10,12
15643,15643,7,7,12,9,7
15644,15644,6,13,7,14,8
15645,15645,7,6,14,6,6
15646,15646,15,12,7,11,13
15647,15647,8,13,12,13,13
15648,15648,12,6,11,7,8
15649,15649,14,7,10,14,11
15650,15650,8,11,9,9,7
15651,15651,6,6,8,5,7
15652,15652,59,55,58,58,60
15653,15653,7,7,7,9,7
15654,15654,13,9,7,8,7
15655,15655,11,8,15,10,5
15656,15656,7,7,13,13,14
15657,15657,5,13,10,8,12
15658,15658,61,59,60,56,58
15659,15659,14,7,8,10,8
15660,15660,7,15,15,8,13
15661,15661,11,14,13,5,13
15662,15662,12,13,12,7,6
15663,15663,15,13,10,7,7
15664,15664,7,8,11,9,11
15665,15665,12,13,10,15,10
15666,15666,8,9,6,9,9
15667,15667,57,60,49,59,61
15668,15668,9,12,12,8,10
15669,15669,11,9,12,13,9
15670,15670,6,5,8,7,7
15671,15671,9,9,11,10,9
15672,15672,11,5,7,6,14
15673,15673,9,13,6,12,5
15674,15674,64,57,52,49,61
15675,15675,12,13,6,10,8
15676,15676,15,14,8,9,10
15677,15677,64,59,59,56,58
15678,15678,7,14,9,15,7
15679,15679,11,7,14,13,7
15680,15680,8,13,8,9,11
15681,15681,14,11,7,8,7
15682,15682,15,13,14,8,10
15683,15683,13,14,14,11,11
15684,15684,12,10,11,10,11
15685,15685,12,10,7,9,13
15686,15686,6,6,13,13,14
15687,15687,13,14,12,14,13
15688,15688,12,11,11,9,9
15689,15689,14,7,13,5,13
15690,15690,14,10,12,6,15
15691,15691,10,15,8,8,15
15692,15692,7,15,11,8,6
15693,15693,7,13,12,13,7
15694,15694,6,8,9,6,5
15695,15695,7,8,10,14,10
15696,15696,8,13,11,12,6
15697,15697,10,10,10,8,11
15698,15698,60,57,60,56,63
15699,15699,11,12,14,9,5
15700,15700,5,14,12,5,8
15701,15701,11,8,9,10,6
15702,15702,9,5,6,8,13
15703,15703,7,11,12,12,10
15704,15704,5,10,9,15,9
15705,15705,12,6,11,9,11
15706,15706,9,7,8,13,14
15707,15707,11,12,9,13,13
15708,15708,62,54,57,53,66
15709,15709,13,7,11,13,12
15710,15710,5,13,14,13,6
15711,15711,6,9,5,9,14
15712,15712,62,60,52,57,56
15713,15713,6,11,8,9,11
15714,15714,15,15,14,7,9
15715,15715,8,10,13,15,10
15716,15716,10,13,12,7,9
15717,15717,7,9,6,13,7
15718,15718,14,12,7,13,6
15719,15719,11,7,15,7,13
15720,15720,15,7,7,9,9
15721,15721,8,9,10,11,13
15722,15722,12,9,12,12,6
15723,15723,13,9,8,13,14
15724,15724,11,12,12,6,13
15725,15725,13,13,6,7,7
15726,15726,59,59,55,58,57
15727,15727,9,10,9,14,6
15728,15728,10,8,7,14,8
15729,15729,8,8,8,6,12
15730,15730,12,14,7,6,6
15731,15731,6,15,7,6,11
15732,15732,11,10,10,12,11
15733,15733,10,7,8,9,11
15734,15734,13,9,9,11,10
15735,15735,8,10,6,10,10
15736,15736,12,9,14,14,11
15737,15737,7,14,15,12,13
15738,15738,6,10,11,8,13
15739,15739,9,8,5,9,14
15740,15740,61,55,59,55,62
15741,15741,12,10,13,14,14
15742,15742,6,11,11,15,13
15743,15743,12,5,11,9,12
15744,15744,14,8,11,12,14
15745,15745,12,8,6,8,9
15746,15746,6,14,9,9,15
15747,15747,61,58,58,58,59
15748,15748,14,7,13,11,9
15749,15749,8,9,15,15,10
15750,15750,10,8,15,10,11
15751,15751,6,13,11,10,9
15752,15752,10,8,13,6,5
15753,15753,6,6,9,6,11
15754,15754,9,13,6,11,6
15755,15755,13,12,12,7,8
15756,15756,12,8,10,8,7
15757,15757,15,16,8,15,8
15758,15758,15,7,10,10,8
15759,15759,11,9,15,9,13
15760,15760,12,6,8,13,7
15761,15761,11,10,13,10,12
15762,15762,13,14,7,8,14
15763,15763,12,9,8,14,11
15764,15764,12,12,11,11,7
15765,15765,13,5,12,10,10
15766,15766,12,13,13,6,8
15767,15767,9,13,6,9,8
15768,15768,11,15,7,9,7
15769,15769,9,15,7,12,10
15770,15770,56,57,58,57,60
15771,15771,5,14,6,14,8
15772,15772,14,7,11,13,9
15773,15773,7,13,8,7,12
15774,15774,8,14,14,13,10
15775,15775,7,12,7,7,11
15776,15776,11,10,14,10,9
15777,15777,11,9,13,6,6
15778,15778,13,7,5,10,13
15779,15779,10,8,15,10,13
15780,15780,61,52,60,58,60
15781,15781,15,10,14,13,14
15782,15782,13,8,8,13,7
15783,15783,65,57,60,57,62
15784,15784,15,12,9,10,6
15785,15785,8,11,5,11,15
15786,15786,14,5,12,11,13
15787,15787,6,11,11,6,10
15788,15788,61,56,59,58,59
15789,15789,60,55,57,54,62
15790,15790,10,5,10,8,13
15791,15791,13,13,7,12,8
15792,15792,14,15,13,9,8
15793,15793,14,13,7,11,12
15794,15794,5,6,14,8,14
15795,15795,10,13,9,15,7
15796,15796,13,10,12,11,10
15797,15797,57,61,60,57,61
15798,15798,12,9,13,11,10
15799,15799,14,5,7,7,6
15800,15800,11,16,12,11,10
15801,15801,14,11,10,15,9
15802,15802,12,10,7,8,15
15803,15803,8,13,10,7,5
15804,15804,12,9,12,10,10
15805,15805,13,8,7,12,11
15806,15806,10,6,8,12,11
15807,15807,12,14,13,7,12
15808,15808,13,11,11,8,10
15809,15809,14,7,5,15,11
15810,15810,6,14,8,14,9
15811,15811,8,12,13,11,15
15812,15812,11,12,15,9,8
15813,15813,66,58,51,45,65
15814,15814,12,8,13,9,10
15815,15815,7,15,10,10,8
15816,15816,11,9,9,9,10
15817,15817,6,9,12,8,14
15818,15818,14,7,10,5,10
15819,15819,57,55,61,59,58
15820,15820,12,6,10,13,14
15821,15821,11,11,11,11,12
15822,15822,11,13,11,11,14
15823,15823,13,15,12,14,10
15824,15824,14,6,9,11,10
15825,15825,14,9,14,14,9
15826,15826,6,10,11,16,10
15827,15827,59,59,61,60,56
15828,15828,15,10,14,15,9
15829,15829,56,60,54,61,60
15830,15830,9,8,8,13,14
15831,15831,7,9,5,9,10
15832,15832,10,5,14,13,9
15833,15833,6,11,11,8,10
15834,15834,14,8,7,11,9
15835,15835,13,7,7,7,13
15836,15836,9,7,6,8,5
15837,15837,15,10,7,15,11
15838,15838,5,13,9,11,11
15839,15839,8,11,14,12,13
15840,15840,9,8,12,14,9
15841,15841,6,11,11,14,10
15842,15842,7,7,5,10,15
15843,15843,9,11,10,7,9
15844,15844,9,6,10,6,5
15845,15845,8,10,6,13,9
15846,15846,5,6,13,15,10
15847,15847,60,56,56,55,61
15848,15848,11,14,9,11,15
15849,15849,12,11,13,13,13
15850,15850,6,6,7,12,13
15851,15851,7,5,10,12,6
15852,15852,11,15,13,13,7
15853,15853,15,8,10,12,15
15854,15854,14,14,11,8,15
15855,15855,6,8,8,10,10
15856,15856,15,10,13,9,14
15857,15857,15,12,12,11,12
15858,15858,5,6,14,9,14
15859,15859,64,53,51,56,63
15860,15860,8,6,7,13,13
15861,15861,14,11,12,6,15
15862,15862,7,9,12,9,15
15863,15863,13,14,15,11,13
15864,15864,15,15,8,15,11
15865,15865,57,60,57,56,62
15866,15866,9,15,8,9,6
15867,15867,13,11,14,13,9
15868,15868,9,6,9,8,14
15869,15869,7,15,14,9,14
15870,15870,10,14,15,11,8
15871,15871,8,13,11,14,8
15872,15872,7,11,11,6,13
15873,15873,7,5,7,10,10
15874,15874,11,12,8,7,14
15875,15875,11,12,11,6,12
15876,15876,60,58,75,55,60
15877,15877,10,6,12,13,6
15878,15878,11,11,5,13,7
15879,15879,7,7,7,7,7
15880,15880,14,8,7,7,13
15881,15881,10,9,8,11,10
15882,15882,57,59,52,57,59
15883,15883,5,9,7,13,15
15884,15884,12,13,14,8,10
15885,15885,5,13,6,14,6
15886,15886,15,12,11,10,11
15887,15887,14,6,6,10,6
15888,15888,10,15,10,12,5
15889,15889,11,15,13,11,9
15890,15890,16,14,13,11,9
15891,15891,8,14,12,14,9
15892,15892,7,6,14,8,10
15893,15893,12,12,13,14,10
15894,15894,62,57,59,53,64
15895,15895,8,5,13,6,14
15896,15896,11,10,8,8,5
15897,15897,5,9,6,12,10
15898,15898,61,59,63,56,57
15899,15899,14,10,12,11,10
15900,15900,12,8,13,11,7
15901,15901,11,9,6,15,10
15902,15902,58,63,55,61,61
15903,15903,9,11,12,10,6
15904,15904,10,12,15,8,12
15905,15905,13,6,13,7,7
15906,15906,12,12,14,13,14
15907,15907,12,14,10,13,10
15908,15908,11,6,14,6,9
15909,15909,7,8,14,12,14
15910,15910,9,15,8,5,6
15911,15911,15,6,9,13,9
15912,15912,9,11,16,6,11
15913,15913,12,6,10,8,15
15914,15914,9,10,15,13,10
15915,15915,59,59,54,61,59
15916,15916,7,7,12,10,12
15917,15917,6,15,9,8,13
15918,15918,15,14,11,8,7
15919,15919,6,11,8,10,8
15920,15920,10,9,12,13,8
15921,15921,11,7,10,14,11
15922,15922,10,12,6,10,11
15923,15923,7,15,15,15,11
15924,15924,12,12,11,5,7
