int_profile_id,int_player_id,str_preferred_foot,int_weak_foot,int_skill_moves,int_international_reputations,str_work_rate,str_body_type
18119,18119,Right,3,2,1,Medium/ High,Normal (170-185)
18120,18120,Right,3,2,1,Medium/ Medium,Normal (185+)
18121,18121,Right,3,2,1,Low/ High,Lean (185+)
18122,18122,Right,3,2,1,Low/ High,Normal (185+)
18123,18123,Left,2,2,1,Medium/ Medium,Normal (185+)
18124,18124,Right,2,1,1,Medium/ Medium,Lean (185+)
18125,18125,Right,3,2,1,High/ Medium,Lean (170-185)
18126,18126,Right,3,2,1,Low/ High,Normal (170-185)
18127,18127,Right,3,1,1,Medium/ Medium,Normal (185+)
18128,18128,Right,3,2,1,Medium/ High,Lean (170-185)
18129,18129,Left,2,2,1,Medium/ Medium,Normal (185+)
18130,18130,Right,3,2,1,Low/ Medium,Normal (170-185)
18131,18131,Left,3,2,1,Medium/ Medium,Normal (170-185)
18132,18132,Right,2,2,1,Low/ Medium,Lean (185+)
18133,18133,Right,3,2,1,Medium/ Medium,Normal (170-185)
18134,18134,Right,2,1,1,Medium/ Medium,Normal (185+)
18135,18135,Right,1,2,1,High/ Medium,Lean (185+)
18136,18136,Left,2,2,1,Medium/ Medium,Normal (170-)
18137,18137,Right,2,2,1,Medium/ Medium,Lean (170-185)
18138,18138,Right,3,2,1,Medium/ Medium,Normal (185+)
18139,18139,Right,3,1,1,Medium/ Medium,Normal (185+)
18140,18140,Right,3,2,1,Medium/ Medium,Normal (170-185)
18141,18141,Right,4,2,1,Medium/ Medium,Lean (170-185)
18142,18142,Left,3,2,1,Medium/ Medium,Lean (185+)
18143,18143,Right,3,1,1,Medium/ Medium,Normal (170-185)
18144,18144,Right,2,1,1,Medium/ Medium,Lean (170-185)
18145,18145,Right,2,2,1,Medium/ High,Lean (170-185)
18146,18146,Right,2,2,1,Medium/ Medium,Lean (185+)
18147,18147,Right,2,1,1,Medium/ Medium,Normal (185+)
18148,18148,Left,2,2,1,High/ Medium,Stocky (170-185)
18149,18149,Right,2,2,1,Medium/ Medium,Lean (170-185)
18150,18150,Right,3,2,1,Medium/ Medium,Normal (170-185)
18151,18151,Right,3,2,1,High/ High,Lean (170-185)
18152,18152,Right,2,2,1,Low/ High,Lean (170-185)
18153,18153,Right,3,2,1,Medium/ Medium,Normal (170-185)
18154,18154,Right,3,2,1,Medium/ Medium,Normal (185+)
18155,18155,Right,2,2,1,Medium/ High,Normal (170-185)
18156,18156,Right,2,1,1,Medium/ Medium,Normal (185+)
18157,18157,Right,3,2,1,Low/ High,Normal (185+)
18158,18158,Left,3,2,1,Low/ Medium,Normal (185+)
18159,18159,Right,2,2,1,Low/ Medium,Lean (185+)
18160,18160,Right,2,1,1,Medium/ Medium,Lean (185+)
18161,18161,Left,3,3,1,Medium/ Medium,Lean (170-185)
18162,18162,Right,3,1,1,Medium/ Medium,Normal (170-185)
18163,18163,Left,3,2,1,Medium/ Medium,Lean (170-185)
18164,18164,Right,3,1,1,Medium/ Medium,Normal (185+)
18165,18165,Right,3,1,1,Medium/ Medium,Normal (170-185)
18166,18166,Right,3,2,1,Medium/ Medium,Lean (185+)
18167,18167,Right,3,3,1,Medium/ Medium,Normal (170-185)
18168,18168,Right,3,2,1,Medium/ High,Normal (185+)
18169,18169,Right,3,3,1,Medium/ Medium,Normal (170-185)
18170,18170,Right,3,2,1,Medium/ Medium,Lean (185+)
18171,18171,Right,3,2,1,Medium/ Medium,Normal (170-185)
18172,18172,Right,3,2,1,Medium/ Medium,Lean (185+)
18173,18173,Right,3,2,1,Medium/ Medium,Lean (185+)
18174,18174,Left,4,2,1,Medium/ Medium,Lean (170-185)
18175,18175,Right,2,2,1,Medium/ Medium,Normal (170-185)
18176,18176,Right,3,2,1,Medium/ Medium,Normal (170-185)
18177,18177,Left,5,2,1,High/ Medium,Normal (170-185)
18178,18178,Right,2,2,1,Medium/ Medium,Normal (170-185)
18179,18179,Right,3,2,1,Medium/ Medium,Lean (170-185)
18180,18180,Right,3,2,1,Medium/ Medium,Normal (170-185)
18181,18181,Right,3,3,1,Medium/ Medium,Normal (170-185)
18182,18182,Right,3,2,1,Medium/ Medium,Lean (185+)
18183,18183,Right,3,2,1,Medium/ Medium,Lean (185+)
18184,18184,Right,3,2,1,Medium/ Medium,Normal (170-185)
18185,18185,Right,3,2,1,Medium/ Medium,Normal (170-185)
18186,18186,Right,3,1,1,Medium/ Medium,Normal (185+)
18187,18187,Right,3,2,1,Medium/ Medium,Lean (185+)
18188,18188,Right,3,2,1,High/ Medium,Normal (170-185)
18189,18189,Right,3,2,1,Medium/ High,Normal (185+)
18190,18190,Right,4,2,1,High/ Medium,Lean (185+)
18191,18191,Left,3,3,1,Medium/ Medium,Normal (170-185)
18192,18192,Right,3,2,1,High/ Medium,Normal (170-185)
18193,18193,Right,3,2,1,Medium/ Medium,Lean (185+)
18194,18194,Right,2,1,1,Medium/ Medium,Normal (170-185)
18195,18195,Right,3,2,1,Medium/ Medium,Normal (170-185)
18196,18196,Right,3,1,1,Medium/ Medium,Lean (185+)
18197,18197,Right,2,2,1,Medium/ Medium,Normal (170-185)
18198,18198,Right,3,2,1,Medium/ Medium,Lean (170-185)
18199,18199,Right,2,1,1,Medium/ Medium,Normal (185+)
18200,18200,Right,3,1,1,Medium/ Medium,Lean (185+)
18201,18201,Right,3,2,1,High/ Medium,Normal (170-185)
18202,18202,Right,3,1,1,Medium/ Medium,Normal (170-185)
18203,18203,Right,3,2,1,Medium/ Medium,Normal (170-185)
18204,18204,Right,2,2,1,Medium/ Medium,Lean (170-185)
18205,18205,Right,1,1,1,Medium/ Medium,Lean (185+)
18206,18206,Right,2,2,1,Low/ High,Normal (170-185)
18207,18207,Left,2,3,1,High/ Low,Lean (170-185)
18208,18208,Right,3,1,1,Medium/ Medium,Normal (185+)
18209,18209,Right,2,2,1,High/ Medium,Lean (170-185)
18210,18210,Right,3,2,1,Medium/ Medium,Lean (170-)
18211,18211,Left,2,2,1,High/ Low,Normal (170-)
18212,18212,Right,3,2,1,Medium/ Medium,Lean (170-185)
18213,18213,Right,3,2,1,Medium/ Medium,Lean (170-185)
18214,18214,Right,3,2,1,Medium/ Medium,Lean (170-185)
18215,18215,Right,1,1,1,Medium/ Medium,Normal (185+)
18216,18216,Right,2,2,1,High/ High,Lean (170-185)
18217,18217,Right,2,2,1,Medium/ Medium,Lean (170-185)
18218,18218,Right,4,2,1,Medium/ Medium,Normal (185+)
18219,18219,Right,2,2,1,Medium/ Medium,Lean (185+)
18220,18220,Right,3,2,1,High/ Low,Normal (170-185)
18221,18221,Right,3,2,1,Medium/ Medium,Lean (170-185)
18222,18222,Right,3,2,1,Medium/ Medium,Lean (185+)
18223,18223,Right,3,2,1,Medium/ Medium,Normal (170-185)
18224,18224,Left,3,2,1,Medium/ Medium,Lean (170-185)
18225,18225,Right,3,2,1,Low/ Low,Normal (170-)
18226,18226,Right,2,1,1,Medium/ Medium,Normal (170-185)
18227,18227,Right,2,1,1,Medium/ Medium,Normal (185+)
18228,18228,Right,4,3,1,Medium/ Low,Normal (170-185)
18229,18229,Left,2,2,1,Medium/ Medium,Normal (170-185)
18230,18230,Left,3,3,1,Medium/ Medium,Normal (170-)
18231,18231,Right,2,1,1,Medium/ Medium,Normal (170-185)
18232,18232,Right,3,2,1,Medium/ Low,Lean (170-)
18233,18233,Right,2,2,1,Medium/ Low,Lean (170-185)
18234,18234,Left,2,2,1,Medium/ Medium,Normal (185+)
18235,18235,Right,3,1,1,Medium/ Medium,Normal (185+)
18236,18236,Right,1,1,1,Medium/ Medium,Lean (185+)
18237,18237,Right,3,2,1,Medium/ Medium,Lean (170-)
18238,18238,Right,3,2,1,Medium/ Medium,Lean (170-185)
18239,18239,Right,3,1,1,Medium/ Medium,Normal (185+)
18240,18240,Right,3,2,1,Medium/ Medium,Lean (185+)
18241,18241,Right,3,3,1,Medium/ Medium,Lean (170-185)
18242,18242,Left,2,2,1,Medium/ Medium,Lean (170-185)
18243,18243,Right,2,2,1,Medium/ Medium,Lean (185+)
18244,18244,Right,3,1,1,Medium/ Medium,Lean (185+)
18245,18245,Right,3,2,1,Medium/ Medium,Lean (170-185)
18246,18246,Right,2,1,1,Medium/ Medium,Lean (185+)
18247,18247,Right,3,2,1,Medium/ Medium,Normal (170-185)
18248,18248,Right,2,2,1,High/ Low,Normal (170-185)
18249,18249,Right,3,2,1,Medium/ Medium,Normal (185+)
18250,18250,Right,3,2,1,Medium/ Medium,Lean (170-185)
18251,18251,Right,3,2,1,High/ Medium,Lean (185+)
18252,18252,Left,3,2,1,Medium/ Medium,Lean (170-185)
18253,18253,Right,3,2,1,Medium/ Medium,Lean (170-185)
18254,18254,Right,2,2,1,Medium/ Medium,Normal (185+)
18255,18255,Right,3,2,1,Medium/ Medium,Lean (185+)
18256,18256,Left,3,3,1,Medium/ Medium,Normal (170-)
18257,18257,Right,2,2,1,Medium/ Medium,Lean (170-185)
18258,18258,Right,3,3,1,Medium/ Medium,Normal (170-185)
18259,18259,Right,3,2,1,High/ Medium,Lean (185+)
18260,18260,Right,3,1,1,Medium/ Medium,Lean (185+)
18261,18261,Right,3,2,1,Medium/ Low,Normal (170-185)
18262,18262,Right,2,1,1,Medium/ Medium,Normal (185+)
18263,18263,Left,3,1,1,Medium/ Medium,Normal (185+)
18264,18264,Right,3,2,1,High/ Medium,Normal (170-185)
18265,18265,Right,2,2,1,Medium/ Medium,Normal (185+)
18266,18266,Right,3,1,1,Medium/ Medium,Lean (185+)
18267,18267,Right,3,2,1,Medium/ Medium,Lean (170-185)
18268,18268,Left,2,2,1,High/ High,Normal (170-185)
18269,18269,Right,3,1,1,Medium/ Medium,Normal (185+)
18270,18270,Left,2,1,1,Medium/ Medium,Normal (185+)
18271,18271,Right,3,2,1,Medium/ Medium,Normal (170-185)
18272,18272,Right,3,3,1,Medium/ Medium,Normal (170-185)
18273,18273,Right,3,2,1,Medium/ Medium,Lean (170-185)
18274,18274,Right,3,2,1,Medium/ Medium,Lean (185+)
18275,18275,Left,2,2,1,Medium/ Medium,Lean (185+)
18276,18276,Left,2,2,1,Medium/ Medium,Lean (170-185)
18277,18277,Right,2,2,1,Medium/ Medium,Lean (170-185)
18278,18278,Right,3,2,1,Medium/ Medium,Lean (170-185)
18279,18279,Right,2,2,1,Medium/ Medium,Lean (170-185)
18280,18280,Right,3,2,1,Medium/ Medium,Lean (170-185)
18281,18281,Left,2,2,1,Medium/ Medium,Lean (170-185)
18282,18282,Right,2,2,1,Medium/ Medium,Normal (185+)
18283,18283,Right,3,2,1,Medium/ Medium,Lean (185+)
18284,18284,Right,2,1,1,Medium/ Medium,Lean (170-185)
18285,18285,Right,3,2,1,Low/ Medium,Normal (170-185)
18286,18286,Right,3,2,1,Medium/ High,Lean (170-185)
18287,18287,Right,2,2,1,Medium/ Medium,Lean (170-185)
18288,18288,Right,3,2,1,Medium/ Medium,Lean (185+)
18289,18289,Right,3,2,1,Medium/ Medium,Lean (170-185)
18290,18290,Right,2,2,1,Medium/ Low,Lean (185+)
18291,18291,Right,3,2,1,Medium/ Low,Lean (170-185)
18292,18292,Right,3,1,1,Medium/ Medium,Lean (170-185)
18293,18293,Right,3,1,1,Medium/ Medium,Normal (170-185)
18294,18294,Right,2,1,1,Medium/ Medium,Lean (170-185)
18295,18295,Right,2,1,1,Medium/ Medium,Lean (170-185)
18296,18296,Left,3,2,1,Medium/ Medium,Lean (170-185)
18297,18297,Right,3,2,1,High/ Medium,Normal (185+)
18298,18298,Right,3,2,1,Low/ Medium,Lean (185+)
18299,18299,Right,2,2,1,Medium/ Low,Lean (185+)
18300,18300,Right,3,1,1,Medium/ Medium,Lean (185+)
18301,18301,Right,3,2,1,Medium/ Medium,Normal (170-185)
18302,18302,Right,2,1,1,Medium/ Medium,Lean (185+)
18303,18303,Left,2,2,1,Medium/ Medium,Lean (170-)
18304,18304,Right,2,1,1,Medium/ Medium,Normal (185+)
18305,18305,Right,2,2,1,Low/ Medium,Lean (170-185)
18306,18306,Right,2,2,1,Medium/ Medium,Lean (170-185)
18307,18307,Left,3,2,1,Medium/ Medium,Lean (170-185)
18308,18308,Right,3,2,1,Medium/ Medium,Normal (185+)
18309,18309,Right,2,2,1,Medium/ Medium,Normal (185+)
18310,18310,Right,2,1,1,Medium/ Medium,Normal (170-185)
18311,18311,Left,4,2,1,Medium/ Medium,Normal (170-185)
18312,18312,Right,3,2,1,Medium/ Medium,Lean (170-185)
18313,18313,Right,3,2,1,Medium/ Medium,Lean (170-185)
18314,18314,Right,3,2,1,High/ Medium,Lean (170-185)
18315,18315,Left,2,2,1,Low/ Medium,Lean (170-185)
18316,18316,Right,3,3,1,Medium/ High,Normal (170-)
18317,18317,Right,2,2,1,Medium/ Medium,Normal (185+)
18318,18318,Right,2,2,1,Medium/ Medium,Lean (170-185)
18319,18319,Right,3,2,1,Medium/ Medium,Lean (170-185)
18320,18320,Right,3,2,1,Medium/ Low,Lean (185+)
18321,18321,Right,3,2,1,Medium/ Medium,Normal (170-185)
18322,18322,Right,2,1,1,Medium/ Medium,Normal (185+)
18323,18323,Right,3,1,1,Medium/ Medium,Lean (185+)
18324,18324,Right,3,2,1,Medium/ High,Normal (170-185)
18325,18325,Left,2,2,1,Medium/ High,Normal (185+)
18326,18326,Right,2,2,1,Medium/ Medium,Normal (170-185)
18327,18327,Right,3,2,1,Medium/ Medium,Normal (170-)
18328,18328,Right,3,3,1,Medium/ Medium,Lean (170-185)
18329,18329,Right,2,2,1,Medium/ Medium,Lean (170-185)
18330,18330,Right,5,1,1,Medium/ Medium,Normal (185+)
18331,18331,Left,3,2,1,Medium/ Medium,Normal (170-185)
18332,18332,Right,3,2,1,High/ Low,Lean (185+)
18333,18333,Right,3,3,1,Medium/ Medium,Normal (170-185)
18334,18334,Right,3,2,1,High/ Medium,Lean (170-185)
18335,18335,Right,3,2,1,Medium/ Medium,Normal (185+)
18336,18336,Left,3,1,1,Medium/ Medium,Normal (185+)
18337,18337,Left,2,2,1,Medium/ Medium,Lean (170-185)
18338,18338,Right,3,1,1,Medium/ Medium,Normal (185+)
18339,18339,Right,2,1,1,Medium/ Medium,Normal (185+)
18340,18340,Right,3,1,1,Medium/ Medium,Normal (185+)
18341,18341,Right,2,2,1,Medium/ Medium,Normal (170-185)
18342,18342,Right,3,2,1,Medium/ Medium,Normal (170-185)
18343,18343,Right,2,2,1,Medium/ Medium,Lean (170-185)
18344,18344,Right,2,2,1,Medium/ Medium,Lean (170-185)
18345,18345,Right,2,2,1,Medium/ Medium,Lean (170-185)
18346,18346,Right,3,2,1,High/ Medium,Normal (185+)
18347,18347,Right,2,3,1,Medium/ High,Normal (170-185)
18348,18348,Left,3,2,1,Medium/ Medium,Normal (170-185)
18349,18349,Right,2,1,1,Medium/ Medium,Normal (185+)
18350,18350,Left,3,2,1,Medium/ Medium,Lean (170-185)
18351,18351,Right,3,2,1,Medium/ Medium,Lean (170-185)
18352,18352,Right,2,1,1,Medium/ Medium,Normal (170-185)
18353,18353,Right,2,2,1,Medium/ Medium,Normal (185+)
18354,18354,Left,2,2,1,Medium/ Medium,Lean (185+)
18355,18355,Right,2,1,1,Medium/ Medium,Normal (185+)
18356,18356,Right,3,1,1,Medium/ Medium,Normal (185+)
18357,18357,Right,3,1,1,Medium/ Medium,Normal (185+)
18358,18358,Right,3,2,1,Medium/ Medium,Lean (170-185)
18359,18359,Left,3,2,1,Medium/ Medium,Normal (170-185)
18360,18360,Right,2,2,1,Medium/ High,Lean (185+)
18361,18361,Right,2,1,1,Medium/ Medium,Lean (185+)
18362,18362,Right,2,1,1,Medium/ Medium,Normal (185+)
18363,18363,Right,2,2,1,Medium/ High,Normal (185+)
18364,18364,Right,1,1,1,Medium/ Medium,Lean (170-185)
18365,18365,Right,2,1,1,Medium/ Medium,Lean (185+)
18366,18366,Right,4,2,1,Medium/ High,Normal (185+)
18367,18367,Right,2,2,1,Medium/ Medium,Lean (185+)
18368,18368,Right,3,2,1,Medium/ Low,Normal (170-185)
18369,18369,Right,2,1,1,Medium/ Medium,Normal (185+)
18370,18370,Right,2,2,1,Medium/ Medium,Lean (170-185)
18371,18371,Right,3,2,1,Medium/ Medium,Normal (170-185)
18372,18372,Right,3,3,1,Medium/ Medium,Lean (170-185)
18373,18373,Right,2,1,1,Medium/ Medium,Normal (185+)
18374,18374,Right,2,2,1,Low/ Medium,Normal (170-185)
18375,18375,Right,2,2,1,Medium/ Medium,Normal (170-185)
18376,18376,Right,3,2,1,Medium/ Medium,Normal (170-185)
18377,18377,Right,3,1,1,Medium/ Medium,Lean (170-185)
18378,18378,Left,3,3,1,High/ Medium,Normal (170-185)
18379,18379,Right,3,3,1,Medium/ Medium,Normal (170-185)
18380,18380,Right,3,1,1,Medium/ Medium,Lean (185+)
18381,18381,Right,4,2,1,Medium/ Medium,Normal (170-185)
18382,18382,Right,4,1,1,Medium/ Medium,Normal (185+)
18383,18383,Right,3,2,1,Medium/ Medium,Lean (170-185)
18384,18384,Right,3,2,1,Medium/ Medium,Normal (170-185)
18385,18385,Right,3,2,1,Medium/ Medium,Lean (170-185)
18386,18386,Right,3,2,1,Medium/ Medium,Lean (185+)
18387,18387,Left,3,2,1,Medium/ Medium,Normal (170-)
18388,18388,Right,3,2,1,Medium/ Medium,Lean (170-185)
18389,18389,Right,3,2,1,Medium/ Medium,Lean (170-)
18390,18390,Right,2,2,1,Medium/ Low,Lean (170-185)
18391,18391,Right,3,2,1,Medium/ Medium,Lean (170-)
18392,18392,Right,2,2,1,High/ Low,Normal (170-185)
18393,18393,Right,3,3,1,Medium/ Medium,Lean (170-)
18394,18394,Left,3,2,1,Medium/ Low,Normal (170-185)
18395,18395,Right,3,2,1,High/ Medium,Stocky (185+)
18396,18396,Right,2,1,1,Medium/ Medium,Normal (170-185)
18397,18397,Right,3,2,1,Medium/ Medium,Lean (185+)
18398,18398,Right,3,1,1,Medium/ Medium,Normal (170-185)
18399,18399,Right,3,2,1,High/ High,Normal (170-185)
18400,18400,Right,3,2,1,High/ Low,Lean (170-185)
18401,18401,Right,2,2,1,Medium/ Medium,Lean (170-185)
18402,18402,Right,3,3,1,High/ High,Normal (170-185)
18403,18403,Right,2,1,1,Medium/ Medium,Lean (185+)
18404,18404,Right,3,2,1,Medium/ Medium,Lean (170-185)
18405,18405,Right,3,2,1,High/ Medium,Lean (170-185)
18406,18406,Left,3,2,1,High/ Medium,Normal (170-185)
18407,18407,Right,3,2,1,Medium/ Medium,Normal (170-185)
18408,18408,Right,3,2,1,Medium/ Medium,Lean (185+)
18409,18409,Right,3,2,1,High/ Low,Lean (170-185)
18410,18410,Left,2,2,1,Medium/ Medium,Lean (170-185)
18411,18411,Right,3,2,1,High/ Medium,Normal (170-185)
18412,18412,Right,3,2,1,Medium/ Medium,Normal (170-185)
18413,18413,Left,2,2,1,High/ Medium,Normal (170-)
18414,18414,Right,3,2,1,Medium/ Medium,Normal (170-185)
18415,18415,Right,2,1,1,Medium/ Medium,Lean (185+)
18416,18416,Right,3,2,1,Medium/ Medium,Lean (185+)
18417,18417,Left,3,2,1,Medium/ Medium,Lean (185+)
18418,18418,Right,3,2,1,High/ Medium,Normal (170-185)
18419,18419,Right,3,2,1,Medium/ Medium,Lean (170-185)
18420,18420,Right,3,2,1,Low/ Medium,Lean (185+)
18421,18421,Right,3,2,1,Medium/ Low,Lean (170-185)
18422,18422,Right,3,2,1,High/ High,Normal (185+)
18423,18423,Right,1,1,1,Medium/ Medium,Normal (185+)
18424,18424,Right,3,1,1,Medium/ Medium,Normal (170-185)
18425,18425,Right,2,1,1,Medium/ Medium,Normal (170-185)
18426,18426,Right,3,2,1,Medium/ Low,Stocky (170-)
18427,18427,Right,3,2,1,Medium/ Medium,Lean (185+)
18428,18428,Left,3,2,1,High/ Medium,Lean (170-)
18429,18429,Right,2,2,1,Medium/ Low,Normal (170-185)
18430,18430,Right,3,2,1,Medium/ Medium,Lean (170-185)
18431,18431,Right,2,2,1,High/ Medium,Lean (170-185)
18432,18432,Right,3,2,1,Medium/ Medium,Normal (185+)
18433,18433,Right,2,2,1,High/ Low,Lean (170-185)
18434,18434,Right,3,2,1,Medium/ Medium,Normal (170-185)
18435,18435,Right,3,2,1,Medium/ Medium,Normal (170-)
18436,18436,Right,3,2,1,Medium/ Medium,Stocky (185+)
18437,18437,Right,3,2,1,Medium/ High,Normal (170-185)
18438,18438,Right,3,2,1,Medium/ Medium,Lean (170-185)
18439,18439,Right,2,2,1,Medium/ Medium,Lean (170-185)
18440,18440,Right,2,2,1,Medium/ Medium,Lean (170-)
18441,18441,Right,3,2,1,High/ High,Normal (170-185)
18442,18442,Right,3,3,1,High/ Medium,Normal (170-185)
18443,18443,Right,1,1,1,Medium/ Medium,Stocky (185+)
18444,18444,Right,2,1,1,Medium/ Medium,Normal (170-185)
18445,18445,Right,3,2,1,High/ Medium,Lean (185+)
18446,18446,Right,2,1,1,Medium/ Medium,Normal (170-185)
18447,18447,Right,2,1,1,Medium/ Medium,Normal (185+)
18448,18448,Right,2,3,1,High/ Medium,Normal (170-)
18449,18449,Right,3,2,1,Medium/ Medium,Lean (170-185)
18450,18450,Right,3,1,1,Medium/ Medium,Lean (185+)
18451,18451,Right,2,1,1,Medium/ Medium,Lean (170-185)
18452,18452,Right,3,2,1,Medium/ Medium,Lean (170-185)
18453,18453,Right,3,2,1,Medium/ Medium,Lean (170-185)
18454,18454,Left,2,2,1,High/ Medium,Lean (170-185)
18455,18455,Right,1,2,1,Medium/ Medium,Normal (170-185)
18456,18456,Right,3,1,1,Medium/ Medium,Lean (170-185)
18457,18457,Left,2,2,1,Medium/ Medium,Lean (170-185)
18458,18458,Right,2,2,1,Medium/ Medium,Lean (170-185)
18459,18459,Right,3,2,1,Medium/ Medium,Normal (185+)
18460,18460,Right,3,2,1,High/ Low,Lean (170-185)
18461,18461,Left,3,2,1,Medium/ Medium,Lean (170-185)
18462,18462,Right,3,2,1,Medium/ Medium,Lean (170-185)
18463,18463,Right,2,1,1,Medium/ Medium,Normal (170-185)
18464,18464,Right,3,2,1,Medium/ Medium,Lean (185+)
18465,18465,Left,2,2,1,Medium/ Medium,Normal (185+)
18466,18466,Right,3,2,1,High/ Medium,Lean (170-185)
18467,18467,Right,3,3,1,Medium/ Medium,Lean (170-185)
18468,18468,Right,3,2,1,Medium/ Medium,Lean (170-185)
18469,18469,Right,2,2,1,Medium/ Medium,Normal (170-185)
18470,18470,Left,3,2,1,Medium/ High,Lean (170-185)
18471,18471,Right,3,2,1,High/ Low,Lean (170-185)
18472,18472,Right,3,2,1,Medium/ Medium,Lean (170-185)
18473,18473,Left,3,2,1,Medium/ Medium,Lean (170-185)
18474,18474,Right,3,2,1,High/ Low,Lean (170-185)
18475,18475,Right,2,2,1,Medium/ Medium,Normal (170-185)
18476,18476,Right,3,2,1,Medium/ Medium,Normal (170-185)
18477,18477,Right,3,1,1,Medium/ Medium,Lean (170-185)
18478,18478,Right,3,1,1,Medium/ Medium,Normal (185+)
18479,18479,Right,2,2,1,Medium/ Medium,Normal (185+)
18480,18480,Left,2,2,1,Medium/ Medium,Lean (170-185)
18481,18481,Right,3,3,1,High/ Medium,Normal (170-)
18482,18482,Right,3,2,1,Medium/ Medium,Lean (170-185)
18483,18483,Right,3,3,1,Medium/ Medium,Normal (170-185)
18484,18484,Right,3,2,1,Medium/ Medium,Normal (185+)
18485,18485,Right,3,2,1,Medium/ Medium,Normal (170-185)
18486,18486,Right,3,2,1,Medium/ Medium,Lean (170-185)
18487,18487,Right,3,1,1,Medium/ Medium,Lean (185+)
18488,18488,Right,1,1,1,Medium/ Medium,Normal (185+)
18489,18489,Right,2,2,1,High/ Medium,Normal (185+)
18490,18490,Right,2,1,1,Medium/ Medium,Normal (170-185)
18491,18491,Right,3,2,1,Medium/ High,Lean (170-185)
18492,18492,Right,2,1,1,Medium/ Medium,Normal (185+)
18493,18493,Right,3,1,1,Medium/ Medium,Normal (185+)
18494,18494,Right,3,2,1,Medium/ Medium,Normal (170-185)
18495,18495,Right,2,1,1,Medium/ Medium,Normal (170-185)
18496,18496,Left,3,2,1,Medium/ Medium,Lean (170-185)
18497,18497,Left,3,2,1,Medium/ Medium,Normal (185+)
18498,18498,Right,2,2,1,Medium/ Low,Lean (170-185)
18499,18499,Right,2,1,1,Medium/ Medium,Lean (185+)
18500,18500,Right,3,2,1,Medium/ Medium,Lean (185+)
18501,18501,Right,3,2,1,Medium/ Medium,Normal (170-185)
18502,18502,Right,3,1,1,Medium/ Medium,Lean (185+)
18503,18503,Right,3,2,1,Medium/ Medium,Normal (170-185)
18504,18504,Right,2,1,1,Medium/ Medium,Normal (170-185)
18505,18505,Right,3,2,1,Low/ Medium,Lean (170-185)
18506,18506,Right,3,1,1,Medium/ Medium,Normal (185+)
18507,18507,Right,3,2,1,Medium/ Medium,Lean (170-185)
18508,18508,Right,2,2,1,Medium/ Medium,Normal (185+)
18509,18509,Right,3,2,1,Medium/ Medium,Normal (170-185)
18510,18510,Right,2,3,1,Medium/ Low,Normal (170-185)
18511,18511,Right,2,2,1,Medium/ Medium,Lean (170-185)
18512,18512,Right,2,2,1,Medium/ Medium,Normal (170-185)
18513,18513,Right,3,2,1,Medium/ Medium,Normal (170-185)
18514,18514,Right,4,2,1,Medium/ Medium,Lean (170-185)
18515,18515,Right,3,2,1,Medium/ Medium,Lean (170-185)
18516,18516,Right,3,2,1,High/ Low,Lean (170-185)
18517,18517,Left,2,2,1,Medium/ Medium,Lean (170-185)
18518,18518,Right,2,1,1,Medium/ Medium,Normal (185+)
18519,18519,Right,2,2,1,Medium/ Medium,Lean (170-185)
18520,18520,Right,3,2,1,Medium/ Medium,Normal (170-185)
18521,18521,Right,3,1,1,Medium/ Medium,Lean (185+)
18522,18522,Right,3,2,1,Medium/ Medium,Lean (170-185)
18523,18523,Left,3,2,1,Medium/ Medium,Normal (170-185)
18524,18524,Right,1,1,1,Medium/ Medium,Normal (185+)
18525,18525,Right,2,2,1,Medium/ Medium,Normal (185+)
18526,18526,Right,3,2,1,Medium/ Medium,Normal (170-185)
18527,18527,Right,3,2,1,Low/ High,Lean (170-185)
18528,18528,Right,3,2,1,Medium/ Low,Lean (170-)
18529,18529,Right,2,1,1,Medium/ Medium,Normal (185+)
18530,18530,Right,3,2,1,Low/ Medium,Lean (170-185)
18531,18531,Right,3,2,1,Medium/ Medium,Lean (185+)
18532,18532,Left,3,3,1,High/ Low,Normal (170-185)
18533,18533,Right,3,2,1,Medium/ Medium,Lean (185+)
18534,18534,Right,3,2,1,Medium/ Medium,Lean (170-)
18535,18535,Left,2,2,1,High/ Low,Normal (170-185)
18536,18536,Right,2,2,1,Medium/ Medium,Normal (185+)
18537,18537,Right,3,2,1,Medium/ Medium,Normal (185+)
18538,18538,Right,3,2,1,Medium/ Medium,Normal (185+)
18539,18539,Right,2,1,1,Medium/ Medium,Lean (170-185)
18540,18540,Left,1,1,1,Medium/ Medium,Normal (170-185)
18541,18541,Right,3,2,1,Medium/ Medium,Normal (170-185)
18542,18542,Right,2,2,1,Low/ Medium,Normal (185+)
18543,18543,Right,3,2,1,Medium/ Medium,Normal (185+)
18544,18544,Right,3,2,1,Medium/ Medium,Lean (170-185)
18545,18545,Right,3,2,1,Medium/ Medium,Lean (170-185)
18546,18546,Left,3,1,1,Medium/ Medium,Normal (185+)
18547,18547,Right,3,2,1,Medium/ Medium,Lean (170-185)
18548,18548,Right,3,3,1,Medium/ Medium,Lean (170-185)
18549,18549,Right,2,1,1,Medium/ Medium,Normal (185+)
18550,18550,Right,3,1,1,Medium/ Medium,Lean (170-185)
18551,18551,Right,3,2,1,Medium/ Medium,Normal (170-185)
18552,18552,Right,2,2,1,Medium/ Medium,Normal (185+)
