int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
16622,16622,8,5,11,20,4
16623,16623,51,31,45,43,29
16624,16624,29,60,63,46,45
16625,16625,52,54,42,60,55
16626,16626,55,57,50,64,52
16627,16627,44,58,47,48,50
16628,16628,52,54,48,51,50
16629,16629,8,18,7,8,6
16630,16630,47,34,51,54,33
16631,16631,54,46,32,52,37
16632,16632,40,29,57,60,38
16633,16633,42,52,36,60,42
16634,16634,11,7,13,19,7
16635,16635,22,25,59,50,25
16636,16636,26,23,64,48,26
16637,16637,22,23,53,54,25
16638,16638,62,48,35,58,54
16639,16639,22,62,75,49,53
16640,16640,32,59,71,51,40
16641,16641,13,18,13,45,18
16642,16642,36,22,57,42,20
16643,16643,45,38,57,68,41
16644,16644,45,50,30,58,51
16645,16645,29,60,57,49,54
16646,16646,59,35,49,61,35
16647,16647,54,43,55,62,45
16648,16648,58,31,39,54,30
16649,16649,66,51,46,61,53
16650,16650,26,16,49,59,31
16651,16651,64,28,32,56,27
16652,16652,44,23,42,49,24
16653,16653,36,55,44,56,36
16654,16654,55,43,40,57,35
16655,16655,34,59,57,51,51
16656,16656,39,29,56,54,34
16657,16657,36,52,21,60,62
16658,16658,44,43,42,64,42
16659,16659,48,61,48,59,50
16660,16660,47,47,45,68,55
16661,16661,35,37,60,54,35
16662,16662,58,34,48,55,33
16663,16663,17,11,17,34,15
16664,16664,55,45,44,62,39
16665,16665,38,55,62,53,70
16666,16666,28,58,64,45,48
16667,16667,55,50,30,55,53
16668,16668,53,59,33,63,54
16669,16669,53,51,42,56,53
16670,16670,47,42,47,60,34
16671,16671,29,20,60,54,22
16672,16672,19,12,25,45,16
16673,16673,57,21,54,55,22
16674,16674,40,59,53,51,55
16675,16675,45,51,36,63,47
16676,16676,62,51,48,64,31
16677,16677,53,56,55,46,56
16678,16678,53,49,49,52,31
16679,16679,30,68,59,48,41
16680,16680,52,48,38,55,42
16681,16681,37,44,55,59,36
16682,16682,13,5,14,25,9
16683,16683,45,51,41,65,48
16684,16684,41,61,56,51,59
16685,16685,46,39,48,63,43
16686,16686,10,8,12,25,7
16687,16687,54,56,38,50,48
16688,16688,45,40,44,57,43
16689,16689,22,54,57,42,35
16690,16690,59,47,58,58,39
16691,16691,56,57,32,61,62
16692,16692,37,41,39,62,39
16693,16693,48,28,45,60,38
16694,16694,54,23,52,54,28
16695,16695,48,61,55,53,52
16696,16696,54,45,32,58,52
16697,16697,37,63,57,51,56
16698,16698,42,29,38,64,28
16699,16699,40,25,55,50,36
16700,16700,53,29,36,50,26
16701,16701,48,55,48,55,47
16702,16702,52,50,37,57,44
16703,16703,30,61,59,42,43
16704,16704,55,45,41,59,43
16705,16705,36,57,56,48,53
16706,16706,50,45,59,64,39
16707,16707,39,32,46,58,32
16708,16708,45,64,50,58,52
16709,16709,45,41,48,62,27
16710,16710,29,28,59,38,35
16711,16711,53,25,40,50,22
16712,16712,48,28,58,46,34
16713,16713,36,53,40,63,44
16714,16714,52,42,59,67,36
16715,16715,56,40,51,62,36
16716,16716,58,50,45,46,42
16717,16717,55,30,42,45,28
16718,16718,53,33,55,60,43
16719,16719,44,21,53,51,27
16720,16720,36,67,62,52,41
16721,16721,43,66,55,55,48
16722,16722,30,20,55,32,26
16723,16723,14,7,10,28,9
16724,16724,54,27,49,41,31
16725,16725,46,60,53,39,44
16726,16726,54,47,30,52,40
16727,16727,23,19,24,22,16
16728,16728,50,55,51,54,52
16729,16729,34,20,54,53,32
16730,16730,25,59,69,66,47
16731,16731,42,42,51,58,49
16732,16732,32,60,55,38,48
16733,16733,45,45,40,61,43
16734,16734,53,54,44,62,41
16735,16735,45,51,47,65,45
16736,16736,56,56,45,56,49
16737,16737,53,57,41,56,48
16738,16738,38,62,64,45,43
16739,16739,49,58,32,52,51
16740,16740,34,58,59,54,55
16741,16741,55,46,36,63,35
16742,16742,35,25,62,51,31
16743,16743,52,44,47,57,48
16744,16744,40,30,55,62,32
16745,16745,37,57,54,52,45
16746,16746,53,30,49,50,34
16747,16747,40,50,45,65,32
16748,16748,42,26,40,53,22
16749,16749,34,28,69,33,34
16750,16750,49,32,59,43,23
16751,16751,57,52,37,54,43
16752,16752,37,49,45,62,51
16753,16753,54,29,50,45,29
16754,16754,37,64,58,48,51
16755,16755,14,8,12,25,5
16756,16756,13,14,20,44,17
16757,16757,14,10,19,26,15
16758,16758,55,51,45,60,40
16759,16759,34,65,65,45,47
16760,16760,36,22,62,36,31
16761,16761,52,54,54,53,41
16762,16762,51,33,57,56,31
16763,16763,39,46,22,58,63
16764,16764,11,7,14,23,8
16765,16765,10,7,13,23,6
16766,16766,42,59,51,62,28
16767,16767,37,62,67,41,41
16768,16768,49,39,51,67,41
16769,16769,37,33,61,56,27
16770,16770,33,24,54,32,31
16771,16771,53,23,56,50,29
16772,16772,38,66,54,44,50
16773,16773,50,24,45,52,27
16774,16774,30,32,62,49,27
16775,16775,58,60,57,48,61
16776,16776,58,53,47,60,50
16777,16777,19,5,14,38,19
16778,16778,62,45,35,59,52
16779,16779,34,62,61,53,54
16780,16780,56,59,33,51,43
16781,16781,43,23,56,58,30
16782,16782,43,39,53,56,39
16783,16783,40,30,55,45,22
16784,16784,26,23,50,50,25
16785,16785,24,12,58,38,30
16786,16786,53,37,44,52,34
16787,16787,13,14,15,37,17
16788,16788,11,9,6,20,9
16789,16789,26,56,69,47,55
16790,16790,34,22,60,45,29
16791,16791,12,9,11,26,9
16792,16792,56,54,46,58,50
16793,16793,46,36,51,67,31
16794,16794,24,24,59,51,24
16795,16795,38,52,38,66,42
16796,16796,45,27,56,58,26
16797,16797,30,24,62,51,26
16798,16798,42,33,49,57,25
16799,16799,51,45,38,55,37
16800,16800,33,23,59,61,31
16801,16801,48,28,47,46,22
16802,16802,47,39,47,60,39
16803,16803,33,28,59,44,37
16804,16804,55,28,49,45,26
16805,16805,58,49,47,63,47
16806,16806,55,49,40,53,36
16807,16807,48,32,43,43,24
16808,16808,38,19,55,51,27
16809,16809,49,49,55,59,40
16810,16810,47,61,51,52,51
16811,16811,36,25,52,49,27
16812,16812,49,49,46,61,45
16813,16813,39,25,46,57,34
16814,16814,51,51,53,60,37
16815,16815,51,48,48,60,42
16816,16816,20,12,19,30,18
16817,16817,50,57,54,53,54
16818,16818,24,23,58,41,16
16819,16819,55,32,44,57,29
16820,16820,9,7,14,24,6
16821,16821,51,20,44,52,23
16822,16822,53,48,53,67,52
16823,16823,48,22,44,49,21
16824,16824,28,60,48,46,54
16825,16825,53,26,56,55,26
16826,16826,12,11,16,23,9
16827,16827,55,36,47,46,34
16828,16828,43,25,53,47,28
16829,16829,32,57,58,53,42
16830,16830,31,16,52,46,29
16831,16831,41,65,62,51,45
16832,16832,13,5,14,15,7
16833,16833,57,52,32,57,48
16834,16834,43,48,43,59,39
16835,16835,56,49,46,63,52
16836,16836,14,6,12,22,6
16837,16837,40,60,58,46,50
16838,16838,59,40,48,60,50
16839,16839,21,23,57,55,29
16840,16840,55,48,49,61,49
16841,16841,35,56,54,44,44
16842,16842,28,62,65,51,50
16843,16843,52,42,39,62,36
16844,16844,11,6,13,24,7
16845,16845,10,7,10,23,9
16846,16846,39,43,45,62,46
16847,16847,10,6,13,23,5
16848,16848,51,38,48,56,31
16849,16849,42,33,49,65,31
16850,16850,10,7,13,21,9
16851,16851,52,45,62,62,20
16852,16852,49,40,65,60,40
16853,16853,46,56,47,54,28
16854,16854,39,56,55,48,48
16855,16855,40,38,52,66,37
16856,16856,34,59,46,48,38
16857,16857,45,58,45,52,49
16858,16858,54,41,49,66,48
16859,16859,27,16,46,51,24
16860,16860,33,60,62,53,35
16861,16861,39,43,50,64,46
16862,16862,43,55,49,61,49
16863,16863,33,22,63,39,30
16864,16864,32,23,58,43,27
16865,16865,49,27,45,55,26
16866,16866,33,25,56,39,35
16867,16867,46,38,43,62,26
16868,16868,27,57,50,51,48
16869,16869,11,6,12,17,8
16870,16870,10,8,12,30,10
16871,16871,12,5,13,17,9
16872,16872,52,57,43,66,37
16873,16873,47,23,56,53,27
16874,16874,30,25,58,44,24
16875,16875,53,59,42,52,52
16876,16876,32,52,46,60,35
16877,16877,44,38,35,59,37
16878,16878,52,25,53,50,30
16879,16879,12,6,12,15,6
16880,16880,52,21,52,53,25
16881,16881,43,44,38,43,35
16882,16882,40,38,32,66,39
16883,16883,30,22,58,28,31
16884,16884,49,34,48,62,39
16885,16885,14,6,14,19,5
16886,16886,54,43,46,59,36
16887,16887,52,44,54,58,46
16888,16888,53,26,41,43,28
16889,16889,49,57,51,61,46
16890,16890,28,25,62,33,24
16891,16891,46,51,40,62,39
16892,16892,37,38,48,66,37
16893,16893,34,50,60,56,41
16894,16894,54,57,39,43,44
16895,16895,46,30,46,56,43
16896,16896,50,44,41,60,44
16897,16897,51,19,44,52,17
16898,16898,40,25,55,51,21
16899,16899,50,28,48,45,45
16900,16900,29,29,56,51,36
16901,16901,53,46,37,50,41
16902,16902,46,32,48,53,26
16903,16903,39,60,52,53,53
16904,16904,51,67,55,49,52
16905,16905,52,32,49,63,28
16906,16906,13,8,14,24,5
16907,16907,53,40,60,55,23
16908,16908,14,8,12,20,7
16909,16909,48,55,62,51,54
16910,16910,42,41,36,63,39
16911,16911,30,58,59,43,41
16912,16912,14,6,10,26,9
16913,16913,46,40,53,61,42
16914,16914,33,27,59,46,28
16915,16915,47,30,47,45,30
16916,16916,35,29,40,63,25
16917,16917,13,5,10,23,9
16918,16918,56,45,36,60,51
16919,16919,55,63,45,62,61
16920,16920,36,30,40,64,34
16921,16921,30,58,59,50,44
16922,16922,22,21,65,54,28
16923,16923,53,28,44,50,31
16924,16924,40,57,62,48,50
16925,16925,39,56,58,61,44
16926,16926,27,22,47,59,23
16927,16927,42,54,33,56,52
16928,16928,57,51,38,54,39
16929,16929,33,40,56,50,26
16930,16930,54,44,57,56,43
16931,16931,55,57,33,47,41
16932,16932,44,52,56,65,40
16933,16933,53,51,53,58,44
16934,16934,48,51,41,62,35
16935,16935,43,33,46,64,35
16936,16936,13,15,11,15,12
16937,16937,28,60,56,53,38
16938,16938,60,38,59,58,46
16939,16939,22,23,56,43,22
16940,16940,45,38,58,62,47
16941,16941,53,40,45,58,40
16942,16942,27,62,63,52,48
16943,16943,59,29,50,60,31
16944,16944,57,51,48,59,53
16945,16945,13,8,12,18,5
16946,16946,32,53,39,60,38
16947,16947,60,41,35,54,25
16948,16948,10,8,12,26,6
16949,16949,25,65,53,58,40
16950,16950,49,45,54,50,51
16951,16951,52,48,53,65,41
16952,16952,32,57,64,46,57
16953,16953,36,41,37,62,39
16954,16954,45,29,53,42,28
16955,16955,37,57,53,51,50
16956,16956,12,7,11,17,7
16957,16957,41,32,52,57,34
16958,16958,14,9,12,16,8
16959,16959,38,56,52,56,53
16960,16960,48,53,48,62,49
16961,16961,49,48,53,58,41
16962,16962,46,51,32,58,49
16963,16963,11,8,12,25,7
16964,16964,10,8,15,35,9
16965,16965,15,17,12,28,17
16966,16966,32,59,52,49,46
16967,16967,12,8,12,28,9
16968,16968,47,31,52,63,33
16969,16969,11,7,12,20,8
16970,16970,14,11,14,34,12
16971,16971,31,18,61,57,16
16972,16972,49,48,59,62,39
16973,16973,35,56,47,52,58
16974,16974,37,24,57,56,22
16975,16975,53,42,44,54,33
16976,16976,14,8,13,26,8
16977,16977,50,30,53,49,29
16978,16978,48,53,58,59,53
16979,16979,51,51,39,55,38
16980,16980,52,31,65,63,29
16981,16981,33,29,54,48,28
16982,16982,45,31,59,57,33
16983,16983,47,53,55,51,51
16984,16984,56,41,41,54,51
16985,16985,43,61,54,64,39
16986,16986,30,18,61,45,27
16987,16987,11,7,12,26,8
16988,16988,30,19,57,50,28
16989,16989,51,40,49,64,48
16990,16990,37,58,56,46,49
16991,16991,13,14,53,45,26
16992,16992,38,28,61,58,37
16993,16993,12,7,13,24,8
16994,16994,29,28,56,55,33
16995,16995,14,6,13,28,8
16996,16996,42,19,58,64,22
16997,16997,41,55,61,52,44
16998,16998,53,53,36,54,21
16999,16999,46,41,44,66,44
17000,17000,39,50,47,62,38
17001,17001,55,55,42,53,49
17002,17002,38,48,39,66,39
17003,17003,48,55,35,60,42
17004,17004,36,54,55,51,51
17005,17005,50,52,49,60,44
17006,17006,47,48,37,26,21
17007,17007,42,63,44,45,49
17008,17008,37,23,50,59,42
17009,17009,40,60,55,60,40
17010,17010,34,60,66,53,45
17011,17011,46,45,41,46,48
17012,17012,56,54,39,59,51
17013,17013,49,60,65,58,34
17014,17014,39,34,51,65,43
17015,17015,56,41,39,52,46
17016,17016,34,26,55,42,26
17017,17017,42,42,44,66,39
17018,17018,58,50,36,54,38
17019,17019,36,58,64,49,53
17020,17020,48,60,54,56,45
17021,17021,58,46,39,64,39
17022,17022,33,58,57,48,44
17023,17023,52,42,45,57,38
17024,17024,60,61,55,55,53
17025,17025,42,41,50,58,31
17026,17026,40,47,48,59,46
17027,17027,11,10,14,25,6
17028,17028,48,45,48,66,49
17029,17029,52,50,48,50,50
17030,17030,30,32,42,57,38
17031,17031,38,58,50,52,48
17032,17032,56,48,42,57,53
17033,17033,40,21,60,46,23
17034,17034,58,30,51,65,35
17035,17035,43,61,44,49,51
17036,17036,32,28,60,35,26
17037,17037,57,54,48,63,49
17038,17038,38,58,55,46,47
17039,17039,57,58,38,44,45
17040,17040,13,6,13,22,5
17041,17041,45,43,39,66,44
17042,17042,56,52,42,55,52
17043,17043,59,35,52,55,33
17044,17044,30,36,61,55,23
17045,17045,54,52,50,55,45
17046,17046,46,32,60,60,41
17047,17047,52,23,45,57,26
17048,17048,11,7,11,18,6
17049,17049,22,55,66,38,50
17050,17050,56,48,48,62,44
17051,17051,36,57,59,50,51
17052,17052,53,26,45,42,28
17053,17053,32,21,52,45,37
17054,17054,14,6,10,31,6
17055,17055,59,42,45,61,48
17056,17056,41,62,65,57,47
17057,17057,48,44,55,61,32
17058,17058,53,29,39,54,27
17059,17059,30,24,55,33,28
17060,17060,43,22,49,56,30
17061,17061,41,27,50,47,32
17062,17062,43,58,43,66,44
17063,17063,50,51,39,56,48
17064,17064,14,7,11,31,5
17065,17065,51,49,47,56,33
17066,17066,44,47,31,60,42
17067,17067,50,55,37,51,37
17068,17068,51,58,54,50,45
17069,17069,32,22,56,38,30
17070,17070,53,41,54,67,43
17071,17071,52,39,39,65,44
17072,17072,40,32,36,53,36
17073,17073,56,22,52,44,20
17074,17074,58,38,37,45,50
17075,17075,51,45,54,61,33
17076,17076,37,52,34,50,42
17077,17077,36,23,52,47,23
17078,17078,12,7,11,20,5
17079,17079,14,7,13,29,9
17080,17080,52,53,38,60,34
17081,17081,23,24,50,29,26
17082,17082,54,53,52,65,52
17083,17083,22,20,59,54,28
17084,17084,25,22,52,49,22
17085,17085,47,57,33,53,44
17086,17086,45,42,57,67,43
17087,17087,55,44,49,59,34
17088,17088,41,60,54,49,57
17089,17089,38,54,40,61,39
17090,17090,29,28,60,50,29
17091,17091,48,57,50,52,43
17092,17092,28,60,62,42,43
17093,17093,38,36,54,66,37
17094,17094,37,26,56,49,30
17095,17095,52,17,46,53,27
17096,17096,42,60,48,61,32
17097,17097,51,57,34,54,42
17098,17098,44,55,57,49,49
17099,17099,50,35,52,52,31
17100,17100,34,21,58,51,33
17101,17101,43,52,45,60,31
17102,17102,25,15,71,45,22
17103,17103,13,7,13,19,6
17104,17104,49,59,43,64,58
17105,17105,58,46,49,59,46
17106,17106,40,56,48,63,33
17107,17107,37,25,51,54,24
17108,17108,52,48,44,64,47
17109,17109,52,32,54,61,27
17110,17110,23,22,59,54,26
17111,17111,53,44,44,57,37
17112,17112,34,14,25,48,10
17113,17113,59,37,42,61,37
17114,17114,51,37,49,62,31
17115,17115,13,4,12,28,11
17116,17116,14,9,10,20,9
17117,17117,41,31,41,62,36
17118,17118,51,29,55,52,28
17119,17119,56,40,53,55,33
17120,17120,32,28,57,48,23
17121,17121,50,52,49,52,50
17122,17122,46,53,48,52,49
17123,17123,36,54,60,55,53
17124,17124,32,29,58,48,29
17125,17125,28,61,54,45,42
17126,17126,45,62,51,57,34
17127,17127,49,35,37,65,42
17128,17128,14,9,13,21,9
17129,17129,52,35,50,57,23
17130,17130,12,7,12,22,9
17131,17131,52,51,53,56,53
17132,17132,29,23,57,51,28
17133,17133,33,60,58,44,53
17134,17134,32,64,54,42,48
17135,17135,50,51,38,52,51
17136,17136,47,51,50,57,54
17137,17137,32,29,58,45,33
17138,17138,53,58,40,52,54
17139,17139,21,24,57,49,22
17140,17140,58,39,50,53,26
17141,17141,38,32,47,55,39
17142,17142,34,25,53,51,23
17143,17143,38,38,42,61,38
17144,17144,57,57,39,60,51
17145,17145,52,56,55,54,43
17146,17146,32,59,53,45,37
17147,17147,49,56,54,54,56
17148,17148,12,9,10,18,9
17149,17149,39,40,47,64,39
17150,17150,51,41,28,62,44
17151,17151,53,59,53,50,50
17152,17152,45,54,57,45,53
17153,17153,43,51,48,60,40
17154,17154,11,16,15,22,14
17155,17155,42,46,37,58,48
17156,17156,47,25,50,40,26
17157,17157,26,67,60,51,55
17158,17158,37,55,43,55,32
17159,17159,15,16,15,17,18
17160,17160,50,36,54,52,35
17161,17161,17,12,14,36,9
17162,17162,28,25,58,39,26
17163,17163,48,55,55,60,38
17164,17164,39,26,61,47,30
17165,17165,40,59,47,47,51
17166,17166,52,48,48,58,48
17167,17167,27,21,57,53,30
17168,17168,13,8,13,28,8
17169,17169,39,41,38,58,39
17170,17170,66,52,28,51,38
17171,17171,13,11,14,24,16
17172,17172,13,9,12,28,10
17173,17173,39,30,45,54,33
17174,17174,34,35,47,57,32
17175,17175,56,52,49,53,52
17176,17176,12,10,14,21,7
17177,17177,36,59,66,60,49
17178,17178,41,51,42,59,39
17179,17179,45,43,46,59,37
17180,17180,32,23,53,40,34
17181,17181,48,54,42,48,56
17182,17182,56,58,42,56,51
17183,17183,52,25,46,45,22
17184,17184,12,3,9,24,7
17185,17185,51,58,45,62,54
17186,17186,54,53,54,58,57
17187,17187,47,53,30,62,35
17188,17188,41,56,54,59,45
17189,17189,31,59,54,45,48
17190,17190,55,35,47,32,35
17191,17191,52,60,31,55,40
17192,17192,32,62,63,52,58
17193,17193,52,55,47,50,55
17194,17194,49,42,42,58,41
17195,17195,15,6,15,13,10
17196,17196,52,50,52,62,59
17197,17197,17,15,14,26,12
17198,17198,36,53,46,56,43
17199,17199,43,39,57,66,22
17200,17200,12,7,13,24,9
17201,17201,53,39,50,41,36
17202,17202,42,45,27,57,53
17203,17203,28,25,60,55,30
17204,17204,11,10,11,15,7
17205,17205,52,58,44,48,52
17206,17206,11,9,11,22,9
17207,17207,23,26,58,41,26
17208,17208,41,51,50,62,42
17209,17209,13,7,19,17,9
17210,17210,42,54,29,66,36
17211,17211,16,12,14,30,15
17212,17212,33,58,51,50,45
17213,17213,47,34,56,65,34
17214,17214,42,50,39,61,48
17215,17215,21,55,50,54,47
17216,17216,51,54,53,64,47
17217,17217,60,52,37,45,51
17218,17218,45,25,45,51,21
17219,17219,13,13,17,29,9
17220,17220,10,9,11,27,8
17221,17221,36,24,55,59,28
17222,17222,33,50,46,58,41
17223,17223,11,5,14,15,6
17224,17224,40,33,50,57,38
17225,17225,42,38,54,66,42
17226,17226,54,29,37,50,25
17227,17227,56,49,54,64,44
17228,17228,53,47,52,57,55
17229,17229,13,7,14,47,7
17230,17230,60,43,38,61,39
17231,17231,52,29,51,55,30
17232,17232,29,59,56,47,47
17233,17233,28,55,57,41,43
17234,17234,31,59,51,48,49
17235,17235,55,52,35,51,46
17236,17236,54,35,39,63,40
17237,17237,38,37,41,58,41
17238,17238,53,25,44,47,28
17239,17239,34,28,44,53,26
17240,17240,57,44,34,52,42
17241,17241,46,40,41,60,41
17242,17242,49,31,53,38,30
17243,17243,43,48,33,62,41
17244,17244,56,34,30,45,39
17245,17245,53,44,39,54,39
17246,17246,47,43,59,52,38
17247,17247,50,43,50,64,41
17248,17248,43,35,57,49,21
17249,17249,51,34,44,49,27
17250,17250,49,50,32,63,39
17251,17251,55,34,53,42,34
17252,17252,56,42,39,53,31
17253,17253,63,52,38,64,59
17254,17254,12,8,13,28,7
17255,17255,10,9,14,24,7
17256,17256,58,25,46,61,26
17257,17257,35,55,45,58,35
17258,17258,12,6,12,30,6
17259,17259,23,20,54,52,29
17260,17260,26,20,55,47,23
17261,17261,55,28,35,53,21
17262,17262,36,34,52,57,32
17263,17263,20,17,13,23,20
17264,17264,40,52,56,64,44
17265,17265,56,28,42,34,32
17266,17266,48,44,42,60,46
17267,17267,54,40,36,44,39
17268,17268,48,51,47,49,51
17269,17269,35,65,58,45,42
17270,17270,13,8,11,28,5
17271,17271,41,58,50,50,48
17272,17272,49,55,57,54,48
17273,17273,40,61,58,37,55
17274,17274,24,22,51,47,25
17275,17275,49,58,43,50,43
17276,17276,48,44,62,65,38
17277,17277,28,55,53,48,50
17278,17278,26,17,51,42,21
17279,17279,39,51,29,55,41
17280,17280,51,42,38,51,30
17281,17281,40,39,53,55,34
17282,17282,42,57,39,51,39
17283,17283,14,15,13,29,18
17284,17284,44,36,44,63,42
17285,17285,35,56,48,57,33
17286,17286,28,25,51,32,23
17287,17287,52,60,35,52,42
17288,17288,51,46,54,63,52
17289,17289,44,58,59,49,40
17290,17290,39,43,52,64,41
17291,17291,12,7,14,17,5
17292,17292,52,59,44,59,28
17293,17293,59,54,42,57,49
17294,17294,32,20,69,42,23
17295,17295,33,62,61,48,42
17296,17296,36,46,39,57,42
17297,17297,50,56,40,55,50
17298,17298,48,24,40,41,22
17299,17299,44,22,44,41,23
17300,17300,25,18,51,46,24
17301,17301,14,6,13,20,9
17302,17302,19,13,29,43,11
17303,17303,43,44,26,59,52
17304,17304,13,16,12,25,17
17305,17305,38,60,55,45,53
17306,17306,23,18,56,43,21
17307,17307,25,55,54,51,48
17308,17308,26,44,55,28,24
17309,17309,47,24,41,53,24
17310,17310,49,49,58,56,46
17311,17311,42,42,39,64,39
17312,17312,36,24,56,44,31
17313,17313,41,42,47,63,42
17314,17314,48,51,49,48,38
17315,17315,13,8,14,24,9
17316,17316,42,14,56,48,23
17317,17317,54,48,46,46,48
17318,17318,54,50,34,47,39
17319,17319,50,52,60,55,45
17320,17320,29,56,58,38,35
17321,17321,60,45,30,59,39
17322,17322,56,58,37,55,48
17323,17323,35,63,69,54,52
17324,17324,47,24,42,49,27
17325,17325,45,32,40,65,39
17326,17326,46,40,37,51,41
17327,17327,57,24,41,42,27
17328,17328,26,25,55,35,22
17329,17329,31,58,54,49,53
17330,17330,46,54,41,50,45
17331,17331,32,20,53,54,19
17332,17332,24,21,58,42,28
17333,17333,44,32,48,37,26
17334,17334,51,23,56,55,23
17335,17335,49,47,45,60,50
17336,17336,48,41,31,54,41
17337,17337,12,12,17,23,18
17338,17338,42,57,32,62,55
17339,17339,35,27,55,43,23
17340,17340,29,34,60,44,34
17341,17341,60,53,41,49,38
17342,17342,53,32,55,50,26
17343,17343,49,38,43,51,55
17344,17344,29,20,57,43,29
17345,17345,47,48,52,58,38
17346,17346,44,50,42,48,41
17347,17347,49,35,53,57,29
17348,17348,48,50,37,54,40
17349,17349,36,63,41,48,68
17350,17350,32,59,48,47,53
17351,17351,40,40,34,62,43
17352,17352,9,9,20,29,8
17353,17353,56,50,33,52,55
17354,17354,13,8,10,22,7
17355,17355,10,7,14,19,12
17356,17356,12,8,11,27,7
17357,17357,31,63,54,46,38
17358,17358,52,51,33,53,47
17359,17359,15,7,15,21,10
17360,17360,43,42,36,51,46
17361,17361,14,6,14,26,8
17362,17362,39,55,48,63,42
17363,17363,54,59,50,56,57
17364,17364,52,49,42,52,44
17365,17365,10,8,12,28,5
17366,17366,38,38,59,56,37
17367,17367,46,45,44,62,42
17368,17368,10,7,12,22,6
17369,17369,49,41,36,57,41
17370,17370,39,32,36,36,22
17371,17371,9,4,12,26,4
17372,17372,38,29,55,55,29
17373,17373,53,45,56,60,50
17374,17374,44,33,51,51,36
17375,17375,41,66,69,49,47
17376,17376,45,22,50,52,25
17377,17377,56,31,48,48,23
17378,17378,53,49,52,56,38
17379,17379,52,48,72,56,47
17380,17380,39,58,58,45,51
17381,17381,58,26,40,52,31
17382,17382,47,23,45,40,28
17383,17383,61,49,39,52,35
17384,17384,48,44,34,54,38
17385,17385,54,49,47,60,54
17386,17386,11,8,14,25,5
17387,17387,39,32,52,65,44
17388,17388,52,45,53,60,40
17389,17389,46,41,59,63,41
17390,17390,45,53,52,53,45
17391,17391,55,58,56,55,56
17392,17392,11,9,12,18,6
17393,17393,9,8,13,11,8
17394,17394,27,25,53,37,28
17395,17395,36,37,47,63,38
17396,17396,50,35,45,62,36
17397,17397,26,65,61,39,50
17398,17398,28,21,55,48,29
17399,17399,45,20,49,39,25
17400,17400,50,51,44,52,38
17401,17401,53,45,44,61,45
17402,17402,39,52,47,47,51
17403,17403,51,44,30,45,39
17404,17404,38,32,55,46,36
17405,17405,54,52,39,52,48
17406,17406,28,59,54,48,46
17407,17407,12,5,10,17,9
17408,17408,38,61,51,54,42
17409,17409,11,9,13,15,6
17410,17410,32,56,53,48,48
17411,17411,39,29,59,51,26
17412,17412,11,8,13,21,5
17413,17413,14,5,13,22,9
17414,17414,34,57,61,44,48
17415,17415,54,21,41,52,29
17416,17416,46,46,45,62,40
17417,17417,42,47,43,50,45
17418,17418,40,38,37,60,41
17419,17419,52,46,40,50,44
17420,17420,22,60,61,40,46
17421,17421,40,31,45,63,36
17422,17422,28,57,42,44,32
17423,17423,22,10,16,43,20
17424,17424,50,21,48,52,29
17425,17425,34,59,49,51,45
17426,17426,48,41,55,63,48
17427,17427,37,49,52,45,48
17428,17428,40,44,40,62,42
17429,17429,23,24,52,39,24
17430,17430,36,54,69,51,41
17431,17431,51,52,52,56,44
17432,17432,41,27,41,41,29
17433,17433,27,26,65,55,31
17434,17434,42,32,45,55,30
17435,17435,51,48,30,58,35
17436,17436,49,29,48,45,23
17437,17437,35,55,38,60,43
17438,17438,41,56,57,48,41
17439,17439,12,6,12,22,6
17440,17440,69,65,43,30,29
17441,17441,37,62,55,41,44
17442,17442,38,42,57,64,38
17443,17443,19,22,56,42,25
17444,17444,43,49,56,53,35
17445,17445,33,34,40,62,34
17446,17446,30,16,55,50,21
17447,17447,38,56,48,54,32
17448,17448,27,10,12,24,13
17449,17449,11,7,8,22,9
17450,17450,28,21,58,44,24
17451,17451,53,45,34,56,44
17452,17452,11,9,13,24,6
17453,17453,26,20,56,39,27
17454,17454,27,20,60,50,25
17455,17455,22,24,56,46,22
17456,17456,50,48,34,57,41
17457,17457,55,54,51,53,48
17458,17458,34,22,52,34,32
17459,17459,49,50,50,64,53
17460,17460,54,52,53,53,35
17461,17461,46,43,50,61,44
17462,17462,37,43,65,65,41
17463,17463,48,42,41,63,42
17464,17464,29,24,54,41,24
17465,17465,33,23,59,60,24
17466,17466,52,63,49,56,61
17467,17467,10,5,10,26,9
17468,17468,52,51,38,54,45
17469,17469,30,21,60,37,28
17470,17470,51,48,32,60,41
17471,17471,48,32,44,60,48
17472,17472,47,48,49,53,37
17473,17473,54,47,41,54,41
17474,17474,54,35,55,58,44
17475,17475,52,56,61,58,48
17476,17476,24,25,58,55,27
17477,17477,40,25,43,27,24
17478,17478,45,24,51,42,27
17479,17479,52,54,56,59,53
17480,17480,55,47,48,58,46
17481,17481,59,23,40,53,26
17482,17482,46,54,39,63,49
17483,17483,11,5,10,28,8
17484,17484,13,15,14,28,15
17485,17485,41,56,52,54,41
17486,17486,31,15,23,41,15
17487,17487,28,55,63,55,50
17488,17488,47,29,44,51,27
17489,17489,47,58,50,46,42
17490,17490,50,57,49,49,51
17491,17491,51,49,40,60,38
17492,17492,43,38,48,60,32
