quote,author,likes,category
"Both Rowling and Meyer, they’re speaking directly to young people. … The real difference is that Jo Rowling is a terrific writer and Stephenie Meyer can’t write worth a darn. She’s not very good.",Stephen King,4293,harry-potter|jk-rowling|stephenie-meyer|twilight
"There was a clatter as the basilisk fangs cascaded out of Hermione's arms. Running at Ron, she flung them around his neck and kissed him full on the mouth. Ron threw away the fangs and broomstick he was holding and responded with such enthusiasm that he lifted Hermione off her feet.",J.K. Rowling,4290,love|romance|war
"Life should not be a journey to the grave with the intention of arriving safely in a pretty and well preserved body, but rather to skid in broadside in a cloud of smoke, thoroughly used up, totally worn out, and loudly proclaiming ""Wow! What a Ride!",Hunter S. Thompson,4290,adventure|death|life
"I'm a grenade and at some point I'm going to blow up and I would like to minimize the casualties, okay?",John Green,4288,
I don't believe in the kind of magic in my books. But I do believe something very magical can happen when you read a good book.,J.K. Rowling,4287,books|magic|magic-books
Sometimes people don't want to hear the truth because they don't want their illusions destroyed.,Friedrich Nietzsche,4282,
All endings are also beginnings. We just don't know it at the time.,Mitch Albom,4277,profound
The best way to find out if you can trust somebody is to trust them.,Ernest Hemingway,4270,trust|truth
"Let there be spaces in your togetherness, And let the winds of the heavens dance between you. Love one another but make not a bond of love: Let it rather be a moving sea between the shores of your souls. Fill each other's cup but drink not from one cup. Give one another of your bread but eat not from the same loaf. Sing and dance together and be joyous, but let each one of you be alone, Even as the strings of a lute are alone though they quiver with the same music. Give your hearts, but not into each other's keeping. For only the hand of Life can contain your hearts. And stand together, yet not too near together: For the pillars of the temple stand apart, And the oak tree and the cypress grow not in each other's shadow.",Kahlil Gibran,4267,love|marriage
"A good library will never be too neat, or too dusty, because somebody will always be in it, taking books off the shelves and staying up late reading them.",Lemony Snicket,4259,libraries|reading
"When the power of love overcomes the love of power, the world will know peace.",Jimi Hendrix,4255,hippy|love|misattributed|peace|william-gladstone
"Success is liking yourself, liking what you do, and liking how you do it.",Maya Angelou,4251,
"The secret of health for both mind and body is not to mourn for the past, nor to worry about the future, but to live the present moment wisely and earnestly.",Bukkyo Dendo Kyokai,4249,inspirational
You never fail until you stop trying.,Albert Einstein,4245,inspirational
"In heaven, all the interesting people are missing.",Friedrich Nietzsche,4241,heaven|religion
Three things in human life are important: the first is to be kind; the second is to be kind; and the third is to be kind.,Henry James,4238,kindness
there is a loneliness in this world so great,Charles Bukowski,4228,
"If I can stop one heart from breaking, I shall not live in vain.",Emily Dickinson,4228,life|love
You're off to Great Places!,Dr. Seuss,4224,inspirational
"People, I have discovered, are layers and layers of secrets. You believe you know them, that you understand them, but their motives are always hidden from you, buried in their own hearts. You will never know them, but sometimes you decide to trust them.",Veronica Roth,4214,
"When you stop expecting people to be perfect, you can like them for who they are.",Donald Miller,4213,expectations|people|perfection|relationships
Do I not destroy my enemies when I make them my friends?,Abraham Lincoln,4212,abe|enemies|enemy|friend|friends|friendship|life|lincoln
"The minute I heard my first love story,",Jalaluddin Rumi,4204,lovers
"The greater the love, the greater the tragedy when it's over.",Nicholas Sparks,4202,love
Why didn't I learn to treat everything like it was the last time. My greatest regret was how much I believed in the future.,Jonathan Safran Foer,4194,future|inspirational|life
"It is good to love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is well done.",Vincent Van Gogh,4194,art|inspiration|love|strength
"Don't say you don't have enough time. You have exactly the same number of hours per day that were given to Helen Keller, Pasteur, Michaelangelo, Mother Teresa, Leonardo da Vinci, Thomas Jefferson, and Albert Einstein.",H. Jackson Brown Jr.,4194,inspirational|life
"Some old wounds never truly heal, and bleed again at the slightest word.",George R.R. Martin,4192,hurt|pain|perfect|truthful
"Because you are beautiful. I enjoy looking at beautiful people, and I decided a while ago not to deny myself the simpler pleasures of existence",John Green,4182,
"Start writing, no matter what. The water does not flow until the faucet is turned on.",Louis L'Amour,4182,inspirational|writing
"Maybe there's something you're afraid to say, or someone you're afraid to love, or somewhere you're afraid to go. It's gonna hurt. It's gonna hurt because it matters.",John Green,4174,
"If you are allergic to a thing, it is best not to put that thing in your mouth, particularly if the thing is cats.",Lemony Snicket,4172,humor-cats-allergies
Trust yourself. You know more than you think you do.,Benjamin Spock,4172,parenting|philosophy|self-assurance
"You could rattle the stars,"" she whispered. ""You could do anything, if only you dared. And deep down, you know it, too. That’s what scares you most.",Sarah J. Maas,4171,
"If you want to forget something or someone, never hate it, or never hate him/her. Everything and everyone that you hate is engraved upon your heart; if you want to let go of something, if you want to forget, you cannot hate.",C. JoyBell C.,4167,forgetting|hate|inspirational|inspirational-attitude|inspirational-life|inspirational-quotes|letting-go|life|life-and-living|living|strength
Hope,Alfred Tennyson,4164,happiness|hope|inspirational|new-year
"It is a curious thought, but it is only when you see people looking ridiculous that you realize just how much you love them.",Agatha Christie,4150,love
"Sometimes it seems safer to hold it all in, where the only person who can judge is yourself.",Sarah Dessen,4147,self-denial|self-disclosure
"What you do, the way you think, makes you beautiful.",Scott Westerfeld,4144,beauty|david|uglies|westerfeld
"You’re wishin’ too much, baby. You gotta stop wearing your wishbone where your backbone oughtta be.",Elizabeth Gilbert,4142,wish
Great spirits have always encountered violent opposition from mediocre minds.,Albert Einstein,4142,greatness|opposition|spirit
"Some say the world will end in fire,",Robert Frost,4141,poetry
"Is standing by the window muttering about blood something he does all the time?"" asked Simon.",Cassandra Clare,4138,jace|simon
Dare to Be,Steve Maraboli,4137,compassion|dare-to-be|gratitude|inspirational|life|motivational|seize-the-day|smile|success
"Hate the sin, love the sinner.",Mahatma Gandhi,4134,hate|love|religion|sin|sinners
All we demanded was our right to twinkle.,Marilyn Monroe,4133,
"Vanity and pride are different things, though the words are often used synonymously. A person may be proud without being vain. Pride relates more to our opinion of ourselves, vanity to what we would have others think of us.",Jane Austen,4128,prejudice|pride|vanity
