year_film,year_award,ceremony,category,nominee,film,win
2015,2016,73,Best Motion Picture - Drama,The Revenant,,True
2015,2016,73,Best Motion Picture - Drama,Carol,,False
2015,2016,73,Best Motion Picture - Drama,Mad Max: Fury Road,,False
2015,2016,73,Best Motion Picture - Drama,Room,,False
2015,2016,73,Best Motion Picture - Drama,Spotlight,,False
2015,2016,73,Best Motion Picture - Musical or Comedy,The Martian,,True
2015,2016,73,Best Motion Picture - Musical or Comedy,Spy,,False
2015,2016,73,Best Motion Picture - Musical or Comedy,"Big Short, The",,False
2015,2016,73,Best Motion Picture - Musical or Comedy,Trainwreck,,False
2015,2016,73,Best Motion Picture - Musical or Comedy,Joy,,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Brie Larson,Room,True
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Cate Blanchett,Carol,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Rooney Mara,Carol,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Alicia Vikander,The Danish Girl,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Drama,Saoirse Ronan,Brooklyn,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Leonardo DiCaprio,The Revenant,True
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Will Smith,Concussion,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Michael Fassbender,Steve Jobs,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Eddie Redmayne,The Danish Girl,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Drama,Bryan Cranston,Trumbo,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Jennifer Lawrence,Joy,True
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Maggie Smith,"Lady in the Van, The",False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Amy Schumer,Trainwreck,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Tomlin,Grandma,False
2015,2016,73,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Melissa McCarthy,Spy,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Matt Damon,The Martian,True
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Al Pacino,Danny Collins,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Mark Ruffalo,Infinitely Polar Bear,False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Christian Bale,"Big Short, The",False
2015,2016,73,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell,"Big Short, The",False
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Kate Winslet,Steve Jobs,True
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jane Fonda,Youth,False
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alicia Vikander,Ex Machina,False
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Jennifer Jason Leigh,The Hateful Eight,False
2015,2016,73,Best Performance by an Actress in a Supporting Role in any Motion Picture,Helen Mirren,Trumbo,False
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sylvester Stallone,Creed,True
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Michael Shannon,99 Homes,False
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Idris Elba,Beasts of No Nation,False
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mark Rylance,Bridge of Spies,False
2015,2016,73,Best Performance by an Actor in a Supporting Role in any Motion Picture,Paul Dano,Love & Mercy,False
2015,2016,73,Best Director - Motion Picture,Alejandro González Iñárritu,The Revenant,True
2015,2016,73,Best Director - Motion Picture,Ridley Scott,The Martian,False
2015,2016,73,Best Director - Motion Picture,Todd Haynes,Carol,False
2015,2016,73,Best Director - Motion Picture,George Miller,Mad Max: Fury Road,False
2015,2016,73,Best Director - Motion Picture,Tom McCarthy,Spotlight,False
2015,2016,73,Best Screenplay - Motion Picture,Aaron Sorkin,Steve Jobs,True
2015,2016,73,Best Screenplay - Motion Picture,Emma Donoghue,Room,False
2015,2016,73,Best Screenplay - Motion Picture,"Tom McCarthy, Josh Singer",Spotlight,False
2015,2016,73,Best Screenplay - Motion Picture,"Charles Randolph, Adam McKay","Big Short, The",False
2015,2016,73,Best Screenplay - Motion Picture,Quentin Tarantino,The Hateful Eight,False
2015,2016,73,Best Motion Picture - Animated,Inside Out,,True
2015,2016,73,Best Motion Picture - Animated,The Peanuts Movie,,False
2015,2016,73,Best Motion Picture - Animated,Anomalisa,,False
2015,2016,73,Best Motion Picture - Animated,Shaun the Sheep Movie,,False
2015,2016,73,Best Motion Picture - Animated,The Good Dinosaur,,False
2015,2016,73,Best Motion Picture - Foreign Language,Son of Saul,"Hungary, László Nemes",True
2015,2016,73,Best Motion Picture - Foreign Language,Mustang,"France, Deniz Gamze Ergüven",False
2015,2016,73,Best Motion Picture - Foreign Language,The Brand New Testament,"Belgium, France, Luxembourg, Jaco Van Dormael",False
2015,2016,73,Best Motion Picture - Foreign Language,The Club,"Chile, Pablo Larraín",False
2015,2016,73,Best Motion Picture - Foreign Language,The Fencer,"Finland, Germany, Estonia, Klaus Härö",False
2015,2016,73,Best Original Score - Motion Picture,Ennio Morricone,The Hateful Eight,True
2015,2016,73,Best Original Score - Motion Picture,Carter Burwell,Carol,False
2015,2016,73,Best Original Score - Motion Picture,Daniel Pemberton,Steve Jobs,False
2015,2016,73,Best Original Score - Motion Picture,Alexandre Desplat,The Danish Girl,False
2015,2016,73,Best Original Score - Motion Picture,"Ryuichi Sakamoto, Alva Noto",The Revenant,False
2015,2016,73,Best Original Song - Motion Picture,"""Writing's On The Wall"", Sam Smith, Jimmy Napes",Spectre,True
2015,2016,73,Best Original Song - Motion Picture,"""Love Me Like You Do"", Tove Lo, Max Martin, Savan Kotecha, Ali Payami, Ilya Salmanzadeh",Fifty Shades of Grey,False
2015,2016,73,Best Original Song - Motion Picture,"""See You Again"", DJ Frank E, Andrew Cedar, Charlie Puth, Wiz Khalifa",Furious 7,False
2015,2016,73,Best Original Song - Motion Picture,"""One Kind of Love"", Brian Wilson, Scott Bennett",Love & Mercy,False
2015,2016,73,Best Original Song - Motion Picture,"""Simple Song #3"", David Lang",Youth,False
2015,2016,73,Best Television Series - Drama,Mr. Robot,,True
2015,2016,73,Best Television Series - Drama,Game of Thrones,,False
2015,2016,73,Best Television Series - Drama,Narcos,,False
2015,2016,73,Best Television Series - Drama,Outlander,,False
2015,2016,73,Best Television Series - Drama,Empire,,False
2015,2016,73,Best Television Series - Musical or Comedy,Mozart in the Jungle,,True
2015,2016,73,Best Television Series - Musical or Comedy,Casual,,False
2015,2016,73,Best Television Series - Musical or Comedy,Orange is the New Black,,False
2015,2016,73,Best Television Series - Musical or Comedy,Silicon Valley,,False
2015,2016,73,Best Television Series - Musical or Comedy,Transparent,,False
2015,2016,73,Best Television Series - Musical or Comedy,Veep,,False
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Wolf Hall,,True
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Crime,,False
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,American Horror Story: Hotel,,False
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Fargo,,False
2015,2016,73,Best Television Limited Series or Motion Picture Made for Television,Flesh & Bone,,False
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Lady Gaga,American Horror Story: Hotel,True
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Hay,Flesh & Bone,False
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,American Crime,False
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Queen Latifah,Bessie,False
2015,2016,73,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kirsten Dunst,Fargo,False
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Oscar Isaac,Show Me a Hero,True
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Patrick Wilson,Fargo,False
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Idris Elba,Luther,False
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,David Oyelowo,Nightingale,False
2015,2016,73,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Mark Rylance,Wolf Hall,False
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Taraji P. Henson,Empire,True
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,False
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Eva Green,Penny Dreadful,False
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Robin Wright,House of Cards,False
2015,2016,73,Best Performance by an Actress In A Television Series - Drama,Viola Davis,How To Get Away With Murder,False
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Jon Hamm,Mad Men,True
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Wagner Moura,Narcos,False
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,False
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,False
2015,2016,73,Best Performance by an Actor In A Television Series - Drama,Rami Malek,Mr. Robot,False
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,Crazy Ex-Girlfriend,True
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Lily Tomlin,Grace and Frankie,False
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,False
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Jamie Lee Curtis,Scream Queens,False
2015,2016,73,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,False
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,Mozart in the Jungle,True
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,False
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Patrick Stewart,Blunt Talk,False
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Aziz Ansari,Master of None,False
2015,2016,73,Best Performance by an Actor in a Television Series - Musical or Comedy,Rob Lowe,The Grinder,False
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Maura Tierney,The Affair,True
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Regina King,American Crime,False
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Joanne Froggatt,Downton Abbey,False
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Uzo Aduba,Orange is the New Black,False
2015,2016,73,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Judith Light,Transparent,False
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,True
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Tobias Menzies,Outlander,False
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Alan Cumming,,False
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Damian Lewis,Wolf Hall,False
2015,2016,73,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Ben Mendelsohn,Bloodline,False
2015,2016,73,Cecil B. deMille Award,Denzel Washington,,False
2016,2017,74,Best Motion Picture - Drama,Moonlight,,True
2016,2017,74,Best Motion Picture - Drama,Hell or High Water,,False
2016,2017,74,Best Motion Picture - Drama,Lion,,False
2016,2017,74,Best Motion Picture - Drama,Manchester by the Sea,,False
2016,2017,74,Best Motion Picture - Drama,Hacksaw Ridge,,False
2016,2017,74,Best Motion Picture - Musical or Comedy,La La Land,,True
2016,2017,74,Best Motion Picture - Musical or Comedy,20th Century Women,,False
2016,2017,74,Best Motion Picture - Musical or Comedy,Deadpool,,False
2016,2017,74,Best Motion Picture - Musical or Comedy,Florence Foster Jenkins,,False
2016,2017,74,Best Motion Picture - Musical or Comedy,Sing Street,,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Isabelle Huppert,Elle,True
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Amy Adams,Arrival,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Miss Sloane,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Ruth Negga,Loving,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Drama,Natalie Portman,Jackie,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Casey Affleck,Manchester by the Sea,True
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Joel Edgerton,Loving,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Andrew Garfield,Hacksaw Ridge,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Viggo Mortensen,Captain Fantastic,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,Fences,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,La La Land,True
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Annette Bening,20th Century Women,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Lily Collins,Rules Don't Apply,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Hailee Steinfeld,The Edge of Seventeen,False
2016,2017,74,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Meryl Streep,Florence Foster Jenkins,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Gosling,La La Land,True
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Colin Farrell,The Lobster,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Grant,Florence Foster Jenkins,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Jonah Hill,War Dogs,False
2016,2017,74,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ryan Reynolds,Deadpool,False
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Viola Davis,Fences,True
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Naomie Harris,Moonlight,False
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Nicole Kidman,Lion,False
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,Hidden Figures,False
2016,2017,74,Best Performance by an Actress in a Supporting Role in any Motion Picture,Michelle Williams,Manchester by the Sea,False
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Aaron Taylor-Johnson,Nocturnal Animals,True
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Mahershala Ali,Moonlight,False
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Jeff Bridges,Hell or High Water,False
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Simon Helberg,Florence Foster Jenkins,False
2016,2017,74,Best Performance by an Actor in a Supporting Role in any Motion Picture,Dev Patel,Lion,False
2016,2017,74,Best Director - Motion Picture,Damien Chazelle,La La Land,True
2016,2017,74,Best Director - Motion Picture,Barry Jenkins,Moonlight,False
2016,2017,74,Best Director - Motion Picture,Kenneth Lonergan,Manchester by the Sea,False
2016,2017,74,Best Director - Motion Picture,Tom Ford,Nocturnal Animals,False
2016,2017,74,Best Director - Motion Picture,Mel Gibson,Hacksaw Ridge,False
2016,2017,74,Best Screenplay - Motion Picture,Damien Chazelle,La La Land,True
2016,2017,74,Best Screenplay - Motion Picture,Tom Ford,Nocturnal Animals,False
2016,2017,74,Best Screenplay - Motion Picture,Barry Jenkins,Moonlight,False
2016,2017,74,Best Screenplay - Motion Picture,Kenneth Lonergan,Manchester by the Sea,False
2016,2017,74,Best Screenplay - Motion Picture,Taylor Sheridan,Hell or High Water,False
2016,2017,74,Best Motion Picture - Animated,Zootopia,,True
2016,2017,74,Best Motion Picture - Animated,Kubo and the Two Strings,,False
2016,2017,74,Best Motion Picture - Animated,Moana,,False
2016,2017,74,Best Motion Picture - Animated,My Life as a Zucchini,,False
2016,2017,74,Best Motion Picture - Animated,Sing,,False
2016,2017,74,Best Motion Picture - Foreign Language,Elle,"France, Paul Verhoeven",True
2016,2017,74,Best Motion Picture - Foreign Language,Divines,"France, Houda Benyamina",False
2016,2017,74,Best Motion Picture - Foreign Language,Neruda,"Chile, Pablo Larraín",False
2016,2017,74,Best Motion Picture - Foreign Language,The Salesman,"Iran, Asghar Farhadi ",False
2016,2017,74,Best Motion Picture - Foreign Language,Toni Erdmann,"Germany, Maren Ade",False
2016,2017,74,Best Original Score - Motion Picture,Justin Hurwitz,La La Land,True
2016,2017,74,Best Original Score - Motion Picture,Nicholas Britell,Moonlight,False
2016,2017,74,Best Original Score - Motion Picture,Jóhann Jóhannsson,Arrival,False
2016,2017,74,Best Original Score - Motion Picture,"Dustin O'Halloran, Hauschka",Lion,False
2016,2017,74,Best Original Score - Motion Picture,"Hans Zimmer, Pharrell Williams, Benjamin Wallfisch",Hidden Figures,False
2016,2017,74,Best Original Song - Motion Picture,"""City of Stars"", Justin Hurwitz, Benj Pasek, Justin Paul",La La Land,True
2016,2017,74,Best Original Song - Motion Picture,"""Gold"", Iggy Pop, Danger Mouse, Daniel Pemberton, Stephen Gaghan",Gold,False
2016,2017,74,Best Original Song - Motion Picture,"""How Far I'll Go"", Lin-Manuel Miranda",Moana,False
2016,2017,74,Best Original Song - Motion Picture,"""Can't Stop the Feeling!"", Justin Timberlake, Max Martin, Shellback",Trolls,False
2016,2017,74,Best Original Song - Motion Picture,"""Faith"", Stevie Wonder, Ryan Tedder, Francis and the Lights",Sing,False
2016,2017,74,Best Television Series - Drama,"Crown, The ",,True
2016,2017,74,Best Television Series - Drama,Game of Thrones,,False
2016,2017,74,Best Television Series - Drama,Stranger Things,,False
2016,2017,74,Best Television Series - Drama,This Is Us,,False
2016,2017,74,Best Television Series - Drama,Westworld,,False
2016,2017,74,Best Television Series - Musical or Comedy,Atlanta,,True
2016,2017,74,Best Television Series - Musical or Comedy,Veep,,False
2016,2017,74,Best Television Series - Musical or Comedy,Black-ish,,False
2016,2017,74,Best Television Series - Musical or Comedy,Mozart in the Jungle,,False
2016,2017,74,Best Television Series - Musical or Comedy,Transparent,,False
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The People v. O.J. Simpson: American Crime Story,,True
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Of,,False
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,American Crime,,False
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Dresser,,False
2016,2017,74,Best Television Limited Series or Motion Picture Made for Television,The Night Manager,,False
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Sarah Paulson,The People v. O.J. Simpson: American Crime Story,True
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Felicity Huffman,American Crime,False
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Riley Keough,The Girlfriend Experience,False
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Charlotte Rampling,London Spy,False
2016,2017,74,Best Performance by an Actress in a Limited Series or a Motion Picture Made for Television,Kerry Washington,Confirmation,False
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Tom Hiddleston,The Night Manager,True
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Courtney B. Vance,The People v. O.J. Simpson: American Crime Story,False
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Riz Ahmed,The Night Of,False
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,Bryan Cranston,All the Way,False
2016,2017,74,Best Performance by an Actor in a Limited Series or a Motion Picture Made for Television,John Turturro,The Night Of,False
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Claire Foy,"Crown, The ",True
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Caitriona Balfe,Outlander,False
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Keri Russell,The Americans,False
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Winona Ryder,Stranger Things,False
2016,2017,74,Best Performance by an Actress In A Television Series - Drama,Evan Rachel Wood,Westworld,False
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Billy Bob Thornton,Goliath,True
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Rami Malek,Mr. Robot,False
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Bob Odenkirk,Better Call Saul,False
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Matthew Rhys,The Americans,False
2016,2017,74,Best Performance by an Actor In A Television Series - Drama,Liev Schreiber,Ray Donovan,False
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Tracee Ellis Ross,Black-ish,True
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Julia Louis-Dreyfus,Veep,False
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Sarah Jessica Parker,Divorce,False
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Issa Rae,Insecure,False
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Gina Rodriguez,Jane The Virgin,False
2016,2017,74,Best Performance by an Actress in a Television Series - Musical or Comedy,Rachel Bloom,Crazy Ex-Girlfriend,False
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Donald Glover,Atlanta,True
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Anthony Anderson,Black-ish,False
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Gael García Bernal,Mozart in the Jungle,False
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Nick Nolte,Graves,False
2016,2017,74,Best Performance by an Actor in a Television Series - Musical or Comedy,Jeffrey Tambor,Transparent,False
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Olivia Colman,The Night Manager,True
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Lena Headey,Game of Thrones,False
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Chrissy Metz,This Is Us,False
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Mandy Moore,This Is Us,False
2016,2017,74,"Best Performance by an Actress in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Thandie Newton,Westworld,False
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Hugh Laurie,The Night Manager,True
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Lithgow,"Crown, The ",False
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Christian Slater,Mr. Robot,False
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",John Travolta,The People v. O.J. Simpson: American Crime Story,False
2016,2017,74,"Best Performance by an Actor in a Supporting Role in a Series, Limited Series or Motion Picture Made for Television",Sterling K. Brown,The People v. O.J. Simpson: American Crime Story,False
2016,2017,74,Cecil B. deMille Award,Meryl Streep,,False
2017,2018,75,Best Motion Picture - Drama,"Three Billboards Outside Ebbing, Missouri",,True
2017,2018,75,Best Motion Picture - Drama,Call Me By Your Name,,False
2017,2018,75,Best Motion Picture - Drama,Dunkirk,,False
2017,2018,75,Best Motion Picture - Drama,The Post,,False
2017,2018,75,Best Motion Picture - Drama,The Shape of Water,,False
2017,2018,75,Best Motion Picture - Musical or Comedy,Lady Bird,,True
2017,2018,75,Best Motion Picture - Musical or Comedy,"Disaster Artist, The ",,False
2017,2018,75,Best Motion Picture - Musical or Comedy,Get Out,,False
2017,2018,75,Best Motion Picture - Musical or Comedy,The Greatest Showman,,False
2017,2018,75,Best Motion Picture - Musical or Comedy,"I, Tonya",,False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Frances McDormand,"Three Billboards Outside Ebbing, Missouri",True
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Meryl Streep,The Post,False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Michelle Williams,All The Money In The World,False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Jessica Chastain,Molly's Game,False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Drama,Sally Hawkins,The Shape of Water,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Gary Oldman,Darkest Hour,True
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Timothée Chalamet,Call Me By Your Name,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Daniel Day-Lewis,Phantom Thread,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Tom Hanks,The Post,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Drama,Denzel Washington,"Roman J. Israel, Esq.",False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Saoirse Ronan,Lady Bird,True
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Judi Dench,Victoria & Abdul,False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Helen Mirren,"Leisure Seeker, The ",False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Margot Robbie,"I, Tonya",False
2017,2018,75,Best Performance by an Actress in a Motion Picture - Musical or Comedy,Emma Stone,Battle of the Sexes,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,James Franco,"Disaster Artist, The ",True
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Hugh Jackman,The Greatest Showman,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Daniel Kaluuya,Get Out,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Steve Carell,Battle of the Sexes,False
2017,2018,75,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Ansel Elgort,Baby Driver,False
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Allison Janney,"I, Tonya",True
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mary J. Blige,Mudbound,False
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hong Chau,Downsizing,False
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Laurie Metcalf,Lady Bird,False
2017,2018,75,Best Performance by an Actress in a Supporting Role in any Motion Picture,Octavia Spencer,The Shape of Water,False
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sam Rockwell,"Three Billboards Outside Ebbing, Missouri",True
2017,2018,75,Best Performance by an Actor in a Supporting Role in any Motion Picture,Willem Dafoe,"Florida Project, The ",False
