spotid,spotname,geo-coordinates
1047488,Woodley & Bunny,POINT(-73.9558943125 40.7187725772)
461249,"H&M, 86th and Lexington",POINT(-73.9554655552 40.7792578186)
722197,Food Exchange,POINT(-73.9690612667 40.7630792667)
6482733,Vectorform,POINT(-73.95495496 40.718063116)
6485627,Ruppert Wash And Dry,POINT(-73.953067 40.780953)
524295,Leo's Latticini,POINT(-73.85972355 40.7462464)
301553,Starbucks,POINT(-73.95086405 40.7823587333)
609300,The Aspen,POINT(-73.9425065103 40.7865004737)
773331,Mariella's Pizza,POINT(-73.96893191 40.76339834)
637500,Opia,POINT(-73.9696553333 40.7617912)
1236508,Tim Hortons,POINT(-73.95555985 40.779230233)
553100,New York Sports Club - Park Ave,POINT(-73.9689756 40.76333498)
325292,PS/IS 49,POINT(-73.8749541115 40.7195503684)
2871340,Kings Pharmacy,POINT(-73.9516705 40.78189815)
6203107,Conselyea,POINT(-73.949564338 40.714554959)
6731703,Dallas BBQ,POINT(-73.8636409 40.73289436)
64584,Sweet Ups,POINT(-73.9439616833 40.7117676833)
7012862,Anchored Inn,POINT(-73.9372029417 40.7092649792)
6391404,Lady Jay's,POINT(-73.949694 40.714603)
1238836,Embers Lounge @ Crowne Plaza,POINT(-73.86619573 40.76900166)
1122931,Brasserie Julian,POINT(-73.952767 40.781238)
800899,Champion Park,POINT(-73.9705323833 40.7596854333)
4713700,Bobby Vans,POINT(-73.970758682 40.759026906)
570297,GameStop,POINT(-73.95594453 40.77901613)
6669698,Quest Diagnostics,POINT(-73.969717286 40.76185212)
794119,Chirping Chicken,POINT(-73.95611852 40.77888822)
2368329,Yummus Hummus,POINT(-73.937087 40.709201)
1122761,Payless,POINT(-73.9545211653 40.780074979)
71284,Starbucks,POINT(-73.9710767794 40.7580634526)
889671,The Franklin Hotel,POINT(-73.9546205342 40.7800097059)
944888,Sunberry's Cafe,POINT(-73.9689385333 40.7636312333)
611448,VICE Magazine,POINT(-73.9584659454 40.7206919194)
6669475,Midoriya,POINT(-73.9561753528 40.7188147532)
297122,Pamel Vision And Laser Group,POINT(-73.96845185 40.76464521)
1246993,Nello,POINT(-73.96406519 40.77127391)
1537880,Green Fields,POINT(-73.8607131 40.7578592)
1158968,Midtown Diner,POINT(-73.97108292 40.75823038)
43723,Union Pool,POINT(-73.9515166243 40.7155843154)
1388510,El Diablo Taco,POINT(-73.95145812 40.715545147)
7104510,161 E 88th St.,POINT(-73.9539 40.780576)
413373,Center For Special Surgery,POINT(-73.9656245813 40.7692752164)
1538657,The Acheron,POINT(-73.9372426271 40.7091844082)
3482300,Alligator Lounge,POINT(-73.949052074 40.714133922)
1095624,Kolping House,POINT(-73.9532124394 40.7810624436)
6558733,Subways,POINT(-73.946960844 40.784666067)
280264,Dunkin' Donuts,POINT(-73.865215 40.7677907167)
3840931,Chase ,POINT(-73.9518705167 40.7819505833)
756760,Council on Foreign Relations,POINT(-73.9661698856 40.7685714524)
23715,Argosy Books,POINT(-73.9695874833 40.76248225)
6723954,PS 9 Pet,POINT(-73.956125778 40.718677237)
364513,Kar Won Chinese Noodle Shop,POINT(-73.96925175 40.76322954)
13137,Daniel,POINT(-73.9673427058 40.7667839736)
6374830,Continental President's Lounge,POINT(-73.870183195 40.774064147)
736399,L.A. Gourmet Deli,POINT(-73.9700304667 40.7614801333)
285664,86th Street Station Barbershop,POINT(-73.9553856 40.7795987)
657411,Brooklyn General Barbers,POINT(-73.9564432833 40.7189059167)
218783,Best Buy,POINT(-73.9554416236 40.7795739564)
6441165,Americas Society / Council of the Americas,POINT(-73.966044 40.768832)
732379,Petco,POINT(-73.9553038201 40.7796844162)
1028419,D T Smiledesign,POINT(-73.9704071 40.7606174)
298556,Loews Regency Hotel,POINT(-73.96927678 40.76329702)
203403,K&M,POINT(-73.9543579442 40.7173106572)
361234,Bushwick Music Studios,POINT(-73.9372451 40.7090789333)
1074428,Park Avenue Spring,POINT(-73.96783137 40.7661181)
151272,Vinnie's Pizzeria,POINT(-73.9566931667 40.7190170833)
1380270,Europan Pizza Cafe,POINT(-73.955678148 40.779468231)
1306514,Cafe Colette,POINT(-73.957648062 40.7197619444)
7083919,LaCapra-Martin Enterprises,POINT(-73.957221376 40.719399481)
870425,Lowes Regency,POINT(-73.96869599 40.76464146)
802494,Brooklyn Charm,POINT(-73.9561987 40.7185681333)
607241,Effy's Cafe,POINT(-73.9510868543 40.7826208851)
199631,Saint David's Gym,POINT(-73.9494325179 40.7835743873)
6848891,St. Regis Hotel Bar,POINT(-73.970843 40.759843)
1005664,Battle Ranch,POINT(-73.9328400833 40.7077822833)
7370197,Trix,POINT(-73.9567277374 40.7189175723)
307329,Park Avenue Winter,POINT(-73.9684255 40.7652924333)
42989,Pierogi,POINT(-73.9562893696 40.7185700225)
496086,Truman's ,POINT(-73.9705758 40.7606411333)
443877,Lorimer Street Station,POINT(-73.9493715763 40.7140615447)
7473227,Panera Bread,POINT(-73.863336783 40.732652633)
91539,Central Synagogue,POINT(-73.9707472249 40.7601912333)
1126204,Yankees Clubhouse Store,POINT(-73.9696262667 40.7629668833)
5050492,Bernadaud,POINT(-73.969838187 40.762508128)
6413947,Korea Palace,POINT(-73.971110659 40.759256916)
148252,Borders,POINT(-73.9702177048 40.7616909474)
1518660,Jamba Juice,POINT(-73.955384595 40.779878368)
6525217,Brooklyn Moto,POINT(-73.950349314 40.714543492)
656155,Century 21,POINT(-73.8630151749 40.7331097126)
383754,Christ Church,POINT(-73.9693594403 40.7636769598)
870562,540 Park,POINT(-73.969045517 40.7643172243)
698965,Homebase,POINT(-73.9533949416 40.7164071248)
246266,Sky Asian Bistro,POINT(-73.8673292316 40.7712436655)
1186688,Crossfit Virtuosity,POINT(-73.9543819427 40.7170647383)
1337711,Kasia's Restaurant,POINT(-73.956779214 40.718821332)
739396,Mr. Mushroom,POINT(-73.9370842333 40.7088091167)
6441086,Islamic cultural center of NY,POINT(-73.95081877 40.78293919)
605433,86th Street Station,POINT(-73.9558870833 40.7795851667)
226768,Brick Theater,POINT(-73.9496497948 40.714087997)
180238,Feinstein's At The Loews Regency The Nightclub Of New York,POINT(-73.9691036162 40.7643335023)
23747,New York Health and Racquet Club,POINT(-73.9703734167 40.7615558667)
893348,Explorers Club,POINT(-73.9655471674 40.7700679846)
3841750,Bank Of America ,POINT(-73.9560290667 40.7795125667)
58085,Dentist,POINT(-73.9694564043 40.7636807095)
1124216,Colony Club,POINT(-73.968629837 40.7652989539)
245811,Dunkin' Donuts,POINT(-73.8710618019 40.7754393286)
2431981,30 E 60th St,POINT(-73.96975553 40.76307195)
198829,News And Smoke Hut,POINT(-73.9541727833 40.7808853333)
157926,Hotel Delmano,POINT(-73.9580096305 40.7197045314)
7199579,Central Parking,POINT(-73.955580031 40.717810873)
814082,M86 @ 86th & CPW - eastbound,POINT(-73.95922865 40.776961575)
543653,Brother Jimmy's BBQ,POINT(-73.9513091844 40.782730137)
607719,Papaya King,POINT(-73.8667075999 40.7706217526)
971881,McDonald's,POINT(-73.8667084597 40.7706296581)
7385904,Delta Terminal Gate 2,POINT(-73.86605453 40.76975935)
445790,Barking Dog,POINT(-73.9498532241 40.78358354)
1513640,Chase,POINT(-73.9557230473 40.779812336)
554309,Adam Baumgold Gallery,POINT(-73.9673649301 40.7675464547)
1414065,The Harmonie Club,POINT(-73.96984958 40.76299029)
1337616,The Bar at Four Seasons,POINT(-73.9702506 40.76209348)
5716622,Goods,POINT(-73.9496049285 40.7139476941)
795482,Casa De Griswold,POINT(-73.945416 40.711828)
395044,Mini Jake,POINT(-73.9564487833 40.7183930833)
455056,Terminal B at LGA,POINT(-73.8710027933 40.775492139)
461221,Staples,POINT(-73.955411911 40.7800864832)
3613225,Post House,POINT(-73.96798872 40.76661467)
1363369,Amtrak Acela 2158,POINT(-73.96879875 40.76520216)
1328607,Starbucks,POINT(-73.968799 40.7652022)
5158745,JESS3 NY,POINT(-73.9521610737 40.7154196052)
987405,Bagelry,POINT(-73.95385 40.781207)
218702,Starbucks,POINT(-73.9552235549 40.7802577391)
3765575,Sasha's Crib,POINT(-73.955994 40.779697)
1087356,T.G.Maxx,POINT(-73.8629404815 40.73274794)
7202210,Le Pain Quotidien,POINT(-73.954737059 40.780621622)
391078,Sugarland,POINT(-73.9556186 40.7177086)
191412,Chinatown,POINT(-73.9511302388 40.7829515007)
228400,Corner Cafè & Bakery,POINT(-73.9507446747 40.7831844557)
652455,The Volstead,POINT(-73.9713551006 40.7594578)
986278,European Pizza Cafe,POINT(-73.9558430667 40.7798501)
1110740,Cvs,POINT(-73.9551732217 40.7803431664)
1000715,Fetch,POINT(-73.9508966647 40.783112263)
554027,Jumelle,POINT(-73.9568848 40.71863368)
3424331,Pizza Hut Express,POINT(-73.93741798 40.78898489)
1110937,Manana ,POINT(-73.9695519741 40.7639104516)
1069987,Joeys Pizza,POINT(-73.8667373657 40.7708969116)
637813,Snacktaculous,POINT(-73.9535641106 40.7162275842)
226961,Brother Jimmy's BBQ,POINT(-73.9511818233 40.782971334)
6015932,J Crew Bridal,POINT(-73.967582488 40.767478938)
7600973,Gemini Beauty Salon,POINT(-73.859123864 40.743985666)
400398,Lefrek City,POINT(-73.8618904 40.7347224667)
6427477,Champs Family Bakery,POINT(-73.947437443 40.712675617)
906892,Food For Health,POINT(-73.9507988 40.7832132833)
480973,Williams-Sonoma,POINT(-73.9700782299 40.7628773856)
6358461,New Hong Wong ,POINT(-73.969904 40.763285)
1116322,Osso Buco,POINT(-73.9517270833 40.7826847)
925527,Eat Authentic Thai,POINT(-73.9511111111 40.7830555556)
7261170,NYC TAXI,POINT(-73.969491933 40.764164967)
102434,El Beit,POINT(-73.9568607415 40.7185317303)
815102,M86 Westbound @ East 86 St. & 3 Ave.,POINT(-73.95606637 40.7797818283)
856157,Arby's,POINT(-73.8855513333 40.7120998)
877218,Gene's Coffeehouse,POINT(-73.96998 40.76320129)
5498644,Brooklyn Winery,POINT(-73.9551632452 40.7172432804)
6511265,Andy Warhol's Apartment,POINT(-73.967496846 40.767745219)
337394,Metropolitan,POINT(-73.949428665 40.713639101)
4071221,Andy's Seafood And Grill,POINT(-73.863907064 40.730728443)
1464102,Timmy O's,POINT(-73.85898253 40.74431687)
128664,Duane Reade,POINT(-73.9536185333 40.7815544833)
342347,Pop's,POINT(-73.9566521 40.7183075)
6600867,Palms NYC,POINT(-73.954512905 40.780952255)
827288,Bahía Restaurant,POINT(-73.9449995756 40.7114388644)
1444101,St. James Church,POINT(-73.96613 40.76984)
6871942,Alice's Tea Cup,POINT(-73.96703541 40.76855492)
356535,Sugarland,POINT(-73.95013445 40.7139703)
6541982,Immanuel Lutheran Church,POINT(-73.955093021 40.780624059)
1380514,Brooklyn Studio Lab,POINT(-73.95089721 40.71437174)
201066,Teddy's Bar & Grill,POINT(-73.9582333167 40.7194523333)
315020,Borne Confections,POINT(-73.97015923 40.76314502)
315093,Sherry-Lehmann Wine & Spirit Merchants,POINT(-73.97015923 40.76314502)
847472,second chance,POINT(-73.9460433833 40.7118240167)
384008,Cinema Cafe,POINT(-73.9698984337 40.7637368108)
6359859,Rouge 58,POINT(-73.950800409 40.714286971)
469029,Bar Seine,POINT(-73.9684581393 40.7664525695)
128630,Best Cellars,POINT(-73.9558839333 40.7801053833)
3471289,Akris,POINT(-73.966075248 40.770094539)
534647,Plaza Athenee,POINT(-73.968472967 40.7664596034)
1109727,Paris Match,POINT(-73.9680746777 40.7671338707)
3424685,Giglio Boys Club,POINT(-73.949376913 40.713465496)
1575349,Club Macanudo ,POINT(-73.96859794 40.76626908)
4505432,OAK,POINT(-73.955655615 40.717389519)
6912479,Queen Sofia Spanish Institute,POINT(-73.96739464 40.76827961)
740755,BLT,POINT(-73.9707083 40.7621333)
681476,Lippincott,POINT(-73.97035473 40.76294755)
337011,Sfoglia,POINT(-73.95380222 40.78163975)
686511,Miranda,POINT(-73.95782041 40.71899425)
6405281,Staples Express,POINT(-73.971143218 40.761109086)
1308795,Kinsale Tavern,POINT(-73.9506004074 40.7836267539)
1237153,The Brooklyn Kitchen,POINT(-73.95096796 40.7142874)
442706,Brooklyn Industries,POINT(-73.95742435 40.7186666333)
6085137,Katie's Domain,POINT(-73.952996671 40.782182991)
6685836,Heritage Auction Galleries - New York,POINT(-73.970858987 40.761834249)
7523473,Design Within Reach,POINT(-73.969365714 40.765074066)
1233356,Spuytin Duyvil,POINT(-73.95181161 40.71475452)
755856,FADA,POINT(-73.9560346635 40.7175640996)
3989866,Vartali Salon,POINT(-73.9710164 40.76154565)
120156,Sal's Pizzeria,POINT(-73.9491433376 40.7132266103)
6451755,Park Avenue United Methodist Church,POINT(-73.956059057 40.780143637)
148247,Mercedes Benz Manhattan,POINT(-73.9712785 40.7609285167)
5773781,Best Pizza,POINT(-73.953437805 40.715736753)
2587808,Tamarind,POINT(-73.950252365 40.783902688)
1319192,Cibo Bistro & Wine Bar,POINT(-73.8652622085 40.7695778112)
1242241,Le Charlot,POINT(-73.966416117 40.769896967)
314971,Staples,POINT(-73.97110748 40.76147013)
5528444,Klenosky Paint,POINT(-73.95067915 40.7140187667)
602986,Dr. Wong,POINT(-73.9564965622 40.7798744367)
1232823,Cooperman's Rooftop Shangri La,POINT(-73.96576702 40.77082085)
77390,Peter's,POINT(-73.9574181167 40.7185132667)
833632,Lodge,POINT(-73.95192152 40.71470963)
267913,Citibank,POINT(-73.9713036167 40.7611039)
1321458,Dr Pruzansky,POINT(-73.9585895629 40.7782752429)
5109127,Sparacino's Bakery & Comic Booklets,POINT(-73.9507421851 40.7140005533)
2953410,Duane Reade,POINT(-73.9503709167 40.78391515)
321226,M Noodle Shop,POINT(-73.9509219678 40.7140795956)
1053642,Corrado Bakery,POINT(-73.9534251111 40.7820966144)
364525,Saint's Alp Teahouse,POINT(-73.9573159589 40.7183634123)
439059,Citibank E 86th St,POINT(-73.9567575333 40.7797849833)
267907,D. Porthault,POINT(-73.97089666 40.76228046)
7210445,Match 65,POINT(-73.968394699 40.767155338)
951887,Medical Imaging of Manhattan,POINT(-73.9702207992 40.763801222)
7615090,The Burger Guru,POINT(-73.958496022 40.719273158)
7088561,MarMara,POINT(-73.951249123 40.783482275)
512753,59E59 Theaters,POINT(-73.9704054594 40.7634401237)
623099,Chimu,POINT(-73.9522170721 40.7147980062)
103415,Manhattan Church Of Christ,POINT(-73.9606262818 40.7766025209)
6988140,Fly Rite Tattoo,POINT(-73.9516215667 40.7144195667)
1051013,Brandy's Piano Bar,POINT(-73.9659518 40.77079397)
1033389,Chili's - LGA,POINT(-73.86263418 40.76574218)
1144795,Bistro 60,POINT(-73.9701753664 40.7640048566)
6366721,4 Seasons Restaurant,POINT(-73.97121426 40.761675995)
1132758,Tropix,POINT(-73.8635795833 40.7303396667)
842067,Burger King,POINT(-73.86329531 40.76690948)
315250,The Abbey,POINT(-73.9561398114 40.7173822445)
754559,Bilboquet,POINT(-73.9691489406 40.7659871008)
478016,Organic Planet,POINT(-73.9572193847 40.7181879908)
766777,Redbowl,POINT(-73.9599715 40.720469)
5109081,Noodle Shop,POINT(-73.9512692392 40.7141774282)
234799,Gristedes,POINT(-73.9543736637 40.7815776294)
7351572,Delta Terminal LGA,POINT(-73.8627212 40.76594656)
935480,Ferrari,POINT(-73.9715908667 40.7607605667)
350579,White Castle,POINT(-73.9417245984 40.7880557588)
1455960,Desert Island,POINT(-73.9509192109 40.7139680246)
7077237,Dollar Tree,POINT(-73.9599263879 40.7204122831)
48029,Nita Nita,POINT(-73.9599263879 40.7204122831)
7078734,Mobil,POINT(-73.9599263879 40.7204122831)
585146,Public Assembly,POINT(-73.9584494721 40.7191467816)
803888,Brooklyn Ale House,POINT(-73.9584400163 40.7191375248)
957239,The Subway,POINT(-73.95122951 40.71413934)
351514,Madison Avenue Presbyterian Church,POINT(-73.96463871 40.7724981293)
245927,Auntie Anne's,POINT(-73.8707743667 40.7762112)
131150,Pick Up Stix,POINT(-73.9534010833 40.7822464833)
6428400,Bond No 9,POINT(-73.969893729 40.764675864)
992602,Oliver Peoples,POINT(-73.9682087815 40.7676453946)
1185675,Tom Ford,POINT(-73.9661622047 40.7706212185)
6731988,Hana Food,POINT(-73.951110536 40.714046917)
6861165,Spanierman Modern,POINT(-73.971119441 40.762053249)
966104,Peri Ela,POINT(-73.9534327662 40.7822555346)
6599858,The Drink,POINT(-73.9454423963 40.7111094639)
246725,Phillipe,POINT(-73.97039365 40.7637793333)
429438,Sherry Netherland Hotel,POINT(-73.97074079 40.76308119)
532266,Cardiologist,POINT(-73.9710625 40.7623573667)
562266,Geisha,POINT(-73.9699049183 40.764834172)
166128,Yola's Cafe,POINT(-73.9513577667 40.7141166667)
142797,Serafina Fabulous Grill,POINT(-73.9699776158 40.7646960925)
7178347,Untitled,POINT(-73.9639159448 40.773465907)
1430719,The Lowell,POINT(-73.9693214 40.765927833)
1274495,Park Avenue Summer,POINT(-73.969367883 40.76585425)
758208,Funtopia,POINT(-73.8936268587 40.7083461594)
246734,Gene's Coffee Shop,POINT(-73.9705668 40.7635385833)
169198,Ralph Lauren,POINT(-73.9675920879 40.7687879159)
1101918,One Carnegie Hill,POINT(-73.9479983803 40.7854351168)
6783060,Cooper-Hewitt National Design Museum,POINT(-73.953391021 40.782369361)
6514348,Citibank,POINT(-73.968534292 40.767325078)
832833,Vinnie's Pizzaria,POINT(-73.95616155 40.71723014)
7149654,Disney Private Screening Room,POINT(-73.970303535 40.764128811)
366663,164 Bedford Ave.,POINT(-73.9576446833 40.7183354833)
70796,Macri Park,POINT(-73.9517376 40.7142955)
1338450,The Garden at Four Seasons Hotel New York,POINT(-73.971397331 40.761711609)
913936,Robert Cavalli,POINT(-73.9693469667 40.7659932333)
1458008,Zesty Pizzeria,POINT(-73.950072761 40.784374002)
798742,Duane Reade,POINT(-73.9718806744 40.7604841718)
12930,Saint Ambroeus,POINT(-73.9624285667 40.7751667333)
90768,El Almacen,POINT(-73.9561573667 40.7171522167)
220685,Walels & Dinges,POINT(-73.9575889667 40.7182244667)
318611,Nespresso,POINT(-73.9683205289 40.7678180944)
12529,Whitney Museum of Art,POINT(-73.96420955 40.7732892)
6637902,Saint Ignatius Loyola,POINT(-73.958229 40.778984033)
12530,Ralph Lauren Polo Flagship ,POINT(-73.9652395167 40.7720875667)
521306,An Nhau,POINT(-73.9575392017 40.7181684233)
491460,Model Barbershop,POINT(-73.95242941 40.71463751)
399239,Bánh Mì 172,POINT(-73.9575534667 40.71817395)
7348227,Van Leeuwen,POINT(-73.957437519 40.718082284)
2272585,Ugg Australia,POINT(-73.971216207 40.762349122)
320999,Tone on Lex,POINT(-73.9506933114 40.78410124)
6730291,Ralph Lauren,POINT(-73.96544805 40.7718662)
766915,Mos Eisley,POINT(-73.9574825764 40.7181031164)
253983,Teuscher,POINT(-73.9702915333 40.7643800667)
253992,Wild Ginger,POINT(-73.9574400034 40.718063287)
6862237,The Outhouse,POINT(-73.954668454 40.716054793)
645696,French Institute Alliance Française,POINT(-73.9705181122 40.7639500375)
3355234,Manché Madiso ,POINT(-73.964475333 40.773056233)
1144437,The Loyola School,POINT(-73.9587962667 40.7785821833)
718680,Starbucks,POINT(-73.97115004 40.76260596)
4418392,Diptyque,POINT(-73.9635229111 40.7741474919)
7527639,Hjemme Hos Karina og Mikael,POINT(-73.960575631 40.720639288)
222997,Taxi Line (LGA),POINT(-73.8646541753 40.7695630565)
599760,92nd Street Y,POINT(-73.9527618885 40.7829379852)
6763291,The Arm,POINT(-73.9534307333 40.7151836)
46986,Via Quadronno,POINT(-73.9648032526 40.7727341538)
732965,Danny Boys,POINT(-73.87015289 40.72172254)
307590,Nello,POINT(-73.9697675833 40.7655313833)
1603314,Florence Gould Hall & Tinker Auditorium,POINT(-73.970822 40.763439)
907332,L'Atelier De Joel Robuchon,POINT(-73.9711480804 40.762724635)
7540673,Cafe Carlyle,POINT(-73.9632038407 40.7745350452)
487942,Hachi,POINT(-73.9468679097 40.71153464)
12536,Four Seasons Hotel New York,POINT(-73.9714944362 40.7619347378)
130781,Lex Restaurant,POINT(-73.953729 40.7823594167)
6391149,The Charleston,POINT(-73.9576798062 40.7181511781)
913615,Bakeri,POINT(-73.9598960387 40.7199745319)
915050,Sandwiched,POINT(-73.9641932275 40.7734875207)
7053898,Bar Italia Madison,POINT(-73.9684387638 40.7678882512)
7136420,Lady Jay's,POINT(-73.946852036 40.711496826)
646214,Junior's Cheesecake ,POINT(-73.96895015 40.76705724)
729373,Gagosian,POINT(-73.9633044 40.77447807)
874516,MSNY Evening Service,POINT(-73.96058321 40.7771462202)
565872,Solange Azagury Partridge,POINT(-73.9675990333 40.7691781167)
235517,Furry Paws,POINT(-73.9494252205 40.7849201538)
889653,Juliano's,POINT(-73.9532702167 40.7826896)
12531,Hermes,POINT(-73.9698690176 40.7654858498)
565909,Jo Malone,POINT(-73.9641310695 40.7736094455)
130775,Dunkin' Donuts,POINT(-73.9527956167 40.7829992167)
131176,Trafalgar House Condominium,POINT(-73.9540398333 40.78221115)
504160,Second Stop Cafe,POINT(-73.9490323859 40.7125427886)
812290,Bemelmans Bar,POINT(-73.96365505 40.77416288)
70643,Anna Maria Pizza,POINT(-73.9574074745 40.7178591653)
679965,Fast Ashley's Studio,POINT(-73.95779728 40.71815586)
212850,Ella Cafe,POINT(-73.9575951128 40.7179868533)
1275061,Hostel 104,POINT(-73.9407939975 40.7887806313)
224509,Lady M,POINT(-73.9623525512 40.7755598494)
1105951,El Moderno,POINT(-73.9521219047 40.714238947)
269307,Jewelbox,POINT(-73.9706458333 40.7640999833)
7519535,Lujadi's,POINT(-73.95813959 40.71838116)
7381837,Metropolitan Museum Of Art--Greek And Roman Galleries,POINT(-73.96101 40.776882)
649665,Morgenthal Frederics,POINT(-73.9699326139 40.7655507511)
649683,Church's shoes,POINT(-73.9699326139 40.7655507511)
556665,Theatre 1010,POINT(-73.9580512047 40.7794121784)
577034,Knoedler Gallery,POINT(-73.9667820167 40.77050925)
1109460,The Mark Hotel,POINT(-73.9633648414 40.7745829926)
638735,Zilli,POINT(-73.9716323667 40.7620084333)
6730603,Mihouse,POINT(-73.9461282 40.7866605)
371208,Viand Cafe,POINT(-73.96291303 40.77506047)
23722,TAO,POINT(-73.9713549614 40.7626742299)
7183353,Future Folk Set,POINT(-73.949352428 40.712622698)
180183,Oasis,POINT(-73.9573362891 40.7177093642)
856083,Metro Mall,POINT(-73.8902469333 40.7091746)
12574,Jimmy Choo,POINT(-73.9694988728 40.7664121957)
212353,DKNY,POINT(-73.9707763833 40.76398355)
3725555,Delmonico Gourmet Deli Market,POINT(-73.971182402 40.763117933)
147882,Kellogg's Diner,POINT(-73.9517813516 40.7139620246)
12929,The Carlyle Hotel,POINT(-73.9638233167 40.7741475)
495098,The Beehive Salon,POINT(-73.9588965763 40.7189087379)
34078,Spike Hill,POINT(-73.9576648341 40.7179237123)
880894,The Surrey Hotel,POINT(-73.9636780616 40.7743286683)
880867,Bar Pleiades At The Surrey,POINT(-73.9636780616 40.7743286683)
6598881,Juniper,POINT(-73.9588943208 40.7188835394)
610883,Porto Rico Importing Co.,POINT(-73.9467777897 40.7112829815)
169213,Church of the Advent Hope,POINT(-73.956424861 40.780738646)
411413,The Charelston,POINT(-73.9578257602 40.7180223131)
1087009,72 Berry Street,POINT(-73.95760953 40.71784883)
358846,Willburg Café,POINT(-73.9471599841 40.7114467556)
4130358,Gristedes,POINT(-73.9493103833 40.7851794833)
661093,92Y May Center,POINT(-73.9526246259 40.7833049879)
1596312,Macaron Cafe,POINT(-73.97099315 40.763698383)
890157,Mex and the City,POINT(-73.8658797741 40.7716612449)
7224683,Earwax Records,POINT(-73.957879543 40.718021799)
6748880,Sullivan,POINT(-73.97074066 40.764289453)
560131,Acqua Santa,POINT(-73.9567169333 40.7171039333)
6546179,Sunac Natural,POINT(-73.951377383 40.713613983)
6711583,Crif Dogs,POINT(-73.9564751049 40.7169185715)
7122865,Chefs Kitchen,POINT(-73.971952 40.761611)
1456703,Osteria Il Paiolo,POINT(-73.95767092 40.71780991)
68799,The Pleasure Dome,POINT(-73.9578074408 40.7179110727)
422041,Bar Pleiades,POINT(-73.9637125946 40.7744246259)
1403117,Behavioral Associates,POINT(-73.9544463158 40.7822068425)
7540996,The Williamsburg Estate,POINT(-73.959462526 40.719246303)
810776,Vera Wang Maids On Madison,POINT(-73.9632761478 40.7749030975)
6824113,Two Northside Piers,POINT(-73.95860767 40.71852833)
126335,Fornino,POINT(-73.9577182466 40.7178250766)
756903,deli mart,POINT(-73.9576655833 40.7177793167)
7078444,LVMH Tower,POINT(-73.97140491 40.7629835)
2888664,LAVO Italian Restaurant & Nightclub,POINT(-73.971464479 40.7628559229)
7050150,Associated Supermarket,POINT(-73.9445137502 40.7875349356)
4017165,Bedford Ave (L Train),POINT(-73.9577041833 40.71780035)
438298,Fetch,POINT(-73.95446521 40.78222811)
437422,3 Guys Restaurant,POINT(-73.96409327 40.7740648222)
269311,Tod's,POINT(-73.97096645 40.76397795)
7543345,Benrubi Gallery,POINT(-73.971762657 40.762211033)
197507,The Web,POINT(-73.9715480804 40.762747366)
12933,L' Occitane,POINT(-73.9615273333 40.7766902333)
658290,Salvation Army,POINT(-73.9577129333 40.7177683667)
405208,Ontario,POINT(-73.94953691 40.71251851)
473228,Driggs Pizza,POINT(-73.9568074121 40.7170748819)
717083,Hermes Men Store,POINT(-73.9704382333 40.7651127)
206830,Red House,POINT(-73.9469853167 40.7112177)
961948,J. Crew Collection,POINT(-73.96200942 40.77629017)
325884,Sumac Natural,POINT(-73.9584830333 40.7183236167)
457947,Sears,POINT(-73.862221241 40.731128806)
147440,Bliss Cafe,POINT(-73.957732461 40.717700627)
864348,Duane Reade,POINT(-73.9713941866 40.7632893532)
6396773,Carmine's II,POINT(-73.9513838222 40.713467838)
7017820,Two Paradise Restaurant,POINT(-73.9444055742 40.7876839844)
361642,Terminal C at LGA,POINT(-73.8651555777 40.7710437312)
833505,Lily Thai,POINT(-73.9475141466 40.7114093841)
208382,Calvin Klein,POINT(-73.9710511 40.7640796667)
6509405,Ooba,POINT(-73.9475321546 40.7113940994)
7205453,Mulberry,POINT(-73.971689854 40.762735914)
209779,Corcoran Group Real Estate: Executive Office,POINT(-73.9708614349 40.764518861)
7462443,LaGuardia US Airways Terminal,POINT(-73.864881992 40.770759348)
896651,The L Stop,POINT(-73.9525409 40.7140875833)
6545013,Eden Restaurant,POINT(-73.957578717 40.7175068)
111801,Cafe Boulud,POINT(-73.9640201906 40.7743758642)
473524,Rosemary's,POINT(-73.957875672 40.7177285825)
1426275,Crumbs Bake Shop,POINT(-73.9522933305 40.7837781904)
1589694,Affinity Cycles,POINT(-73.947470867 40.711321233)
64369,d.b.a. Brooklyn,POINT(-73.9595358074 40.7190443526)
239130,Tequilla Jacks,POINT(-73.9507538 40.78468793)
12989,Barneys New York,POINT(-73.9708614349 40.7646407511)
217223,Bagelsmith,POINT(-73.9580282667 40.7178102167)
763228,Green Cafe,POINT(-73.9716286771 40.7630294899)
428064,Alligator Lounge,POINT(-73.95023792 40.71271663)
5035394,Barbour,POINT(-73.96165346 40.77681351)
12931,La Maison du Chocolat,POINT(-73.9625479234 40.7759571646)
12871,DuMont Restaurant,POINT(-73.9514409006 40.7133814875)
577124,Saint James,POINT(-73.9615143333 40.77695455)
1048020,Destination Maternity,POINT(-73.9718897986 40.7624778475)
4420381,Nectar Cafe,POINT(-73.9623454213 40.7761908573)
214335,Chase,POINT(-73.9716011167 40.7631924833)
515619,Harlem RBI ,POINT(-73.94532233 40.78743684)
7433326,Limonata,POINT(-73.9577299891 40.7175048555)
267380,Serafina Fabulous Pizza,POINT(-73.9623896769 40.7761979549)
6567309,Serafina,POINT(-73.971776401 40.762895122)
