Name,Games Played,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/TOV,STL/TOV,Age,Birth_Place,Birthdate,Collage,Experience,Height,Pos,Team,Weight,BMI
Ryan Hollins,46,441,137,53,82,64.6,0,0,0,31,54,57.4,36,67,103,14,6,19,25,65,202,0.56,0.24,31,us,"October 10, 1984","University of California, Los Angeles",8,210,C,SAC,108,24.48979592
Ryan Kelly,52,1233,332,104,309,33.7,45,134,33.6,79,95,83.2,13,133,146,92,30,24,37,118,366,2.49,0.81,24,us,"April 9, 1991",Duke University,1,207.5,PF,LAL,103.5,24.03832196
Samuel Dalembert,32,544,128,57,130,43.8,0,0,0,14,20,70,53,115,168,29,14,41,39,70,262,0.74,0.36,34,ht,"May 10, 1981",Seton Hall University,12,207.5,C,NYK,114.75,26.65118305
Sean Kilpatrick,4,72,22,7,20,35,4,13,30.8,4,4,100,1,5,6,4,3,0,2,3,20,2,1.5,25,us,"January 6, 1990",University of Cincinnati,R,190,SG,MIN,94.5,26.17728532
Sebastian Telfair,16,327,134,46,125,36.8,18,60,30,24,34,70.6,2,28,30,45,10,0,18,29,112,2.5,0.56,,,,,,,,,,
Serge Ibaka,64,2116,917,374,786,47.6,77,205,37.6,92,110,83.6,135,364,499,55,30,155,97,194,1129,0.57,0.31,26,cg,"September 18, 1989",,5,205,PF,OKC,105.75,25.1635931
Sergey Karasev,33,555,153,54,134,40.3,16,54,29.6,29,38,76.3,22,44,66,46,23,1,24,45,176,1.92,0.96,22,ru,"October 26, 1993",,1,197.5,SG,NJN,93.6,23.99615446
Seth Curry,2,8,0,0,3,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,0,0,0,25,us,"August 23, 1990",Duke University,1,185,PG,PHO,83.25,24.32432432
Shabazz Muhammad,38,866,512,194,397,48.9,20,51,39.2,104,145,71.7,63,91,154,44,18,7,35,49,456,1.26,0.51,23,us,"November 13, 1992","University of California, Los Angeles",1,195,SG,MIN,100.35,26.39053254
Shabazz Napier,51,1012,261,87,228,38.2,43,118,36.4,44,56,78.6,17,96,113,130,40,4,81,76,314,1.61,0.49,,,,,,,,,,
Shane Larkin,76,1865,470,187,432,43.3,35,116,30.2,61,78,78.2,29,147,176,226,93,9,83,150,629,2.72,1.12,23,us,"October 2, 1992",University of Miami,1,177.5,PG,NYK,78.75,24.99504067
Shannon Brown,5,89,20,7,19,36.8,3,7,42.9,3,4,75,0,1,1,3,4,0,4,8,11,0.75,1,30,us,"November 29, 1985",Michigan State University,8,190,SG,MIA,92.25,25.55401662
Shaun Livingston,78,1468,461,198,396,50,0,2,0,65,91,71.4,43,140,183,259,49,20,102,110,646,2.54,0.48,30,us,"September 11, 1985",,9,197.5,PG,GSW,86.4,22.15029643
Shavlik Randolph,21,126,24,9,35,25.7,0,5,0,6,12,50,16,22,38,4,5,3,3,16,39,1.33,1.67,32,us,"November 24, 1983",Duke University,7,205,PF,BOS,108,25.6989887
Shawn Marion,57,1101,276,119,267,44.6,12,46,26.1,26,34,76.5,64,138,202,51,27,27,33,58,394,1.55,0.82,37,us,"May 7, 1978","University of Nevada, Las Vegas",15,197.5,SF,CLE,99,25.38054799
Shawne Williams,63,1087,341,121,300,40.3,64,178,36,35,40,87.5,36,130,166,44,25,21,30,135,383,1.47,0.83,24,us,"March 27, 1991",Western Michigan University,R,207.5,PF,IND,112.5,26.12861083
Shayne Whittington,20,108,57,19,42,45.2,1,6,16.7,18,23,78.3,10,19,29,6,5,2,5,18,66,1.2,1,,,,,,,,,,
Shelvin Mack,55,833,299,117,292,40.1,40,127,31.5,25,31,80.6,8,71,79,155,30,2,49,32,335,3.16,0.61,25,us,"April 22, 1990",Butler University,3,187.5,PG,ATL,91.35,25.984
Sim Bhullar,3,3,2,1,2,50,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,0,0,23,ca,"December 2, 1992",New Mexico State University,R,222.5,C,SAC,162,32.72314102
Solomon Hill,82,2381,729,251,634,39.6,68,208,32.7,159,193,82.4,70,244,314,184,66,18,115,177,779,1.6,0.57,24,us,"March 18, 1991",University of Arizona,1,197.5,SF,IND,101.25,25.95737863
Spencer Dinwiddie,34,455,145,51,169,30.2,12,65,18.5,31,34,91.2,4,44,48,104,19,6,33,53,168,3.15,0.58,22,us,"April 6, 1993",University of Colorado,R,195,PG,DET,90,23.66863905
Spencer Hawes,73,1274,425,163,415,39.3,55,176,31.3,44,68,64.7,30,228,258,88,24,53,61,173,511,1.44,0.39,27,us,"April 28, 1988",University of Washington,7,212.5,PF,LAC,110.25,24.41522491
Stephen Curry,80,2613,1900,653,1341,48.7,286,646,44.3,308,337,91.4,56,285,341,619,163,16,249,158,2073,2.49,0.66,27,us,"March 14, 1988",Davidson College,5,187.5,PG,GSW,85.5,24.32
Steve Blake,81,1529,350,122,327,37.3,77,219,35.2,29,41,70.7,16,121,137,288,41,5,104,118,500,2.77,0.39,35,us,"February 26, 1980",University of Maryland,11,187.5,PG,POR,77.4,22.016
Steve Novak,35,197,63,22,56,39.3,19,48,39.6,0,2,0,2,20,22,11,0,2,5,23,57,2.2,0,32,us,"June 13, 1983",Marquette University,8,205,PF,OKC,101.25,24.0928019
Steven Adams,70,1771,537,217,399,54.4,0,2,0,103,205,50.2,199,324,523,66,38,86,99,222,867,0.67,0.38,22,nz,"July 20, 1993",University of Pittsburgh,1,210,C,OKC,114.75,26.02040816
Taj Gibson,62,1692,640,254,506,50.2,0,0,0,132,184,71.7,162,234,396,71,36,75,77,162,837,0.92,0.47,30,us,"June 24, 1985",University of Southern California,5,202.5,PF,CHI,101.25,24.69135802
Tarik Black,63,1195,379,157,273,57.5,0,1,0,65,118,55.1,142,226,368,42,19,24,48,158,615,0.88,0.4,24,us,"November 22, 1991",University of Kansas,R,202.5,C,LAL,112.5,27.43484225
Tayshaun Prince,58,1397,434,177,402,44,31,67,46.3,49,65,75.4,52,158,210,93,29,16,35,55,506,2.66,0.83,35,us,"February 28, 1980",University of Kentucky,12,202.5,SF,MEM,95.4,23.26474623
Terrence Jones,33,889,386,158,299,52.8,13,37,35.1,57,94,60.6,78,142,220,36,18,59,37,78,504,0.97,0.49,23,us,"January 9, 1992",University of Kentucky,2,202.5,PF,HOU,113.4,27.65432099
Terrence Ross,82,2092,807,309,753,41,145,390,37.2,44,56,78.6,32,194,226,86,53,25,69,136,672,1.25,0.77,24,us,"February 5, 1991",University of Washington,2,197.5,SF,TOR,92.7,23.76542221
Thabo Sefolosha,52,976,278,104,249,41.8,25,78,32.1,45,58,77.6,53,170,223,75,53,21,38,67,454,1.97,1.4,31,ch,"May 2, 1984",,8,197.5,SF,ATL,99,25.38054799
Thaddeus Young,76,2434,1071,451,968,46.6,38,115,33,131,200,65.5,127,284,411,173,124,25,117,171,1101,1.48,1.06,,,,,,,,,,
Thomas Robinson,54,798,308,126,260,48.5,0,2,0,56,106,52.8,95,208,303,33,32,20,59,104,453,0.56,0.54,,,,,,,,,,
Tiago Splitter,52,1030,428,169,303,55.8,0,0,0,90,120,75,91,161,252,78,35,37,60,103,606,1.3,0.58,30,br,"January 1, 1985",,4,207.5,C,SAS,110.25,25.60603861
Tim Duncan,77,2227,1070,419,819,51.2,2,7,28.6,230,311,74,170,534,704,230,63,151,131,165,1606,1.76,0.48,39,vi,"April 25, 1976",Wake Forest University,17,207.5,C,SAS,112.5,26.12861083
Tim Frazier,11,240,57,21,61,34.4,5,17,29.4,10,21,47.6,6,22,28,60,8,0,25,26,77,2.4,0.32,25,us,"November 1, 1990",Pennsylvania State University,R,182.5,PG,POR,76.5,22.96866204
Tim Hardaway Jr.,70,1681,804,279,717,38.9,121,354,34.2,125,156,80.1,12,144,156,127,20,14,82,119,570,1.55,0.24,23,us,"March 16, 1992",University of Michigan,1,195,SG,NYK,92.25,24.26035503
Timofey Mozgov,81,2046,785,314,566,55.5,2,6,33.3,155,216,71.8,203,388,591,55,33,97,116,227,1132,0.47,0.28,29,ru,"July 16, 1986",,4,212.5,C,CLE,123.75,27.40484429
TJ Warren,40,614,245,113,214,52.8,5,21,23.8,14,19,73.7,41,44,85,25,18,9,27,51,249,0.93,0.67,,,,,,,,,,
Tobias Harris,68,2369,1164,442,949,46.6,87,239,36.4,193,245,78.8,73,357,430,124,69,36,115,134,1149,1.08,0.6,23,us,"July 15, 1992",University of Tennessee,3,202.5,SF,ORL,105.75,25.78875171
Toney Douglas,12,177,51,19,51,37.3,5,18,27.8,8,13,61.5,2,20,22,24,11,4,10,20,65,2.4,1.1,29,us,"March 16, 1986",Florida State University,5,185,SG,NOH,87.75,25.63915267
Tony Allen,63,1648,539,225,455,49.5,10,29,34.5,79,126,62.7,103,177,280,86,129,30,86,166,701,1,1.5,33,us,"January 11, 1982",Oklahoma State University,10,190,SG,MEM,95.85,26.55124654
Tony Parker,68,1953,976,404,832,48.6,38,89,42.7,130,166,78.3,15,114,129,335,44,2,146,108,876,2.3,0.3,33,be,"May 17, 1982",,13,185,PG,SAS,83.25,24.32432432
Tony Snell,72,1412,435,159,371,42.9,73,197,37.1,44,55,80,31,145,176,62,32,11,48,86,445,1.29,0.67,24,us,"November 10, 1991",University of New Mexico,1,197.5,SF,CHI,90,23.07322544
Tony Wroten,30,895,507,175,434,40.3,37,142,26.1,120,180,66.7,22,64,86,157,48,8,113,72,374,1.39,0.43,,,,,,,,,,
Toure' Murry,5,18,6,2,5,40,0,0,0,2,2,100,1,0,1,1,1,0,4,2,2,0.25,0.25,26,us,"November 8, 1989",Wichita State University,1,192.5,SG,WAS,87.75,23.68021589
Travis Wear,51,672,199,84,209,40.2,11,30,36.7,20,26,76.9,31,75,106,40,15,11,35,55,205,1.14,0.43,,,,,,,,,,
Trevor Ariza,82,2930,1048,366,910,40.2,194,555,35,122,143,85.3,77,382,459,209,152,17,141,186,1179,1.48,1.08,30,us,"June 30, 1985","University of California, Los Angeles",10,200,SF,HOU,96.75,24.1875
Trevor Booker,79,1564,567,226,464,48.7,29,84,34.5,86,148,58.1,139,258,397,83,43,41,88,144,743,0.94,0.49,28,us,"November 25, 1987",Clemson University,4,200,PF,UTA,102.6,25.65
Trey Burke,76,2288,973,370,1005,36.8,124,390,31.8,109,145,75.2,31,173,204,328,65,15,124,119,790,2.65,0.52,23,us,"November 12, 1992",University of Michigan,1,182.5,PG,UTA,85.95,25.80596735
Tristan Thompson,82,2194,693,267,488,54.7,0,0,0,159,248,64.1,274,383,657,39,34,61,83,189,1091,0.47,0.41,,,,,,,,,,
Troy Daniels,47,397,176,61,165,37,43,118,36.4,11,13,84.6,8,25,33,22,6,1,20,40,112,1.1,0.3,24,us,"July 15, 1991",Virginia Commonwealth University,1,190,SG,MIN,92.25,25.55401662
Ty Lawson,75,2665,1143,404,926,43.6,70,205,34.1,265,363,73,42,192,234,720,92,9,185,128,1393,3.89,0.5,28,us,"November 3, 1987",University of North Carolina,5,177.5,PG,DEN,87.75,27.85161674
Tyler Ennis,33,411,121,52,144,36.1,12,43,27.9,5,7,71.4,7,28,35,73,18,5,42,36,116,1.74,0.43,21,ca,"August 24, 1994",Syracuse University,R,187.5,PG,PHO,87.3,24.832
Tyler Hansbrough,74,1058,270,86,165,52.1,1,7,14.3,97,139,69.8,106,159,265,21,30,15,20,141,460,1.05,1.5,30,us,"November 3, 1985",University of North Carolina,5,202.5,PF,TOR,112.5,27.43484225
Tyler Johnson,32,603,190,70,167,41.9,18,48,37.5,32,47,68.1,14,67,81,42,33,9,30,42,213,1.4,1.1,23,us,"May 7, 1992","California State University, Fresno",R,190,SG,MIA,83.7,23.18559557
Tyler Zeller,82,1731,833,340,619,54.9,0,0,0,153,186,82.3,146,319,465,113,18,52,76,205,1093,1.49,0.24,,,,,,,,,,
Tyreke Evans,79,2690,1313,521,1165,44.7,69,227,30.4,202,291,69.4,82,334,416,521,100,37,246,198,1408,2.12,0.41,26,us,"September 19, 1989",University of Memphis,5,195,SG,NOH,99,26.03550296
Tyrus Thomas,2,7,4,1,1,100,0,0,0,2,2,100,0,0,0,1,0,0,0,0,5,0,0,,,,,,,,,,
Tyson Chandler,75,2286,771,293,440,66.6,0,0,0,185,257,72,294,570,864,84,42,91,105,169,1528,0.8,0.4,33,us,"October 2, 1982",,13,212.5,C,DAL,108,23.91695502
Udonis Haslem,62,995,261,107,239,44.8,2,10,20,45,64,70.3,71,187,258,46,21,13,41,113,407,1.12,0.51,35,us,"June 9, 1980",University of Florida,11,200,PF,MIA,105.75,26.4375
Vander Blue,2,74,22,9,30,30,2,10,20,2,5,40,2,7,9,8,3,0,6,4,12,1.33,0.5,23,us,"July 17, 1992",Marquette University,1,190,SG,LAL,90,24.93074792
Victor Claver,10,76,24,9,20,45,6,11,54.5,0,0,0,3,17,20,1,1,1,4,12,32,0.25,0.25,27,es,"August 30, 1988",,2,202.5,SF,POR,100.8,24.58161866
Victor Oladipo,72,2573,1292,473,1086,43.6,84,248,33.9,262,320,81.9,51,251,302,295,120,19,204,187,1153,1.45,0.59,23,us,"May 4, 1992",Indiana University,1,190,SG,ORL,94.5,26.17728532
Vince Carter,66,1091,384,135,406,33.3,69,232,29.7,45,57,78.9,27,106,133,79,43,14,43,102,327,1.84,1,38,us,"January 26, 1977",University of North Carolina,16,195,SG,MEM,99,26.03550296
Wayne Ellington,65,1675,650,254,617,41.2,90,243,37,52,64,81.3,31,179,210,105,33,2,50,77,575,2.1,0.66,28,us,"October 29, 1987",University of North Carolina,5,190,SG,LAL,90,24.93074792
Wesley Johnson,76,2245,753,286,691,41.4,91,259,35.1,90,112,80.4,67,252,319,124,59,45,87,162,786,1.43,0.68,28,us,"July 11, 1987",Syracuse University,4,197.5,SF,LAL,96.75,24.80371735
Wesley Matthews,60,2024,956,337,752,44.8,173,445,38.9,109,145,75.2,38,184,222,139,77,10,81,132,872,1.72,0.95,29,us,"October 14, 1986",Marquette University,5,192.5,SG,POR,99,26.716141
Will Barton,58,984,397,150,353,42.5,23,85,27.1,74,94,78.7,26,136,162,81,48,19,61,70,423,1.33,0.79,24,us,"January 6, 1991",University of Memphis,2,195,SG,POR,78.75,20.71005917
Will Bynum,7,67,22,10,31,32.3,0,9,0,2,4,50,2,4,6,18,1,1,8,9,17,2.25,0.13,32,us,"January 4, 1983",Georgia Institute of Technology,7,180,SG,WAS,83.25,25.69444444
Will Cherry,8,69,15,5,19,26.3,2,9,22.2,3,6,50,1,4,5,8,6,1,4,10,14,2,1.5,24,us,"February 8, 1991",University of Montana,R,180,PG,CLE,83.25,25.69444444
Willie Green,52,951,306,118,306,38.6,42,121,34.7,28,34,82.4,14,65,79,68,26,5,48,81,242,1.42,0.54,34,us,"July 28, 1981",University of Detroit Mercy,11,190,SG,ORL,90,24.93074792
Wilson Chandler,78,2471,1085,418,975,42.9,139,406,34.2,110,142,77.5,96,379,475,134,58,29,110,231,1082,1.22,0.53,28,us,"May 10, 1987",DePaul University,7,200,SF,DEN,101.25,25.3125
Xavier Henry,9,86,20,3,13,23.1,0,0,0,14,24,58.3,2,2,4,3,3,0,3,6,7,1,1,24,be,"March 15, 1991",University of Kansas,4,195,SF,LAL,99,26.03550296
Zach LaVine,77,1902,778,286,677,42.2,57,167,34.1,149,177,84.2,27,187,214,276,54,10,193,158,720,1.43,0.28,20,us,"March 10, 1995","University of California, Los Angeles",R,192.5,PG,MIN,85.05,22.95159386
Zach Randolph,71,2304,1143,454,932,48.7,7,20,35,228,298,76.5,225,522,747,153,69,14,156,175,1422,0.98,0.44,34,us,"July 16, 1981",Michigan State University,13,202.5,PF,MEM,117,28.53223594
Zaza Pachulia,73,1730,606,240,529,45.4,0,3,0,126,160,78.8,197,303,500,178,80,21,133,170,929,1.34,0.6,31,ge,"February 10, 1984",,11,207.5,C,MIL,121.5,28.2188997
Zoran Dragic,16,75,28,11,30,36.7,3,14,21.4,3,5,60,5,3,8,5,2,0,5,6,17,1,0.4,26,si,"June 22, 1989",,R,192.5,SG,PHO,90,24.28740091
