_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,birthplace,birthplace:confidence,date_of_birth,date_of_birth:confidence,race_ethnicity,race_ethnicity:confidence,religion,religion:confidence,sexual_orientation,sexual_orientation:confidence,year_of_award,year_of_award:confidence,award,biourl,birthplace_gold,date_of_birth_gold,movie,person,race_ethnicity_gold,religion_gold,sexual_orientation_gold,year_of_award_gold
670454702,FALSE,finalized,3,2/10/15 2:41,New York City,1,29-Apr-17,1,White,1,Na,0.6897,Straight,1,1948,1,Best Supporting Actress,http://www.nndb.com/people/084/000063892/,,,Gentleman's Agreement,Celeste Holm,,,,
670454703,FALSE,finalized,3,2/10/15 4:02,New York City,1,8-Mar-10,1,White,1,Na,1,Straight,1,1949,1,Best Supporting Actress,http://www.nndb.com/people/085/000063893/,,,Key Largo,Claire Trevor,,,,
670454704,FALSE,finalized,3,2/10/15 4:08,"Joliet, Il",1,17-Mar-16,1,White,1,Roman Catholic,1,Straight,1,1950,1,Best Supporting Actress,http://www.nndb.com/people/086/000063894/,,,All the King's Men,Mercedes McCambridge,,,,
670454705,FALSE,finalized,3,2/10/15 4:08,"Newtonville, Ma",1,3-Jan-1886,1,White,1,Na,1,Straight,1,1951,1,Best Supporting Actress,http://www.nndb.com/people/087/000063895/,,,Harvey,Josephine Hull,,,,
670454706,FALSE,finalized,3,2/10/15 2:05,"Detroit, Mi",1,12-Nov-22,1,White,1,Na,0.6897,Straight,1,1952,1,Best Supporting Actress,http://www.nndb.com/people/501/000051348/,,,A Streetcar Named Desire,Kim Hunter,,,,
670454707,FALSE,finalized,3,2/10/15 2:12,"Los Angeles, Ca",1,28-Nov-23,1,White,1,Na,1,Straight,1,1953,1,Best Supporting Actress,http://www.nndb.com/people/088/000063896/,,,The Bad and the Beautiful,Gloria Grahame,,,,
670454708,FALSE,finalized,3,2/10/15 2:10,"Denison, Ia",1,27-Jan-21,1,White,1,Na,1,Straight,1,1954,1,Best Supporting Actress,http://www.nndb.com/people/702/000031609/,,,From Here to Eternity,Donna Reed,,,,
670454709,FALSE,finalized,3,2/10/15 4:21,"Newark, Nj",1,4-Jul-24,1,White,1,Na,1,Straight,1,1955,1,Best Supporting Actress,http://www.nndb.com/people/980/000022914/,,,On the Waterfront,Eva Marie Saint,,,,
670454710,FALSE,finalized,3,2/10/15 4:02,"Oakland, Ca",1,30-Dec-14,1,White,1,Na,1,Straight,1,1956,1,Best Supporting Actress,http://www.nndb.com/people/089/000063897/,,,East of Eden,Jo Van Fleet,,,,
670454711,FALSE,finalized,3,2/10/15 1:55,"Chicago, Il",1,30-Jan-25,1,White,1,Na,1,Straight,1,1957,1,Best Supporting Actress,http://www.nndb.com/people/090/000063898/,,,Written on the Wind,Dorothy Malone,,,,
670454712,FALSE,finalized,3,2/10/15 1:52,"Otaro, Hokkaido, Japan",1,3-Apr-29,1,Asian,1,Na,1,Straight,1,1958,1,Best Supporting Actress,http://www.nndb.com/people/091/000063899/,,,Sayonara,Miyoshi Umeki,,,,
670454713,FALSE,finalized,3,2/10/15 3:56,"Bramhall, Cheshire, England",1,15-Aug-12,1,White,1,Na,1,Straight,1,1959,1,Best Supporting Actress,http://www.nndb.com/people/056/000063864/,,,Separate Tables,Wendy Hiller,,,,
670454714,FALSE,finalized,3,2/10/15 2:15,"St. Louis, Mo",1,18-Aug-20,1,White,1,Jewish,1,Straight,1,1960,1,Best Supporting Actress,http://www.nndb.com/people/859/000022793/,,,The Diary of Anne Frank,Shelley Winters,,,,
670454715,FALSE,finalized,3,2/10/15 3:57,"Charleroi, Pa",1,31-Mar-34,1,White,1,Methodist,1,Straight,1,1961,1,Best Supporting Actress,http://www.nndb.com/people/795/000023726/,,,Elmer Gantry,Shirley Jones,,,,
670454716,FALSE,finalized,3,2/10/15 1:59,"Humacao, Puerto Rico",1,11-Dec-31,1,Hispanic,1,Na,1,Straight,1,1962,1,Best Supporting Actress,http://www.nndb.com/people/463/000023394/,,,West Side Story,Rita Moreno,,,,
670454717,FALSE,finalized,3,2/10/15 2:02,"Elmhurst, Ny",1,14-Dec-46,1,White,1,Roman Catholic,1,Straight,1,1963,1,Best Supporting Actress,http://www.nndb.com/people/775/000022709/,,,The Miracle Worker,Patty Duke,,,,
670454718,FALSE,finalized,3,2/10/15 1:46,"London, England",1,11-May-1892,1,White,1,Na,1,Straight,1,1964,1,Best Supporting Actress,http://www.nndb.com/people/052/000063860/,,,the V.I.P.s,Margaret Rutherford,,,,
670454719,FALSE,finalized,3,2/10/15 1:59,"St. Petersburg, Russia",1,9-Oct-18,1,White,1,Na,1,Straight,1,1965,1,Best Supporting Actress,http://www.nndb.com/people/049/000063857/,,,Zorba the Greek,Lila Kedrova,,,,
670454720,FALSE,finalized,3,2/10/15 1:57,"St. Louis, Mo",1,18-Aug-20,1,White,1,Jewish,1,Straight,1,1966,1,Best Supporting Actress,http://www.nndb.com/people/859/000022793/,,,A Patch of Blue,Shelley Winters,,,,
670454721,FALSE,finalized,3,2/10/15 4:02,"Hastings, Ne",0.6667,27-Apr-37,1,White,1,Na,1,Bisexual,1,1967,1,Best Supporting Actress,http://www.nndb.com/people/961/000063772/,,,Who's Afraid of Virginia Woolf?,Sandy Dennis,,,,
670454722,FALSE,finalized,3,2/10/15 3:53,"Marblehead, Ma",1,20-Nov-27,1,White,1,Na,1,Straight,1,1968,1,Best Supporting Actress,http://www.nndb.com/people/475/000032379/,,,Bonnie and Clyde,Estelle Parsons,,,,
670454723,FALSE,finalized,3,2/10/15 1:47,"Quincy, Ma",1,30-Oct-1896,1,White,1,Na,1,Straight,1,1969,1,Best Supporting Actress,http://www.nndb.com/people/818/000043689/,,,Rosemary's Baby,Ruth Gordon,,,,
670454724,FALSE,finalized,3,2/10/15 2:13,"Silver Spring, Md",1,21-Nov-45,1,White,1,Buddhist,1,Straight,1,1970,1,Best Supporting Actress,http://www.nndb.com/people/996/000022930/,,,Cactus Flower,Goldie Hawn,,,,
670454725,FALSE,finalized,3,2/10/15 1:51,"Washington, Dc",1,10-Oct-1900,1,White,1,Na,1,Straight,1,1971,1,Best Supporting Actress,http://www.nndb.com/people/908/000031815/,,,Airport,Helen Hayes,,,,
670454726,FALSE,finalized,3,2/10/15 1:55,"Des Moines, Ia",0.6667,30-Apr-26,1,White,1,Na,1,Straight,1,1972,1,Best Supporting Actress,http://www.nndb.com/people/177/000023108/,,,The Last Picture Show,Cloris Leachman,,,,
670454727,FALSE,finalized,3,2/10/15 2:04,"Columbus, Oh",1,29-Mar-19,0.6667,White,1,Na,1,Straight,1,1973,1,Best Supporting Actress,http://www.nndb.com/people/828/000063639/,,,Butterflies Are Free,Eileen Heckart,,,,
670454728,FALSE,finalized,3,2/10/15 2:04,"Los Angeles, Ca",1,5-Nov-63,1,White,1,Na,1,Straight,1,1974,1,Best Supporting Actress,http://www.nndb.com/people/104/000024032/,,,Paper Moon,Tatum O'Neal,,,,
670454729,FALSE,finalized,3,2/10/15 2:02,"Stockholm, Sweden",1,29-Aug-15,1,White,1,Na,1,Straight,1,1975,1,Best Supporting Actress,http://www.nndb.com/people/836/000024764/,,,Murder on the Orient Express,Ingrid Bergman,,,,
670454730,TRUE,golden,87,,New York City,1,31-Oct-27,1,White,0.9594,Jewish,1,Straight,1,1976,1,Best Supporting Actress,http://www.nndb.com/people/409/000032313/,,31-Oct-27,Shampoo,Lee Grant,,Jewish,,
670454731,FALSE,finalized,3,2/10/15 2:14,"Old Westbury, Ny",1,2-Aug-14,1,White,1,Na,1,Straight,1,1977,1,Best Supporting Actress,http://www.nndb.com/people/817/000063628/,,,Network,Beatrice Straight,,,,
670454732,FALSE,finalized,3,2/10/15 2:06,"London, England",1,30-Jan-37,1,White,1,Na,1,Straight,1,1978,1,Best Supporting Actress,http://www.nndb.com/people/590/000023521/,,,Julia,Vanessa Redgrave,,,,
670454733,FALSE,finalized,3,2/10/15 1:46,"Ilford, Essex, England",1,28-Dec-34,1,White,1,Na,1,Straight,1,1979,1,Best Supporting Actress,http://www.nndb.com/people/260/000030170/,,,California Suite,Maggie Smith,,,,
670454734,FALSE,finalized,3,2/10/15 4:08,"Summit, Nj",1,22-Jun-49,1,White,1,Na,1,Straight,1,1980,1,Best Supporting Actress,http://www.nndb.com/people/001/000024926/,,,Kramer vs. Kramer,Meryl Streep,,,,
670454735,FALSE,finalized,3,2/10/15 4:14,"Newport, Ar",1,8-Feb-53,1,White,1,Na,1,Straight,1,1981,1,Best Supporting Actress,http://www.nndb.com/people/271/000025196/,,,Melvin and Howard,Mary Steenburgen,,,,
670454736,FALSE,finalized,3,2/10/15 2:19,"Troy, Ny",1,21-Jun-25,1,White,1,Roman Catholic,1,Straight,1,1982,1,Best Supporting Actress,http://www.nndb.com/people/376/000032280/,,,Reds,Maureen Stapleton,,,,
670454737,FALSE,finalized,3,2/10/15 2:07,"Cloquet, Mn",1,20-Apr-49,1,White,1,Na,1,Straight,1,1983,1,Best Supporting Actress,http://www.nndb.com/people/004/000022935/,,,Tootsie,Jessica Lange,,,,
670454738,FALSE,finalized,3,2/10/15 2:05,"Morristown, Nj",1,2-Apr-45,1,White,1,Na,1,Na,0.6857,1984,1,Best Supporting Actress,http://www.nndb.com/people/671/000024599/,,,The Year of Living Dangerously,Linda Hunt,,,,
670454739,FALSE,finalized,3,2/10/15 1:49,"Croydon, Surrey, England",1,22-Dec-07,1,White,1,Agnostic,1,Straight,1,1985,1,Best Supporting Actress,http://www.nndb.com/people/816/000063627/,,,A Passage to India,Peggy Ashcroft,,,,
670454740,FALSE,finalized,3,2/10/15 2:10,"Santa Monica, Ca",1,8-Jul-51,1,White,1,Na,1,Straight,1,1986,1,Best Supporting Actress,http://www.nndb.com/people/128/000025053/,,,Prizzi's Honor,Anjelica Huston,,,,
670454741,FALSE,finalized,3,2/10/15 1:49,"Kansas City, Mo",1,28-Mar-48,1,White,1,Na,1,Straight,1,1987,1,Best Supporting Actress,http://www.nndb.com/people/894/000024822/,,,Hannah and Her Sisters,Dianne Wiest,,,,
670454742,FALSE,finalized,3,2/10/15 2:07,"Lowell, Ma",1,20-Jun-31,1,White,1,Na,1,Straight,1,1988,1,Best Supporting Actress,http://www.nndb.com/people/430/000023361/,,,Moonstruck,Olympia Dukakis,,,,
670454743,FALSE,finalized,3,2/10/15 3:50,"Wareham, Ma",1,21-Jan-56,1,White,1,Congregationalist,1,Straight,1,1989,1,Best Supporting Actress,http://www.nndb.com/people/883/000022817/,,,The Accidental Tourist,Geena Davis,,,,
670454744,FALSE,finalized,3,2/10/15 4:21,"Dublin, Ireland",1,17-Feb-45,1,White,1,Na,1,Straight,1,1990,1,Best Supporting Actress,http://www.nndb.com/people/815/000063626/,,,My Left Foot,Brenda Fricker,,,,
670454745,FALSE,finalized,3,2/10/15 2:05,New York City,1,13-Nov-55,1,Black,1,Atheist,1,Straight,1,1991,1,Best Supporting Actress,http://www.nndb.com/people/242/000025167/,,,Ghost,Whoopi Goldberg,,,,
670454746,FALSE,finalized,3,2/10/15 2:08,"Queens, Ny",1,28-Feb-48,1,Hispanic,1,Roman Catholic,1,Straight,1,1992,1,Best Supporting Actress,http://www.nndb.com/people/890/000024818/,,,The Fisher King,Mercedes Ruehl,,,,
670454747,FALSE,finalized,3,2/10/15 1:46,"Brooklyn, Ny",1,4-Dec-64,1,White,1,Na,1,Straight,1,1993,1,Best Supporting Actress,http://www.nndb.com/people/985/000025910/,,,My Cousin Vinny,Marisa Tomei,,,,
670454748,FALSE,finalized,3,2/10/15 2:03,"Winnipeg, Manitoba, Canada",1,24-Jul-82,1,White,1,Na,1,Bisexual,1,1994,1,Best Supporting Actress,http://www.nndb.com/people/763/000025688/,,,The Piano,Anna Paquin,,,,
670454749,FALSE,finalized,3,2/10/15 2:00,"Kansas City, Mo",1,28-Mar-48,1,White,1,Na,1,Straight,1,1995,1,Best Supporting Actress,http://www.nndb.com/people/894/000024822/,,,Bullets Over Broadway,Dianne Wiest,,,,
670454750,FALSE,finalized,3,2/10/15 2:04,"Tenafly, Nj",1,28-Sep-67,1,White,1,Atheist,1,Straight,1,1996,1,Best Supporting Actress,http://www.nndb.com/people/890/000025815/,,,Mighty Aphrodite,Mira Sorvino,,,,
670454751,FALSE,finalized,3,2/10/15 1:58,"Paris, France",1,9-Mar-64,1,White,1,Na,1,Straight,1,1997,1,Best Supporting Actress,http://www.nndb.com/people/970/000025895/,,,The English Patient,Juliette Binoche,,,,
670454752,FALSE,finalized,3,2/10/15 1:51,"Athens, Ga",1,8-Dec-53,1,White,1,Na,1,Straight,1,1998,1,Best Supporting Actress,http://www.nndb.com/people/310/000025235/,,,L.A. Confidential,Kim Basinger,,,,
670454753,FALSE,finalized,3,2/10/15 4:14,"York, North Yorkshire, England",1,9-Dec-34,1,White,1,Quaker,1,Straight,1,1999,1,Best Supporting Actress,http://www.nndb.com/people/824/000023755/,,,Shakespeare in Love,Judi Dench,,,,
670454754,TRUE,golden,87,,"Los Angeles, Ca",0.9593,4-Jun-75,1,White,1,Buddhist,1,Bisexual,1,2000,1,Best Supporting Actress,http://www.nndb.com/people/493/000023424/,,,"Girl, Interrupted",Angelina Jolie,,Buddhist,Bisexual,2000
670454755,TRUE,golden,91,,"La Jolla, Ca",1,14-Aug-59,1,White,1,Na,1,Straight,1,2001,0.9195,Best Supporting Actress,http://www.nndb.com/people/641/000025566/,"La Jolla, Ca",,Pollock,Marcia Gay Harden,,,,
670454756,FALSE,finalized,3,2/10/15 2:08,"Catskill Mountains, Ny",1,12-Dec-70,1,White,1,Jewish,1,Straight,1,2002,1,Best Supporting Actress,http://www.nndb.com/people/240/000026162/,,,A Beautiful Mind,Jennifer Connelly,,,,
670454757,FALSE,finalized,3,2/10/15 2:00,"Mumbles, Wales",1,25-Sep-69,1,White,1,Roman Catholic,1,Straight,1,2003,1,Best Supporting Actress,http://www.nndb.com/people/516/000023447/,,,Chicago,Catherine Zeta-Jones,,,,
670454758,FALSE,finalized,3,2/10/15 2:07,"Katy, Tx",1,25-Apr-69,1,White,1,Na,1,Straight,0.6667,2004,1,Best Supporting Actress,http://www.nndb.com/people/708/000024636/,,,Cold Mountain,Ren̩e Zellweger,,,,
670454759,FALSE,finalized,3,2/10/15 2:05,"Melbourne, Victoria, Australia",1,14-May-69,1,White,1,Na,1,Straight,1,2005,1,Best Supporting Actress,http://www.nndb.com/people/222/000026144/,,,The Aviator,Cate Blanchett,,,,
670454760,TRUE,golden,92,,"London, England",1,7-Mar-71,1,White,1,Jewish,1,Straight,1,2006,1,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,Jewish,,2006
670454761,FALSE,finalized,3,2/10/15 4:07,"Chicago, Il",1,12-Sep-81,1,Black,1,Baptist,1,Straight,1,2007,1,Best Supporting Actress,http://www.nndb.com/people/434/000129047/,,,Dreamgirls,Jennifer Hudson,,,,
670454762,FALSE,finalized,3,2/10/15 2:00,"London, England",1,5-Nov-60,1,White,1,Na,1,Straight,1,2007,1,Best Supporting Actress,http://www.nndb.com/people/178/000108851/,,,Michael Clayton,Tilda Swinton,,,,
670454763,FALSE,finalized,3,2/10/15 1:59,"Madrid, Spain",1,28-Apr-74,1,Hispanic,1,Buddhist,1,Straight,1,2009,1,Best Supporting Actress,http://www.nndb.com/people/748/000025673/,,,Vicky Cristina Barcelona,Penelope Cruz,,,,
670454764,TRUE,golden,86,,"Woodlawn, Md",1,11-Dec-67,0.9631,Black,1,Na,1,Straight,1,2010,1,Best Supporting Actress,http://www.nndb.com/people/836/000131443/,,11-Dec-67,Precious,Mo'Nique,Black,,,
670454765,FALSE,finalized,3,2/10/15 1:56,New York City,1,14-Sep-60,1,White,1,Na,1,Straight,1,2011,1,Best Supporting Actress,http://www.nndb.com/people/327/000042201/,,,The Fighter,Melissa Leo,,,,
670454766,FALSE,finalized,3,2/10/15 2:18,"Montgomery, Al",1,25-May-72,1,Black,1,Na,1,Na,1,2012,1,Best Supporting Actress,http://www.nndb.com/people/304/000281458/,,,The Help,Octavia Spencer,,,,
670454767,FALSE,finalized,3,2/10/15 2:18,"Brooklyn, Ny",1,12-Nov-82,1,White,1,Christian,1,Straight,1,2013,1,Best Supporting Actress,http://www.nndb.com/people/220/000032124/,,,Les Mis̩rables,Anne Hathaway,,,,
670454768,FALSE,finalized,3,2/10/15 2:10,"Mexico City, Mexico",1,1-Mar-83,1,Black,1,Na,1,Na,1,2014,1,Best Supporting Actress,http://www.nndb.com/people/570/000380427/,,,12 Years a Slave,Lupita Nyong'o,,,,
670927629,FALSE,finalized,3,2/10/15 2:02,"Sucha, Galicia, Austria",1,22-Jun-06,1,White,1,Jewish,1,Straight,1,1961,1,Best Director,http://www.nndb.com/people/982/000024910/,,,The Apartment,Billy Wilder,,,,
670939613,FALSE,finalized,3,2/10/15 1:53,"Independence, Mo",1,16-Jul-11,1,White,1,Christian Science,1,Straight,1,1941,1,Best Actress,http://www.nndb.com/people/635/000043506/,,,Kitty Foyle,Ginger Rogers,,,,
670944094,FALSE,finalized,3,2/10/15 2:18,"Concord, Ca",1,9-Jul-56,1,White,1,Born-Again Christian,1,Straight,1,1994,1,Best Actor,http://www.nndb.com/people/687/000022621/,,,Philadelphia,Tom Hanks,,,,
670944168,FALSE,finalized,3,2/10/15 3:55,New York City,1,3-Feb-39,1,White,1,Na,1,Straight,1,1979,0.6667,Best Director,http://www.nndb.com/people/810/000043681/,,,The Deer Hunter,Michael Cimino,,,,
670944316,FALSE,finalized,3,2/10/15 2:05,"Quincy, Il",1,3-May-06,1,White,1,Roman Catholic,1,Straight,1,1942,1,Best Supporting Actress,http://www.nndb.com/people/690/000042564/,,,The Great Lie,Mary Astor,,,,
670944478,FALSE,finalized,3,2/10/15 1:49,"Los Angeles, Ca",1,4-Jun-75,1,White,1,Buddhist,1,Bisexual,1,2000,1,Best Supporting Actress,http://www.nndb.com/people/493/000023424/,,,"Girl, Interrupted",Angelina Jolie,,,,
670944543,FALSE,finalized,3,2/10/15 2:12,New York City,1,31-Oct-27,1,White,1,Jewish,1,Straight,1,1976,1,Best Supporting Actress,http://www.nndb.com/people/409/000032313/,,,Shampoo,Lee Grant,,,,
670944623,FALSE,finalized,3,2/10/15 2:11,New York City,1,25-Jun-1903,1,White,1,Na,1,Straight,1,1946,1,Best Supporting Actress,http://www.nndb.com/people/081/000063889/,,,National Velvet,Anne Revere,,,,
670944674,FALSE,finalized,3,2/10/15 2:05,"Bascom, Fl",1,14-Jan-41,1,White,1,Roman Catholic,1,Straight,1,1977,1,Best Actress,http://www.nndb.com/people/884/000022818/,,,Network,Faye Dunaway,,,,
670944755,FALSE,finalized,3,2/10/15 2:04,"Walters, Ok",1,13-Dec-10,1,White,1,Na,1,Straight,1,1943,1,Best Supporting Actor,http://www.nndb.com/people/680/000042554/,,,Johnny Eager,Van Heflin,,,,
670944822,FALSE,finalized,3,2/10/15 4:14,"Thomasville, Ga",1,27-Feb-30,1,White,1,Na,1,Straight,1,1958,1,Best Actress,http://www.nndb.com/people/747/000043618/,,,The Three Faces of Eve,Joanne Woodward,,,,
670944835,FALSE,finalized,3,2/10/15 2:08,"Helena, Mt",1,7-May-1901,1,White,1,Roman Catholic,1,Straight,1,1953,1,Best Actor,http://www.nndb.com/people/740/000031647/,,,High Noon,Gary Cooper,,,,
670944920,FALSE,finalized,3,2/10/15 3:58,"London, England",1,27-Feb-32,1,White,1,Jewish,1,Straight,1,1967,1,Best Actress,http://www.nndb.com/people/624/000023555/,,,Who's Afraid of Virginia Woolf?,Elizabeth Taylor,,,,
670944948,FALSE,finalized,3,2/10/15 2:06,"Lincoln, Ne",1,30-Jul-74,1,White,1,Na,1,Straight,1,2005,1,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,,,
670945043,TRUE,golden,86,,"Lincoln, Ne",1,30-Jul-74,1,White,1,Na,1,Straight,1,2005,1,Best Actress,http://www.nndb.com/people/333/000026255/,,,Million Dollar Baby,Hilary Swank,,,,
670945693,FALSE,finalized,3,2/10/15 1:49,"Los Angeles, Ca",1,27-Sep-72,1,White,1,Jewish,1,Straight,1,1999,1,Best Actress,http://www.nndb.com/people/592/000023523/,,,Shakespeare in Love,Gwyneth Paltrow,,,,
670945790,FALSE,finalized,3,2/10/15 2:08,"Malden, Ma",1,16-Jun-07,1,White,1,Na,1,Na,1,1969,1,Best Supporting Actor,http://www.nndb.com/people/559/000049412/,,,The Subject Was Roses,Jack Albertson,,,,
670945834,FALSE,finalized,3,2/10/15 2:07,"Woodlawn, Md",1,11-Dec-67,1,Black,1,Na,1,Straight,1,2010,1,Best Supporting Actress,http://www.nndb.com/people/836/000131443/,,,Precious,Mo'Nique,,,,
670945895,FALSE,finalized,3,2/10/15 2:13,"La Jolla, Ca",1,14-Aug-59,1,White,1,Na,1,Straight,1,2001,1,Best Supporting Actress,http://www.nndb.com/people/641/000025566/,,,Pollock,Marcia Gay Harden,,,,
670946199,FALSE,finalized,3,2/10/15 2:03,"Ilford, Essex, England",1,28-Dec-34,1,White,1,Na,1,Straight,1,1970,1,Best Actress,http://www.nndb.com/people/260/000030170/,,,The Prime of Miss Jean Brodie,Maggie Smith,,,,
670946276,FALSE,finalized,3,2/10/15 2:00,"London, England",1,7-Mar-71,1,White,1,Jewish,1,Straight,1,2006,0.6857,Best Supporting Actress,http://www.nndb.com/people/309/000032213/,,,The Constant Gardener,Rachel Weisz,,,,
670946299,FALSE,finalized,3,2/10/15 2:04,"Manchester, England",1,20-Oct-56,1,White,1,Roman Catholic,1,Straight,1,2009,1,Best Director,http://www.nndb.com/people/887/000044755/,,,Slumdog Millionaire,Danny Boyle,,,,
670964912,FALSE,finalized,3,2/10/15 2:03,"Chicago, Il",1,26-Jul-22,1,White,1,Na,1,Straight,1,1977,1,Best Supporting Actor,http://www.nndb.com/people/224/000032128/,,,All the President's Men,Jason Robards,,,,
670964956,FALSE,finalized,3,2/10/15 2:01,"Laurel, Ne",1,31-Aug-28,1,White,1,Na,1,Straight,1,1999,1,Best Supporting Actor,http://www.nndb.com/people/764/000022698/,,,Affliction,James Coburn,,,,
670972898,FALSE,finalized,3,2/10/15 2:01,"Nevada, Mo",1,5-Aug-06,1,White,1,Na,1,Straight,1,1949,1,Best Director,http://www.nndb.com/people/704/000024632/,,,The Treasure of the Sierra Madre,John Huston,,,,
