song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,target
The Sweetest Nighlife,Ellie & The Bunch,0.914,0.425,176272,0.136,0.921,11,0.127,-17.382,1,0.0293,168.527,3,0.227,0
I Got It Bad,Enrico Pieranunzi,0.988,0.479,440133,0.146,0.692,7,0.103,-14.319,1,0.0351,111.643,3,0.0728,0
Gramercy Sunset,The Hot Sardines,0.886,0.466,255107,0.0753,0.927,0,0.0984,-18.864,1,0.0297,87.791,4,0.0877,0
I'm a Fool to Want You,Passport Quartet,0.986,0.371,66762,0.0295,0.937,10,0.125,-22.038,0,0.0335,82.313,3,0.276,0
"I Was So Young, and You Were So Beautiful",Bill Charlap,0.94,0.317,234373,0.0302,0.298,1,0.0792,-30.447,1,0.0342,47.859,4,0.155,0
Journey Into Melody - 2007 Digital Remaster,Stanley Turrentine,0.946,0.505,294940,0.159,0.0127,7,0.218,-11.235,0,0.0336,59.385,4,0.205,0
I'm Glad There Is You,Bill Mobley,0.929,0.55,484627,0.249,0.828,5,0.258,-15.919,0,0.0325,121.37,4,0.296,0
Blue Ballad,Phil Woods,0.623,0.47,394920,0.156,0.187,2,0.104,-17.036,1,0.0399,118.176,4,0.0591,0
The Nearness of You,Joshua Redman,0.992,0.447,1004627,0.163,0.776,8,0.654,-14.835,1,0.0707,74.933,3,0.19,0
It Never Entered my Mind,Mulgrew Miller,0.921,0.445,391707,0.223,0.884,3,0.131,-17.402,1,0.0374,110.821,4,0.22,0
Blue in Green,Miles Davis,0.81,0.421,337733,0.0161,0.0021,2,0.0978,-25.358,0,0.0374,110.926,4,0.155,0
Where or When,Wynton Marsalis,0.99,0.326,168667,0.0575,0.887,4,0.281,-16.5,1,0.0393,127.397,5,0.311,0
Count Your Blessings,Seamus Blake,0.87,0.446,492080,0.242,0.497,8,0.105,-14.152,1,0.0368,126.681,4,0.176,0
Good Morning Heartache,Scott Hamilton,0.823,0.526,322133,0.17,0.777,9,0.114,-13.089,0,0.0411,117.414,4,0.173,0
Two Sleepy People,Marcus Gilmore,0.965,0.445,396520,0.0978,0.915,3,0.121,-26.924,1,0.0397,117.283,4,0.172,0
Can't Help Loving,Beegie Adair,0.924,0.533,221733,0.148,0.932,0,0.112,-18.275,1,0.0329,63.637,4,0.103,0
The Nearness Of You,Bill Charlap,0.761,0.383,447280,0.131,0.194,7,0.0973,-17.764,1,0.033,98.606,4,0.0999,0
When Sunny Gets Blue,McCoy Tyner,0.846,0.569,282320,0.117,0.852,5,0.0978,-22.741,1,0.0446,60.483,4,0.102,0
Blue and Sentimental,Julian Dash,0.961,0.484,389893,0.0291,0.474,10,0.115,-23.363,1,0.0459,98.434,4,0.38,0
Almas vaggvisa,Jan Lundgren Trio,0.986,0.388,232046,0.0354,0.956,7,0.178,-25.766,1,0.0421,143.514,4,0.192,0
Before It's Time To Say Goodbye,Kenny Garrett,0.857,0.364,317946,0.114,0.635,1,0.0839,-16.552,1,0.0333,117.715,3,0.0581,0
Autumn Nocturne,Lou Donaldson,0.967,0.539,294667,0.0678,0.168,0,0.114,-18.039,1,0.0468,124.105,4,0.257,0
Eleanor,Hank Jones,0.971,0.45,289693,0.0437,0.88,10,0.0948,-29.46,1,0.0374,63.938,4,0.0906,0
Angel Eyes,"Tommy Flanagan, Ron Carter & Tony Williams",0.886,0.386,348533,0.125,0.878,9,0.189,-19.892,0,0.0572,78.553,3,0.132,0
Good Morning.Goodbye,Dan Cray Trio,0.868,0.42,336373,0.105,0.587,6,0.0957,-20.502,1,0.035,99.873,4,0.108,0
Doubts 2,Ibrahim Maalouf,0.971,0.428,294587,0.212,0.73,0,0.169,-15.442,0,0.032,98.096,3,0.312,0
The Last Goodbye,Nicholas Payton,0.96,0.32,325400,0.156,0.904,2,0.0775,-12.258,1,0.033,159.618,3,0.0623,0
Where Do You Start,Brad Mehldau Trio,0.96,0.411,246067,0.0416,0.925,1,0.064,-23.23,1,0.0414,97.96,4,0.0746,0
The Man I Love,Marcus Roberts,0.748,0.52,341667,0.0748,0.633,8,0.102,-24.477,1,0.0497,107.327,4,0.134,0
Gary's Theme - Remastered,Bill Evans,0.905,0.42,257693,0.0802,0.857,7,0.135,-21.795,1,0.04,122.041,3,0.0513,0
Trust,Roy Hargrove,0.912,0.399,325587,0.307,0.623,1,0.115,-14.38,1,0.0347,116.308,4,0.0621,0
The Folks Who Live on the Hill,Joshua Redman,0.937,0.428,240093,0.3,0.658,0,0.168,-8.885,1,0.034,122.667,5,0.221,0
All The Way,Bob Berg,0.717,0.423,335333,0.158,0.0075,0,0.0975,-15.59,0,0.0346,106.974,4,0.19,0
Emperor Jones - Instrumental,Joe Lovano,0.93,0.336,314493,0.328,0.732,7,0.111,-15.005,0,0.0386,184.007,3,0.198,0
Isadora,Christian Scott,0.903,0.257,376573,0.216,0.134,8,0.0979,-16.266,0,0.0365,65.125,3,0.19,0
I Remember Clifford,Lee Morgan,0.901,0.368,428973,0.14,0.874,0,0.0688,-15.005,0,0.045,61.758,4,0.172,0
Sous le Ciel de Paris,Jacky Terrasson,0.195,0.323,244867,0.118,0.694,5,0.241,-22.751,0,0.0449,79.554,4,0.0706,0
You Go To My Head,Art Pepper,0.978,0.575,258040,0.0935,0.452,3,0.109,-15.906,1,0.0858,65.23,4,0.289,0
Gloomy Sunday,Branford Marsalis,0.91,0.421,763467,0.0967,0.415,7,0.218,-16.441,0,0.0509,77.401,4,0.183,0
I Didn't Know About You,Johnny Hodges,0.936,0.358,212493,0.16,0.34,8,0.0896,-12.658,0,0.0352,179.955,3,0.246,0
I Have Dreamed,Christian McBride,0.918,0.331,507533,0.0861,0.902,5,0.106,-21.226,1,0.0354,107.436,4,0.152,0
Fools Rush In,Teddy Wilson,0.971,0.633,149072,0.12,0.871,5,0.121,-20.066,0,0.0428,115.51,3,0.473,0
Dreamsville,David Halliday,0.899,0.461,477173,0.0389,0.015,0,0.0927,-20.482,1,0.0399,109.374,4,0.121,0
Old Folks,Xavier Davis,0.827,0.458,482187,0.217,0.805,5,0.194,-16.582,1,0.0328,107.506,4,0.125,0
I Got It Bad And That Ain't Good,Oscar Peterson Trio,0.972,0.448,308893,0.0532,0.876,5,0.0863,-27.35,1,0.0454,99.757,4,0.189,0
My Romance,Gene Ammons,0.97,0.509,252947,0.0461,0.911,1,0.134,-10.693,1,0.0427,132.709,4,0.368,0
The Peacocks,Anthony Wonsey Trio,0.949,0.386,567920,0.148,0.792,0,0.0665,-18.921,0,0.0367,94.88,4,0.128,0
A Nightingale Sang In Berkeley Square,Stan Getz,0.973,0.407,418000,0.106,0.0762,1,0.123,-19.078,1,0.0375,94.231,4,0.23,0
A Hundred Dreams from Now,Ray Bryant,0.967,0.384,206040,0.0544,0.964,0,0.115,-19.791,1,0.0485,181.262,3,0.301,0
My Little Brown Book,Duke Ellington,0.978,0.514,323200,0.0814,0.00873,0,0.219,-17.149,0,0.0361,64.97,3,0.235,0
Moving On and Getting Over,John Mayer,0.577,0.848,261933,0.465,0.0543,1,0.101,-9.029,0,0.0524,94.02,4,0.622,0
Safe,Bay Ledges,0.144,0.736,185588,0.616,2.29E-06,4,0.268,-8.016,1,0.0345,101.966,4,0.89,0
Second Nature,Stalking Gia,0.652,0.865,246610,0.548,0.0161,10,0.113,-7.379,0,0.192,109.989,4,0.879,0
The Best Crew,Tep No,0.311,0.677,236786,0.738,0.000144,6,0.138,-6.287,1,0.0467,98.963,4,0.561,0
Hideout,Parcels,0.273,0.784,266455,0.587,0.0107,9,0.356,-6.361,1,0.0422,107.999,4,0.85,0
No Le Digas Que Hacer,Karina Vismara,0.83,0.534,238265,0.582,0,2,0.125,-6.22,1,0.0424,186.346,4,0.289,0
Peas Pudding Hot,The Kids Band,0.826,0.876,51547,0.301,0,0,0.419,-7.866,1,0.0436,69.009,4,0.932,0
Biscuits in the Oven,Raffi,0.791,0.718,144733,0.315,0,6,0.228,-13.869,1,0.181,96.981,4,0.592,0
Jelly Beans,The Hipwaders,0.0071,0.498,106680,0.721,0,4,0.122,-6.695,1,0.0327,93.31,4,0.673,0
My Favorite Snack,Imagination Movers,0.0336,0.89,129187,0.891,0,2,0.097,-5.542,1,0.0483,119.993,4,0.947,0
Curse of the Spinach,Trout Fishing in America,0.649,0.603,100693,0.355,0,0,0.0952,-9.624,1,0.0566,111.405,4,0.441,0
Mosquito Burrito,Roger Day,0.519,0.567,160133,0.436,0,2,0.247,-9.45,1,0.158,97.206,4,0.598,0
C'mon Let's Make A Pizza,We Kids Rock,0.147,0.554,191947,0.844,7.27E-06,9,0.329,-7.763,1,0.0468,159.119,4,0.935,0
Jelly On A Plate,The Kids Band,0.461,0.873,127227,0.511,1.22E-06,2,0.0655,-12.303,1,0.0368,127.93,4,0.972,0
Little Green Apple,Tumble Tots,0.741,0.941,47547,0.256,1.06E-05,1,0.0841,-11.478,1,0.108,110.082,4,0.545,0
Always Chew Your Food,Trout Fishing in America,0.809,0.802,156373,0.288,0,7,0.0745,-11.372,1,0.129,119.882,4,0.722,0
"Icy, Creamy Ice Cream",Barney,0.278,0.693,87705,0.578,1.52E-06,0,0.121,-11.129,1,0.18,78.158,4,0.851,0
"Lyric Pieces, Book I Op. 12: I. Arietta",Edvard Grieg,0.995,0.471,82293,0.0148,0.934,3,0.181,-33.097,1,0.0558,102.271,3,0.183,0
"String Quartet No. 4 in C Major, D. 46: II. Andante con moto",Franz Schubert,0.915,0.277,295747,0.0156,0.00654,7,0.148,-24.801,1,0.0482,117.119,3,0.0855,0
"8 FantasiestÃ_cke, Op.12 : 1. Des Abends",Robert Schumann,0.995,0.333,221173,0.0288,0.819,1,0.073,-31.367,1,0.0423,100.189,3,0.0857,0
"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Wilhelm Stenhammar,0.971,0.338,455307,0.0539,0.328,9,0.121,-21.863,0,0.0414,103.861,4,0.205,0
"Piano Quartet in E flat, Op.47: 3. Andante cantabile",Robert Schumann,0.953,0.156,458000,0.023,0.338,10,0.165,-31.082,1,0.0445,140.715,4,0.0588,0
"Piano Sonata No. 18 in G Major, Op. 78, D. 894: IV. Allegretto",Franz Schubert,0.993,0.294,621280,0.142,0.912,7,0.0673,-20.374,1,0.0388,94.296,4,0.199,0
"Trio Sonata in G Major, Wq. 144: I. Adagio",Carl Philipp Emanuel Bach,0.913,0.152,275653,0.0626,0.00204,5,0.142,-20.947,1,0.0395,137.174,5,0.0484,0
"Trio No. 2 en Mi Mineur, Op. 92: III. Andante con moto",Camille Saint-SaÃ«ns,0.983,0.236,260000,0.0632,0.452,10,0.101,-21.189,0,0.0439,133.959,5,0.0559,0
"String Quintet in C Major, Op. 29: II. Adagio molto espressivo",Ludwig van Beethoven,0.951,0.173,649415,0.0619,0.526,5,0.132,-20.788,1,0.0466,72.695,4,0.0886,0
Viola Sonata in C Minor: III. Andante con variazioni,Felix Mendelssohn,0.991,0.295,784013,0.0918,0.884,0,0.114,-22.769,0,0.0385,98.939,4,0.119,0
Magic City,Wahlstedt,0.0841,0.757,175238,0.867,0.0992,0,0.125,-2.529,0,0.0362,125.962,4,0.518,0
Livin' 4 Ya,MOTi,0.0319,0.514,184762,0.862,0.171,0,0.119,-6.329,0,0.156,126.112,4,0.487,0
Last Chance,Kaskade,0.0682,0.412,257846,0.83,0.00739,3,0.108,-4.976,0,0.0651,127.894,4,0.239,0
Nite Time - Ruby & Tony Radio Edit,George Acosta,0.00623,0.654,236308,0.728,0.404,6,0.688,-8.477,0,0.0577,130.006,4,0.281,0
Satellites,DubVision,0.043,0.638,196132,0.828,0,7,0.0903,-4.53,1,0.0393,122.037,4,0.102,0
Can't Take It,Breathe Carolina,0.0316,0.591,185171,0.881,0.00203,6,0.303,-4.073,0,0.0614,128.076,4,0.16,0
All Aloud,Adrian Lux,0.059,0.624,187838,0.732,0.0142,4,0.254,-6.372,0,0.0273,132.025,4,0.292,0
Close,IZECOLD,0.282,0.369,187549,0.801,0,1,0.266,-5.302,1,0.384,128.09,4,0.311,0
Cascade - Original Mix,Tommy Trash,0.0058,0.704,377153,0.962,0.128,7,0.22,-3.095,1,0.115,127.997,4,0.0727,0
Waiting,Dash Berlin,0.141,0.48,179893,0.878,0,6,0.0587,-6.59,0,0.0743,136.006,4,0.19,0
Everytime We Touch,David Guetta - SÃ©bastian Ingrosso - Joachim Garraud - Chris Willis - Steve Angello,0.0086,0.707,220640,0.471,0.00839,9,0.179,-7.667,1,0.0354,125.014,4,0.354,0
Milky Way,Madison Mars,0.00732,0.623,192000,0.975,0.16,3,0.0614,-2.632,0,0.109,125.94,4,0.247,0
You,Galantis,0.00837,0.184,221286,0.871,0.167,8,0.15,-3.245,0,0.0661,127.972,4,0.213,0
La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,0.024,0.691,381732,0.951,0.0412,0,0.0316,-4.989,1,0.0879,126.989,4,0.617,0
Crash 2.0 (Adventure Club vs. DallasK),Adventure Club,0.00259,0.66,254879,0.652,0,8,0.0673,-4.747,1,0.0582,127.977,4,0.167,0
Raven,John DahlbÃ_ck,0.00338,0.569,190155,0.896,0.958,1,0.0633,-3.114,1,0.0489,128.083,4,0.113,0
Icarus - Black Caviar Remix,R3hab,0.00689,0.798,194000,0.809,0.0765,1,0.0998,-5.898,0,0.063,120.044,4,0.766,0
Wasted Love (feat. Dougy),Steve Angello,0.475,0.539,209531,0.936,0.104,10,0.106,-3.803,1,0.112,128.015,4,0.211,0
Summer,Marshmello,0.00695,0.583,233239,0.748,0.0241,6,0.22,-4.798,1,0.0292,142.029,4,0.234,0
Catch Me (feat. Naaz),Flux Pavilion,0.0362,0.56,162383,0.916,0.000963,7,0.102,-3.328,0,0.0661,144.933,4,0.577,0
Save the World - Radio Mix,Swedish House Mafia,0.0144,0.507,213338,0.665,0,0,0.0759,-7.598,1,0.0474,126.879,4,0.406,0
"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back,0.00164,0.703,346930,0.684,0.000378,8,0.0744,-6.532,1,0.0778,126.027,4,0.222,0
Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade,0.00136,0.526,322227,0.861,0.732,2,0.596,-5.871,0,0.0587,128.032,4,0.114,0
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,0.0124,0.412,205440,0.871,0.000128,1,0.2,-4.893,0,0.0458,125.043,4,0.132,0
Language,Porter Robinson,0.0168,0.737,368476,0.614,0.0534,6,0.0682,-6.001,0,0.4,127.987,4,0.394,0
Strobe - Radio Edit,deadmau5,8.45E-05,0.649,214042,0.706,0.831,8,0.163,-7.209,0,0.031,128.032,4,0.0744,0
Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg,0.0896,0.49,200992,0.811,0,1,0.0898,-2.524,0,0.044,125.965,4,0.564,0
Poison,Martin Garrix,0.00429,0.502,248447,0.756,0.769,7,0.377,-6.118,0,0.0363,128.125,4,0.0605,0
Take Over Control - Radio Edit,Afrojack,0.241,0.713,208620,0.81,0,0,0.0936,-3.353,0,0.0918,130.006,4,0.667,0
Teenage Crime - Axwell & Henrik B Remode,Adrian Lux,0.00338,0.575,300013,0.913,0.816,7,0.605,-6.081,1,0.0402,128.014,4,0.208,0
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,0.0375,0.747,166138,0.877,0.000833,9,0.233,-3.782,0,0.0664,107.991,4,0.763,0
Turn Me Up - ViP Mix,MOTi,0.021,0.719,251429,0.81,0.672,8,0.5,-4.769,0,0.0672,126.033,4,0.483,0
Together,Martin Garrix,0.0732,0.509,221274,0.729,2.73E-05,1,0.233,-4.773,1,0.0343,127.871,4,0.185,0
Whatcha Need,W&W,0.0663,0.393,147231,0.94,0.00264,6,0.546,-3.894,0,0.0718,129.958,4,0.293,0
Levels - Radio Edit,Avicii,0.0534,0.605,199904,0.873,0.837,1,0.314,-5.938,0,0.0344,126.026,4,0.47,0
Faded,Alan Walker,0.0291,0.589,212627,0.651,3.20E-06,6,0.111,-5.097,1,0.0306,90.011,4,0.161,0
Move for Me,Kaskade,0.0344,0.561,235873,0.771,0.000151,1,0.0756,-5.533,1,0.036,128.025,4,0.212,0
Turn up the Speakers - Radio Edit,Afrojack,0.09,0.692,183747,0.898,0.941,10,0.478,-5.276,1,0.044,127.993,4,0.331,0
Counting Down The Days - Yotto Edit,Above & Beyond,0.00233,0.672,295035,0.785,0.127,8,0.111,-4.473,1,0.0346,122.999,4,0.352,0
Summer Dreams,Michael Brun,0.00626,0.691,203302,0.721,0.000562,11,0.297,-6.206,1,0.03,117.021,4,0.463,0
Changes - Dirty South Remix,Chris Lake Feat. Laura V,0.000552,0.841,485293,0.673,0.419,9,0.228,-7.361,0,0.119,127.006,4,0.197,0
Heroes (we could be),Alesso,0.031,0.51,210013,0.747,0,5,0.233,-4.124,1,0.0651,125.951,4,0.349,0
Everything,R3hab,0.0583,0.516,174500,0.786,1.77E-06,4,0.662,-5.514,0,0.106,130.069,4,0.182,0
Lean On (feat. MÃ˜ & DJ Snake),Major Lazer,0.00346,0.723,176561,0.809,0.00123,7,0.565,-3.081,0,0.0625,98.007,4,0.271,0
Starlight - Radio Mix,SOVI,0.00354,0.568,196000,0.928,0.0211,10,0.478,-3.556,1,0.045,122.997,4,0.57,0
City Of Dreams - Radio Edit,Dirty South,0.0028,0.476,226867,0.815,0.00593,4,0.357,-5.073,1,0.0359,127.964,4,0.144,0
Chords Of Life - Original Mix,Tim Mason,0.00388,0.605,325714,0.642,0.598,3,0.102,-7.002,1,0.0411,125.967,4,0.157,0
Blackout - Madison Mars Radio Mix,Tritonal,0.0856,0.605,235000,0.884,0.000162,7,0.0501,-3.094,0,0.0611,125.989,4,0.364,0
Freak,Friction,0.00273,0.408,247655,0.849,3.04E-05,11,0.139,-5.284,0,0.0646,174.029,4,0.141,0
Skyscrapers,Daydreamer,0.00158,0.598,383495,0.534,0.124,4,0.319,-5.666,0,0.0272,115.005,4,0.0473,0
Chemicals - Radio Edit,TiÃ«sto,0.0344,0.529,222075,0.955,4.55E-05,10,0.353,-2.59,0,0.0794,125.988,4,0.102,0
Run Wild - Alternative Edit Mix Cut,Hardwell,0.00481,0.475,224973,0.838,0,1,0.304,-2.948,0,0.0666,127.921,4,0.236,0
Blackout,Pegboard Nerds,0.0111,0.668,212323,0.977,0.17,1,0.363,-2.673,1,0.0515,128.06,3,0.561,0
Rock The House - Radio Edit,Afrojack,0.0178,0.69,230792,0.841,0.79,4,0.137,-5.592,0,0.0868,130.052,4,0.533,0
Sweet Memories,CID,0.0268,0.624,157452,0.923,0.000228,9,0.0509,-5.449,0,0.0335,124.994,4,0.39,0
Borrowed Lives (feat. NVDES),Pierce Fulton,0.0711,0.719,313580,0.737,0.00285,2,0.304,-5.219,1,0.032,127.991,4,0.356,0
Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,0.0107,0.631,235025,0.893,0.00632,7,0.147,-5.123,1,0.0411,130.015,4,0.558,0
Yebisah,Mark Knight,0.0024,0.54,201290,0.933,0.954,2,0.371,-6.784,1,0.0364,123.988,4,0.23,0
Otherside,Suyano,0.306,0.546,191250,0.772,0,5,0.0733,-5.311,0,0.0477,127.942,4,0.255,0
Falling Back - Radio Edit,Cosmic Gate,0.00281,0.608,219398,0.878,4.83E-06,0,0.415,-3.631,1,0.0765,128.069,4,0.326,0
Fireflies,Owl City,0.0294,0.591,228347,0.649,0,3,0.133,-6.72,1,0.0417,90.002,4,0.482,0
Good Time,Owl City,0.0314,0.559,205933,0.882,1.71E-05,3,0.605,-4.281,1,0.157,126.064,4,0.644,0
When Can I See You Again?,Owl City,0.0243,0.631,218093,0.838,0,11,0.0512,-6.817,0,0.0818,127.938,4,0.392,0
Verge,Owl City,0.0002,0.55,213026,0.747,1.44E-06,2,0.113,-6.897,1,0.0334,128.014,4,0.185,0
Vanilla Twilight,Owl City,0.0082,0.581,231707,0.526,0.000369,11,0.113,-7.584,1,0.0265,166.151,4,0.551,0
You Make Me Wanna...,Usher,0.0359,0.761,219120,0.639,0,5,0.0945,-7.577,0,0.0539,164.088,4,0.933,0
Can't You See,Total,0.157,0.715,277320,0.721,1.75E-06,8,0.309,-5.622,0,0.0541,86.26,4,0.814,0
Lost Without U,Robin Thicke,0.27,0.67,254147,0.348,0,0,0.104,-12.229,1,0.138,113.306,5,0.81,0
'Till I Collapse,Eminem,0.0757,0.572,297893,0.853,0,1,0.0798,-3.203,1,0.217,171.297,4,0.0995,0
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,0.114,0.858,290836,0.697,0,2,0.224,-5.361,1,0.23,98.012,4,0.365,0
Calm Down,G-Eazy,0.000175,0.537,127427,0.624,2.20E-06,11,0.116,-8.794,1,0.325,102.315,4,0.4,0
Remember The Name (feat. Styles Of Beyond),Fort Minor,0.0583,0.688,230493,0.835,2.87E-06,8,0.0795,-4.162,1,0.0911,84.858,4,0.879,0
Mind Tricks,Bassnectar,0.00436,0.578,233182,0.909,0.00128,7,0.707,-3.672,1,0.105,87.983,4,0.518,0
Help,Papa Roach,0.00107,0.507,215291,0.918,8.70E-06,2,0.311,-4.684,1,0.0701,92.006,4,0.275,0
Follow You,Bring Me The Horizon,0.0765,0.54,231107,0.661,0,3,0.125,-5.534,0,0.0381,90.012,4,0.509,0
Snow Cats,AFI,0.00278,0.231,200920,0.791,0.00055,4,0.396,-4.297,0,0.0446,87.337,4,0.404,0
Paranoia,A Day To Remember,4.82E-05,0.409,200677,0.992,2.03E-06,3,0.1,-2.803,0,0.108,149.859,4,0.339,0
Hated,Beartooth,0.000285,0.458,211430,0.99,0.000893,8,0.454,-3.717,1,0.183,166.904,4,0.462,0
Shock Me,Baroness,4.24E-05,0.396,257120,0.912,0.631,7,0.124,-4.026,0,0.0856,125.923,4,0.146,0
The Devil's Bleeding Crown,Volbeat,1.85E-05,0.55,238653,0.917,0.214,7,0.0333,-4.575,1,0.0378,109.552,3,0.247,0
Go Down in History,Four Year Strong,6.04E-05,0.505,219763,0.985,1.02E-05,5,0.351,-4.401,1,0.119,119.993,4,0.267,0
Serpents,Neck Deep,2.79E-05,0.351,165047,0.915,0.0725,1,0.0972,-4.53,0,0.0881,184.815,4,0.457,0
Black Honey,Thrice,0.00267,0.442,239451,0.892,7.92E-06,9,0.0758,-6.431,0,0.086,151.914,4,0.258,0
Chop Suey!,System Of A Down,0.000353,0.42,210240,0.929,0.000747,7,0.122,-3.899,0,0.121,127.204,4,0.318,0
Something To Believe In,Young the Giant,0.0245,0.623,228467,0.886,0,1,0.247,-3.044,1,0.0404,92.021,4,0.691,0
She Hates Me,Puddle Of Mudd,0.00643,0.585,216760,0.757,0,4,0.741,-5.424,1,0.0302,109.781,4,0.615,0
Don't Threaten Me With A Good Time,Panic! At The Disco,0.0154,0.559,213093,0.895,0,1,0.175,-4.476,0,0.0832,183.825,4,0.563,0
Sex on Fire,Kings of Leon,0.00172,0.542,203347,0.905,0.0104,9,0.136,-5.653,1,0.054,153.398,4,0.365,0
Cold,Maroon 5,0.122,0.7,234308,0.714,0,9,0.0428,-6.295,0,0.104,99.909,4,0.482,0
It Ain't Me (with Selena Gomez),Kygo,0.119,0.64,220781,0.533,0,0,0.0864,-6.596,1,0.0706,99.968,4,0.5,0
Bring Me the Night,Sam Tsui feat. Kina Grannis,0.687,0.393,239451,0.505,0,5,0.101,-7.048,1,0.0289,163.938,3,0.205,0
Crush,David Archuleta,0.0109,0.599,212013,0.677,8.04E-06,0,0.0612,-4.722,0,0.035,81.021,4,0.458,0
Song 2 You,Victorious Cast,0.0576,0.591,218373,0.866,0,2,0.146,-2.877,1,0.0536,86.981,4,0.496,0
L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,0.0109,0.616,179600,0.91,0,8,0.0806,-3.316,0,0.124,150.038,4,0.709,0
Faster than Boyz,Victorious Cast,0.0197,0.593,194893,0.814,0,9,0.18,-4.802,1,0.166,146.919,4,0.47,0
Bad Boys,Victorious Cast,0.000501,0.581,197160,0.86,0,10,0.305,-3.459,1,0.036,122.941,4,0.48,0
"Too Little, Too Late",JoJo,0.0123,0.428,221720,0.781,1.47E-05,6,0.104,-5.032,0,0.0608,82.353,4,0.72,0
Fast Car (feat. Kina Grannis),Kina Grannis,0.799,0.66,304293,0.255,0,10,0.0797,-9.79,1,0.0278,103.087,4,0.508,0
In Your Arms,Kina Grannis,0.474,0.672,184960,0.396,0,2,0.0921,-9.489,0,0.0349,130.015,4,0.464,0
Valentine,Kina Grannis,0.292,0.862,150707,0.351,0,9,0.105,-11.793,1,0.0439,124.964,4,0.504,0
The One You Say Goodnight To,Kina Grannis,0.436,0.696,157187,0.439,0,7,0.353,-9.438,1,0.07,135.925,4,0.686,0
Gone,Kina Grannis,0.167,0.631,253107,0.591,0,11,0.0812,-7.669,1,0.0333,137.917,4,0.459,0
Strong Enough,Kina Grannis,0.00634,0.637,195167,0.507,0,6,0.386,-9.59,0,0.0283,105.932,4,0.566,0
Without Me,Kina Grannis,0.226,0.546,231240,0.522,0,4,0.129,-7.113,1,0.0361,117.299,4,0.494,0
L.A. Story,Sammy Adams,0.0784,0.593,208000,0.872,0,1,0.286,-4.525,0,0.0959,91.964,4,0.521,0
Something About the Sunshine,Anna Margaret,0.112,0.688,186800,0.795,0,5,0.133,-6.161,1,0.047,125.044,4,0.773,0
Like Nobody's Around,Big Time Rush,0.114,0.586,176360,0.896,0,3,0.175,-4.572,1,0.11,94.954,4,0.353,0
Amazing,Big Time Rush,0.101,0.403,201720,0.883,0,4,0.109,-3.385,1,0.087,202.013,4,0.769,0
Boyfriend,Big Time Rush,0.0987,0.614,201040,0.857,0,1,0.177,-4.171,0,0.111,164.146,4,0.655,0
Worldwide,Big Time Rush,0.0735,0.531,224333,0.771,0,4,0.17,-6.162,1,0.0468,159.973,4,0.608,0
Big Time Rush,Big Time Rush,0.0273,0.599,197587,0.888,0,11,0.28,-2.931,0,0.0514,121.05,4,0.84,0
Popular Song,MIKA,0.178,0.644,200613,0.842,0,8,0.0796,-4.787,1,0.0429,99.05,4,0.852,0
All About Tonight - featuring Cymphonique Miller,How To Rock Cast,0.0671,0.543,183960,0.852,0,1,0.0822,-3.737,1,0.0787,129.023,4,0.689,0
Count On You,Big Time Rush,0.219,0.638,209933,0.705,0,2,0.156,-4.47,1,0.035,91.961,4,0.292,0
I Know You Know,Big Time Rush,0.0196,0.437,175587,0.802,0,2,0.0709,-5.709,1,0.0997,121.387,5,0.604,0
Bring It All to Me,Blaque,0.000479,0.695,218187,0.579,0,0,0.0556,-5.066,1,0.0325,88.957,4,0.731,0
Too Close,Next,0.0117,0.85,258113,0.398,0,7,0.263,-9.816,1,0.0534,99.717,4,0.717,0
I'm So Into You,SWV,0.0453,0.841,278467,0.552,0.00154,7,0.0533,-10.345,1,0.0498,99.018,4,0.596,0
Don't Let Go (Love),En Vogue,0.409,0.618,291880,0.688,6.32E-06,5,0.3,-5.867,0,0.0477,78.311,4,0.561,0
Candy Rain,Soul For Real,0.0029,0.583,271093,0.681,6.03E-05,11,0.0999,-8.152,0,0.0585,188.256,4,0.57,0
Wifey,Next,0.067,0.829,243159,0.652,0,7,0.0812,-8.693,0,0.108,99.581,4,0.717,0
On Bended Knee,Boyz II Men,0.396,0.635,329907,0.53,0,8,0.118,-8.1,1,0.0328,116.631,4,0.204,0
Get It On Tonite,Montell Jordan,0.267,0.809,275080,0.522,1.97E-05,10,0.0729,-8.747,0,0.0821,99.001,4,0.879,0
End Of The Road,Boyz II Men,0.074,0.642,348893,0.421,0,5,0.0676,-9.32,0,0.0237,74.849,3,0.453,0
