Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
750,01:09:20,Yoko Shibui,JPN,1979-03-14,3,Chicago,2002-10-13,Women,Half marathon
750,01:09:20,Derartu Tulu,ETH,1972-03-21,1,Lisboa,2003-03-16,Women,Half marathon
750,01:09:20,Everline Kimwei,KEN,1987-08-25,1,Okayama,2007-12-23,Women,Half marathon
750,01:09:20,Yurika Nakamura,JPN,1986-01-04,1,Sapporo,2009-05-07,Women,Half marathon
750,01:09:20,Joanne Pavey,GBR,1973-09-20,5,Newcastle-South Shields,2012-09-16,Women,Half marathon
750,01:09:20,Josephine Jepkoech,KEN,1989-04-21,5,Lisboa,2014-03-16,Women,Half marathon
750,01:09:20,Peninah Arusei,KEN,1979-02-23,4,Roma-Ostia Lido,2015-01-03,Women,Half marathon
750,01:09:20,Florence Kiplagat,KEN,1987-02-27,4,Luanda,2015-06-09,Women,Half marathon
761,01:09:21,Megumi Fujiwara,JPN,1969-06-19,2,Newcastle-South Shields,1992-09-20,Women,Half marathon
761,01:09:21,Ann Wamuchi,KEN,1978-09-29,5,Tokyo,1997-01-19,Women,Half marathon
761,01:09:21,Joyce Chepchumba,KEN,1970-06-11,1,Glasgow,1999-08-22,Women,Half marathon
761,01:09:21,Constantina Dita,ROU,1970-01-23,2,London,2003-04-13,Women,Half marathon
761,01:09:21,Aselefech Mergia,ETH,1985-01-23,4,Abu Dhabi,2010-07-01,Women,Half marathon
761,01:09:21,Margaret Muriuki,KEN,1986-03-21,3,Lisboa,2012-03-25,Women,Half marathon
761,01:09:21,Pascalia Kipkoech,KEN,1988-12-22,3,Lisboa,2013-03-17,Women,Half marathon
761,01:09:21,Ayalew Wude,ETH,1987-04-07,5,New Delhi,2013-12-15,Women,Half marathon
761,01:09:21,Priscah Jeptoo,KEN,1984-06-26,3,Lisboa,2015-03-22,Women,Half marathon
761,01:09:21,Muluhabt Tsega,ETH,1989-11-09,3,Istanbul,2015-04-26,Women,Half marathon
771,01:09:22,Anuta Catuna,ROU,1968-01-10,1,Bucuresti,1993-08-21,Women,Half marathon
771,01:09:22,Takako Tobise,JPN,1974-06-20,6,Tokyo,1997-01-19,Women,Half marathon
771,01:09:22,Helena Javornik,SLO,1966-03-26,1,Remich-Grevenmacher,2004-09-26,Women,Half marathon
771,01:09:22,Jelena Prokopcuka,LAT,1976-09-21,7,Newcastle-South Shields,2004-09-26,Women,Half marathon
771,01:09:22,Yuri Kano,JPN,1978-10-27,2,Marugame,2009-01-02,Women,Half marathon
771,01:09:22,Gladys Kipsoi,KEN,1986-01-01,7,Lille,2012-01-09,Women,Half marathon
771,01:09:22,Emily Chebet,KEN,1986-02-18,6,New Delhi,2013-12-15,Women,Half marathon
771,01:09:22,Aberu Kebede,ETH,1989-12-09,8,Ra's Al Khaymah,2014-02-14,Women,Half marathon
771,01:09:22,Worknesh Degefa,ETH,1990-10-28,4,Luanda,2014-07-09,Women,Half marathon
771,01:09:22,Caroline Rotich,KEN,1984-05-13,2,Philadelphia,2014-09-21,Women,Half marathon
781,01:09:23,Rakiya Maraoui,MAR,1967-12-09,6,Lisboa,1996-10-03,Women,Half marathon
781,01:09:23,Ari Ichihashi,JPN,1977-11-22,7,Tokyo,1997-01-19,Women,Half marathon
781,01:09:23,Lidia Simon,ROU,1973-04-09,2,Sendai,1999-03-14,Women,Half marathon
781,01:09:23,Catherine N'dereba,KEN,1972-07-21,3,Palermo,1999-03-10,Women,Half marathon
781,01:09:23,Peninah Arusei,KEN,1979-02-23,1,Ulrum,2007-07-28,Women,Half marathon
781,01:09:23,Yoko Miyauchi,JPN,1983-06-19,2,Okayama,2011-12-23,Women,Half marathon
781,01:09:23,Valeria Straneo,ITA,1976-05-04,1,Lisboa,2013-06-10,Women,Half marathon
781,01:09:23,Yebrqual Melese,ETH,1990-04-18,1,Paris,2014-02-03,Women,Half marathon
781,01:09:23,Ayalew Wude,ETH,1987-04-07,3,Praha,2014-05-04,Women,Half marathon
781,01:09:23,Betelhem Moges,ETH,1991-03-05,2,Olomouc,2014-06-21,Women,Half marathon
781,01:09:23,Molly Huddle,USA,1984-08-31,3,Boston,2014-12-10,Women,Half marathon
781,01:09:23,Diane Nukuri,BDI,1984-01-12,2,Marugame,2016-07-02,Women,Half marathon
781,01:09:23,Ayalew Wude,ETH,1987-04-07,2,Lisboa,2016-03-20,Women,Half marathon
794,01:09:24,Sachiyo Seiyama,JPN,1972-06-11,3,Tokyo,1995-01-22,Women,Half marathon
794,01:09:24,Lucia Subano,KEN,1967-12-15,1,Newcastle-South Shields,1997-09-14,Women,Half marathon
794,01:09:24,Ruth Kutol,KEN,1973-05-16,2,Udine,2000-01-10,Women,Half marathon
794,01:09:24,Mihaela Botezan,ROU,1976-02-21,4,Bruxelles,2002-05-05,Women,Half marathon
794,01:09:24,Catherine N'dereba,KEN,1972-07-21,1,Sapporo,2005-03-07,Women,Half marathon
794,01:09:24,Mara Yamauchi,GBR,1973-08-13,3,Marugame,2006-05-02,Women,Half marathon
794,01:09:24,Anna Incerti,ITA,1980-01-19,1,Roma-Ostia,2009-01-03,Women,Half marathon
794,01:09:24,Beyenne Tsegaye Tirfi,ETH,1984-11-25,6,Birmingham,2009-11-10,Women,Half marathon
794,01:09:24,Amane Gobena,ETH,1982-01-09,5,Abu Dhabi,2010-07-01,Women,Half marathon
794,01:09:24,Yukiko Akaba,JPN,1979-10-18,2,Okayama,2013-12-23,Women,Half marathon
794,01:09:24,Tomomi Tanaka,JPN,1988-01-25,1,Yamaguchi,2014-02-16,Women,Half marathon
794,01:09:24,Risper Risper Chebet,KEN,1992-06-06,6,Praha,2016-02-04,Women,Half marathon
806,01:09:25,Zheng Guixia,CHN,1973-06-24,2,Yamaguchi,2000-12-03,Women,Half marathon
806,01:09:25,Gloria Marconi,ITA,1968-03-31,1,Ostia Lido,2003-02-23,Women,Half marathon
806,01:09:25,Chisato Ozaki,JPN,1987-04-19,1,Matsue,2007-03-18,Women,Half marathon
806,01:09:25,Ayalew Wude,ETH,1987-04-07,6,Abu Dhabi,2010-07-01,Women,Half marathon
806,01:09:25,Mara Yamauchi,GBR,1973-08-13,1,New York City,2010-03-21,Women,Half marathon
806,01:09:25,Joyce Chepkirui,KEN,1988-08-20,1,Valencia,2010-11-21,Women,Half marathon
806,01:09:25,Alena Amere,ETH,1986-09-12,4,New York City,2011-03-20,Women,Half marathon
806,01:09:25,Helah Kiprop,KEN,1985-07-04,4,Olomouc,2015-06-20,Women,Half marathon
806,01:09:25,Desi Jisa Mokonnin,BRN,1997-12-07,1,Azkoitia,2017-01-04,Women,Half marathon
816,01:09:26,Elana Meyer,RSA,1966-10-10,2,Durban,1989-07-23,Women,Half marathon
816,01:09:26,Fumi Murata,JPN,1975-03-13,3,Yamaguchi,2000-12-03,Women,Half marathon
816,01:09:26,Lyudmila Petrova,RUS,1968-07-10,4,Lisboa,2000-10-22,Women,Half marathon
816,01:09:26,Brenda Jones,AUS,1936-11-17,3,Vilamoura,2003-04-10,Women,Half marathon
816,01:09:26,Yoshimi Ozaki,JPN,1981-11-07,13,Udine,2007-10-14,Women,Half marathon
821,01:09:27,Tegla Loroupe,KEN,1973-09-05,1,Lisboa,1994-03-13,Women,Half marathon
821,01:09:27,Naoko Sakamoto,JPN,1980-11-14,4,Yamaguchi,2001-11-03,Women,Half marathon
821,01:09:27,Maria Guida,ITA,1966-01-23,4,Udine,2002-09-29,Women,Half marathon
821,01:09:27,Irene Kwambai,KEN,1978-10-25,2,Praha,2009-03-28,Women,Half marathon
821,01:09:27,Sarah Chepchirchir,KEN,1984-07-27,3,Lille,2010-04-09,Women,Half marathon
821,01:09:27,Atsede Habtamu,ETH,1987-10-26,2,Valencia,2010-11-21,Women,Half marathon
821,01:09:27,Jessica Augusto,POR,1981-08-11,2,Newcastle-South Shields,2011-09-18,Women,Half marathon
821,01:09:27,Shalane Flanagan,USA,1981-07-08,1,Boston,2014-04-21,Women,Half marathon
821,01:09:27,Betsy Saina,KEN,1988-06-30,4,Boston,2014-12-10,Women,Half marathon
821,01:09:27,Michi Numata,JPN,1989-06-05,1,Yamaguchi,2015-02-15,Women,Half marathon
821,01:09:27,Viola Kibiwott,KEN,1983-12-22,1,Piacenza,2015-03-05,Women,Half marathon
821,01:09:27,Aberu Kebede,ETH,1989-12-09,1,Berlin,2016-09-25,Women,Half marathon
821,01:09:27,Angela Tanui,KEN,1992-07-27,1,Trento,2016-02-10,Women,Half marathon
834,01:09:28,Susan Chepkemei,KEN,1975-06-25,2,Zaandam,1999-09-19,Women,Half marathon
834,01:09:28,Berhane Adere,ETH,1973-07-21,4,Lisboa,2000-03-26,Women,Half marathon
834,01:09:28,Stine Larsen,NOR,1975-05-11,1,Göteborg,2000-05-13,Women,Half marathon
834,01:09:28,Ikumi Wakamatsu,JPN,1974-06-22,1,Marugame,2001-04-02,Women,Half marathon
834,01:09:28,Yumiko Hara,JPN,1982-09-01,3,Miyazaki,2002-06-01,Women,Half marathon
834,01:09:28,Paula Radcliffe,GBR,1973-12-17,1,London,2002-04-14,Women,Half marathon
834,01:09:28,Adriana Fernández,MEX,1971-04-04,1,Kyoto,2003-09-03,Women,Half marathon
834,01:09:28,Constantina Dita,ROU,1970-01-23,1,London,2004-04-18,Women,Half marathon
834,01:09:28,Margaret Okayo,KEN,1976-05-30,1,London,2004-04-18,Women,Half marathon
834,01:09:28,Liz Yelling,GBR,1974-05-12,1,Bath,2007-03-25,Women,Half marathon
834,01:09:28,Mara Yamauchi,GBR,1973-08-13,2,Okayama,2007-12-23,Women,Half marathon
834,01:09:28,Feyse Tadese,ETH,1988-11-19,4,Nanning,2010-10-16,Women,Half marathon
834,01:09:28,Gulume Tollesa,ETH,1992-01-01,4,Yangzhou,2014-04-20,Women,Half marathon
834,01:09:28,Sharon Cherop,KEN,1984-03-16,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Meselech Melkamu,ETH,1985-04-19,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Beleynesh Oljira,ETH,1990-06-26,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Bizunesh Deba,ETH,1987-08-09,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Jemima Sumgong Jelagat,KEN,1984-12-21,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Rita Sitienei Jeptoo,KEN,1981-02-15,2,Boston,2014-04-21,Women,Half marathon
834,01:09:28,Mare Dibaba,ETH,1989-10-20,2,Boston,2014-04-21,Women,Half marathon
854,01:09:29,Delillah Asiago,KEN,1972-02-24,1,Yamaguchi,1992-03-22,Women,Half marathon
854,01:09:29,Marleen Renders,BEL,1968-12-24,1,Hasselt,1994-02-10,Women,Half marathon
854,01:09:29,Rakiya Maraoui,MAR,1967-12-09,6,Lisboa,1996-10-03,Women,Half marathon
854,01:09:29,Joyce Chepchumba,KEN,1970-06-11,4,Palermo,1999-03-10,Women,Half marathon
854,01:09:29,Yoshiko Fujinaga,JPN,1981-08-15,4,Kobe,2001-12-16,Women,Half marathon
854,01:09:29,Irina Timofeyeva,RUS,1970-05-04,14,Udine,2007-10-14,Women,Half marathon
854,01:09:29,Helena Kiprop,KEN,1976-09-09,1,Nice,2009-04-19,Women,Half marathon
854,01:09:29,Rael Kiyara,KEN,1984-04-04,1,Lille,2014-06-09,Women,Half marathon
854,01:09:29,Violah Jepchumba,KEN,1990-10-23,1,Udine,2015-09-20,Women,Half marathon
854,01:09:29,Eloise Wellings,AUS,1982-09-11,3,Marugame,2016-07-02,Women,Half marathon
864,01:09:30,Pamela Chepchumba,KEN,1979-02-28,5,Bruxelles,2002-05-05,Women,Half marathon
864,01:09:30,Susan Chepkemei,KEN,1975-06-25,3,London,2003-04-13,Women,Half marathon
864,01:09:30,Yoshimi Ozaki,JPN,1981-11-07,2,Marugame,2008-03-02,Women,Half marathon
864,01:09:30,Julia Mumbi,KEN,1985-01-25,2,Sapporo,2009-05-07,Women,Half marathon
864,01:09:30,Joyce Chepkirui,KEN,1988-08-20,5,Nanning,2010-10-16,Women,Half marathon
864,01:09:30,Waganesh Mekasha,ETH,1992-01-16,5,Yangzhou,2014-04-20,Women,Half marathon
864,01:09:30,Beatrice Mutai,KEN,1987-04-19,3,Valencia,2014-10-19,Women,Half marathon
871,01:09:31,Carmen de Oliveira,BRA,1965-08-17,2,Lisboa,1994-03-13,Women,Half marathon
871,01:09:31,Yoko Shibui,JPN,1979-03-14,1,Matsue,2000-03-20,Women,Half marathon
871,01:09:31,Hiromi Ominami,JPN,1975-11-15,1,Nagoya,2008-11-24,Women,Half marathon
871,01:09:31,Peninah Arusei,KEN,1979-02-23,1,Ivry to Vitry-sur-Seine,2009-04-26,Women,Half marathon
871,01:09:31,Meseret Mengistu,ETH,1990-06-03,6,Nanning,2010-10-16,Women,Half marathon
871,01:09:31,Tiki Gelana,ETH,1987-10-22,1,Rotterdam,2012-04-15,Women,Half marathon
871,01:09:31,Tadelech Bekele,ETH,1991-11-04,1,Verbania,2013-10-03,Women,Half marathon
871,01:09:31,Georgina Rono,KEN,1984-05-19,2,Paris,2014-02-03,Women,Half marathon
879,01:09:32,Yelena Paramonova,RUS,1962-06-28,3,Chelyabinsk,1994-06-18,Women,Half marathon
879,01:09:32,Rose Cheruiyot,KEN,1976-07-21,1,Berlin,2002-07-04,Women,Half marathon
879,01:09:32,Lornah Kiplagat,KEN,1974-03-20,1,Monterrey,2002-04-21,Women,Half marathon
879,01:09:32,Yasuko Hashimoto,JPN,1975-12-08,1,Marugame,2003-02-02,Women,Half marathon
879,01:09:32,Lidiya Grigoryeva,RUS,1974-01-21,4,Vilamoura,2003-04-10,Women,Half marathon
879,01:09:32,Edna Kiplagat,KEN,1979-11-15,2,San José,2006-08-10,Women,Half marathon
879,01:09:32,Everline Kimwei,KEN,1987-08-25,3,Sapporo,2007-08-07,Women,Half marathon
879,01:09:32,Alina Ivanova,RUS,1969-03-16,15,Udine,2007-10-14,Women,Half marathon
879,01:09:32,Amane Gobena,ETH,1982-01-09,8,New Delhi,2009-01-11,Women,Half marathon
879,01:09:32,Werknesh Kidane,ETH,1981-11-21,5,New York City,2011-03-20,Women,Half marathon
879,01:09:32,Yuko Shimizu,JPN,1985-07-13,3,Marugame,2013-03-02,Women,Half marathon
879,01:09:32,Monica Jepkoech,KEN,1983-01-11,3,Paris,2013-03-03,Women,Half marathon
879,01:09:32,Sylvia Kibet,KEN,1984-03-28,5,Roma-Ostia Lido,2015-01-03,Women,Half marathon
879,01:09:32,Angela Tanui,KEN,1992-07-27,3,Göteborg,2016-05-21,Women,Half marathon
879,01:09:32,Gelete Burka,ETH,1986-02-15,7,New Delhi,2016-11-20,Women,Half marathon
894,01:09:33,Rosa Mota,POR,1958-06-29,1,Newcastle-South Shields,1990-09-16,Women,Half marathon
894,01:09:33,Pauline Konga,KEN,1970-10-04,1,Marrakesh,1996-01-14,Women,Half marathon
894,01:09:33,Lornah Kiplagat,KEN,1974-03-20,3,Zaandam,1999-09-19,Women,Half marathon
894,01:09:33,Restituta Joseph,TAN,1971-07-30,5,Lisboa,2000-03-26,Women,Half marathon
894,01:09:33,Mari Ozaki,JPN,1975-07-16,1,Marugame,2002-03-02,Women,Half marathon
894,01:09:33,Olivera Jevtic,SRB,1977-07-24,6,Bruxelles,2002-05-05,Women,Half marathon
894,01:09:33,Caroline Kilel,KEN,1981-03-21,1,Zwolle,2010-12-06,Women,Half marathon
894,01:09:33,Joanne Pavey,GBR,1973-09-20,6,New York City,2011-03-20,Women,Half marathon
894,01:09:33,Rose Koskei,KEN,1981-08-22,3,Praha,2011-02-04,Women,Half marathon
894,01:09:33,Diane Nukuri,BDI,1984-01-12,3,Praha,2015-03-28,Women,Half marathon
894,01:09:33,Linet Masai,KEN,1989-05-12,3,Lisboa,2016-03-20,Women,Half marathon
894,01:09:33,Veronica Nyaruai Wanjiru,KEN,1989-10-29,8,Ra's Al Khaymah,2017-10-02,Women,Half marathon
906,01:09:34,Yelena Vyazova,UKR,1960-04-18,3,Remich-Grevenmacher,1996-09-29,Women,Half marathon
906,01:09:34,Katrin Dörre,GER,1961-06-10,1,Remich-Grevenmacher,1999-09-26,Women,Half marathon
906,01:09:34,Mami Kusunoki,JPN,1975-08-09,5,Yamaguchi,2001-11-03,Women,Half marathon
906,01:09:34,Olivera Jevtic,SRB,1977-07-24,8,Lisboa,2001-01-04,Women,Half marathon
906,01:09:34,Rosaria Console,ITA,1979-12-17,1,Ostia Lido,2004-02-27,Women,Half marathon
906,01:09:34,Takako Kotorida,JPN,1977-02-04,1,Marugame,2005-06-02,Women,Half marathon
906,01:09:34,Rosaria Console,ITA,1979-12-17,1,Ostia,2005-02-27,Women,Half marathon
906,01:09:34,Rose Cheruiyot,KEN,1976-07-21,3,Lisboa,2006-03-26,Women,Half marathon
906,01:09:34,Julia Mumbi,KEN,1985-01-25,1,Miyazaki,2008-06-01,Women,Half marathon
906,01:09:34,Birhane Dibaba,ETH,1993-11-09,1,San Diego,2014-01-06,Women,Half marathon
916,01:09:35,Valentina Yegorova,RUS,1964-02-16,1,Sankt Peterburg,1993-12-06,Women,Half marathon
916,01:09:35,Anuta Catuna,ROU,1968-01-10,3,Oslo,1994-09-24,Women,Half marathon
916,01:09:35,Tegla Loroupe,KEN,1973-09-05,2,Newcastle-South Shields,1999-10-10,Women,Half marathon
916,01:09:35,Marleen Renders,BEL,1968-12-24,6,Lisboa,2000-03-26,Women,Half marathon
916,01:09:35,Leah Malot,KEN,1972-07-06,2,Lisboa,2004-03-28,Women,Half marathon
916,01:09:35,Luminita Zaituc,GER,1968-09-10,2,Remich-Grevenmacher,2004-09-26,Women,Half marathon
916,01:09:35,Liz Yelling,GBR,1974-05-12,1,Reading,2008-02-03,Women,Half marathon
916,01:09:35,Liz Yelling,GBR,1974-05-12,1,Reading,2008-02-03,Women,Half marathon
916,01:09:35,Kim Smith,NZL,1981-11-19,7,Birmingham,2009-11-10,Women,Half marathon
916,01:09:35,Hilda Kibet,NED,1981-03-27,6,Ra's Al Khaymah,2011-02-18,Women,Half marathon
916,01:09:35,Goreti Chepkoech,KEN,1994-07-03,1,Ustí ned Labem,2014-09-14,Women,Half marathon
916,01:09:35,Birhane Dibaba,ETH,1993-11-09,2,Berlin,2016-09-25,Women,Half marathon
916,01:09:35,Rose Chelimo,KEN,1989-12-07,3,Valencia,2016-10-23,Women,Half marathon
929,01:09:36,Kozue Matsumoto,JPN,1974-08-28,8,Tokyo,1997-01-19,Women,Half marathon
929,01:09:36,Melanie Kraus,GER,1974-10-24,2,Remich-Grevenmacher,1999-09-26,Women,Half marathon
929,01:09:36,Reiko Tosa,JPN,1976-11-06,5,Palermo,1999-03-10,Women,Half marathon
929,01:09:36,Yuko Manabe,JPN,1979-08-02,2,Marugame,2002-03-02,Women,Half marathon
929,01:09:36,Mara Yamauchi,GBR,1973-08-13,2,Matsue,2007-03-18,Women,Half marathon
929,01:09:36,Gladys Cherono,KEN,1983-12-05,1,Cantalejo,2008-12-10,Women,Half marathon
929,01:09:36,Yukari Sahaku,JPN,1988-05-11,3,Sapporo,2009-05-07,Women,Half marathon
929,01:09:36,Felista Wanjuku,KEN,1990-02-18,3,Okayama,2013-12-23,Women,Half marathon
929,01:09:36,Lisa Nemec,CRO,1984-05-18,4,New York City,2014-03-16,Women,Half marathon
929,01:09:36,Ruti Aga,ETH,1994-01-16,3,Berlin,2016-09-25,Women,Half marathon
939,01:09:37,Aurora Cunha,POR,1959-05-31,2,New Bedford,1989-03-19,Women,Half marathon
939,01:09:37,Midori Fumoto,JPN,1971-12-18,1,Gold Coast,1992-12-07,Women,Half marathon
939,01:09:37,Mari Tanigawa,JPN,1962-10-27,4,Tokyo,1995-01-22,Women,Half marathon
939,01:09:37,Alina Gherasim,ROU,1971-10-11,1,Paris,1997-09-03,Women,Half marathon
939,01:09:37,Paula Radcliffe,GBR,1973-12-17,3,Newcastle-South Shields,1999-10-10,Women,Half marathon
939,01:09:37,Joyce Chepchumba,KEN,1970-06-11,1,Berlin,2001-01-04,Women,Half marathon
939,01:09:37,Silviya Skvortsova,RUS,1974-11-16,1,Novosibirsk,2001-09-15,Women,Half marathon
939,01:09:37,Yumiko Hara,JPN,1982-09-01,2,Sapporo,2003-06-07,Women,Half marathon
939,01:09:37,Fernanda Ribeiro,POR,1969-06-23,4,Lisboa,2006-03-26,Women,Half marathon
939,01:09:37,Askale Tafa Magarsa,ETH,1984-09-27,2,Berlin,2008-09-28,Women,Half marathon
939,01:09:37,Helena Kiprop,KEN,1976-09-09,2,Berlin,2008-09-28,Women,Half marathon
939,01:09:37,Atsede Habtamu,ETH,1987-10-26,4,New Delhi,2008-09-11,Women,Half marathon
939,01:09:37,Teyiba Erkasso,ETH,1982-10-30,9,Ra's Al Khaymah,2009-02-20,Women,Half marathon
939,01:09:37,Rita Sitienei Jeptoo,KEN,1981-02-15,2,San Diego,2014-01-06,Women,Half marathon
939,01:09:37,Deena Kastor,USA,1973-02-14,3,Philadelphia,2014-09-21,Women,Half marathon
939,01:09:37,Eunice Jepkirui,BRN,1984-05-20,1,Gifu,2015-05-17,Women,Half marathon
939,01:09:37,Edna Kiplagat,KEN,1979-11-15,4,New York City,2017-03-19,Women,Half marathon
956,01:09:38,Rosanna Munerotto,ITA,1962-03-12,3,Newcastle-South Shields,1992-09-20,Women,Half marathon
956,01:09:38,Yuko Kawakami,JPN,1975-01-08,1,Yamaguchi,2002-10-03,Women,Half marathon
956,01:09:38,Mizuki Noguchi,JPN,1978-03-07,1,Nagoya,2002-03-11,Women,Half marathon
956,01:09:38,Nuta Olaru,ROU,1970-08-28,1,Philadelphia,2004-09-19,Women,Half marathon
956,01:09:38,Deena Kastor,USA,1973-02-14,16,Udine,2007-10-14,Women,Half marathon
956,01:09:38,Mare Ibrahimova,AZE,1989-10-20,7,Abu Dhabi,2010-07-01,Women,Half marathon
956,01:09:38,Fate Geleto Tola,ETH,1987-10-22,7,Nanning,2010-10-16,Women,Half marathon
956,01:09:38,Sarah Chepchirchir,KEN,1984-07-27,3,Paris,2014-02-03,Women,Half marathon
956,01:09:38,Shalane Flanagan,USA,1981-07-08,1,Berlin,2014-09-28,Women,Half marathon
956,01:09:38,Amy Cragg,USA,1984-01-21,5,New York City,2017-03-19,Women,Half marathon
966,01:09:39,Lisa Ondieki,AUS,1960-12-05,1,Newcastle-South Shields,1986-08-06,Women,Half marathon
966,01:09:39,Cathy O'Brien,USA,1967-07-19,1,Philadelphia,1990-09-16,Women,Half marathon
966,01:09:39,Andrea Wallace,GBR,1966-11-22,1,Bath,1993-03-21,Women,Half marathon
966,01:09:39,Mami Kusunoki,JPN,1975-08-09,4,Yamaguchi,2000-12-03,Women,Half marathon
966,01:09:39,Kiyomi Ogawa,JPN,1981-09-15,2,Yamaguchi,2002-10-03,Women,Half marathon
966,01:09:39,Linah Cheruiyot,KEN,1973-01-03,7,Bruxelles,2002-05-05,Women,Half marathon
966,01:09:39,Magdalene Chemjor,KEN,1978-12-11,1,Lille,2003-06-09,Women,Half marathon
966,01:09:39,Merima Denboba,ETH,1974-08-21,3,Lisboa,2004-03-28,Women,Half marathon
966,01:09:39,Peninah Arusei,KEN,1979-02-23,8,Abu Dhabi,2010-07-01,Women,Half marathon
966,01:09:39,Atsede Baysa,ETH,1987-04-16,1,Tarsus,2012-03-25,Women,Half marathon
966,01:09:39,Meskerem Assefa,ETH,1985-09-20,2,Istanbul,2016-04-24,Women,Half marathon
977,01:09:40,Kazumi Kanbayashi,JPN,1973-07-24,1,Sapporo,1996-07-07,Women,Half marathon
977,01:09:40,Hiromi Ominami,JPN,1975-11-15,1,Miyazaki,2000-06-01,Women,Half marathon
977,01:09:40,Ikumi Wakamatsu,JPN,1974-06-22,5,Yamaguchi,2000-12-03,Women,Half marathon
977,01:09:40,Susan Chepkemei,KEN,1975-06-25,2,Veracruz,2000-12-11,Women,Half marathon
977,01:09:40,Marleen Renders,BEL,1968-12-24,8,Bruxelles,2002-05-05,Women,Half marathon
977,01:09:40,Yoko Shibui,JPN,1979-03-14,1,Berlin,2004-09-26,Women,Half marathon
977,01:09:40,Julia Mumbi,KEN,1985-01-25,10,Ra's Al Khaymah,2009-02-20,Women,Half marathon
977,01:09:40,Cynthia Limo,KEN,1989-12-18,1,Madrid,2014-06-04,Women,Half marathon
985,01:09:41,Alina Gherasim,ROU,1971-10-11,1,Nice,1997-03-23,Women,Half marathon
985,01:09:41,Marian Sutton,GBR,1963-07-10,2,Newcastle-South Shields,1997-09-14,Women,Half marathon
985,01:09:41,Katrin Dörre,GER,1961-06-10,1,Xanten,1999-03-27,Women,Half marathon
985,01:09:41,Harumi Hiroyama,JPN,1968-02-09,2,Kyoto,2001-11-03,Women,Half marathon
985,01:09:41,Hiromi Ominami,JPN,1975-11-15,3,Yamaguchi,2003-09-03,Women,Half marathon
985,01:09:41,Shalane Flanagan,USA,1981-07-08,1,Houston,2010-01-17,Women,Half marathon
985,01:09:41,Marisa Barros,POR,1980-02-25,1,Ovar,2010-05-10,Women,Half marathon
985,01:09:41,Helah Kiprop,KEN,1985-07-04,1,Zwolle,2012-10-06,Women,Half marathon
985,01:09:41,Diane Nukuri,BDI,1984-01-12,3,New York City,2016-03-20,Women,Half marathon
994,01:09:42,Mahomi Muranaka,JPN,1966-10-31,5,Tokyo,1995-01-22,Women,Half marathon
994,01:09:42,Joyce Chepchumba,KEN,1970-06-11,1,Paderborn,1997-03-29,Women,Half marathon
994,01:09:42,Elana Meyer,RSA,1966-10-10,1,Miyazaki,2001-07-01,Women,Half marathon
994,01:09:42,Mikie Takanaka,JPN,1980-06-10,3,Yamaguchi,2002-10-03,Women,Half marathon
994,01:09:42,Jelena Prokopcuka,LAT,1976-09-21,1,Paris,2003-09-03,Women,Half marathon
994,01:09:42,Restituta Joseph,TAN,1971-07-30,1,Remich-Grevenmacher,2003-09-28,Women,Half marathon
994,01:09:42,Berhane Adere,ETH,1973-07-21,2,Newcastle-South Shields,2009-09-20,Women,Half marathon
994,01:09:42,Sharon Cherop,KEN,1984-03-16,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Aberu Kebede,ETH,1989-12-09,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Lydia Cheromei,KEN,1977-11-05,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Aselefech Mergia,ETH,1985-01-23,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Mare Dibaba,ETH,1989-10-20,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Atsede Baysa,ETH,1987-04-16,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Mamitu Daska,ETH,1983-10-16,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Lucy Kabuu,KEN,1984-03-24,1,Dubai,2012-01-27,Women,Half marathon
994,01:09:42,Hilda Kibet,NED,1981-03-27,4,New York City,2012-03-18,Women,Half marathon
994,01:09:42,Sabrina Mockenhaupt,GER,1980-06-12,4,New York City,2013-03-17,Women,Half marathon
994,01:09:42,Mercy Kibarus,KEN,1984-02-25,4,Paris,2014-02-03,Women,Half marathon
994,01:09:42,Viola Kibiwott,KEN,1983-12-22,4,Praha,2015-03-28,Women,Half marathon
1,00:14:11.150000,Tirunesh Dibaba,ETH,1985-01-06,1,Oslo,2008-06-06,Women,5000 m
2,00:14:12.590000,Almaz Ayana,ETH,1991-11-21,1,Roma,2016-02-06,Women,5000 m
3,00:14:12.880000,Meseret Defar,ETH,1983-11-19,1,Stockholm,2008-07-22,Women,5000 m
4,00:14:14.320000,Almaz Ayana,ETH,1991-11-21,1,Shanghai,2015-05-17,Women,5000 m
5,00:14:15.410000,Genzebe Dibaba,ETH,1991-08-02,1,Saint-Denis,2015-04-07,Women,5000 m
