ID	Marital Status	Gender	Yearly Income	Children	Education	Occupation	Home Owner	Cars	Commute Distance	Region	Age	BikeBuyer
24846	Single	Female	80000	0	Bachelors	Management	No	2	2-5 Miles	Europe	62	No
29337	Single	Male	30000	0	Partial College	Clerical	Yes	2	5-10 Miles	Pacific	68	No
24849	Married	Female	100000	3	Bachelors	Management	No	4	2-5 Miles	Europe	60	No
24851	Married	Female	130000	4	Partial College	Professional	Yes	4	0-1 Miles	Europe	60	No
24853	Single	Male	80000	2	Partial College	Professional	Yes	1	10+ Miles	Europe	52	No
24854	Single	Female	110000	4	Partial College	Professional	Yes	4	10+ Miles	Europe	52	No
24855	Single	Female	130000	4	Partial College	Professional	No	4	0-1 Miles	Europe	52	No
24856	Married	Female	130000	4	Partial College	Professional	No	4	5-10 Miles	Europe	52	No
24857	Married	Female	130000	4	High School	Professional	Yes	4	0-1 Miles	Europe	52	No
24858	Married	Male	130000	4	High School	Professional	Yes	4	0-1 Miles	Europe	52	No
24859	Single	Male	130000	5	High School	Professional	No	0	5-10 Miles	Europe	52	No
24861	Married	Female	90000	2	Partial College	Professional	Yes	2	2-5 Miles	Europe	53	No
24862	Married	Female	100000	4	Bachelors	Management	No	3	2-5 Miles	Europe	53	No
24863	Single	Male	100000	4	Bachelors	Management	No	4	2-5 Miles	Europe	53	No
24864	Married	Male	90000	1	Partial College	Professional	Yes	2	10+ Miles	Europe	54	No
24866	Married	Male	80000	1	High School	Professional	Yes	3	10+ Miles	Europe	55	No
24867	Single	Female	90000	1	High School	Professional	Yes	3	10+ Miles	Europe	55	No
24869	Married	Male	130000	5	High School	Professional	No	3	10+ Miles	Europe	55	No
24871	Single	Female	90000	1	High School	Management	No	3	5-10 Miles	Europe	56	No
24872	Single	Female	90000	1	High School	Management	Yes	3	10+ Miles	Europe	56	No
24874	Married	Female	90000	1	High School	Management	No	3	5-10 Miles	Europe	57	No
24875	Single	Male	90000	1	High School	Management	Yes	3	10+ Miles	Europe	57	No
24876	Single	Male	130000	5	High School	Management	No	4	10+ Miles	Europe	57	No
24877	Married	Female	80000	1	High School	Management	Yes	4	10+ Miles	Europe	58	No
24878	Married	Female	90000	1	High School	Management	Yes	3	10+ Miles	Europe	58	No
24879	Married	Female	90000	1	Partial High School	Skilled Manual	Yes	4	10+ Miles	Europe	58	No
24880	Married	Female	110000	5	High School	Management	Yes	3	10+ Miles	Europe	58	No
24881	Married	Female	150000	5	High School	Management	Yes	4	0-1 Miles	Europe	58	No
24882	Married	Female	90000	0	Partial High School	Skilled Manual	No	2	5-10 Miles	Europe	59	No
24884	Married	Female	60000	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	31	No
24885	Single	Male	60000	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	31	No
24886	Single	Female	60000	0	Bachelors	Professional	Yes	4	10+ Miles	Pacific	31	No
24890	Single	Female	70000	0	Bachelors	Professional	Yes	2	10+ Miles	Pacific	30	No
24891	Single	Female	70000	0	Bachelors	Professional	Yes	2	10+ Miles	Pacific	30	No
24892	Single	Male	70000	0	Bachelors	Professional	No	3	10+ Miles	Pacific	31	No
24893	Single	Male	60000	0	Bachelors	Professional	No	4	2-5 Miles	Pacific	32	No
28909	Married	Male	90000	1	High School	Management	Yes	3	10+ Miles	Europe	56	No
24895	Married	Male	70000	0	Bachelors	Professional	No	4	10+ Miles	Pacific	32	No
24896	Single	Female	80000	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	31	No
24897	Married	Male	80000	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	32	No
24898	Single	Female	80000	0	Bachelors	Professional	Yes	3	10+ Miles	Pacific	32	No
29173	Single	Male	70000	4	Bachelors	Professional	No	2	0-1 Miles	North America	47	No
24906	Single	Female	80000	0	Bachelors	Professional	No	3	10+ Miles	Pacific	34	No
24911	Single	Male	80000	0	Bachelors	Professional	No	4	10+ Miles	Pacific	35	No
24925	Single	Male	30000	0	High School	Professional	No	2	1-2 Miles	North America	57	No
24926	Single	Male	30000	0	High School	Professional	No	2	1-2 Miles	North America	58	No
24927	Single	Female	30000	0	High School	Professional	No	2	1-2 Miles	North America	58	No
24928	Single	Male	30000	0	High School	Professional	No	2	1-2 Miles	North America	58	No
24929	Single	Male	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	58	No
24930	Married	Female	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	58	No
24931	Single	Female	40000	0	High School	Professional	Yes	2	5-10 Miles	North America	69	No
24932	Married	Male	40000	0	High School	Professional	Yes	2	5-10 Miles	North America	69	No
24933	Single	Female	50000	0	Graduate Degree	Management	No	2	1-2 Miles	North America	69	No
24934	Single	Female	50000	0	Graduate Degree	Management	No	2	1-2 Miles	North America	69	No
24935	Single	Male	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	68	No
24936	Married	Male	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	68	No
24937	Single	Female	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	67	No
24938	Married	Female	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	67	No
24939	Single	Female	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	67	No
24940	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	66	No
24941	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	66	No
24943	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	66	No
24944	Married	Female	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	66	No
24945	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	65	No
24946	Single	Female	60000	0	Graduate Degree	Management	Yes	2	10+ Miles	North America	65	No
24947	Single	Male	40000	0	High School	Professional	No	2	1-2 Miles	North America	65	No
24948	Married	Male	50000	0	Bachelors	Management	Yes	2	10+ Miles	North America	65	No
28921	Married	Male	120000	5	High School	Management	No	4	10+ Miles	Europe	59	No
24950	Single	Female	50000	0	Bachelors	Management	Yes	2	10+ Miles	North America	65	No
24951	Married	Male	60000	0	Bachelors	Management	Yes	2	10+ Miles	North America	63	No
24952	Single	Female	60000	0	Bachelors	Management	No	2	1-2 Miles	North America	63	No
24953	Married	Male	30000	0	Partial High School	Clerical	No	2	1-2 Miles	North America	62	No
24954	Married	Male	40000	0	High School	Professional	Yes	2	10+ Miles	North America	59	No
24961	Married	Female	40000	1	High School	Professional	Yes	1	2-5 Miles	North America	59	No
24962	Married	Male	40000	1	High School	Professional	Yes	1	2-5 Miles	North America	59	No
24963	Married	Female	40000	1	High School	Professional	Yes	2	10+ Miles	North America	59	No
24964	Married	Female	40000	1	High School	Professional	No	2	2-5 Miles	North America	59	No
24965	Married	Male	40000	1	High School	Professional	No	2	2-5 Miles	North America	59	No
29406	Married	Female	10000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	30	No
24968	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
24969	Married	Female	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
24970	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	58	No
24971	Married	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	58	No
24973	Married	Female	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	58	No
24974	Married	Male	60000	1	Bachelors	Management	Yes	0	10+ Miles	North America	58	No
24975	Single	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	57	No
24978	Married	Female	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	57	No
24980	Married	Female	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	57	No
24981	Married	Male	60000	1	Partial College	Professional	Yes	2	10+ Miles	North America	56	No
24982	Married	Male	60000	1	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
24983	Single	Female	70000	2	Partial College	Professional	Yes	1	10+ Miles	North America	56	No
24984	Married	Male	70000	2	Partial College	Professional	Yes	1	1-2 Miles	North America	56	No
24985	Married	Female	80000	1	Bachelors	Management	Yes	1	5-10 Miles	North America	56	No
24986	Married	Female	60000	1	High School	Professional	Yes	2	10+ Miles	North America	54	No
24989	Married	Female	70000	1	High School	Professional	Yes	2	10+ Miles	North America	54	No
24991	Single	Male	70000	1	Partial High School	Skilled Manual	Yes	2	10+ Miles	North America	54	No
24992	Married	Female	70000	1	Partial High School	Skilled Manual	Yes	2	10+ Miles	North America	54	No
24993	Married	Male	70000	1	Partial High School	Skilled Manual	Yes	2	10+ Miles	North America	54	No
24994	Married	Female	60000	1	High School	Professional	Yes	2	10+ Miles	North America	53	No
24995	Single	Female	60000	1	High School	Professional	Yes	2	10+ Miles	North America	52	No
24999	Single	Male	150000	0	Graduate Degree	Management	No	0	0-1 Miles	North America	38	No
25001	Married	Male	20000	0	High School	Skilled Manual	Yes	2	5-10 Miles	Pacific	62	No
25002	Married	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
25003	Single	Male	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	28	No
25004	Single	Male	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	28	No
25005	Single	Female	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	28	No
25006	Single	Female	30000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	28	No
25007	Single	Female	30000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	28	No
25009	Married	Female	10000	1	Partial High School	Clerical	No	2	1-2 Miles	Pacific	61	No
25012	Married	Male	10000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	No
25013	Single	Male	10000	1	Partial High School	Clerical	Yes	2	5-10 Miles	Pacific	58	No
25016	Single	Male	40000	0	Bachelors	Professional	No	2	5-10 Miles	North America	29	No
25017	Married	Female	10000	1	Partial High School	Clerical	Yes	2	1-2 Miles	Pacific	58	No
25018	Single	Male	70000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	North America	29	No
25019	Married	Female	10000	1	Partial High School	Clerical	Yes	3	5-10 Miles	Pacific	56	No
25023	Single	Female	40000	0	Bachelors	Professional	Yes	2	5-10 Miles	North America	26	No
25024	Single	Male	40000	0	Bachelors	Professional	No	2	5-10 Miles	North America	26	No
25026	Married	Male	20000	1	Partial High School	Clerical	Yes	3	5-10 Miles	Pacific	54	No
25027	Married	Female	40000	0	Partial College	Skilled Manual	No	2	1-2 Miles	Pacific	53	No
25028	Married	Female	40000	0	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	53	No
25031	Single	Female	40000	0	Partial High School	Clerical	No	2	1-2 Miles	Pacific	51	No
25039	Single	Female	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
25041	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
25043	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
25044	Single	Female	60000	0	Partial College	Skilled Manual	No	2	5-10 Miles	North America	31	No
25045	Married	Female	50000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	32	No
25054	Single	Female	100000	0	Bachelors	Management	No	4	0-1 Miles	Pacific	48	No
25055	Married	Male	100000	1	Bachelors	Management	No	1	10+ Miles	Pacific	48	No
25056	Married	Male	100000	1	Bachelors	Management	Yes	1	10+ Miles	Pacific	48	No
25058	Married	Male	100000	1	Bachelors	Management	Yes	3	2-5 Miles	Pacific	47	No
25062	Single	Female	50000	0	High School	Professional	Yes	2	5-10 Miles	North America	31	No
25065	Married	Male	70000	0	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	48	No
25066	Single	Male	70000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	49	No
25067	Single	Female	40000	0	Bachelors	Professional	No	1	2-5 Miles	North America	42	No
25068	Single	Male	60000	4	Bachelors	Skilled Manual	No	2	0-1 Miles	North America	42	No
25069	Married	Female	60000	4	Bachelors	Skilled Manual	Yes	3	10+ Miles	North America	42	No
25070	Married	Female	60000	4	Bachelors	Skilled Manual	Yes	3	10+ Miles	North America	42	No
25071	Married	Female	60000	5	Bachelors	Skilled Manual	Yes	3	2-5 Miles	North America	42	No
25082	Married	Male	40000	3	High School	Skilled Manual	Yes	2	0-1 Miles	North America	45	No
25083	Married	Male	40000	3	High School	Skilled Manual	Yes	3	10+ Miles	North America	45	No
25089	Single	Female	40000	0	Bachelors	Professional	No	1	2-5 Miles	North America	46	No
25090	Married	Male	40000	0	Bachelors	Professional	No	1	0-1 Miles	North America	46	No
25091	Single	Male	40000	0	Bachelors	Professional	No	1	0-1 Miles	North America	46	No
25101	Married	Male	60000	4	Bachelors	Professional	Yes	1	2-5 Miles	North America	47	No
25102	Married	Female	60000	3	Bachelors	Professional	Yes	0	2-5 Miles	North America	47	No
25103	Married	Female	60000	3	Bachelors	Professional	Yes	0	0-1 Miles	North America	47	No
25109	Married	Male	80000	4	Graduate Degree	Management	No	1	0-1 Miles	Pacific	36	No
25110	Married	Female	80000	4	Graduate Degree	Management	No	1	0-1 Miles	Pacific	36	No
25116	Married	Male	70000	5	Bachelors	Professional	Yes	3	10+ Miles	Pacific	38	No
25117	Married	Female	70000	5	Bachelors	Professional	No	3	10+ Miles	Pacific	38	No
25118	Married	Male	70000	5	Bachelors	Professional	Yes	3	10+ Miles	Pacific	38	No
25122	Single	Female	80000	5	Graduate Degree	Management	Yes	2	0-1 Miles	Pacific	39	No
25123	Married	Female	80000	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	39	No
25124	Single	Male	80000	5	Graduate Degree	Management	Yes	3	0-1 Miles	Pacific	39	No
25125	Married	Male	80000	5	Bachelors	Professional	Yes	3	0-1 Miles	Pacific	40	No
25128	Married	Male	60000	3	Bachelors	Professional	Yes	1	2-5 Miles	Pacific	41	No
25129	Single	Male	60000	3	Bachelors	Professional	No	1	0-1 Miles	Pacific	40	No
25130	Married	Male	70000	5	Bachelors	Professional	No	4	10+ Miles	Pacific	41	No
25131	Married	Male	70000	5	Bachelors	Professional	Yes	4	10+ Miles	Pacific	41	No
25132	Married	Female	70000	5	Bachelors	Professional	No	4	10+ Miles	Pacific	38	No
25134	Married	Male	80000	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	38	No
25135	Single	Male	80000	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	38	No
25136	Single	Male	80000	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	38	No
25137	Married	Female	80000	5	Bachelors	Professional	Yes	4	0-1 Miles	Pacific	38	No
25139	Married	Male	60000	3	Bachelors	Professional	No	2	0-1 Miles	Pacific	42	No
25140	Married	Female	60000	3	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	42	No
25141	Single	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	33	No
25142	Single	Female	30000	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	32	No
25143	Single	Female	30000	0	Partial College	Clerical	No	1	0-1 Miles	Europe	32	No
25144	Single	Male	30000	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	32	No
25145	Single	Male	30000	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	32	No
25147	Married	Female	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	49	No
25149	Married	Female	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	48	No
25151	Single	Female	80000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	50	No
25152	Single	Female	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	50	No
25153	Single	Male	100000	1	Bachelors	Management	No	4	0-1 Miles	North America	41	No
25154	Married	Male	110000	2	Bachelors	Management	Yes	3	2-5 Miles	North America	40	No
25156	Single	Female	130000	1	Graduate Degree	Management	No	4	0-1 Miles	North America	41	No
25157	Single	Female	80000	3	Bachelors	Management	Yes	1	2-5 Miles	North America	42	No
25158	Married	Female	90000	5	Partial College	Professional	Yes	3	0-1 Miles	North America	42	No
25159	Single	Female	100000	2	Partial College	Professional	Yes	0	2-5 Miles	North America	42	No
25160	Single	Female	100000	2	Partial College	Professional	Yes	1	2-5 Miles	North America	42	No
25164	Married	Male	70000	2	Partial College	Professional	No	1	0-1 Miles	North America	50	No
25165	Married	Female	70000	3	Partial College	Professional	Yes	0	0-1 Miles	North America	50	No
25166	Single	Male	70000	3	Partial College	Professional	Yes	0	5-10 Miles	North America	50	No
25167	Married	Male	80000	0	Partial College	Professional	No	1	0-1 Miles	North America	50	No
25168	Married	Male	80000	0	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	51	No
25170	Married	Male	90000	0	Partial College	Professional	Yes	1	10+ Miles	North America	43	No
25171	Married	Male	90000	0	Partial College	Professional	Yes	1	10+ Miles	North America	43	No
25172	Married	Male	130000	2	Bachelors	Management	Yes	4	0-1 Miles	North America	42	No
25173	Married	Female	80000	4	Partial College	Professional	Yes	2	5-10 Miles	North America	44	No
25174	Married	Female	90000	4	Partial College	Professional	Yes	4	5-10 Miles	North America	44	No
25176	Single	Male	130000	2	Bachelors	Management	No	4	0-1 Miles	North America	44	No
25177	Married	Male	70000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	45	No
25178	Married	Female	80000	4	Partial College	Professional	Yes	3	1-2 Miles	North America	45	No
25179	Married	Male	80000	4	Partial College	Professional	Yes	3	5-10 Miles	North America	45	No
25181	Married	Male	90000	3	High School	Professional	Yes	1	5-10 Miles	North America	45	No
25182	Married	Female	90000	3	High School	Professional	Yes	2	1-2 Miles	North America	45	No
25183	Married	Male	90000	3	High School	Professional	Yes	2	1-2 Miles	North America	45	No
25187	Married	Female	50000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	71	No
25188	Married	Male	40000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	70	No
25189	Married	Male	50000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	No
25190	Married	Female	60000	0	Graduate Degree	Management	Yes	2	5-10 Miles	North America	70	No
25194	Single	Female	70000	0	Partial High School	Skilled Manual	Yes	2	5-10 Miles	North America	52	No
25195	Single	Female	70000	0	Partial High School	Skilled Manual	No	2	1-2 Miles	North America	52	No
25196	Married	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	52	No
25197	Married	Male	60000	0	High School	Professional	Yes	2	5-10 Miles	North America	52	No
25200	Married	Male	40000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	54	No
25201	Married	Male	40000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	55	No
25202	Single	Male	40000	0	Partial College	Professional	Yes	2	5-10 Miles	North America	55	No
25205	Single	Male	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	57	No
25206	Single	Male	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	57	No
25207	Single	Female	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	57	No
25208	Single	Male	30000	0	High School	Professional	Yes	2	5-10 Miles	North America	57	No
25209	Single	Female	30000	0	High School	Professional	No	2	1-2 Miles	North America	57	No
25210	Married	Female	60000	4	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	41	No
25211	Married	Female	60000	4	Bachelors	Professional	Yes	3	10+ Miles	Pacific	42	No
25212	Married	Male	60000	5	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	43	No
25216	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	43	No
25217	Married	Male	80000	5	Bachelors	Professional	No	4	0-1 Miles	Pacific	39	No
25219	Married	Female	90000	4	Bachelors	Professional	No	0	0-1 Miles	Pacific	39	No
25220	Married	Female	60000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	44	No
25223	Single	Male	110000	0	Graduate Degree	Management	No	3	1-2 Miles	Pacific	40	No
25224	Single	Male	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	No
25227	Single	Male	80000	5	Bachelors	Professional	Yes	4	1-2 Miles	Pacific	41	No
25230	Single	Female	70000	0	Bachelors	Professional	No	1	5-10 Miles	Pacific	41	No
25232	Married	Female	100000	0	Bachelors	Professional	Yes	1	10+ Miles	Pacific	47	No
25233	Married	Male	100000	0	Bachelors	Professional	Yes	1	10+ Miles	Pacific	47	No
25236	Single	Male	70000	4	Bachelors	Professional	Yes	2	5-10 Miles	Pacific	44	No
25237	Married	Male	70000	4	Partial College	Skilled Manual	Yes	2	5-10 Miles	Pacific	44	No
25238	Married	Male	70000	4	Partial College	Skilled Manual	Yes	2	0-1 Miles	Pacific	44	No
25239	Married	Female	70000	4	Partial College	Skilled Manual	Yes	2	0-1 Miles	Pacific	44	No
25241	Married	Male	90000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	47	No
25244	Single	Male	70000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	49	No
25245	Single	Male	30000	0	Partial College	Clerical	No	2	0-1 Miles	Pacific	70	No
25246	Married	Male	40000	0	Bachelors	Management	Yes	1	5-10 Miles	Pacific	70	No
25247	Married	Female	70000	4	Partial College	Skilled Manual	Yes	3	10+ Miles	Pacific	46	No
25248	Married	Female	70000	4	Partial College	Skilled Manual	Yes	3	10+ Miles	Pacific	46	No
25251	Single	Female	70000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	Pacific	49	No
25253	Married	Male	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	30	No
25254	Single	Female	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	30	No
25255	Married	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
25256	Married	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	31	No
25257	Married	Male	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	No
25258	Married	Male	30000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	26	No
25259	Married	Male	30000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	27	No
25260	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
25261	Married	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	28	No
29370	Single	Male	30000	0	Bachelors	Clerical	No	1	2-5 Miles	Europe	79	No
25263	Single	Female	40000	0	Bachelors	Management	Yes	2	5-10 Miles	Pacific	68	No
25264	Single	Male	40000	0	High School	Skilled Manual	Yes	2	5-10 Miles	North America	29	No
25265	Single	Female	30000	0	Partial High School	Clerical	No	2	5-10 Miles	North America	27	No
25266	Single	Female	30000	0	Partial College	Clerical	No	2	5-10 Miles	Pacific	67	No
25267	Married	Male	40000	0	Bachelors	Management	Yes	2	5-10 Miles	Pacific	67	No
25268	Married	Male	60000	0	Graduate Degree	Management	No	1	0-1 Miles	Pacific	67	No
25269	Single	Female	60000	0	Graduate Degree	Management	Yes	1	5-10 Miles	Pacific	67	No
25274	Single	Female	40000	0	High School	Skilled Manual	No	2	1-2 Miles	North America	30	No
25275	Single	Female	40000	0	High School	Skilled Manual	No	2	1-2 Miles	North America	30	No
25276	Single	Female	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
25277	Single	Male	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	30	No
25278	Married	Female	40000	0	Partial College	Skilled Manual	Yes	1	5-10 Miles	North America	29	No
25279	Single	Female	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
25280	Single	Female	40000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	30	No
25282	Single	Male	50000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	32	No
25283	Single	Female	50000	0	Partial College	Skilled Manual	No	1	1-2 Miles	North America	32	No
25291	Married	Female	90000	4	Bachelors	Management	Yes	1	1-2 Miles	North America	38	No
25292	Single	Male	120000	1	Bachelors	Management	Yes	3	1-2 Miles	North America	39	No
25293	Married	Male	80000	3	Bachelors	Management	Yes	0	1-2 Miles	North America	43	No
25295	Married	Male	130000	5	Partial High School	Management	Yes	4	0-1 Miles	Pacific	37	No
25296	Married	Female	100000	3	Partial College	Professional	Yes	4	5-10 Miles	Europe	49	No
25297	Single	Male	30000	0	Partial College	Clerical	Yes	1	2-5 Miles	Europe	32	No
25298	Married	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	26	No
25299	Married	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	26	No
25300	Married	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	26	No
25302	Single	Male	30000	0	High School	Manual	No	1	1-2 Miles	Europe	28	No
25304	Single	Male	10000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	34	No
25310	Single	Female	10000	0	Partial High School	Manual	No	2	1-2 Miles	Europe	35	No
29315	Married	Female	90000	0	Bachelors	Professional	Yes	1	5-10 Miles	Pacific	48	No
25314	Single	Male	10000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	35	No
25315	Single	Male	10000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	35	No
25316	Single	Male	20000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	35	No
25317	Single	Male	20000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	35	No
25318	Single	Male	20000	0	Partial High School	Manual	Yes	2	1-2 Miles	Europe	35	No
25322	Single	Female	40000	2	Partial College	Clerical	No	1	0-1 Miles	Europe	35	No
25324	Single	Female	40000	2	Partial College	Clerical	Yes	2	1-2 Miles	Europe	35	No
25325	Single	Male	10000	0	Partial High School	Manual	No	2	0-1 Miles	Europe	88	No
28965	Married	Female	40000	0	High School	Professional	Yes	2	5-10 Miles	North America	57	No
25327	Married	Male	40000	3	Partial College	Clerical	Yes	0	0-1 Miles	North America	31	No
25328	Married	Female	40000	3	Partial College	Clerical	Yes	2	1-2 Miles	North America	32	No
25329	Single	Female	40000	3	Partial College	Clerical	No	2	0-1 Miles	North America	32	No
25330	Married	Female	40000	0	Graduate Degree	Skilled Manual	Yes	1	1-2 Miles	North America	77	No
25331	Married	Male	80000	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	40	No
25332	Married	Male	80000	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	40	No
25333	Single	Male	80000	0	Graduate Degree	Skilled Manual	No	0	0-1 Miles	North America	40	No
25335	Single	Male	20000	0	Partial High School	Manual	No	2	0-1 Miles	North America	52	No
25336	Single	Male	20000	0	Partial High School	Clerical	Yes	2	1-2 Miles	North America	52	No
25337	Single	Female	20000	0	Partial High School	Clerical	No	2	1-2 Miles	North America	52	No
25338	Single	Male	20000	0	Partial High School	Clerical	Yes	2	1-2 Miles	North America	52	No
25340	Single	Male	20000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	50	No
25341	Single	Female	20000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	51	No
25342	Single	Male	20000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	51	No
25343	Single	Female	20000	0	Partial High School	Clerical	Yes	2	1-2 Miles	North America	51	No
25345	Single	Female	20000	0	Partial High School	Clerical	Yes	2	1-2 Miles	North America	50	No
25346	Single	Male	20000	0	Partial High School	Clerical	Yes	2	1-2 Miles	North America	50	No
25347	Single	Female	20000	0	Partial High School	Clerical	No	2	0-1 Miles	North America	49	No
25348	Single	Female	30000	0	High School	Skilled Manual	No	2	0-1 Miles	North America	50	No
25349	Married	Male	30000	0	High School	Skilled Manual	Yes	2	1-2 Miles	North America	50	No
25350	Married	Male	20000	1	Partial High School	Clerical	Yes	2	1-2 Miles	North America	49	No
25351	Married	Female	20000	1	Partial High School	Clerical	Yes	2	0-1 Miles	North America	49	No
25352	Married	Male	20000	1	Partial High School	Clerical	No	2	0-1 Miles	North America	49	No
25353	Single	Female	20000	1	Partial High School	Clerical	Yes	2	1-2 Miles	North America	49	No
