rank,title,studio,lifetime_gross,year
14503,Chasing the Blues,Ammo,14030,2018
14504,The Escape,IFC,14018,2018
14505,Love and Money,Par.,14009,1982
14506,Il Futuro,Strand,14001,2013
14507,Three Peaks,Greenwich,14000,2019
14508,I'm Losing You,Strand,13996,1999
14509,Marebito,Tar.,13983,2005
14510,Abracadabra,Sony,13975,2017
14511,Screwball,Greenwich,13967,2019
14512,The Prey,Cohen,13959,2013
14513,Planet of Snail,CGld,13957,2012
14514,And Then Came Love,FoxM,13944,2007
14515,Up for Grabs,L/Z,13931,2005
14516,Yosemite,Mont.,13931,2016
14517,Weed the People,Abr.,13926,2018
14518,The Hallow,IFC,13906,2015
14519,Here and Now,AMBI,13892,2018
14520,This is Martin Bonner,Mont.,13888,2013
14521,Cut Sleeve Boys,Reg.,13875,2007
14522,Falling Away,Indic.,13869,2012
14523,The Protagonist,IFC,13850,2007
14524,Backcountry,IFC,13848,2015
14525,Live Free or Die,Think,13836,2007
14526,Sympathy for Delicious,Maya,13826,2011
14527,13 Sins,RTWC,13809,2014
14528,Poultrygeist: Night of the Chicken Dead,Troma,13804,2008
14529,The Times of Harvey Milk (re-issue),NYer,13801,2000
14530,Stavisky (2018 re-release),Rialto,13793,2018
14531,Touch Me Not,KL,13782,2019
14532,The Pretty One,Da.,13769,2014
14533,The Day He Arrives,CGld,13746,2012
14534,A Space Program,Zeit.,13739,2016
14535,Dorfman in Love,BSM,13737,2013
14536,The Architect,Magn.,13737,2006
14537,Don McKay,Imag.,13722,2010
14538,Full Grown Men,Emr.,13716,2008
14539,Who the #$&% Is Jackson Pollock,PicH,13710,2006
14540,Time to Die,FM,13707,2017
14541,Love for Sale: Suely in the Sky,Strand,13703,2007
14542,Amour Fou,FM,13702,2015
14543,After Love,Distrib.,13693,2017
14544,Daisies (2012 re-release),Jan.,13692,2012
14545,Laila's Birthday,Kino,13689,2009
14546,This One's for the Ladies,Super,13688,2019
14547,The Law in These Parts,CGld,13683,2012
14548,Tikkun,KL,13671,2016
14549,Red Trees,Cohen,13666,2017
14550,Poison Friends,Strand,13665,2007
14551,Soft Fruit,FoxS,13654,2000
14552,The Boy Downstairs,FR,13638,2018
14553,Convicts,MCE,13623,1991
14554,Fifi Howls From Happiness,MBox,13614,2014
14555,When the Iron Bird Flies,AM,13598,2012
14556,Legend of the Naga Pearls,WGUSA,13588,2017
14557,Reuniting the Rubins,Mont.,13569,2012
14558,Eli,Eros,13547,2015
14559,Dysfunctional Friends,DTP,13546,2012
14560,Paper Man,MPI,13514,2010
14561,Duane Hopwood,IFC,13510,2005
14562,Un Traductor,FM,13509,2018
14563,Handsome Harry,Pala.,13500,2010
14564,Shadowman,FM,13498,2017
14565,The Monk,ATO,13472,2013
14566,Looking for an Echo,Reg.,13465,2000
14567,Spices of Liberty,Hann.,13463,2016
14568,The Duelist,Sony,13450,2016
14569,The Escapist,IFC,13439,2009
14570,Benda Bilili!,NGE,13420,2011
14571,The Slaughter Rule,Cow.,13411,2003
14572,War of the Worlds: Goliath,BCMG,13385,2014
14573,Citadel,Cdgm.,13377,2012
14574,A Long Way Down,Magn.,13347,2014
14575,One Last Thing...,Magn.,13334,2006
14576,Shed Skin Papa,CL,13331,2018
14577,Hugo Pool,N.Arts,13330,1997
14578,"Yes Nurse, No Nurse",Reg.,13325,2004
14579,Violet Tendencies,Embr.,13304,2010
14580,Camp X-Ray,IFC,13302,2014
14581,Sherman's Way,ICir,13282,2009
14582,The Specials,Reg.,13276,2000
14583,Kicking It,LibE,13266,2008
14584,Late Spring (2016 re-release),Jan.,13254,2016
14585,Hagazussa,DR,13253,2019
14586,Days and Nights,IFC,13243,2014
14587,Harold,CityL,13229,2008
14588,Our Blood is Wine,MBox,13210,2018
14589,Red Obsession,A23,13199,2013
14590,Adderall Diaries,A24,13191,2016
14591,Blind Mountain,Kino,13164,2008
14592,La Mentale: The Code,IDP,13152,2004
14593,Sol LeWitt,Icar.,13146,2014
14594,The Pleasures of Being Out of Step,FRun,13137,2014
14595,Red Surf,AcdE,13136,1990
14596,All Things Fair,PFM,13128,1996
14597,The Trouble with Bliss,7A,13093,2012
14598,Under the Boardwalk: The Monopoly Story,Tost.,13080,2011
14599,The Program (2016),EOne,13074,2016
14600,The Winners,First,13066,1999
14601,Nothing But a Man (2012 re-release),APD/C,13063,2012
14602,My Mexican Shivah,Emr.,13042,2008
14603,Dog Days,Leis.,13031,2003
14604,Jim (2010),A23,13015,2010
14605,"How Much Does Your Building Weigh, Mr. Foster?",FRun,13013,2012
14606,Raja,FM,13000,2004
14607,Norwegian Wood,RF,13000,2012
14608,Leap Year (2011),Strand,12979,2011
14609,Bloodworth,Gold.,12971,2011
14610,Like Me,KL,12965,2018
14611,Skid Marks,Divr.,12959,2007
14612,K2: Siren of the Himalayas,FRun,12959,2014
14613,Little Boy Blue,Castle,12958,1998
14614,How Victor 'The Garlic' Took Alexey 'The Stud' to the Nursing Home,CARUSEL,12954,2018
14615,Puss in Boots (1988),Can.,12951,1988
14616,The World According to Shorts,NYer,12908,2006
14617,A Green Story,Indic.,12901,2013
14618,Alien Abduction,IFC,12897,2014
14619,Taipei Story (2017 re-release),Jan.,12897,2017
14620,Our Time,MR,12897,2019
14621,Rock Bottom,Wrin.,12890,2007
14622,J'entends plus la guitare,FDesk,12876,2008
14623,"Lou Andreas-Salomé, the Audacity to be Free",CLS,12875,2018
14624,I Trust You to Kill Me,FInd.,12854,2006
14625,Permanent,Magn.,12847,2017
14626,The Art of Being Straight,Reg.,12831,2009
14627,Neither Heaven Nor Earth,FM,12810,2016
14628,Children Underground,Cmx.,12798,2001
14629,Junction 48,Orch.,12795,2017
14630,Christmas at Maxwell's,Aloha,12781,2006
14631,In Search of Fellini,AMBI,12772,2017
14632,Lake City,Scre.,12767,2008
14633,Yakuza Apocalypse,Gold.,12756,2015
14634,Diamond's Edge,Castle,12751,1990
14635,Virginia,EOne,12728,2012
14636,War of the Buttons,WB,12712,1995
14637,Cobra Verde (re-issue),518,12702,2007
14638,The Time Guardian,Hemd,12682,1989
14639,Concerning Violence,KL,12680,2014
14640,Heal (2017),Pala.,12668,2017
14641,Special ID,WGUSA,12666,2014
14642,Backstage (2006),Strand,12663,2006
14643,Autumn,Truly,12655,2006
14644,August,First,12636,2008
14645,Bhopal: A Prayer for Rain,Rvl,12628,2014
14646,Lansdown,Outr.,12614,2002
14647,American Socialist: The Life & Times of Eugene Victor Debs,FRun,12609,2018
14648,Gory Gory Hallelujah,Indic.,12604,2005
14649,Freestyle: The Art of Rhyme,Palm,12600,2004
14650,Buddy Boy,FL,12597,2000
14651,Boy Meets Girl,CFilms,12589,2014
14652,Of Fathers and Sons,KL,12579,2018
14653,Around June,Indic.,12578,2012
14654,Dial M for Murder,WB,12562,1954
14655,My Art,FM,12554,2018
14656,Daltry Calhoun,Mira.,12551,2005
14657,"The Photographer, His Wife, Her Lover",Icar.,12546,2006
14658,Off Season,Indic.,12544,2019
14659,The Monster (2016),A24,12544,2016
14660,Blind,VE,12522,2017
14661,Jake's Corner,Emr.,12522,2008
14662,City of Women (2016 re-issue),Cohen,12516,2016
14663,Hit Me,Castle,12500,1998
14664,The Ones Below,Magn.,12488,2016
14665,"Kiki, Love to Love",Strand,12450,2016
14666,Felicite,Strand,12433,2017
14667,"10,000 Km",BG,12423,2015
14668,Seven Beauties (2017 re-release),KL,12408,2017
14669,For Ellen,Trib.,12396,2012
14670,American Chaos,SPC,12368,2018
14671,America the Beautiful 2: The Thin Commandments,PMKBNC,12366,2011
14672,Rebirth,Osci.,12358,2011
14673,Grassroots,Gold.,12356,2012
14674,Spin (2004),Inn.,12355,2004
14675,Storefront Hitchcock,Mira.,12355,1998
14676,Head Full of Honey,WB,12350,2018
14677,Backseat,Truly,12343,2008
14678,The Owl's Legacy,Icar.,12316,2018
14679,The Dust Factory,MGM,12311,2004
14680,Full Battle Rattle,MEnd,12306,2008
14681,Big Ain't Bad,BAB,12288,2004
14682,4 Days in France,CGld,12273,2017
14683,The Armor of Light,FFS,12267,2015
14684,Arabian Nights: Volume 1 - The Restless One,KL,12260,2015
14685,Wa-shoku: Beyond Sushi,UTMW,12240,2015
14686,The Living Wake,Mang.,12232,2010
14687,True Friends,2Gen,12231,1998
14688,Bricked,Gathr,12201,2019
14689,Let Yourself Go,Men.,12189,2018
14690,The Selfish Giant,IFC,12189,2013
14691,China Blue,Argo.,12185,2007
14692,Unknown Pleasures,NYer,12184,2003
14693,Elstree 1976,FR,12173,2016
14694,Staying Vertical,Strand,12158,2017
14695,Fritz Lang's Destiny (2016 re-release),KL,12156,2016
14696,Touch the Wall,TTW,12156,2014
14697,Shahid,UTV,12153,2013
14698,Wolves,KE,12139,2014
14699,Back Door Channels,FKF,12139,2011
14700,"If I Want to Whistle, I Whistle",FM,12135,2011
14701,In No Great Hurry: 13 Lessons in Life with Saul Leiter,mTuck,12133,2014
14702,The Most Unknown,Abr.,12119,2018
14703,Zen for Nothing,Zeit.,12107,2019
14704,Hot Water,Indic.,12101,2016
14705,The Last Broadcast,Wvl.,12097,1998
14706,The Kids Grow Up,Shad.,12095,2010
14707,Murder in the Park,IFC,12088,2015
14708,When Two Worlds Collide,FRun,12080,2016
14709,Little England,Crnth,12077,2015
14710,Close Call,Prm,12077,2004
14711,Sex Positive,Reg.,12069,2009
14712,Dreaming of Joseph Lees,FoxS,12044,1999
14713,Quartet (2019 re-release),Cohen,12042,2019
14714,Defamation,FRun,12038,2009
14715,The French Minister,IFC,12027,2014
14716,Lost Angels: Skid Row is My Home,CLS,12025,2012
14717,Picture Me,Strand,12008,2010
14718,Shaye & Kiki,Indic.,12000,2002
14719,The Vindicator,N/A,12000,1986
14720,Deep Gold,BFA,12000,2011
14721,Minding the Gap,Magn.,11998,2018
14722,Kill Zone 2,WGUSA,11998,2016
14723,Rick,Vita.,11991,2004
14724,The Legend of Leigh Bowery,Palm,11989,2003
14725,All Babes Want to Kill Me,HCF,11975,2005
14726,Last Stop for Paul,Mndt,11951,2008
14727,The Last Race,Magn.,11947,2018
14728,The Go-Getter,PArch,11931,2008
14729,Frank Serpico,IFC,11925,2017
14730,Yellow Asphalt,NYer,11907,2002
14731,In the Fog,Strand,11894,2013
14732,Of Horses and Men,MBox,11894,2015
14733,Vengeance Is Mine (re-issue),Jan.,11891,2007
14734,New York in the 50's,Avat.,11882,2001
14735,Smokers Only,Strand,11871,2002
14736,Quid Pro Quo,Magn.,11864,2008
14737,Revenge of the Mekons,MBox,11861,2014
14738,Far From Home,Vest,11859,1989
14739,Contre-Enquete,All.,11846,2008
14740,Dreams Rewired,Icar.,11843,2015
14741,Les Parents Terribles (2018 re-release),Cohen,11818,2018
14742,Janice Beard,Emp.,11816,2002
14743,Emptying the Skies,MBox,11811,2015
14744,Woman Is the Future of Man,NYer,11807,2006
14745,Chelsea on the Rocks,Aliq.,11799,2009
14746,The Dry Land,Free,11777,2010
14747,Falcon Rising,Free,11774,2014
14748,Sweet Virginia,IFC,11753,2017
14749,Blockade,Icar.,11750,2007
14750,Summer '03,Blue Fox,11746,2018
14751,Rid of Me,SD,11740,2011
14752,Writer of O,Zeit.,11728,2005
14753,Lucha Mexico,KL,11722,2016
14754,Marie's Story,FM,11720,2015
14755,White Wedding,Da.,11710,2010
14756,Hell's Kitchen,Cow.,11710,1999
14757,Hannah (2018),PDF,11700,2018
14758,One Peace at a Time,Mont.,11698,2009
14759,Breaking Up,WB,11690,1997
14760,My Voyage to Italy,Mira.,11683,2001
14761,Don't Call Me Son,Zeit.,11678,2016
14762,Pontiac Moon,Par.,11669,1994
14763,Salt of this Sea,Lorb.,11662,2010
14764,Home Is Where the Hart Is,Atl,11660,1987
14765,Charlie Countryman,MNE,11650,2013
14766,36 Saints,AFP,11640,2013
14767,Life of Riley,KL,11616,2014
14768,Angels in the Dust,CLS,11606,2007
14769,Tribes of Palos Verdes,IFC,11603,2017
14770,Living is Easy with Eyes Closed,Outs,11600,2014
14771,Operation Filmmaker,Icar.,11573,2008
14772,This is Our Land,Distrib.,11567,2018
14773,Crop Circles: Quest for Truth,Open,11562,2002
14774,Intoxicating,RA,11560,2004
14775,The Preppie Connection,IFC,11558,2016
14776,River of Grass,Osci.,11553,2016
14777,East of Havana,BMG,11550,2007
14778,The Ruins of Lifta,FRun,11548,2016
14779,Kidnapping of Michel Houellebecq,KL,11546,2015
14780,Ultrasuede,Trib.,11539,2012
14781,After the Cup: Sons of Sakhnin United,Vari.,11538,2010
14782,Dead Awake (2017),FR,11528,2017
14783,Girl Play,Wlfe.,11523,2005
14784,Elektra Luxx,Gold.,11514,2011
14785,You're Not You,EOne,11486,2014
14786,Manfast,HGS,11480,2003
14787,Waltzing Anna,KMG,11455,2006
14788,Whole New Thing,Pict.,11445,2007
14789,The Taqwacores,Strand,11445,2010
14790,Sputnik Mania,Bal.,11441,2008
14791,Gardens of the Night,CityL,11436,2008
14792,Quiet Chaos,IFC,11434,2009
14793,The Great Invisible,RTWC,11428,2014
14794,The Final Member,Drft.,11428,2014
14795,The Mesmerist,7Art,11422,2002
14796,Love Forbidden,Strand,11421,2003
14797,Le Grand Role,FRun,11419,2005
14798,Souvenir,Strand,11411,2018
14799,Taxidermia,Reg.,11408,2009
14800,Just Like a Woman,Cohen,11403,2013
14801,Beside Bowie: The Mick Ronson Story,PDF,11400,2017
14802,Verdict on Auschwitz,FRun,11396,2007
14803,Iron Warrior,TWE,11385,1987
14804,Camera Obscura,Fish,11384,2003
14805,Cherry,Abr.,11362,2010
14806,Family Fundamentals,Focus,11344,2002
14807,The Amazing Catfish,Strand,11342,2014
14808,Rendezvous in July (2018 re-release),Rialto,11321,2018
14809,Saigon Bodyguards,CJ,11314,2017
14810,Viktoria,BWP,11314,2016
14811,Cinemania,Loop,11305,2003
14812,"Otto; or, Up with the Dead People",Strand,11295,2008
14813,The Devil's Violinist,Free,11294,2015
14814,The Public Image is Rotten,Abr.,11293,2018
14815,Live Freaky! Die Freaky!,Wells,11290,2006
14816,Dishkiyaoon,Eros,11288,2014
14817,Jeruzalem,EpicPics,11287,2016
14818,Theo Who Lived,Zeit.,11271,2016
14819,Looking for Palladin,Wildc.,11268,2009
14820,Policeman,Crnth,11263,2014
14821,Bullitt County,Mr. Pictures,11257,2018
14822,In Like Flynn,Blue Fox,11255,2019
14823,Anonymous (2016),AD,11239,2016
14824,The Pathological Optimist,TFA,11222,2017
14825,The Assassin's Code,Grav.,11218,2018
14826,Tour Truffaut,Wins.,11206,1999
14827,Fat Girls,Reg.,11204,2007
14828,Ugetsu (2017 re-release),Jan.,11197,2017
14829,So Young,CL,11186,2013
14830,Children of Invention,N/A,11183,2010
14831,Lost in Beijing,NYer,11163,2008
14832,Greetings from Tim Buckley,Trib.,11157,2013
14833,The Last Party,Trit,11156,1993
14834,Made Me Do It,Indic.,11151,2019
14835,"Now, Forager",Argo.,11146,2012
14836,The Wedding Party 2: Destination Dubai,IronFlix,11140,2018
14837,Ferrante Fever,Greenwich,11137,2019
14838,Dragon (2012),RTWC,11137,2012
14839,The Suburbans,Sony,11130,1999
14840,The Surburbans,Sony,11130,1999
14841,InSight,CED,11100,2011
14842,Winning Girls Through Psychic Mind Control,Psyc.,11089,2005
14843,The Challenge (2017),KL,11043,2017
14844,The Woman with the Five Elephants,CGld,11026,2011
14845,Gasoline,Strand,11023,2003
14846,Pay 2 Play: Democracy's High Stakes,SFI,11021,2014
14847,The Front Line,WGUSA,11018,2012
14848,Midget Zombie Takeover,DWOES,11006,2013
14849,I Hate Valentine's Day,IFC,11004,2009
14850,The Conrad Boys,Newp.,11001,2006
14851,Christina,Indic.,11000,2010
14852,Manito,FM,11000,2003
14853,Pauly Shore is Dead,Reg.,11000,2004
14854,1001 Grams,KL,10983,2015
14855,Tales of the Night,GK,10975,2012
14856,Just Before I Go,Anch.,10970,2015
14857,Digging Up the Marrow,HF,10969,2015
14858,Henning Mankell's 'Wallander': The Revenge,MBox,10960,2012
14859,Sarah Palin - You Betcha!,Free,10935,2011
14860,Belle Toujours,NYer,10921,2007
14861,If the Dancer Dances,MR,10912,2019
14862,MC5: A True Testimonial,Avat.,10888,2004
14863,Stardom,Lions,10886,2000
14864,The Players,Wein.,10854,2014
14865,As It Is In Heaven,N/A,10850,2014
14866,What Happened Last Night,Gemelli,10844,2016
14867,Spring Fever,Strand,10824,2010
14868,Alone with Her,IFC,10787,2007
14869,The Man Who Shook the Hand of Vicente Fernandez,Indic.,10782,2012
14870,Time and Tide,Sony,10770,2001
14871,Mala Mala,Strand,10761,2015
14872,Special Forces,EOne,10759,2012
14873,A Resurrection,AD,10730,2013
14874,A Matter of Taste,Att.,10720,2001
14875,Freshman Orientation,Reg.,10718,2007
14876,Magic to Win,CL,10697,2011
14877,The Pleasure of Being Robbed,IFC,10687,2008
14878,Made in Cleveland,SE,10681,2013
14879,National Bird,FR,10656,2016
14880,Empire of Lust,CJ,10654,2015
14881,American Meat,LB,10650,2013
14882,Caucus,BFOA,10645,2013
14883,Robot Carnival,Stl.,10642,1991
14884,Mind the Gap,Zion,10637,2004
14885,One More Round,SilP.,10629,2005
14886,Pathfinder (1990),IFE,10628,1990
14887,Daughter of Mine,Strand,10628,2019
14888,Lovesong,Strand,10626,2017
14889,Jupiter's Wife,AL,10622,1995
14890,Peter and Vandy,Strand,10618,2009
14891,Rana's Wedding,Arab,10604,2003
14892,"Marriage, Italian Style (2011 re-release)",KC,10600,2011
14893,Inside the Mind of Leonardo Da Vinci in 3D,SD,10600,2014
14894,whaledreamers,Mont.,10584,2008
14895,Schizopolis,N.Arts,10580,1997
14896,Found Memories,FM,10575,2012
14897,China Heavyweight,Zeit.,10550,2012
14898,Nola,IDP,10550,2003
14899,The Cat Rescuers,Bal.,10542,2019
14900,Motorama,2Mn,10535,1993
14901,White Rainbow,Indic.,10529,2006
14902,"Fast Trip, Long Drop",Drif,10524,1995
14903,Fighting Tommy Riley,Free,10514,2005
14904,Waiting for Armageddon,FRun,10501,2010
14905,Splinter (2007),Magic,10497,2007
14906,Clarence (2017),Indic.,10495,2017
14907,Zero Kelvin,Kino,10493,1996
14908,Santa Mesa,Indic.,10490,2012
14909,The Autopsy of Jane Doe,IFC,10474,2016
14910,The Milk of Sorrow,Olive,10462,2010
14911,"Norte, the End of History",CGld,10457,2014
14912,Evil Intent,DWOES,10454,2013
14913,Class Rank,Cdgm.,10452,2018
14914,Rogue,TRR,10452,2008
14915,Let's Get Frank,Rnd.,10440,2004
14916,Stray Dogs,CGld,10433,2014
14917,In the Pit,Kino,10433,2007
14918,Mama Africa Miriam Makeba,Artma,10430,2018
14919,Love in the Time of Money,Think,10410,2002
14920,Home (2009 drama),Mont.,10405,2009
14921,Forgiving Dr. Mengele,FRun,10403,2006
14922,The Advocates,CLS,10402,2018
14923,Shanghai Calling,SM,10400,2013
14924,Around India with a Movie Camera,Icar.,10389,2018
14925,Elemental,TFC,10358,2013
14926,Zero Bridge,FDesk,10357,2011
14927,The Heir Apparent: Largo Winch,MBox,10352,2011
14928,Liv & Ingmar,Jan.,10347,2013
14929,So Goes the Nation,IFC,10337,2006
14930,Serial Killer 1,KL,10330,2016
14931,Battle for Haditha,Lafa.,10310,2008
14932,Oasis,Life,10304,2004
14933,Yomeddine,Strand,10303,2019
14934,Painted Woman,Amor,10298,2017
14935,The Vanished Empire,Kino,10289,2009
14936,Chaos,Din.,10289,2005
14937,Shepard and Dark,MBox,10278,2013
14938,The Eyes of Orson Welles,Jan.,10253,2019
14939,As It Is in Heaven (2008),Vita.,10236,2008
14940,The Endless Summer (2014 re-release),Mont.,10233,2014
14941,Amelia 2.0,TriCoast,10233,2017
14942,Approaching the Unknown,INDEP,10232,2016
14943,Steel City,Truly,10227,2007
14944,The Prince of the Himalayas,AM,10190,2011
14945,Miss Minoes,MBox,10189,2011
14946,Ethan Mao,Marg.,10178,2005
14947,The Forecaster,FOR,10172,2015
14948,Zindagi Rocks,Eros,10172,2006
14949,"Black Is, Black Ain't",Tara,10171,1995
14950,The Tiger and the Snow,Strand,10167,2006
14951,Glen or Glenda,Par.,10158,1981
14952,Heavy Trip,MBox,10153,2018
14953,A Bird of the Air,Pala.,10152,2011
14954,Husbands in Goa,UTV,10135,2012
14955,Revolution #9,Exil.,10133,2002
14956,Beta Test,Mirror,10104,2016
14957,"Good Morning, Night",Wells,10093,2005
14958,Putin's Kiss,KL,10082,2012
14959,Before I Disappear,IFC,10078,2014
14960,Little Accidents,Ampl.,10071,2015
14961,The Informant,MBox,10068,2013
14962,Kedma,Kino,10067,2003
14963,The Sunshine Makers,FR,10042,2017
14964,Come Undone (2010),FM,10035,2010
14965,Starry Starry Night,CL,10033,2012
14966,Suburban Birds,CGld,10028,2019
14967,Circle,Indic.,10024,2010
14968,The Mind of Mark DeFriest,CDF,10021,2015
14969,Arjun: The Warrior Prince,UTV,10017,2012
14970,Time Freak,Grindstone,10003,2018
14971,The Do-Deca-Pentathlon,RF,10000,2012
14972,"Hugh Hefner: Playboy, Activist and Rebel",P4,10000,2010
14973,Furious (Legend of Kolovrat),CARUSEL,9996,2018
14974,Into the Forest,A24,9995,2016
14975,Made in France,UTMW,9956,2016
14976,Act of God,Zeit.,9955,2009
14977,Wild Tigers I Have Known,IFC,9946,2007
14978,Nina's Heavenly Delights,Reg.,9936,2007
14979,Solo Con Tu Pareja,IFC,9915,2006
14980,Haunted Summer,Can.,9911,1988
14981,Streetwise (2019 re-release),Jan.,9904,2019
14982,If I Didn't Care,Elep.,9902,2007
14983,River Runs Red,Cdgm.,9893,2018
14984,Fix,Mang.,9890,2009
14985,In the Name Of,FM,9883,2013
14986,The Taxman,Pha.,9871,1999
14987,Please Stand By,Magn.,9868,2018
14988,Take Care of My Cat,Kino,9866,2002
14989,A Screaming Man,FM,9862,2011
14990,InchAllah (U.S. only),EOne,9840,2013
14991,Kabbalah Me,FRun,9816,2014
14992,Down Terrace,Magn.,9812,2010
14993,The River Within,InsL,9811,2009
14994,Birth of the Living Dead,FRun,9802,2013
14995,Cuba: Island of Music,Cn4,9791,2004
14996,Marius,KL,9781,2014
14997,Something to Cheer About,Truly,9777,2007
14998,Post Mortem,KL,9750,2012
14999,Welcome to the Punch,IFC,9747,2013
15000,Stolen Moments,FRun,9743,1998
15001,The Book of Life,Wells,9740,1999
15002,Finding Home,Castle,9736,2005
15003,It's the Rage,Silv.,9730,2000
15004,The President's Last Bang,Kino,9724,2005
15005,"If You Don't, I Will",FM,9719,2014
15006,Machines,KL,9710,2017
15007,Antoine and Antoinette (2013 re-issue),Rialto,9704,2013
15008,Brutal Beauty: Tales of the Rose City Rollers,CP,9677,2010
15009,Anatomy,Sony,9660,2000
15010,Endgame,Mont.,9645,2009
15011,The Quest of Alain Ducasse,Magn.,9627,2018
15012,Virgin,AL,9614,2004
15013,Macbeth,Truly,9613,2007
15014,The Unknown Soldier,FRun,9602,2007
15015,Rec 3: Genesis,Magn.,9600,2012
15016,Requiem,IFC,9600,2006
15017,Mammoth,IFC,9580,2009
15018,On the Other Side of the Tracks,Wein.,9572,2014
15019,Vito Bonafacci,CAVU,9570,2011
15020,Blackballed: The Bobby Dukes Story,7F,9528,2006
15021,Hotel Colonial,Orion,9526,1987
15022,The Lost Arcade,26 Aries,9522,2016
15023,Strangers on the Earth,FRun,9518,2018
15024,Living Proof,Gathr,9512,2017
15025,Open Season (1996),Leg.,9481,1996
15026,Still Life (2015),Trib.,9481,2015
15027,In the House of Flies,PDF,9480,2014
15028,Claire Dolan,NYer,9480,2000
15029,El Bonaerense,Men.,9470,2003
15030,Tru Loved,Reg.,9467,2008
15031,The Sasquatch Gang,Scre.,9458,2007
15032,Northern Lights (2013 re-release),APD/C,9453,2013
15033,As Tears Go By,Kino,9436,2008
15034,If I Were You,KL,9432,2013
15035,I'll Sing for You,FRun,9425,2004
15036,Zero Charisma,Trib.,9417,2013
15037,"One Cut, One Life",FRun,9406,2015
15038,"L'Chayim, Comrade Stalin!",CGld,9397,2003
15039,Smiley Face,First,9397,2007
15040,Two by Scorsese (re-issue),Kino,9395,2005
15041,Primo Amore,Strand,9392,2005
15042,Miss Kiet's Children,Icar.,9384,2017
15043,Acts of Worship,Mnf.,9377,2003
15044,Crazy Like a Fox,DFF,9376,2006
15045,Radio Free Albemuth,Free,9365,2014
15046,Young People Fucking,Blow.,9359,2008
15047,The End of Love,Vari.,9342,2013
15048,200 Cartas,VF,9338,2013
15049,Milk and Honey,Wells,9331,2005
15050,The Immortalists,Gathr,9331,2014
15051,Honeymoon,Magn.,9318,2014
15052,Better Mus' Come,AFFRM,9318,2013
15053,Wonderful World,Magn.,9309,2010
15054,Rolling Family,Palm,9291,2006
15055,Chosen,MDL,9283,2016
15056,The Aspern Papers,Cohen,9277,2019
15057,The City Dark,Argo.,9269,2012
15058,Hooligan Sparrow,TFC,9263,2016
15059,Illusion,Slow,9261,2006
15060,Crossing the Line,Kino,9258,2007
15061,Every Thing Will be Fine,IFC,9233,2015
15062,The Sacrament,Magn.,9221,2014
15063,The Ledge,IFC,9216,2011
15064,11 Flowers,FRun,9213,2013
15065,Ghost Team One,TFA,9195,2013
15066,Trouble Every Day (2013 re-release),FDesk,9189,2013
15067,Frank and Lola,Pala.,9188,2016
15068,The Young Girl and the Monsoon,AL,9186,2001
15069,Robert Blecker Wants Me Dead,Abr.,9166,2009
15070,Thirst Street,Gold.,9129,2017
15071,Cupcakes,Strand,9129,2015
15072,Call Me Kuchu,Cdgm.,9124,2013
15073,Faith Connections,KL,9111,2014
15074,Lycan,PDF,9110,2017
15075,The Eyes,PDF,9104,2017
15076,Julian Schnabel: A Private Portrait,Cohen,9103,2017
15077,Decoding Deepak,SF,9100,2012
15078,Eight Days a Week,Leg.,9090,1999
15079,Il Posto,Cow.,9080,2002
15080,Out of the Past (1998),Zeit.,9078,1998
15081,ABC Africa,NYer,9075,2002
15082,Janky Promoters,TRR,9069,2009
15083,Hi-Life,Lions,9066,1998
15084,El Mar La Mar,CGld,9065,2018
15085,Living Life,FmC.,9064,2005
15086,The Lesson,FM,9045,2015
15087,Tequila Body Shots,Hrtl,9037,1999
15088,Chronic,MR,9033,2016
15089,Clandestine Childhood,IFC,9017,2013
15090,Step Up: High Water Premiere,Fathom,9005,2018
15091,Art of Submission,PMP,9004,2012
15092,Station to Station,SD,9000,2015
15093,Zoo Wars,PDF,8998,2018
15094,An Eye for Beauty,MR,8994,2015
15095,Survivors Guide to Prison,Grav.,8982,2018
15096,Brotherhood (Broderskab),Olive,8979,2010
15097,Big Words,AFFRM,8965,2013
15098,Slipstream,Strand,8965,2007
15099,Magnus,FR,8944,2016
15100,Three Stars,FRun,8942,2012
15101,Summer of '67,MS,8941,2018
15102,Black White + Gray: A Portrait of Sam Wagstaff and Robert Mapplethorpe,Arth.,8939,2007
15103,Corpo Celeste,FM,8919,2012
15104,Beauty and the Dogs,Osci.,8915,2018
15105,"Cassandro, the Exotico!",FM,8914,2019
15106,The Hawk,Castle,8906,1993
15107,The Last King,Magn.,8905,2016
15108,Imagining Argentina,Aren,8899,2004
15109,Northern Soul,Free,8886,2015
15110,White Elephant,Strand,8884,2013
15111,Strike,L/Z,8872,2007
15112,B-Side,Indic.,8870,2015
15113,The Swenkas,7Art,8860,2005
15114,Senorita Extraviada,Bal.,8858,2003
15115,Special Treatment,FRun,8856,2011
15116,Meanest Man in Texas,Ammo,8850,2019
15117,The Pardon,Mont.,8845,2015
15118,Providence,MS,8840,2016
15119,Home Run Showdown,Imag.,8824,2012
15120,The Cabinet of Dr. Caligari (2014 re-release),KL,8811,2014
15121,Paul Coelho's Best Story,MBox,8808,2015
15122,Dawn of the Crescent Moon,Indic.,8799,2015
15123,Hell Baby,MNE,8785,2013
15124,Blood and Concrete,IRS,8780,1991
