rank,title,studio,lifetime_gross,year
11523,Max Rose,Pala.,66680,2016
11524,The Notebook (2014),SPC,66559,2014
11525,Diggers,Magn.,66517,2007
11526,Tideland,Think,66453,2006
11527,Vodka Lemon,NYer,66361,2004
11528,Deadfall (2012),Magn.,66351,2012
11529,Pinjar,NEM,66290,2003
11530,Dance Me Outside,Shad.,66229,1995
11531,Absolute Wilson,NYer,66217,2006
11532,Just a Little Harmless Sex,Pha.,66194,1999
11533,King Georges,IFC,66175,2016
11534,A Beautiful Life,CL,66171,2011
11535,Dancing Across Borders,FRun,66166,2010
11536,Beijing Bicycle,SPC,66131,2002
11537,Shaolin,Vari.,66099,2011
11538,Darshan,IFC,66032,2006
11539,Spooky House,Ent.H,65875,2002
11540,The Talent Given Us,Vita.,65827,2005
11541,Shadey,Skou,65817,1987
11542,My Brother,Code,65797,2007
11543,Titanic Town,Shoot.,65793,2000
11544,Among Giants,FoxS,65748,1999
11545,Eden,BG,65460,2015
11546,The Real Dirt on Farmer John,Slow,65429,2006
11547,Architects of Denial,Da.,65424,2017
11548,Beuys,KL,65410,2018
11549,Redacted,Magn.,65388,2007
11550,The Violin,FM,65298,2007
11551,Mad About Mambo,USA,65283,2000
11552,Madame Butterfly,Arro.,65196,1996
11553,On the Run: Trilogy 1,Magn.,65172,2004
11554,Shoujyo: The Adolescent,Indic.,65171,2005
11555,Through a Lens Darkly,FRun,65169,2014
11556,Julia (2009),Magn.,65108,2009
11557,Aberdeen,FRun,65090,2001
11558,Racing Dreams,Hann.,65082,2010
11559,The Wild Child (re-issue),FDesk,65051,2008
11560,CSNY: Deja Vu,RAtt.,65025,2008
11561,Right at Your Door,RAtt.,65018,2007
11562,Nice Girls Don't Explode,NW,65000,1987
11563,James' Journey to Jerusalem,Zeit.,64967,2004
11564,Toys in the Attic,Hann.,64918,2012
11565,Under the Tree,Magn.,64903,2018
11566,Bloodline,CLS,64698,2008
11567,Monsieur Verdoux (re-issue),FDesk,64636,2008
11568,Battle of the Brides (Co Dau Dai Chien),Vari.,64572,2011
11569,Serbis,Reg.,64536,2009
11570,The Duke of Burgundy,IFC,64521,2015
11571,Let the Fire Burn,Zeit.,64489,2013
11572,Even Money,YFG,64458,2007
11573,The Teacher,FM,64437,2017
11574,My Lucky Star,CL,64432,2013
11575,Girlfriend Boyfriend - GF BF,CL,64414,2012
11576,Just a Kiss,ParC,64389,2002
11577,D'Lucky Ones,ABS,64352,2006
11578,Rock School,PicH,64310,2005
11579,Cohen and Tate,Hemd,64227,1989
11580,Losing Chase,CFP,64161,1996
11581,The World,Zeit.,64123,2005
11582,Art of the Steal,RTWC,64065,2014
11583,Chihwaseon,Kino,64029,2003
11584,The Human Resources Manager,FM,64014,2011
11585,Jealousy,Distrib.,63946,2014
11586,Microbe & Gasoline,Scre.,63802,2016
11587,The Office,CL,63675,2015
11588,Dans Paris,IFC,63667,2007
11589,Her Majesty,Pan.,63652,2004
11590,Heropanti,UTV,63649,2014
11591,The Details,RTWC,63595,2012
11592,The Tenth Man,KL,63564,2016
11593,A Plumm Summer,Free,63521,2008
11594,S.F.W.,Gram.,63513,1995
11595,All About Eve,Fox,63463,1950
11596,National Lampoon's Movie Madness,UA,63405,1982
11597,Untold Scandal,Kino,63332,2004
11598,Trapped (2016),Abr.,63241,2016
11599,I Can Speak,CJ,63239,2017
11600,Delta of Venus,FL,63174,1995
11601,The Nines,NM,63165,2007
11602,Skills Like This,Shad.,63163,2009
11603,No Tears for the Dead,CJ,63063,2014
11604,Summer Palace,Palm,63045,2008
11605,Creative Control,Magn.,63014,2016
11606,Let the Bullets Fly,Vari.,63012,2012
11607,Aftershock (Tangshan Dadizhen),CL,62962,2010
11608,Private Property,NYer,62897,2007
11609,The Mudge Boy,Strand,62852,2004
11610,Cool It,RAtt.,62713,2010
11611,No Such Thing,MGM,62703,2002
11612,Survival Quest,MGM,62683,1989
11613,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Magn.,62660,2015
11614,Becoming Traviata,Distrib.,62652,2013
11615,The Order of Myths,CGld,62645,2008
11616,Meet Bill,First,62597,2008
11617,Tomorrow,UTMW,62511,2017
11618,The Last Sentence,MBox,62506,2014
11619,The Providence Effect,Slow,62500,2009
11620,The Tiger Hunter,Shout!,62398,2017
11621,Mail Order Wife,Tar.,62387,2005
11622,Vajra Sky Over Tibet,Truly,62356,2006
11623,Mifune: The Last Samurai,Strand,62279,2016
11624,Maya Lin: A Strong Clear Vision,OcR,62186,1995
11625,Public Speaking,Rialto,62173,2011
11626,Posterboy,Reg.,62062,2006
11627,Proteus,Strand,62031,2004
11628,Trigun: Badlands Rumble,Elev.,62027,2011
11629,Tragedy Girls,G&S,61899,2017
11630,Love Is All There Is,Gold.,61875,1996
11631,Alice's House (A Casa de Alice),Vita.,61822,2008
11632,King Lear,Can.,61821,1988
11633,If a Tree Falls: A Story of the Earth Liberation Front,Osci.,61794,2011
11634,Love at Stake,TriS,61789,1988
11635,Sightseers,IFC,61782,2013
11636,Viva Riva!,MBox,61759,2011
11637,Deal,MGM,61626,2008
11638,Alamar,FM,61613,2010
11639,Flowers,MBox,61568,2015
11640,Only You,CL,61565,2015
11641,Backwards,Da.,61465,2012
11642,Time of the Wolf,Palm,61439,2004
11643,Donald Cried,Orch.,61406,2017
11644,Silent Tongue,Trim.,61274,1994
11645,Judy Berlin,Shoot.,61236,2000
11646,Young and Beautiful,IFC,61067,2014
11647,Dark Star: H.R. Giger's World,Icar.,61044,2015
11648,War Photographer,FRun,61040,2002
11649,Don't Stop Believin': Everyman's Journey,Cdgm.,61018,2013
11650,The Holy Mountain (re-issue),Abk.,61001,2007
11651,Love and Honor,Elev.,60910,2008
11652,Chelsea Walls,Lions,60902,2002
11653,The Wicker Man - Final Cut,Rialto,60891,2013
11654,The Good Old Naughty Days,Strand,60862,2003
11655,It's Pat,BV,60822,1994
11656,It's a Disaster,Osci.,60818,2013
11657,You I Love,Pict.,60815,2004
11658,Girlhood (2015),Strand,60765,2015
11659,Aurora Borealis,Reg.,60729,2006
11660,The Bulgarian Lovers,TLA,60712,2004
11661,Rachel River,Tau,60698,1989
11662,Mister Foe,Magn.,60641,2008
11663,How to Live Forever,Vari.,60630,2011
11664,Noi,Palm,60555,2004
11665,Siddharth,Zeit.,60537,2014
11666,The Long Way Home,7Art,60509,1997
11667,Too Late,Vanishing,60438,2016
11668,Jerichow,CGld,60379,2009
11669,Treeless Mountain,Osci.,60336,2009
11670,Limelight,Magn.,60335,2011
11671,Boogie Man: The Lee Atwater Story,IPos.,60332,2008
11672,Worlds Apart,CLS,60298,2017
11673,Crime After Crime,LSF,60291,2011
11674,Girl Asleep,Osci.,60289,2016
11675,Joe the King,Trim.,60279,1999
11676,Neighboring Sounds,CGld,60255,2012
11677,Ikiru (Re-issue),Cow.,60239,2002
11678,Jauja,CGld,60231,2015
11679,Never Goin' Back,A24,60215,2018
11680,How I Live Now,Magn.,60213,2013
11681,Silent Light,PalT,60200,2009
11682,Presenting Princess Shaw,Magn.,60197,2016
11683,Carnage,Wells,60158,2003
11684,Gueros,KL,60114,2015
11685,Just One Drop,Gathr,60078,2017
11686,Gregory Crewdson: Brief Encounters,Zeit.,60064,2012
11687,Cooties,LGP,60058,2015
11688,Manolo: The Boy Who Made Shoes for Lizards,MBox,60056,2017
11689,Down and Out with the Dolls,Indic.,60000,2003
11690,The Million Dollar Hotel,Lions,59989,2001
11691,3 (2011),Strand,59954,2011
11692,The Force (2017),KL,59912,2017
11693,Bicycling with Moliere,Strand,59874,2014
11694,The Alarmist,Lions,59864,1998
11695,Where is Kyra?,Great Point,59717,2018
11696,Frontera,Magn.,59696,2014
11697,Wetlands,Strand,59478,2014
11698,Murder 2,Eros,59472,2011
11699,Time Renegades,CJ,59425,2016
11700,Cheap Thrills,Drft.,59424,2014
11701,Ten Little Indians,Can.,59405,1989
11702,Sweet Dreams (2013),ICir,59403,2013
11703,Bomb City,Grav.,59329,2018
11704,Bang! The Bert Berns Story,Abr.,59299,2017
11705,Crossing the Line (1991),Mira.,59227,1991
11706,Walk of Shame,Focus,59209,2014
11707,Roman Polanski: Wanted and Desired,Think,59192,2008
11708,Phobia,Par.,59167,1980
11709,The Young Unknowns,Indic.,59166,2003
11710,Declaration of War,IFC,59100,2012
11711,The Trials of Muhammad Ali,KL,59081,2013
11712,Vulgaria,CL,59059,2012
11713,Screen Door Jesus,Indic.,59000,2005
11714,"Westwood: Punk, Icon, Activist",Greenwich,58979,2018
11715,Shiloh 2: Shiloh Season,Leg.,58946,1999
11716,The One I Wrote For You,Abr.,58872,2014
11717,Sonatine,Roll.,58834,1998
11718,Maxed Out,Magn.,58829,2007
11719,Side By Side,Trib.,58825,2012
11720,The Aura,IFC,58804,2006
11721,What We Do Is Secret,PArch,58776,2008
11722,Sagrada: The Mystery of Creation,FRun,58755,2014
11723,I Smile Back,BG,58738,2015
11724,Mother of Tears,Myr.,58669,2008
11725,Wasabi Tuna,Cafe,58667,2004
11726,The Conformist (2014 re-release),KL,58657,2014
11727,Eyes Without a Face (Re-issue),Rialto,58565,2003
11728,Aftershock,RTWC,58510,2013
11729,Home Delivery,Eros,58499,2005
11730,And God Spoke,Art.,58484,1994
11731,Four Seasons Lodge,FRun,58334,2009
11732,Rudderless,Gold.,58293,2014
11733,Gozu,Path.,58202,2004
11734,Faust,Leis.,58132,2013
11735,Betty,MK2,58099,1993
11736,Prey for Rock and Roll,MAC,58040,2003
11737,Voices of Iraq,Magn.,57999,2004
11738,Il Boom (2017 re-release),Rialto,57962,2017
11739,House of Fools,ParC,57862,2003
11740,The End of Poverty?,CLS,57805,2009
11741,Vanishing Time: A Boy Who Returned,Dreamwest,57759,2016
11742,Rififi (2015 re-release),Rialto,57749,2015
11743,Command and Control,AEF,57635,2016
11744,Only the Strong Survive,Mira.,57581,2003
11745,Woman Walks Ahead,A24,57528,2018
11746,Sold,Mats.,57527,2016
11747,Borgman,Drft.,57474,2014
11748,"Patrik, Age 1.5",Reg.,57468,2009
11749,Lost in Thailand,WAMCR,57387,2013
11750,Bhavesh Joshi Superhero,Eros,57376,2018
11751,Ramen Heads,FB,57345,2018
11752,Finding Amanda,Magn.,57297,2008
11753,Keys to Tulsa,Gram.,57252,1997
11754,Kuch Khatti Kuch Meethi,Eros,57188,2001
11755,Gumby: The Movie,Arro.,57100,1995
11756,Pele: Birth of a Legend,IFC,57046,2016
11757,The Way We Laughed,NYer,57009,2001
11758,The Embalmer,FRun,56878,2003
11759,The Canyons,IFC,56825,2013
11760,The Rocket (2014),KL,56823,2014
11761,Ilo Ilo,FM,56773,2014
11762,Harvard Man,Cow.,56653,2002
11763,Children of the Century,Emp.,56611,2002
11764,The Bag Man,Cdgm.,56574,2014
11765,Farmageddon,KMP,56573,2011
11766,The Two of Us,Rialto,56558,2005
11767,Django,UTMW,56556,2018
11768,DONGJU: The Portrait of a Poet,CJ,56550,2016
11769,Beyond the Black Rainbow,Magn.,56491,2012
11770,The Turin Horse,CGld,56391,2012
11771,Beautiful Losers,Side.,56386,2008
11772,Big Men,Abr.,56286,2014
11773,Chapter 27,PArch,56215,2008
11774,Divan,Zeit.,56214,2004
11775,Wedding Doll,Strand,56196,2016
11776,Kart Racer,All.,56146,2003
11777,Feast,W/Dim.,56131,2006
11778,Dorm Daze,120,56127,2003
11779,Promenons-nous dans les bois,Pha.,56119,2000
11780,In Bloom,BWP,56092,2014
11781,"God Said, 'Ha!'",Mira.,55970,1999
11782,Nijinsky: The Diaries of...,Wells,55968,2002
11783,Beautiful Creatures,Focus,55835,2001
11784,Terms and Conditions May Apply,Vari.,55824,2013
11785,L'attesa,Osci.,55804,2016
11786,Looking for Eric,IFC,55804,2010
11787,Triad Election,Tar.,55758,2007
11788,Sangre de Mi Sangre,IFC,55730,2008
11789,Hellion,IFC,55708,2014
11790,Wings of Honneamise,Tara,55572,1995
11791,The Gardener,Grav.,55523,2018
11792,Finding Joe,Bal.,55518,2011
11793,The Boys: The Sherman Brothers' Story,BV,55513,2009
11794,The Lovers and the Despot,Magn.,55511,2016
11795,Entertainment,Magn.,55506,2015
11796,The Paris Opera,FM,55482,2017
11797,The Other Side of the Street,Strand,55459,2005
11798,Anthony Kaun Hai,AdL.,55418,2006
11799,Voyage of Time: The IMAX Experience,Imax,55409,2016
11800,That Man: Peter Berlin,Gori.,55398,2006
11801,Bajatey Raho,Eros,55397,2013
11802,Into Eternity,ICir,55366,2011
11803,Dracula: Pages from a Virgin's Diary,Zeit.,55365,2003
11804,C.O.G.,Scre.,55301,2013
11805,Natural Selection,CGld,55282,2012
11806,Roadside Romeo,Yash,55202,2008
11807,The Tracker,Artma,55188,2004
11808,Shadow of China,NL,55166,1991
11809,Dirty Girl,Wein.,55125,2011
11810,Regression,W/Dim.,55039,2016
11811,Clown,W/Dim.,55007,2016
11812,Ciao America,NAm.,54965,2002
11813,Swimming Upstream,MGM,54965,2005
11814,Starred Up,Trib.,54915,2014
11815,Snowmen,Cdgm.,54805,2011
11816,Once in the Life,Lions,54780,2000
11817,Orphans,Shoot.,54754,2000
11818,Six Ways to Sunday,Strat.,54751,1999
11819,10th & Wolf,Think,54702,2006
11820,The Nature of Existence,WS,54645,2010
11821,In a Dream,ICir,54640,2009
11822,Lucky Break,Par.,54606,2002
11823,Grand Champion,Inn.,54579,2004
11824,The Lottery,Vari.,54543,2010
11825,Half of a Yellow Sun,Mont.,54529,2014
11826,Twentynine Palms,Wells,54523,2004
11827,The Harimaya Bridge,Elev.,54473,2010
11828,The Grandfather,Mira.,54468,1999
11829,La Boheme,Emr.,54464,2009
11830,L.A. Twister,Indic.,54444,2004
11831,RRRrrrr!!!,Chri.,54361,2004
11832,Schizo,Pict.,54357,2005
11833,Harlan: In the Shadow of Jew Suss,Zeit.,54305,2010
11834,The Search for General Tso,IFC,54275,2015
11835,Diary of a Chambermaid,Cohen,54235,2016
11836,Return of the Living Dead III,Trim.,54207,1993
11837,Mission Park,AMP,54204,2013
11838,Extraordinary Mission,Crimson,54174,2017
11839,Le Joli Mai,Icar.,54168,2013
11840,Jungle,Eros,54125,2000
11841,My King (Mon roi),FM,54114,2016
11842,The Ark of Mr. Chow,CL,54075,2015
11843,Broken Hill,AAMP,54058,2009
11844,Low Down,Osci.,54051,2014
11845,Hateship Loveship,IFC,54030,2014
11846,Beloved Sisters,MBox,54030,2015
11847,Deitrick Haddon's A Beautiful Soul,TMF&RE,54008,2012
11848,Dangerous Liaisons (2012),WGUSA,54000,2012
11849,Surviving Progress,FRun,53953,2012
11850,Afraid of the Dark,FL,53932,1992
11851,"1,000 Times Good Night",FM,53895,2014
11852,At Middleton,Anch.,53837,2014
11853,Ballot Measure 9,Zeit.,53819,1995
11854,Free Men,FM,53810,2012
11855,Bart Got a Room,Anch.,53760,2009
11856,Not Forgotten,Anch.,53744,2009
11857,The Doctor from India,Zeit.,53743,2018
11858,Hukkle,Shad.,53715,2003
11859,The Other F Word,Osci.,53714,2011
11860,Leonie,Mont.,53692,2013
11861,Intimate Relations,FoxS,53662,1997
11862,In a Valley of Violence,FCW,53647,2016
11863,Kalamazoo?,Reel,53609,2006
11864,Mannat,Eros,53589,2006
11865,La Petite Jerusalem,Kino,53580,2006
11866,Under the Domim Tree,Strand,53532,1996
11867,God of War,WGUSA,53496,2017
11868,Pandora's Box (1929) (re-issue),Kino,53485,2006
11869,Plagues and Pleasures on the Salton Sea,Tila.,53471,2006
11870,High Strung (2016),Pala.,53447,2016
11871,93Queen,Abr.,53361,2018
11872,God of Vampires,Noct.,53345,2010
11873,High Lonesome: The Story of Bluegrass Music,Tara,53319,1994
11874,Ugly Me,ArcA.,53250,2008
11875,"Police, Adjective",IFC,53206,2009
11876,Boys Life 4: Four Play,Strand,53169,2003
11877,Aloft,SPC,53086,2015
11878,A Trip to the Moon/The Extraordinary Voyage,FA,52986,2012
11879,Ping Pong Summer,Grav.,52909,2014
11880,Finishing the Game,IFC,52868,2007
11881,Billy the Kid,Elep.,52823,2007
11882,To Be Takei,SM,52823,2014
11883,Southie,Lions,52819,1999
11884,Occupy Unmasked,Magn.,52768,2012
11885,The Club,MBox,52761,2016
11886,Being 17,Strand,52713,2016
11887,"Women, Art, Revolution",Zeit.,52681,2011
11888,Reggie's Prayer,Arro.,52665,1997
11889,Prisoners of the Sun,Skou,52654,1991
11890,Close to You,ABS,52654,2006
11891,PIERROT LE FOU,Jan.,52640,2007
11892,A Brother's Kiss,First,52632,1997
11893,Red Lights (2012),MNE,52624,2012
11894,Jodi Breakers,Yash,52618,2012
11895,Hatchet 2,Vita.,52604,2010
11896,The Chumscrubber,NM,52597,2005
11897,Forza del Destino at Florence,Emr.,52577,2008
11898,The Last Man on the Moon,Grav.,52482,2016
11899,Cropsey,CP,52476,2010
11900,Visual Acoustics,Arth.,52467,2009
11901,Going Attractions: The Definitive Story of the American Drive-in Movie,DID,52458,2013
11902,OPA!,Cdgm.,52453,2009
11903,The Only Thrill,Leg.,52436,1998
11904,Trucker,Mont.,52429,2009
11905,Breath Made Visible,Argo.,52387,2010
11906,$9.99,Reg.,52384,2008
11907,The Spirit of '76,Col.,52310,1990
11908,The Human Experience,Gr.,52296,2010
11909,Dynamite Warrior,Magn.,52292,2007
11910,Breaking the Rules,Mira.,52285,1992
11911,My Journey Through French Cinema,Cohen,52214,2017
11912,Nunzio,Uni.,52195,1978
11913,Dare Not Walk Alone,Indic.,52166,2008
11914,The Missing Picture,Strand,52164,2014
11915,Follow Me Home,NMl.,52155,1997
11916,"Surfer, Dude",Anch.,52132,2008
11917,Before We Vanish,Super,52087,2018
11918,Screamers (2006),Maya,52034,2006
11919,Herod's Law,Ven.,52000,2003
11920,My Annoying Brother,CJ,51996,2016
11921,Exiled,Magn.,51957,2007
11922,Cemetery of Splendor,Strand,51950,2016
11923,Will It Snow for Christmas?,Zeit.,51950,1997
11924,Julian Po,FL,51942,1997
11925,Hiding and Seeking,FRun,51936,2004
11926,Strength and Honor,Slow,51933,2007
11927,Disorder,IFC,51879,2016
11928,The Quay Brothers in 35mm,Zeit.,51858,2015
11929,Beautiful Accident,CL,51766,2017
11930,Home of the Brave,MGM,51708,2006
11931,Burma VJ,Osci.,51672,2009
11932,"This World, Then the Fireworks",MGM,51618,1997
11933,Moonlight,Indic.,51570,2006
11934,Agnivarsha - The Fire and the Rain,Cineb.,51549,2002
11935,Boss of It All,IFC,51548,2007
11936,The Motel,Palm,51540,2006
11937,Tickling Giants,Sarkasmos,51499,2017
11938,Pulse (2005),Magn.,51420,2005
11939,Over Your Cities Grass Will Grow,AM,51301,2011
11940,The Great Silence (2018 re-release),FM,51290,2018
11941,Venus and Serena,Magn.,51271,2013
11942,Fall,5Min.,51266,1997
11943,Switchblade Sisters (Re-issue),Roll.,51264,1996
11944,Amu,Emr.,51251,2007
11945,God's Sandbox,Indic.,51246,2005
11946,God Loves Uganda,Vari.,51229,2013
11947,Battleship Potemkin (2011 re-issue),Kino,51198,2011
11948,Vatel,Mira.,51080,2000
11949,The Unknowns,Gathr,51035,2016
11950,Alila,Kino,50961,2004
11951,The Ogre,Kino,50935,1998
11952,We Come As Friends,BBC,50921,2015
11953,Grace Is Gone,Wein.,50899,2007
11954,Like for Likes,CJ,50839,2016
11955,Gunnin' for That #1 Spot,Osci.,50804,2008
11956,johns,First,50789,1997
11957,Sirf Tum,Eros,50785,1999
11958,Long Night's Journey Into Day,7Art,50715,2000
11959,December Boys,WIP,50715,2007
11960,Sukiyaki Western Django,First,50659,2008
11961,The Line King: Al Hirschfeld,Castle,50605,1996
11962,The Ornithologist,Strand,50511,2017
11963,After Midnight,Avat.,50469,2004
11964,Keep Quiet,KL,50451,2017
11965,American Casino,Argo.,50437,2009
11966,Legend of the Fist: The Return of Chen Zhen,Vari.,50433,2011
11967,Painted Skin: The Resurrection,WGUSA,50425,2012
11968,Wake in Fright,Drft.,50394,2012
11969,Hollywood Vice Squad,Conc,50379,1986
11970,Spontaneous Combustion,Tau,50367,1990
11971,The Fitzgerald Family Christmas,Trib.,50292,2012
11972,In the Shadow of Women,Distrib.,50291,2016
11973,The Take (2016),HTR,50269,2016
11974,The Warrior,Mira.,50257,2005
11975,The Retrieval,Vari.,50257,2014
11976,You'll Get Over It,Pict.,50256,2004
11977,In Order of Disappearance,Magn.,50251,2016
11978,The Treasure,SDS,50203,2016
11979,The Yes Men Are Revolting,Orch.,50190,2015
11980,Tristan und Isolde at La Scala,Emr.,50172,2008
11981,The Advocate: A Missing Body,CJ,50162,2015
11982,Heist (2015),LGP,50136,2015
11983,The Strange Case of Angelica,CGld,50135,2010
11984,Fatima,KL,50105,2016
11985,Royal Kill,21CF,50090,2009
11986,A Family Affair,SmlP,50075,2003
11987,Them,Slow,50057,2007
11988,Le combat dans l'île (1962),FDesk,50039,2009
11989,The Discoverers,Quad,50020,2014
11990,Frank & Jesse,Trim.,50004,1994
11991,Hamsun,FRun,50000,1997
11992,AKA,Emp.,49988,2003
11993,The Bridge of San Luis Rey,FL,49981,2005
11994,Spring (2015),Drft.,49970,2015
11995,On the Outs,Fader,49940,2005
11996,Transformation: The Life and Legacy of Werner Erhard,ReelD,49919,2007
11997,Putty Hill,CGld,49918,2011
11998,How to Kill Your Neighbor's Dog,AL,49894,2002
11999,Fakers,Indic.,49880,2007
12000,Pianomania,FRun,49852,2011
12001,Difret,TA,49667,2015
12002,The Fantasticks,MGM,49666,2000
12003,Curdled,Roll.,49620,1996
12004,NOW: In the Wings on a World Stage,Spa.,49591,2014
12005,"Nico, 1988",Magn.,49497,2018
12006,Ciao,Reg.,49494,2008
12007,Red Herring,Indic.,49480,2015
12008,Zus & Zo,Life,49468,2003
12009,Brighton Rock (re-issue),Rialto,49466,2009
12010,Eureka,Shoot.,49388,2001
12011,Boarding Gate,Magn.,49333,2008
12012,Shirin in Love,SSR,49254,2014
12013,Confusion of Genders,Pict.,49237,2003
12014,The Amati Girls,Prov.,49136,2001
12015,La Rondine at Fenice,Emr.,49088,2008
12016,Assisted Living,Econ.,49048,2005
12017,13B,AdL.,49043,2009
12018,Mini's First Time,FInd.,49034,2006
12019,Orgasm Inc.,FRun,49001,2011
12020,Chocolate (2005),Eros,49000,2005
12021,Box Elder,N/A,48996,2008
12022,Alice Neel,SeeT,48969,2007
12023,Bolivar Soy Yo,Ven.,48911,2002
12024,The Internet's Own Boy,FB/Part.,48911,2014
12025,The Situation,Shad.,48896,2007
12026,The Seven Five,IFC,48869,2015
12027,A Thousand Clouds of Peace,Strand,48782,2004
12028,Munnabhai Mbbs,Eros,48772,2003
12029,The Perfect Host,Magn.,48764,2011
12030,Ghosts of Cite Soleil,Think,48752,2007
12031,A Birder's Guide to Everything,Scre.,48713,2014
12032,American Mustang,Vita.,48700,2014
12033,Bangistan,Eros,48694,2015
12034,Mademoiselle C,Cohen,48668,2013
12035,The China Hustle,Magn.,48650,2018
12036,Shakespeare Behind Bars,ICir,48594,2006
12037,Love U Mr. Kalakaar,Eros,48557,2011
12038,Viva La Liberta,Distrib.,48541,2014
12039,Person To Person,Magn.,48499,2017
12040,Following,Zeit.,48482,1999
12041,Tales from Earthsea,BV,48461,2010
12042,Lucky Them,IFC,48421,2014
12043,Decoding Annie Parker,EOne,48390,2014
12044,"Lebanon, Pa.",Truly,48381,2011
12045,XXY,FM,48334,2008
12046,Way Down Town,Ode.,48333,2000
12047,Lunacy,Zeit.,48324,2006
12048,Napping Princess,GK,48198,2017
12049,Interview with the Assassin,Magn.,48058,2002
12050,Un Flic (2013 re-release),Rialto,48040,2013
12051,The Bookshop,Greenwich,48000,2018
12052,National Lampoon's Blackball,First,48000,2005
12053,Two Weeks,MGM,47986,2006
12054,Saving Banksy,PDF,47965,2017
12055,"All's Well, End's Well (2012)",CL,47919,2012
12056,"The Butcher, the Chef and the Swordsman",CL,47896,2011
12057,Love N Dancing,Scre.,47812,2009
12058,Quest (2017),FRun,47807,2017
12059,An Amazing Couple: Trilogy 2,Magn.,47806,2004
12060,War of the Buttons (2012),Wein.,47771,2012
12061,From the Land of the Moon,IFC,47748,2017
12062,Terror's Advocate,Magn.,47724,2007
12063,Sing Your Song,S2BN,47718,2012
12064,Alphaville (2013 re-release),Rialto,47696,2014
12065,So B. It,Good Deed,47627,2017
12066,GMO OMG,SD,47558,2013
12067,Step Up to the Plate,CGld,47439,2012
12068,Saving Brinton,BOP,47419,2017
12069,Twist,Strand,47370,2004
12070,Alabama Moon,N/A,47305,2011
12071,Every Man for Himself (2010 re-issue),FDesk,47262,2010
12072,Ma ma,Osci.,47258,2016
12073,Tibet: A Buddhist Trilogy (re-issue),TCF,47243,2006
12074,International Khiladi,Eros,47238,1999
12075,Never Been Thawed,Indic.,47219,2005
12076,Went The Day Well? (2011 re-release),Rialto,47214,2011
12077,The Goebbels Experiment,FRun,47211,2005
12078,"Fear, Anxiety and Depression",Gold.,47148,1989
12079,Owl and the Sparrow,Wave,47071,2009
12080,Ivans XTC,AL,47027,2002
12081,Diary of a Country Priest (2011 re-release),Rialto,46979,2011
12082,Collapse,Vita.,46964,2009
12083,Appropriate Behavior,Grav.,46912,2015
12084,A Master Builder,Abr.,46874,2014
12085,Twenty Two,CL,46796,2017
12086,Connected,Pala.,46782,2011
12087,Tropical Malady,Strand,46750,2005
12088,Dead Snow,IFC,46742,2009
12089,On the Ropes,Wells,46737,1999
12090,Table No. 21,Eros,46720,2013
12091,Change of Plans,IFC,46714,2010
12092,Tanna,Lightyear,46654,2016
12093,The Woodmans,Lorb.,46623,2011
12094,Casi Divas,Maya,46612,2009
12095,Beeswax,CGld,46590,2009
12096,White Dog,Par.,46509,1982
12097,Margaret,FoxS,46495,2011
12098,Ca$h,RAtt.,46488,2010
12099,Jewtopia,LPC,46437,2013
12100,Shanghai,Wein.,46425,2015
12101,Etoiles: Dancers of the Paris Opera Ballet,FRun,46412,2002
12102,William S. Burroughs: A Man Within,Osci.,46380,2010
12103,New Best Friend,Sony,46375,2002
12104,The Last Time I Committed Suicide,Roxie,46362,1997
12105,Very Annie Mary,Emp.,46352,2002
12106,Wish You Were Here (2013),EOne,46347,2013
12107,Racer & the Jailbird,Super,46337,2018
12108,Wanda (2018 re-release),Jan.,46336,2018
12109,The Tunnel,Avat.,46296,2005
12110,The Hip Hop Project,Think,46208,2007
12111,Ballplayer: Pelotero,Strand,46109,2012
12112,William Kunstler: Disturbing the Universe,Arth.,46078,2009
12113,Breakfast with Scot,Reg.,46060,2008
12114,Panique (2017 re-release),Rialto,46041,2017
12115,Every Day,Imag.,46029,2011
12116,Shotgun Stories,ICir,46026,2007
12117,Wrong (2013),Drft.,46021,2013
12118,Monk With a Camera,KL,45938,2014
12119,Beyond the Reach,RAtt.,45895,2015
12120,The Greasy Strangler,FR,45878,2016
12121,Long Shot: The Kevin Laue Story,DM,45874,2012
12122,Just Another Love Story,Koch,45835,2009
12123,An Alan Smithee Film: Burn Hollywood Burn,BV,45779,1998
12124,Rapt,Lorb.,45759,2011
12125,Safe Men,Oct.,45724,1998
12126,Phoenix,Trim.,45661,1998
12127,Summer in the Forest,Abr.,45542,2018
12128,3 Weeks in Yerevan,RME,45536,2016
12129,Reaching for the Moon,Wlfe.,45502,2013
12130,Straight-Jacket,Reg.,45497,2004
12131,Feed,OrC,45488,1992
12132,Texas Killing Fields,Anch.,45469,2011
12133,The Low Life,Lions,45436,1996
12134,Lost River,WB,45431,2015
12135,Randy and the Mob,Capr.,45410,2007
12136,Filmistaan,UTV,45406,2014
12137,Au Hasard Balthazar (Re-issue),Rialto,45406,2003
12138,Return to The Hiding Place,SEA,45405,2014
12139,Dha Dkan,Eros,45380,2000
12140,A Glimpse Inside the Mind of Charles Swan III,A24,45350,2013
12141,Sympathy for Mr. Vengeance,Tar.,45289,2005
12142,We Are X,Drft.,45270,2016
