show_id,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,type
80164077,Fabrizio Copano: Solo pienso en mi,"Rodrigo Toro, Francisco Schultz",Fabrizio Copano,Chile,"September 8, 2017",2017,TV-MA,60 min,Stand-Up Comedy,"Fabrizio Copano takes audience participation to the next level in this stand-up set while reflecting on sperm banks, family WhatsApp groups and more.",Movie
80117902,Fire Chasers,,,United States,"September 8, 2017",2017,TV-MA,1 Season,"Docuseries, Science & Nature TV","As California's 2016 fire season rages, brave backcountry firefighters race to put out the flames, protect homes and save lives in this docuseries.",TV Show
70304990,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Tom Wilkinson, Omar Sy, Sam Spruell, Anna Friel, Thomas Arnold, Oliver Dimsdale, Diana Hardcastle, Michael Jibson, Diarmaid Murtagh","United States, United Kingdom, Denmark, Sweden","September 8, 2017",2014,R,90 min,"Action & Adventure, Thrillers",A struggling couple can't believe their luck when they find a stash of money in the apartment of a neighbor who was recently murdered.,Movie
80169755,Joaquín Reyes: Una y no más,José Miguel Contreras,Joaquín Reyes,,"September 8, 2017",2017,TV-MA,78 min,Stand-Up Comedy,"Comedian and celebrity impersonator Joaquín Reyes decides to be his zesty self for a night of stories about buses, bathroom habits, royalty and more.",Movie
70299204,Kidnapping Mr. Heineken,Daniel Alfredson,"Jim Sturgess, Sam Worthington, Ryan Kwanten, Anthony Hopkins, Mark van Eeuwen, Thomas Cocquerel, Jemima West, David Dencik","Netherlands, Belgium, United Kingdom, United States","September 8, 2017",2015,R,95 min,"Action & Adventure, Dramas, International Movies","When beer magnate Alfred ""Freddy"" Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history.",Movie
80182480,Krish Trish and Baltiboy,,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2009,TV-Y7,58 min,Children & Family Movies,"A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab.",Movie
80182483,Krish Trish and Baltiboy: Battle of Wits,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal, Deepak Chachra",,"September 8, 2017",2013,TV-Y7,62 min,Children & Family Movies,"An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice.",Movie
80182596,Krish Trish and Baltiboy: Best Friends Forever,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Deepak Chachra",,"September 8, 2017",2016,TV-Y,65 min,Children & Family Movies,"A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan.",Movie
80182482,Krish Trish and Baltiboy: Comics of India,Tilak Shetty,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2012,TV-Y7,61 min,Children & Family Movies,"In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.",Movie
80182597,Krish Trish and Baltiboy: Oversmartness Never Pays,Tilak Shetty,"Rishi Gambhir, Smita Malhotra, Deepak Chachra",,"September 8, 2017",2017,TV-Y7,65 min,Children & Family Movies,"A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra.",Movie
80182481,Krish Trish and Baltiboy: Part II,,"Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2010,TV-Y7,58 min,Children & Family Movies,"Animal minstrels narrate stories about a monkey's friendship with a crocodile, two monkeys' foolishness and a villager's encounter with a demon.",Movie
80182621,Krish Trish and Baltiboy: The Greatest Trick,"Munjal Shroff, Tilak Shetty","Damandeep Singh Baggan, Smita Malhotra, Baba Sehgal",,"September 8, 2017",2013,TV-Y7,60 min,Children & Family Movies,"The consequences of trickery are explored in stories involving an inconsiderate husband, two greedy courtiers, and a kind man who loses everything.",Movie
80057969,Love,Gaspar Noé,"Karl Glusman, Klara Kristin, Aomi Muyock, Ugo Fox, Juan Saavedra, Gaspar Noé, Isabelle Nicou, Benoît Debie, Vincent Maraval, Déborah Révy","France, Belgium","September 8, 2017",2015,NR,135 min,"Cult Movies, Dramas, Independent Movies",A man in an unsatisfying marriage recalls the details of an intense past relationship with an ex-girlfriend when he gets word that she may be missing.,Movie
80060297,Manhattan Romance,Tom O'Brien,"Tom O'Brien, Katherine Waterston, Caitlin Fitzgerald, Gaby Hoffmann, Louis Cancelmi, Zach Grenier",United States,"September 8, 2017",2014,TV-14,98 min,"Comedies, Independent Movies, Romantic Movies",A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.,Movie
80046728,Moonwalkers,Antoine Bardou-Jacquet,"Ron Perlman, Rupert Grint, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte","France, Belgium","September 8, 2017",2015,R,96 min,"Action & Adventure, Comedies, International Movies","A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing.",Movie
70270745,Ripper Street,,"Matthew Macfadyen, Jerome Flynn, Adam Rothenberg, David Wilmot, MyAnna Buring, David Dawson, Amanda Hale, Charlene McKenna, Jonathan Barnwell, Clive Russell","United Kingdom, Ireland",,2017,TV-MA,5 Seasons,"British TV Shows, Crime TV Shows, TV Dramas","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.",TV Show
80046727,Rolling Papers,Mitch Dickman,,"United States, Uruguay","September 8, 2017",2015,TV-MA,79 min,Documentaries,"As the newspaper industry takes a hit, The Denver Post breaks new ground with a section dedicated to cannabis culture.",Movie
70304988,Stonehearst Asylum,Brad Anderson,"Kate Beckinsale, Jim Sturgess, David Thewlis, Brendan Gleeson, Ben Kingsley, Michael Caine, Jason Flemyng, Sophie Kennedy Clark, Sinéad Cusack, Edmund Kingsley",United States,"September 8, 2017",2014,PG-13,113 min,"Horror Movies, Thrillers","In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient.",Movie
80057700,The Runner,Austin Stark,"Nicolas Cage, Sarah Paulson, Connie Nielsen, Wendell Pierce, Bryan Batt, Peter Fonda, Dana Gourrier",United States,"September 8, 2017",2015,R,90 min,"Dramas, Independent Movies",A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.,Movie
80152447,Cézanne et moi,Daniele Thompson,"Guillaume Canet, Guillaume Gallienne, Alice Pol, Déborah François, Sabine Azéma, Freya Mavor, Isabelle Candelier, Laurent Stocker","Belgium, France","September 7, 2017",2016,R,114 min,"Dramas, Independent Movies, International Movies","This historical drama explores the long and often volatile friendship of painter Paul Cézanne and writer Émile Zola, who first met as schoolboys.",Movie
80162141,Hard Tide,"Robert Osman, Nathanael Wiseman","Nathanael Wiseman, Mem Ferda, Alexandra Newick, Oliver Stark, Kat Gellin, Andy Lucas, Ralph Brown, Beverly Hills",United Kingdom,"September 6, 2017",2015,TV-MA,79 min,"Dramas, Independent Movies",A drug dealer who's been emulating his father's successful criminal career is forced to go on the run with a young girl in this fact-based thriller.,Movie
80147760,Carrie Pilby,Susan Johnson,"Bel Powley, Nathan Lane, Vanessa Bayer, Gabriel Byrne, Jason Ritter, Colin O'Donoghue, William Moseley, Desmin Borges",United States,"September 5, 2017",2016,TV-14,98 min,"Comedies, Dramas","A socially awkward 19-year-old genius makes big plans to step out of her shell and make a friend, get a job and – maybe – even go on a date.",Movie
80177405,Marc Maron: Too Real,Lynn Shelton,Marc Maron,United States,"September 5, 2017",2017,TV-MA,70 min,Stand-Up Comedy,"Battle-scarred stand-up comedian Marc Maron unleashes a storm of ideas about meditation, mortality, documentary films and our weird modern world.",Movie
80113482,No Tomorrow,,"Joshua Sasse, Tori Anderson, Jonathan Langdon, Sarayu Blue, Jesse Rath, Amy Pietz",United States,"September 5, 2017",2016,TV-14,1 Season,"Romantic TV Shows, TV Comedies, TV Dramas","Her straitjacketed life turned topsy-turvy by hunky Xavier, Evie discovers a new freedom – even though her man just might be an end-of-days crackpot.",TV Show
70283260,Reign,,"Adelaide Kane, Megan Follows, Torrance Coombs, Toby Regbo, Jenessa Grant, Celina Sinden, Caitlin Stasey, Anna Popplewell, Alan Van Sprang, Rossif Sutherland, Jonathan Keltz, Sean Teale, Craig Parker",United States,,2017,TV-14,4 Seasons,TV Dramas,"This vivid historical drama series tells of the rise to power of Mary, Queen of Scots, amid a court full of sexual and political intrigue.",TV Show
80113641,Frequency,,"Peyton List, Riley Smith, Mekhi Phifer, Devin Kelley, Lenny Jacobson, Daniel Bonjour, Anthony Ruivivar",United States,"September 4, 2017",2016,TV-14,1 Season,"Crime TV Shows, TV Dramas, TV Mysteries","A detective seizes a precious opportunity to change the past when she finds she can communicate with her deceased, estranged father via a time warp.",TV Show
70143860,The Vampire Diaries,,"Nina Dobrev, Paul Wesley, Ian Somerhalder, Steven R. McQueen, Sara Canning, Kat Graham, Candice King, Zach Roerig, Michael Trevino, Matthew Davis, Joseph Morgan",United States,,2017,TV-14,8 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","Trapped in adolescent bodies, feuding vampire brothers Stefan and Damon vie for the affection of captivating teenager Elena.",TV Show
80203776,Bitcoin Heist,Ham Tran,"Kate Nhung, Thanh Pham, Petey Majik Nguyen, Suboi, Jayvee Mai The Hiep, Lam Thanh My",Vietnam,"September 2, 2017",2016,TV-14,116 min,"Action & Adventure, Comedies, International Movies","A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost.""",Movie
80143797,I Am Not Madame Bovary,Feng Xiaogang,"Fan Bingbing, Guo Tao, Da Peng, Zhang Jiayi, Yu Hewei, Yi Zhao, Zonghan Li, Zhao Lixin, Tian Xiaojie, Yin Yuanzhang, Enhe Feng, Xin Liu, Jiang Yongbo",China,"September 2, 2017",2016,TV-14,139 min,"Comedies, Dramas, International Movies","To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",Movie
80161931,Vincent N Roxxy,Gary Michael Schultz,"Emile Hirsch, Zoë Kravitz, Emory Cohen, Zoey Deutch, Beau Knapp, Jason Mitchell, Scott Mescudi, Jeff Gum, Joey Bicicchi",United States,"September 2, 2017",2016,R,101 min,"Dramas, Thrillers","In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them.",Movie
80188969,A Boy Name Flora A,,"Crowd Lu, Tsai Chen-nan, Lotus Wang, Fan Chu-Mei, Hsieh Ying-shiuan, Vera Yen, Cammy Chiang",Taiwan,"September 1, 2017",2017,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",A 28-year-old layabout begins to re-examine his life when his dysfunctional family assembles to pay respects to a dying grandmother who won’t pass on.,TV Show
80189155,A House of Blocks,,"Eli Shi, Phoebe Lin, Chen Wan-ting, Fan Chen-fei, Lu Hsueh-feng, Figaro Tseng, Winnie Chang, Elten Ting",,"September 1, 2017",2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","Yijuan and her mentally ill sister Kaiqi struggle to be happy in the face of misfortune, criminal intrigue, marital strife, an exorcism and a ghost.",TV Show
20254278,Aakhri Adaalat,Rajiv Mehra,"Vinod Khanna, Dimple Kapadia, Jackie Shroff, Sonam, Vinod Mehra, Shafi Inamdar, Gulshan Grover, Roopesh Kumar",India,"September 1, 2017",1988,TV-14,148 min,"Action & Adventure, International Movies",An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,Movie
80203742,"Alias JJ, la celebridad del mal",,,,"September 1, 2017",2017,TV-14,54 min,"Documentaries, International Movies","Witnesses and public figures respond to controversial claims about Pablo Escobar made by the Medellín Cartel's sole survivor, John Jairo Velásquez.",Movie
80189208,All About Love,,"Christina Mok, River Huang, Stone Yang, April Liu, Andy Wu, Jake Hsu",Taiwan,"September 1, 2017",2017,TV-14,1 Season,"International TV Shows, TV Dramas, TV Horror",Mysterious ghosts – determined to reconnect with the living world – begin to cross over and disrupt the lives of those they left behind.,TV Show
70276596,Berserk: The Golden Age Arc II - The Battle for Doldrey,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,"September 1, 2017",2012,TV-MA,92 min,"Action & Adventure, Anime Features, International Movies","For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",Movie
80063025,Berserk: The Golden Age Arc III - The Advent,Toshiyuki Kubooka,"Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,"September 1, 2017",2013,TV-MA,107 min,"Action & Adventure, Anime Features, International Movies","A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",Movie
70068739,Brother's Shadow,Todd S. Yellin,"Scott Cohen, Judd Hirsch, Susan Floyd, Elliot Korte, Ruben Santiago-Hudson, James Murtaugh, Ato Essandoh, Toby Poser, Diane Kagan, John Di Benedetto, Jerry Matz, Lisa Emery",United States,"September 1, 2017",2006,TV-14,90 min,"Dramas, Independent Movies","After serving time in jail, a disgraced son returns to the family business in New York, where he struggles to fill the shoes of his late twin brother.",Movie
80158389,Chadi Jawani Budhe Nu,,Anand,India,"September 1, 2017",1976,TV-PG,135 min,"Comedies, International Movies, Romantic Movies","After reaching his 40th birthday, an egotistical businessman kicks off his midlife crisis by deciding to secure a mistress.",Movie
80184974,Concrete Football,"Jesse Adang, Syrine Boulanouar",,"Czech Republic, France","September 1, 2017",2016,TV-MA,52 min,"Documentaries, International Movies, Sports Movies","The development of professional soccer worldwide owes a great debt to the soccer – or ""football"" – that is played on the streets of France.",Movie
80156941,Ek Jaan Hain Hum,Rajiv Mehra,"Rajiv Kapoor, Divya Rana, Shammi Kapoor, Tanuja, Kiran Vairale, Rakesh Bedi, Gulshan Grover, Monty Sharma",India,"September 1, 2017",1983,TV-14,151 min,"Dramas, International Movies, Music & Musicals","While trying to win over his beloved’s parents, a young man is accused of arson, and his father soon realizes insanity may be his only defense.",Movie
80178543,FINAL FANTASY XIV Dad of Light,,"Yudai Chiba, Ren Osugi, Fumika Baba, Yoshihiko Hakamada, Hatsunori Hasegawa, Mako Ishino",Japan,"September 1, 2017",2017,TV-PG,1 Season,"International TV Shows, TV Dramas",A father and son rekindle their bond through the online role-playing game Final Fantasy XIV in this live-action series based on a true story.,TV Show
70213196,Gurren Lagann,,"Tetsuya Kakihara, Katsuyuki Konishi, Marina Inoue, Masaya Onosaka, Nobuyuki Hiyama, Shizuka Ito, Daiki Nakamura, Kisho Taniyama, Rina Sato, Kana Ueda, Kana Asumi, Mitsuki Saiga, Takako Honda, Yukari Fukui, Kiyoyuki Yanada, Michiko Neya, Akio Suyama, Kiyoshi Kawakubo, Narushi Ikeda, Andrea Kwan, Brett Weaver, Bridget Hoffman, Dave Bridges, David Lee Mckinney, Hynden Walch, Kyle Hebert, Michelle Ruff, Yuri Lowenthal",Japan,"September 1, 2017",2007,TV-14,1 Season,"Anime Series, International TV Shows","When a young laborer escapes to the world aboveground, he discovers a violent land in which humans battle robots controlled by a power-hungry noble.",TV Show
70208520,High Risk,,,United States,"September 1, 2017",1988,TV-G,1 Season,"Docuseries, Reality TV","From scientists to snake handlers, this series explores what motivates some people to put themselves in jeopardy to perform extraordinary feats.",TV Show
80061314,Incorruptible,Elizabeth Chai Vasarhelyi,,"United States, Senegal","September 1, 2017",2015,TV-MA,90 min,Documentaries,"In the streets of Senegal, a youth movement rises up against a regime bent on retaining power in this chronicle of the nation's stormy 2012 elections.",Movie
70052492,Inuyasha the Movie - L'isola del fuoco scarlatto,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Ken Narita, Cho, Mamiko Noto, Nobutoshi Canna, Fumiko Orikasa, Richard Ian Cox, Moneca Stori",Japan,"September 1, 2017",2004,NR,88 min,"Action & Adventure, Anime Features, International Movies","Ai, a young half-demon who has escaped from Horai Island to try to help his people, returns with potential saviors InuYasha, Sesshomaru and Kikyo.",Movie
70036200,Inuyasha the Movie - La spada del dominatore del mondo,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Ken Narita, Akio Otsuka, Kikuko Inoue",Japan,"September 1, 2017",2003,NR,99 min,"Action & Adventure, Anime Features, International Movies",The Great Dog Demon beaqueathed one of the Three Swords of the Fang to each of his two sons. Now the evil power of the third sword has been awakened.,Movie
70018513,InuYasha: The Movie 2: The Castle Beyond the Looking Glass,Toshiya Shinohara,"Kappei Yamaguchi, Satsuki Yukino, Koji Tsujitani, Houko Kuwashima, Kumiko Watanabe, Noriko Hidaka, Kenichi Ogata, Toshiyuki Morikawa, Mieko Harada",Japan,"September 1, 2017",2002,NR,99 min,"Action & Adventure, Anime Features, International Movies","With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.",Movie
80158480,Khoon Khoon,Mohammed Hussain,"Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep",India,"September 1, 2017",1973,TV-14,132 min,"Action & Adventure, International Movies","As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”",Movie
80105933,LEGO Elves: Secrets of Elvendale,,"Ashleigh Ball, Erin Mathews, Rebecca Husain, Kyle Rideout, Riley Murdock, Vincent Tong, Nicole Oliver, Scott McNeil, Kathleen Barr",United States,"September 1, 2017",2017,TV-Y7,1 Season,Kids' TV,"Armed with a powerful amulet, a teenage guardian is tasked with protecting her little sister – and all of Elvendale. Based on the popular web series.",TV Show
80139506,Little Evil,Eli Craig,"Adam Scott, Evangeline Lilly, Bridget Everett, Owen Atlas, Chris D'Elia, Donald Faison, Clancy Brown, Tyler Labine, Kyle Bornheimer, Carla Gallo, Brad Williams, Sally Field",United States,"September 1, 2017",2017,TV-MA,95 min,"Comedies, Horror Movies","In this horror-comedy, a recently married man who wants to bond with his stepson begins to fear that the boy is a demon.",Movie
80205314,Lorai: Play to Live,Parambrata Chatterjee,"Prasenjit Chatterjee, Payel Sarkar, Indrasish Roy, Kanchan Mullick, Kharaj Mukherjee, Gargi Roychowdhury, Deepankar De, Biswajit Chakraborty, Bharat Kaul, Rajat Ganguly",India,"September 1, 2017",2015,TV-14,155 min,"Dramas, International Movies, Sports Movies","Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area.",Movie
80133200,Maniac,,"Espen Petrus Andersen Lervaag, Håkon Bast Mossige, Arif Salum, Ingeborg Raustøl, Marte Germaine Christensen, Mats Mogeland",Norway,"September 1, 2017",2015,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","A nondescript man in a mental hospital has an exciting life of adventure and romance – in his head. He may be insane, or maybe he's just having fun.",TV Show
80158545,Manoranjan,Shammi Kapoor,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",India,"September 1, 2017",1974,TV-14,162 min,"Comedies, International Movies, Music & Musicals","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",Movie
80156939,Mujrim,Umesh Mehra,"Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena",India,"September 1, 2017",1989,TV-14,163 min,"Action & Adventure, Dramas, International Movies","Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.",Movie
80025172,Narcos,,"Wagner Moura, Pedro Pascal, Boyd Holbrook, Damián Alcázar, Alberto Ammann, Francisco Denis, Pêpê Rapazote, Matias Varela, Michael Stahl-David, Matt Whelan, Arturo Castro, Javier Cámara, José María Yazpik, Eric Lange, Brett Cullen, Miguel Ángel Silvestre, Kerry Bishé, Paulina Gaitán, Cristina Umaña, Paulina García, Juan Sebastián Calero, Joanna Christie, Taliana Vargas, Andrea Londo, Manolo Cardona, Diego Cataño, Raúl Méndez, Bruno Bichir, Stephanie Sigman, Florencia Lozano, Juan Pablo Raba, Leynar Gomez, Konstantin Melikhov, Martina García, Maurice Compte, Mauricio Cujar, Jorge Monterrosa, Germán Jaramillo, Juan Pablo Shuk, Julián Díaz, Alejandro Buitrago, Federico Rivera","United States, Colombia, Mexico",,2017,TV-MA,3 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas",The true story of Colombia's infamously violent and powerful drug cartels fuels this gritty gangster drama series.,TV Show
80152537,Naruto Shippuden : Blood Prison,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",Japan,"September 1, 2017",2011,TV-14,102 min,"Action & Adventure, Anime Features, International Movies","Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",Movie
80045673,Naruto Shippûden the Movie: The Will of Fire,Masahiko Murata,"Junko Takeuchi, Kazuhiko Inoue, Chie Nakamura, Satoshi Hino, Showtaro Morikubo, Kentarô Itô, Ryoka Yuzuki, Kosuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",Japan,"September 1, 2017",2009,TV-14,96 min,"Action & Adventure, Anime Features, International Movies","When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",Movie
70275937,Naruto Shippuden: The Movie: The Lost Tower,Masahiko Murata,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Satoshi Hino, Toshiyuki Morikawa, Mutsumi Tamura, Mayuki Makiguchi, Kenji Hamada, Nobuaki Fukuda, Saori Hayami",Japan,"September 1, 2017",2010,TV-14,85 min,"Action & Adventure, Anime Features, International Movies","When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",Movie
70101321,Naruto the Movie 2: Legend of the Stone of Gelel,Hirotsugu Kawasaki,"Junko Takeuchi, Showtaro Morikubo, Chie Nakamura, Gaamon Kai, Takako Honda, Akira Ishida, Yasuyuki Kase, Noriaki Sugiyama, Kazuhiko Inoue",Japan,"September 1, 2017",2005,NR,97 min,"Action & Adventure, Anime Features, International Movies","While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",Movie
70108386,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Toshiyuki Tsuru,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Naya Rokurô, Marika Hayashi, Hisao Egawa, Kenji Hamada, Haruhi Nanao",Japan,"September 1, 2017",2006,NR,95 min,"Action & Adventure, Anime Features, International Movies","Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",Movie
70074559,Naruto the Movie: Ninja Clash in the Land of Snow,Tensai Okamura,"Yuri Lowenthal, Maile Flanagan, Sam Regal, Cam Clarke, Lex Lang, Kari Wahlgren, Crispin Freeman",Japan,"September 1, 2017",2004,NR,83 min,"Action & Adventure, Anime Features, International Movies","Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",Movie
80162197,Offline - Das leben ist kein bonuslevel,Florian Schnell,"Moritz Jahn, Mala Emde, Ugur Ekeroglu, David Schütter, Hannes Wegener, Yung Ngo, Kida Khodr Ramadan",Germany,"September 1, 2017",2016,TV-MA,89 min,"Action & Adventure, Comedies, International Movies",Competitive gamer Jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.,Movie
80184055,Resurface,"Josh Izenberg, Wynn Padula",,United States,"September 1, 2017",2017,TV-MA,28 min,"Documentaries, Sports Movies",A suicidal war veteran finds like-minded souls in a surf therapy program that helps traumatized soldiers heal while riding the waves.,Movie
80059047,Robocar Poli,,"Donald Reignoux, Alexis Tomassian, Thomas Sagols, Pierre Francois Pistori, Bruno Magne, Catherine Desplaces, Fily Keita, Adeline Chetail, Bertrand Liebert, Christophe Lemoine",South Korea,,2015,TV-Y,4 Seasons,"Kids' TV, Korean TV Shows","When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day.",TV Show
80160358,Rocco,"Thierry Demaizière, Alban Teurlai",Rocco Siffredi,France,"September 1, 2017",2016,TV-MA,103 min,"Documentaries, International Movies",Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,Movie
60034929,She's Gotta Have It,Spike Lee,"Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger",United States,"September 1, 2017",1986,R,84 min,"Classic Movies, Comedies, Independent Movies","A free-spirited woman can't choose between a trio of ill-suited suitors: relationship-minded Jamie, shallow male model Greer and bike messenger Mars.",Movie
80157134,Sohni Mahiwal,"Latif Faiziyev, Umesh Mehra","Zeenat Aman, Pran, Tanuja, Poonam Dhillon","India, Soviet Union","September 1, 2017",1984,TV-PG,160 min,"Dramas, International Movies, Romantic Movies","After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her.",Movie
80141891,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn","Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón","Argentina, Spain","September 1, 2017",2016,TV-MA,113 min,"Comedies, Dramas, International Movies","Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero.",Movie
80183897,The Drowning,Bette Gordon,"Josh Charles, Julia Stiles, Avan Jogia, Tracie Thoms, Leo Fitzpatrick, Mike Houston, Jasper Newell","United States, Hong Kong","September 1, 2017",2016,TV-MA,99 min,Thrillers,"Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later, their paths cross again, raising uncomfortable questions.",Movie
80177834,The Guardian Brothers,Gary Wang,"Edward Norton, Dan Fogler, Mike Birbiglia, Bella Thorne, Randall Park, Mel Brooks, Nicole Kidman, Meryl Streep",China,"September 1, 2017",2016,TV-Y7-FV,86 min,"Children & Family Movies, Comedies","When a Chinese family's soup shop is targeted for sabotage by a competitor, two guardians from the spirit world leave retirement to protect them.",Movie
80121855,The Last Shaman,Raz Degan,James Freeman,"United Kingdom, Italy, Israel, Peru, United States","September 1, 2017",2016,TV-MA,83 min,"Documentaries, International Movies","In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.",Movie
80168028,The Lost Brother,Israel Adrián Caetano,"Leonardo Sbaraglia, Daniel Hendler, Ángela Molina, Alián Devetac, Pablo Cedrón, Alejandra Flechner","Argentina, Uruguay, Spain, France","September 1, 2017",2017,TV-MA,113 min,"Dramas, International Movies","While settling the affairs of his murdered mother and brother, a man partners with a local thug in a life insurance scam, putting him on a dark path.",Movie
