id,title,pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,veryHealthy,veryPopular,gaps,lowFodmap,ketogenic,whole30,readyInMinutes,spoonacularSourceUrl,image,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,dishTypes,ingredients,cuisines,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg,Alcohol/g,Caffeine/g
1551,Pan-seared Salmon,7.942200000000001,372,False,False,True,False,False,False,False,no,True,False,False,45,https://spoonacular.com/pan-seared-salmon-1551,https://spoonacular.com/recipeImages/1551-556x370.jpg,15,92.0,52.0,38.36,60.16,1.48,"lunch,main course,main dish,dinner","butter,steak seasoning,olive oil,salmon,steak seasoning",,720.65,47.37,12.69,2.63,0.13,217.53,252.35,67.96,26.85,124.53,690.25,4.21,1.3,84.19,0.78,90.95,1696.91,0.88,2.31,0.33,107.84,10.84,5.67,2.83,2.39,0.45,596.14,0.21,41.64,0.0,0.0,0.0
1552,Fish Fillets in Parchment with Asparagus and Orange,7.881799999999999,320,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/fish-fillets-in-parchment-with-asparagus-and-orange-1552,https://spoonacular.com/recipeImages/1552-556x370.jpg,1,87.0,71.0,41.51,23.77,34.72,"lunch,main course,main dish,dinner","asparagus spears,butter,fish fillets,fresh tarragon leaves,orange juice,rice paper",,336.32,9.05,4.63,29.74,3.56,89.35,345.92,35.55,9.05,72.82,344.76,5.51,0.44,97.02,0.44,139.28,814.66,0.4,1.48,0.72,74.19,2.26,1.05,0.42,2.02,3.32,1197.55,4.5,49.67,16.35,0.0,0.0
1553,Plank-Grilled Salmon with Grape Relish,4.2033,248,False,False,True,False,False,False,False,no,False,False,False,82,https://spoonacular.com/plank-grilled-salmon-with-grape-relish-1553,https://spoonacular.com/recipeImages/1553-556x370.jpg,0,68.0,30.0,43.16,43.85,12.99,"lunch,main course,main dish,dinner","black pepper,butter,kosher salt,leek,olives,red grapes,red wine vinegar,salmon fillets,shallots,wood apple",,326.61,15.7,3.74,10.46,6.79,101.08,435.48,34.77,13.55,62.44,361.08,1.87,0.69,44.79,0.42,51.08,955.16,0.51,1.19,0.15,59.18,5.42,2.89,1.47,0.68,1.17,352.88,0.0,9.88,2.84,0.0,0.0
1554,Pan-Roasted Fish with Mediterranean Tomato Sauce,3.2741000000000002,227,False,False,True,False,False,False,False,no,False,False,False,32,https://spoonacular.com/pan-roasted-fish-with-mediterranean-tomato-sauce-1554,https://spoonacular.com/recipeImages/1554-556x370.jpg,0,69.0,31.0,52.37,42.37,5.26,"lunch,main course,main dish,dinner","black pepper,butter,canola oil,capers,crushed red pepper,dijon mustard,fresh chives,fresh flat-leaf parsley,fresh tarragon,garlic cloves,kosher salt,olive oil,plum tomato,snapper fillets",,280.36,12.98,2.5,3.62,0.93,66.97,690.03,36.09,0.93,66.72,360.37,1.3,0.05,90.86,0.12,22.59,870.68,0.11,0.83,0.31,69.4,5.11,1.35,0.78,3.32,0.98,780.34,17.38,36.99,11.38,0.0,0.0
1556,Saucy Catfish,3.2281999999999997,331,False,False,True,False,False,False,False,no,False,False,False,35,https://spoonacular.com/saucy-catfish-1556,https://spoonacular.com/recipeImages/1556-556x370.jpeg,0,45.0,11.0,17.66,66.35,15.99,"lunch,main course,main dish,dinner","apple cider vinegar,brown sugar,catfish,ketchup,lemon,mayonnaise,salt,sweet onion,unsalted butter,worcestershire sauce,yellow mustard",,661.87,49.07,19.12,26.61,22.53,171.42,1779.23,29.38,3.8,24.08,393.59,1.31,0.2,67.71,0.4,30.27,836.45,0.15,1.09,0.13,52.21,3.88,1.5,0.3,2.08,1.15,978.4,21.74,48.64,18.3,0.0,0.0
1557,salmon with fennel and lemon risotto,4.199,579,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/salmon-with-fennel-and-lemon-risotto-1557,,0,55.0,18.0,19.08,48.36,32.56,"lunch,main course,main dish,dinner","brown onion,butter,dill,dry white wine,fennel bulb,fish stock,garlic,lemon rind,olive oil,olive oil,parmesan,rice,salmon","Mediterranean,Italian,Eastern European,European,Greek",726.81,37.77,12.58,57.22,1.79,75.22,1471.52,33.53,10.89,42.29,503.61,2.61,0.5,442.77,0.23,56.6,957.36,0.51,2.27,0.89,63.21,2.77,2.03,0.8,3.22,2.83,721.88,0.27,12.11,11.54,2.58,0.0
1558,Seared Wild Salmon With New Potatoes And Dijon Broth,9.449,767,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/seared-wild-salmon-with-new-potatoes-and-dijon-broth-1558,https://spoonacular.com/recipeImages/1558-556x370.jpg,0,89.0,100.0,27.93,44.77,27.3,"lunch,main course,main dish,dinner","apple cider vinegar,baby spinach leaves,butter,canola oil,dijon mustard,dry white wine,low-salt chicken broth,new potatoes,olive oil,salmon fillets,shallots,tarragon leaves",,721.56,32.23,7.13,44.2,4.36,108.6,348.7,45.23,18.1,66.03,593.36,9.2,1.12,272.5,0.69,415.24,2819.89,0.92,2.94,2.3,252.83,5.51,3.55,2.42,5.88,8.27,16346.55,0.0,834.97,84.11,12.36,0.0
1559,Cod With Chorizo,4.2783,292,False,False,True,False,False,False,False,no,False,False,False,6,https://spoonacular.com/cod-with-chorizo-1559,https://spoonacular.com/recipeImages/1559-556x370.jpg,0,49.0,11.0,31.78,68.22,0.0,,"chorizo,chorizo,chorizo,cod fillet,cod fillet,olive oil,olive oil,olive oil,unsalted butter",,591.13,43.83,11.0,0.0,0.0,132.45,874.55,45.93,4.13,66.23,406.72,2.14,0.13,32.97,0.15,14.09,826.97,0.06,0.9,0.03,64.06,1.83,0.31,0.49,4.97,0.0,383.54,1.85,15.58,2.0,0.0,0.0
1560,Grilled Halibut with Potato-Fennel Puree,15.784500000000001,1044,False,False,True,False,False,True,False,no,False,False,False,85,https://spoonacular.com/grilled-halibut-with-potato-fennel-puree-1560,https://spoonacular.com/recipeImages/1560-556x370.jpg,7,87.0,82.0,38.6,41.48,19.92,"lunch,main course,main dish,dinner","chervil,fennel bulbs,fennel seeds,half n half,halibut,kosher salt,kosher salt,low sodium chicken broth,mayonnaise,olive oil,olive oil,orange zest,pepper,bell pepper,unsalted butter,yukon gold potatoes",,909.09,42.0,10.99,45.39,3.5,229.28,1629.27,87.95,32.51,188.57,1208.36,9.93,0.41,215.88,0.32,156.63,3560.24,1.24,3.07,1.8,182.87,4.76,2.71,3.09,7.1,11.34,3087.86,19.36,28.54,137.69,0.0,0.0
1561,Hazelnut-Crusted Halibut with Roasted Asparagus,7.1062,333,False,False,True,False,False,False,False,no,False,False,False,28,https://spoonacular.com/hazelnut-crusted-halibut-with-roasted-asparagus-1561,https://spoonacular.com/recipeImages/1561-556x370.jpg,0,77.0,50.0,44.64,44.01,11.35,"lunch,main course,main dish,dinner","asparagus,black pepper,butter,egg white,fresh thyme,garlic cloves,halibut fillets,hazelnuts,lemon wedges,olive oil,potatoes,salt",,327.51,16.44,3.3,9.54,3.3,90.87,446.91,37.53,12.52,82.37,512.34,3.7,0.27,68.61,0.36,99.2,1125.48,0.54,1.64,1.2,83.62,1.88,1.1,1.16,4.97,4.53,1090.94,8.05,51.19,18.22,0.0,0.0
1562,Roasted Monkfish with Curried Lentils and Browned Butter Cauliflower,6.6624,629,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/roasted-monkfish-with-curried-lentils-and-browned-butter-cauliflower-1562,https://spoonacular.com/recipeImages/1562-556x370.jpg,0,79.0,55.0,25.51,49.24,25.25,"lunch,main course,main dish,dinner","butter,carrots,cauliflower florets,celery,curry powder,dried green lentils,garlic cloves,ground nutmeg,lemon peel,monkfish fillets,olive oil,onion,paprika,parsley,water,whipping cream",,629.17,34.83,18.57,40.19,5.2,139.09,174.17,40.61,5.71,67.57,656.02,5.14,0.37,142.15,0.54,314.35,1663.96,0.4,3.53,0.96,124.15,1.65,2.28,0.99,1.99,17.7,4476.27,0.52,112.81,71.61,0.0,0.0
1563,Fish In A Bag,1.83,141,False,False,True,False,False,False,False,no,False,False,False,15,https://spoonacular.com/fish-in-a-bag-1563,https://spoonacular.com/recipeImages/1563-556x370.jpg,0,6.0,0.0,1.18,93.37,5.45,,"capers,dry white wine,fish,fresh sage,garlic,unsalted butter",,339.02,28.44,18.0,3.73,1.02,75.75,65.27,0.81,0.0,1.32,32.94,0.38,0.03,24.53,0.0,0.0,95.77,0.4,0.2,0.18,12.59,0.08,0.11,0.09,0.84,0.0,877.68,0.56,3.41,1.02,10.3,0.0
1564,Salmon with Mushroom Sauce,7.364400000000001,493,False,False,True,False,False,True,False,no,False,False,False,30,https://spoonacular.com/salmon-with-mushroom-sauce-1564,https://spoonacular.com/recipeImages/1564-556x370.jpg,0,81.0,60.0,32.72,53.13,14.15,"lunch,main course,main dish,dinner","dry white wine,garlic clove,heavy cream,orange juice,oyster mushrooms,bell pepper,salmon fillets,salt,scallions,unsalted butter,vegetable stock",,497.51,28.42,12.39,17.04,6.96,144.03,423.3,39.39,19.99,65.66,528.51,3.77,1.16,69.54,0.6,145.07,1619.61,0.75,2.36,0.34,90.9,5.46,4.66,1.79,1.83,5.0,3416.32,1.11,67.35,108.85,3.09,0.0
1565,Broiled Walleye With Dill Tabbouleh,1.554,197,False,False,False,False,False,False,False,no,False,False,False,40,https://spoonacular.com/broiled-walleye-with-dill-tabbouleh-1565,https://spoonacular.com/recipeImages/1565-556x370.jpg,0,38.0,8.0,54.58,17.41,28.01,"lunch,main course,main dish,dinner","bulgur,butter,cod fillets,fresh dill,fresh mint,garlic,green onions,lemon juice,olive oil,red bell pepper,roma tomatoes,vinegar,water,zucchini",Middle Eastern,122.87,2.36,0.87,8.54,1.15,39.26,61.92,16.65,2.44,28.47,210.31,0.72,0.09,25.86,0.1,19.43,477.19,0.08,0.65,0.34,47.43,0.78,0.29,0.3,0.92,2.17,544.64,0.78,8.91,17.76,0.0,0.0
1567,Fish Chowder,0.3705,44,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/fish-chowder-1567,https://spoonacular.com/recipeImages/1567-556x370.jpg,145,18.0,1.0,22.83,53.81,23.36,"antipasti,starter,snack,appetizer,antipasto,hor d'oeuvre","bay leaf,bay leaf,black pepper,butter,clam juice,cod,dry white wine,fresh parsley,fresh thyme,heavy cream,olive oil,salt,yellow onions,yukon gold potatoes",,48.67,2.85,1.6,2.78,0.48,14.41,96.54,2.72,0.39,4.22,36.06,0.45,0.02,12.22,0.02,4.78,115.72,0.05,0.0,0.08,8.19,0.13,0.0,0.07,0.2,0.41,130.27,0.16,2.69,2.46,0.22,0.0
1568,Salmon with Lentils and Mustard-Herb Butter (Saumon aux Lentilles),4.2425,522,False,False,True,False,False,True,False,no,False,False,False,50,https://spoonacular.com/salmon-with-lentils-and-mustard-herb-butter-saumon-aux-lentilles-1568,https://spoonacular.com/recipeImages/1568-556x370.jpg,2,90.0,74.0,38.95,32.57,28.48,"lunch,main course,main dish,dinner","chives,dried green lentils,grainy mustard,leeks,lemon juice,salmon fillet,tarragon,unsalted butter,water",,481.51,17.22,5.37,33.88,2.74,108.6,128.44,46.34,14.79,67.19,565.2,5.9,0.77,88.99,0.82,289.47,1367.71,0.76,3.37,0.89,122.72,5.42,3.88,1.75,0.81,14.67,1057.87,0.0,25.3,8.77,0.0,0.0
1569,Halibut with Spicy Mint-Cilantro Chutney,6.100599999999999,215,False,False,True,False,False,False,False,no,False,False,False,30,https://spoonacular.com/halibut-with-spicy-mint-cilantro-chutney-1569,https://spoonacular.com/recipeImages/1569-556x370.jpg,0,61.0,23.0,58.02,36.94,5.04,"lunch,main course,main dish,dinner","butter,canola oil,cumin seeds,fresh cilantro leaves,fresh ginger,fresh mint,garam masala,garlic clove,green onions,halibut fillets,lemon juice,salt,salt,serrano pepper,sugar,yogurt",,230.41,9.23,2.89,2.83,1.27,92.86,369.84,32.63,11.26,78.15,426.52,0.7,0.1,50.08,0.1,34.45,835.36,0.07,0.81,0.1,47.02,1.93,0.69,0.97,1.87,0.8,597.4,8.06,35.04,5.41,0.0,0.0
1570,Sake-Steamed Halibut with Ginger and Cabbage,8.749400000000001,431,False,False,True,False,False,False,False,no,False,False,False,60,https://spoonacular.com/sake-steamed-halibut-with-ginger-and-cabbage-1570,https://spoonacular.com/recipeImages/1570-556x370.jpg,0,72.0,48.0,54.91,26.83,18.26,"lunch,main course,main dish,dinner","canola oil,cauliflower,fresh ginger,green cabbage,halibut fillets,leeks,pickled ginger,sake,salt and pepper,scallions,unsalted butter",,361.16,9.69,2.81,14.85,5.07,118.66,380.12,44.64,15.32,104.64,587.08,1.59,0.14,84.24,0.21,101.09,1338.42,0.15,1.16,0.37,83.09,2.5,1.17,1.49,2.52,3.88,751.37,10.71,107.54,51.55,4.83,0.0
1571,Sole with Tarragon-Butter Sauce,4.3337,273,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/sole-with-tarragon-butter-sauce-1571,https://spoonacular.com/recipeImages/1571-556x370.jpg,0,32.0,6.0,50.15,42.53,7.32,"lunch,main course,main dish,dinner","black pepper,butter,dry white wine,fresh chives,fresh tarragon,garlic,lower sodium beef broth,rice,salt,shallots,sole",,213.57,8.43,3.98,3.26,0.54,89.98,924.55,22.37,1.93,45.85,445.94,0.75,0.06,55.45,0.05,12.43,434.15,0.05,0.68,0.2,39.31,1.93,0.37,0.24,1.22,0.0,277.36,4.86,2.63,1.5,4.64,0.0
1572,Pancetta-Wrapped Salmon with Red Wine Butter,7.5306,528,False,False,True,False,False,True,False,no,False,False,False,45,https://spoonacular.com/pancetta-wrapped-salmon-with-red-wine-butter-1572,https://spoonacular.com/recipeImages/1572-556x370.jpg,0,80.0,56.0,29.15,56.35,14.5,"lunch,main course,main dish,dinner","chicken stock,dry red wine,escarole,flat-leaf parsley,lemon juice,lemon wedges,olive oil,pancetta,pearl onions,salmon fillets,salt and pepper,shallots,thyme leaves,unsalted butter",,583.22,35.15,10.12,20.35,7.2,127.53,507.51,40.91,15.38,69.13,463.74,2.93,0.81,120.58,0.63,233.69,1495.41,0.62,2.61,0.71,86.94,5.56,4.21,1.69,1.83,6.23,2720.01,0.22,265.43,21.44,3.15,0.0
1573,Roasted Halibut with Miso-Glazed Sweet Potatoes,8.4262,385,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/roasted-halibut-with-miso-glazed-sweet-potatoes-1573,https://spoonacular.com/recipeImages/1573-556x370.jpg,0,78.0,51.0,45.5,24.87,29.63,"lunch,main course,main dish,dinner","flat leaf parsley leaves,halibut steaks,lime juice,mirin,olive oil,sake,salt and pepper,slaw mix,soy sauce,sweet potatoes,thyme leaves,unsalted butter,yellow miso",,402.55,10.84,2.89,29.07,6.26,117.15,538.86,44.63,15.64,104.39,605.78,1.54,0.16,64.92,0.23,48.05,1474.48,0.27,1.3,0.4,89.78,2.5,1.9,1.54,2.61,4.33,19801.88,10.7,56.13,8.94,0.65,0.0
1575,Steamed Cod with Crisp Vegetables,4.4551,336,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/steamed-cod-with-crisp-vegetables-1575,https://spoonacular.com/recipeImages/1575-556x370.jpg,0,66.0,28.0,58.92,28.43,12.65,"lunch,main course,main dish,dinner","asparagus,cod fillets,dry white wine,herbs,kosher salt,red bell pepper,snow peas,unsalted butter,zucchini",,238.12,7.12,3.89,7.13,4.01,88.19,292.8,33.2,4.67,58.14,415.68,2.93,0.27,69.24,0.29,75.08,1025.73,0.22,1.38,0.32,81.29,1.56,0.79,0.63,2.44,2.81,1831.45,1.64,49.05,51.74,1.55,0.0
1576,Salmon In A Bag,4.3767000000000005,356,False,False,True,False,False,False,False,no,False,False,False,47,https://spoonacular.com/salmon-in-a-bag-1576,https://spoonacular.com/recipeImages/1576-556x370.jpg,18,80.0,24.0,26.0,61.07,12.93,"lunch,main course,main dish,dinner","butter,carrot,garlic cloves,lemon,olive oil,red onion,salmon fillets,Salt & Pepper,thyme sprigs,white wine,zucchini",,425.87,25.45,5.57,12.12,5.07,72.55,302.93,24.37,9.59,42.19,289.83,2.03,0.54,61.96,0.33,56.94,941.94,0.36,1.18,0.35,62.53,3.61,2.23,1.18,2.39,2.77,3763.01,0.0,14.68,36.09,8.24,0.0
1577,Pan-Fried Flounder with Potatoes in Parsley,11.4927,1187,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/pan-fried-flounder-with-potatoes-in-parsley-1577,https://spoonacular.com/recipeImages/1577-556x370.jpg,0,73.0,48.0,43.5,35.81,20.69,"lunch,main course,main dish,dinner","butter,dill,fingerling potatoes,flounder,fresh parsley,lemon,rye flour,salt and pepper",,1106.86,43.6,20.26,56.68,2.55,472.73,3097.79,119.15,11.98,244.09,2452.58,4.22,0.29,238.91,0.45,95.11,2436.83,0.49,4.09,1.06,228.41,10.22,2.48,1.56,6.85,8.26,1413.85,25.67,69.88,58.43,0.0,0.0
1578,Grilled Halibut with Cilantro Garlic Butter,5.9786,206,False,False,True,False,False,False,False,no,False,False,False,33,https://spoonacular.com/grilled-halibut-with-cilantro-garlic-butter-1578,https://spoonacular.com/recipeImages/1578-556x370.jpg,0,55.0,18.0,52.61,42.6,4.79,"lunch,main course,main dish,dinner","butter,fresh cilantro,garlic,halibut fillets,lime,lime juice,olive oil,salt and pepper",,245.69,11.5,4.58,2.9,0.39,98.4,361.22,31.95,11.16,78.04,411.05,0.47,0.06,25.21,0.1,23.64,782.59,0.06,0.68,0.07,41.65,1.88,0.66,0.97,1.8,0.59,434.31,8.1,8.96,7.24,0.0,0.0
1579,Sole With Summer Vegetable Salsa,11.1451,590,False,False,False,False,False,False,False,no,False,False,False,17,https://spoonacular.com/sole-with-summer-vegetable-salsa-1579,https://spoonacular.com/recipeImages/1579-556x370.jpg,0,75.0,52.0,22.1,49.82,28.08,"lunch,main course,main dish,dinner","bell pepper,ear corn,extra virgin olive oil,flour,fresh basil,kosher salt,lemon juice,lemon zest,olive oil,persian cucumber,red onion,sole,tomato,unsalted butter",Mexican,626.81,35.12,10.95,44.54,10.03,132.16,882.92,35.06,6.19,71.8,711.26,3.0,0.34,88.83,0.46,141.73,991.89,0.21,1.68,0.57,95.15,2.59,1.48,0.6,5.91,4.82,3419.57,6.56,37.66,112.46,0.0,0.0
1580,Halibut with Corn Pops and Basil Broth,7.0177,430,False,False,False,False,False,False,False,no,False,False,False,85,https://spoonacular.com/halibut-with-corn-pops-and-basil-broth-1580,https://spoonacular.com/recipeImages/1580-556x370.jpg,0,60.0,26.0,28.16,51.53,20.31,"lunch,main course,main dish,dinner","basil,bay leaf,cayenne pepper,corn cereal,crème fraîche,curry powder,dry bread crumbs,ears of corn,grapeseed oil,halibut fillets,kosher salt,salt,star anise,unsalted butter,whole milk",,564.85,32.6,16.91,28.91,12.36,153.71,658.13,40.08,14.14,86.59,619.31,3.79,0.54,229.26,0.42,90.09,1135.15,0.15,1.7,0.21,81.75,3.17,1.62,1.22,2.85,1.64,1348.74,10.7,9.31,5.56,0.0,0.0
1581,Salmon Chowder with Chives,2.4311000000000003,339,False,False,False,False,False,False,False,no,False,False,False,40,https://spoonacular.com/salmon-chowder-with-chives-1581,https://spoonacular.com/recipeImages/1581-556x370.jpg,0,39.0,8.0,23.91,60.22,15.87,"lunch,main course,main dish,dinner","bay leaf,black pepper,chicken broth,flour,fresh chives,ground nutmeg,ground pepper,red potatoes,salmon fillets,salt,shallot,unsalted butter,whipping cream,white wine vinegar,yukon gold potatoes",,271.8,18.22,9.15,10.81,0.55,82.23,850.8,16.28,7.0,26.29,204.77,2.04,0.34,48.15,0.21,33.73,715.73,0.36,0.82,0.31,35.42,2.29,1.37,0.68,0.39,1.16,568.79,0.25,4.05,18.63,0.0,0.0
1582,Pan-Seared Halibut with Tomato Vinaigrette,7.3389999999999995,367,False,False,True,False,False,False,False,no,False,False,False,25,https://spoonacular.com/pan-seared-halibut-with-tomato-vinaigrette-1582,https://spoonacular.com/recipeImages/1582-556x370.jpg,0,69.0,33.0,42.71,46.11,11.18,"lunch,main course,main dish,dinner","chives,fennel seeds,flat-leaf parsley,garlic clove,halibut fillets,heirloom tomatoes,olive oil,salt and pepper,shallots,unsalted butter,white balsamic vinegar",,313.87,16.04,3.8,8.75,5.5,90.87,321.23,33.42,12.15,77.77,451.45,1.06,0.09,42.32,0.16,50.06,1184.46,0.16,0.97,0.28,62.37,1.88,0.76,1.1,3.56,2.47,1736.17,8.05,38.05,25.81,0.0,0.0
1583,Salmon with Shiitake and Red Wine Sauce,8.8546,587,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/salmon-with-shiitake-and-red-wine-sauce-1583,https://spoonacular.com/recipeImages/1583-556x370.jpg,0,71.0,36.0,30.12,39.63,30.25,"lunch,main course,main dish,dinner","beef stock,dry red wine,onion,salmon fillets,salt and pepper,shiitake mushrooms,thyme sprigs,unsalted butter,wild rice",,670.31,25.89,10.8,44.47,5.55,131.18,518.64,44.28,19.42,68.35,637.82,3.18,1.01,65.77,0.51,103.12,1502.66,0.81,4.42,0.8,149.42,5.44,4.21,1.86,0.76,5.2,609.18,0.49,2.35,7.64,12.6,0.0
1584,Grilled Salmon With Zucchini Relish,4.1075,248,False,False,True,False,False,False,False,no,False,False,False,30,https://spoonacular.com/grilled-salmon-with-zucchini-relish-1584,https://spoonacular.com/recipeImages/1584-556x370.jpg,1,70.0,29.0,40.61,51.48,7.91,"lunch,main course,main dish,dinner","butter,fresh basil leaves,lemon juice,onion,pepper,red bell pepper,salmon steaks,salt,sugar,zucchini",,345.26,19.46,7.1,6.73,5.01,116.13,298.78,34.54,13.6,62.39,362.67,1.58,0.69,35.11,0.41,58.19,967.35,0.46,1.25,0.14,58.77,5.43,2.96,1.48,0.38,0.81,574.51,0.16,5.33,15.99,0.0,0.0
1585,Broiled Halibut with Bechamel Sauce,9.1549,654,False,False,False,False,False,False,False,no,False,False,False,34,https://spoonacular.com/broiled-halibut-with-bechamel-sauce-1585,https://spoonacular.com/recipeImages/1585-556x370.jpeg,94,72.0,15.0,32.88,53.14,13.98,"lunch,main course,main dish,dinner","black pepper,black pepper,butter,flour,ground nutmeg,halibut fillets,kosher salt,kosher salt,parmesan,unsalted butter,water,white wine,whole milk",,638.31,29.51,17.49,17.47,8.17,156.72,1889.6,41.08,11.9,88.0,639.85,1.34,0.37,328.46,0.22,44.55,1065.99,0.12,1.74,0.36,80.17,2.61,1.25,1.09,1.73,0.36,1023.79,10.01,3.68,0.0,19.31,0.0
1587,Tilapia With Tarragon And Sweet Corn Sauce,1.9338,134,True,False,True,False,False,False,False,no,False,False,False,21,https://spoonacular.com/tilapia-with-tarragon-and-sweet-corn-sauce-1587,https://spoonacular.com/recipeImages/1587-556x370.jpg,0,36.0,7.0,8.71,66.13,25.16,side dish,"fresh corn,fresh tarragon,fresh tarragon,half and half,salt and pepper,shallots,tabasco sauce,unsalted butter,unsalted butter",,250.19,19.58,11.84,16.76,3.36,52.49,235.56,5.8,1.66,2.06,133.47,3.78,0.26,191.96,0.11,50.48,538.88,0.11,0.95,0.93,58.81,0.22,0.49,0.35,0.55,1.9,1073.44,0.33,1.98,9.32,0.0,0.0
1588,Crispy Oven-Baked Tilapia with Lemon-Tomato Fettuccine,3.7552,488,False,False,False,False,False,False,False,no,False,False,False,33,https://spoonacular.com/crispy-oven-baked-tilapia-with-lemon-tomato-fettuccine-1588,https://spoonacular.com/recipeImages/1588-556x370.jpg,1,68.0,26.0,19.84,32.51,47.65,"lunch,main course,main dish,dinner","butter,butter,canned tomatoes,capers,feta cheese,fresh basil,garlic cloves,lemons,panko,paprika,salt,spinach fettuccine,sweet onion,tilapia fillets",,897.56,33.07,18.05,109.06,11.44,220.5,1911.47,45.4,9.38,143.77,588.86,5.63,0.41,199.95,0.52,110.77,1114.01,0.73,3.51,1.47,137.6,2.38,2.25,0.79,3.12,8.63,1374.0,4.31,18.5,41.38,0.0,0.0
1589,"Speckled Trout with Crab-stuffed Piquillos, Edamame, and Truffle Vinaigrette",5.896599999999999,349,False,False,True,False,False,False,False,no,False,False,False,45,https://spoonacular.com/speckled-trout-with-crab-stuffed-piquillos-edamame-and-truffle-vinaigrette-1589,https://spoonacular.com/recipeImages/1589-556x370.jpg,0,78.0,50.0,30.7,62.67,6.63,"lunch,main course,main dish,dinner","butter,crab,edamame,fresh thyme,herbs,olive oil,rice vinegar,salt,shallot,tomato,trout fillets,truffle oil",,628.51,43.87,12.01,10.44,3.01,137.68,664.42,48.35,8.85,29.43,612.04,5.07,0.71,151.95,0.78,281.79,1109.36,0.82,3.59,2.36,106.58,15.19,3.75,0.51,3.82,4.88,896.96,6.84,42.85,14.94,0.0,0.0
1590,Pecan-crusted Trout with Peach-Habanero Chile Sauce,3.4602999999999997,195,False,False,False,False,False,False,False,no,False,False,False,45,https://spoonacular.com/pecan-crusted-trout-with-peach-habanero-chile-sauce-1590,https://spoonacular.com/recipeImages/1590-556x370.jpg,0,60.0,22.0,20.14,67.55,12.31,"lunch,main course,main dish,dinner","baking powder,black pepper,butter,eggs,flour,habanero chile,olive oil,pecan,salt,trout fillets",,581.03,43.77,11.82,17.94,0.68,166.18,380.43,29.36,6.51,27.77,381.67,3.42,0.59,78.87,0.65,65.14,524.76,0.41,1.72,1.68,47.45,9.03,2.71,0.3,2.95,1.79,533.46,5.01,10.35,2.14,0.0,0.0
1591,Natalie's Cajun-Seasoned Pan-Fried Tilapia,2.2325,150,False,False,False,False,False,False,False,no,False,False,False,16,https://spoonacular.com/natalies-cajun-seasoned-pan-fried-tilapia-1591,https://spoonacular.com/recipeImages/1591-556x370.jpg,0,51.0,12.0,34.58,40.03,25.39,"lunch,main course,main dish,dinner","butter,cajun seasoning,olive oil,parsley,self-rising flour,tilapia fillets,yellow cornmeal",,293.31,13.12,3.66,18.72,0.41,64.22,85.65,25.5,5.05,50.76,245.93,1.49,0.1,16.29,0.11,36.56,431.1,0.15,1.07,0.22,54.73,1.8,0.72,0.32,1.85,2.26,478.04,3.57,10.8,0.0,0.0,0.0
1593,Salmon with Andouille Sausage and Green Olives,4.4475,235,False,False,True,False,False,False,False,no,False,False,False,30,https://spoonacular.com/salmon-with-andouille-sausage-and-green-olives-1593,https://spoonacular.com/recipeImages/1593-556x370.jpg,0,65.0,27.0,30.32,68.63,1.05,"lunch,main course,main dish,dinner","andouille sausage,green olives,olive oil,salmon fillets,salt and pepper,shallot,unsalted butter",,528.33,39.8,9.96,1.38,0.54,132.42,655.45,39.56,15.18,62.31,392.17,1.94,0.71,32.74,0.47,45.96,943.1,0.47,1.71,0.05,56.53,5.76,3.06,1.51,2.65,0.48,288.0,0.3,9.2,0.0,0.0,0.0
