Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Lufthansa,Austrian Airlines,Airbus A340,,,4,4,,$216,$0,
Lufthansa,Lufthansa,Airbus A340,42,,20,62,,$216,"$9,053",13.5
Lufthansa,Swiss International Airlines,Airbus A340,10,,5,15,,$216,"$2,156",14.5
Lufthansa,Edelweiss Air,Airbus A340,1,2,,3,3,$216,$216,13.1
Lufthansa,Lufthansa CityLine,Airbus A340,5,,,,,$216,"$1,078",
Lufthansa,Lufthansa,Airbus A350 XWB,,6,,6,25,$312,$0,
Lufthansa,Lufthansa,Airbus A380,14,,,14,,$433,"$6,056",5.2
Lufthansa,Lufthansa CityLine,ATR 42/72,,,7,7,,$22,$0,
Lufthansa,Eurowings,ATR 42/72,,,45,45,,$22,$0,
Lufthansa,Air Dolomiti,ATR 42/72,,,29,29,,$22,$0,
Lufthansa,Swiss Global Airlines,Avro RJ100,10,,,,,$30,$295,
Lufthansa,Germanwings,Boeing 717,,,2,2,,$37,$0,
Lufthansa,Lufthansa,Boeing 727,,,1,1,,$4,$0,
Lufthansa,Lufthansa,Boeing 737,,,155,155,,$74,$0,
Lufthansa,Lufthansa Cargo,Boeing 737,,,4,4,,$74,$0,
Lufthansa,Austrian Airlines,Boeing 737,,,13,13,,$74,$0,
Lufthansa,Brussels Airlines,Boeing 737,,,11,11,,$74,$0,
Lufthansa,Eurowings,Boeing 737,2,,1,3,,$74,$148,15.7
Lufthansa,Brussels Airlines,Boeing 737,,,11,11,,$74,$0,
Lufthansa,Lufthansa Cargo,Boeing 747,,,10,10,,$316,$0,
Lufthansa,Lufthansa,Boeing 747,32,,48,80,,$316,"$10,106",9.1
Lufthansa,Lufthansa,Boeing 767,,,3,3,,$187,$0,
Lufthansa,Austrian Airlines,Boeing 767,6,,,6,,$187,"$1,121",20.9
Lufthansa,Lufthansa,Boeing 777,,,,,34,$295,$0,
Lufthansa,Lufthansa Cargo,Boeing 777,5,,,5,,$295,"$1,473",2.7
Lufthansa,Austrian Airlines,Boeing 777,5,,,5,1,$295,"$1,473",16.2
Lufthansa,Swiss International Airlines,Boeing 777,6,1,,7,,$295,"$1,767",0.7
Lufthansa,Swiss Global Airlines,Boeing 777-300,6,,,,4,$320,"$1,921",
Lufthansa,Swiss International Airlines,Bombardier BD-500 CSeries,4,2,,6,,$82,$328,0.3
Lufthansa,Swiss Global Airlines,Bombardier CS100,4,,,,11,$72,$287,
Lufthansa,Swiss Global Airlines,Bombardier CS300,,,,,15,$72,$0,
Lufthansa,Lufthansa CityLine,British Aerospace BAe 146/Avro RJ,,,23,23,,$14,$0,
Lufthansa,Eurowings,British Aerospace BAe 146/Avro RJ,,,18,18,,$14,$0,
Lufthansa,Air Dolomiti,British Aerospace BAe 146/Avro RJ,,,6,6,,$14,$0,
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,,25,33,,$14,$109,18.3
Lufthansa,Swiss International Airlines,British Aerospace BAe 146/Avro RJ,9,,16,25,,$14,$122,18.2
Lufthansa,Brussels Airlines,British Aerospace BAe 146/Avro RJ,8,,25,33,,$14,$109,18.3
Lufthansa,Lufthansa CityLine,Canadair CRJ-100 Series,,,48,48,,$32,$0,
Lufthansa,Eurowings,Canadair CRJ-100 Series,,,23,23,,$32,$0,
Lufthansa,Air Dolomiti,Canadair CRJ-100 Series,,,5,5,,$32,$0,
Lufthansa,Lufthansa CityLine,Canadair CRJ-700,,,20,20,,$41,$0,
Lufthansa,Eurowings,Canadair CRJ-700,,,2,2,,$41,$0,
Lufthansa,Lufthansa CityLine,Canadair CRJ-900,27,,,27,,$46,"$1,242",8.6
Lufthansa,Eurowings,Canadair CRJ-900,8,,15,23,,$46,$368,5.8
Lufthansa,Lufthansa CityLine,De Havilland Canada DHC-8 Dash 8,,,4,4,,$7,$0,
Lufthansa,Air Dolomiti,De Havilland Canada DHC-8 Dash 8,,,3,3,,$7,$0,
Lufthansa,Austrian Airlines,De Havilland Canada DHC-8 Dash 8,18,,1,19,,$31,$563,13.1
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,,3,5,,$31,$63,8.3
Lufthansa,Brussels Airlines,De Havilland Canada DHC-8 Dash 8,2,,3,5,,$31,$63,8.3
Lufthansa,Eurowings,Dornier Do-328,,,1,1,,$8,$0,
Lufthansa,Swiss International Airlines,Embraer ERJ-145,,,25,25,,$20,$0,
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,,,1,,$20,$20,15.5
Lufthansa,Brussels Airlines,Embraer ERJ-145,1,,,1,,$20,$20,15.5
Lufthansa,Lufthansa CityLine,Embraer ERJ-190,23,,10,33,,$46,"$1,063",6.4
Lufthansa,Austrian Airlines,Embraer ERJ-190,10,7,,17,7,$46,$462,5.5
Lufthansa,Air Dolomiti,Embraer ERJ-190,10,,1,11,,$46,$462,5.9
Lufthansa,Lufthansa CityLine,Fokker F50 / F60,,,35,35,,$18,$0,
Lufthansa,Air Dolomiti,Fokker F70 / F100,,,2,2,,$20,$0,
Lufthansa,Austrian Airlines,Fokker F70 / F100,11,,19,30,,$20,$220,23.2
Lufthansa,Lufthansa,McDonnell Douglas DC-10,,,12,12,,$145,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-10,,,1,1,,$145,$0,
Lufthansa,Lufthansa,McDonnell Douglas DC-8,,,1,1,,$6,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas DC-8,,,5,5,,$6,$0,
Lufthansa,Austrian Airlines,McDonnell Douglas DC-9,,,15,15,,$45,$0,
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-11,,,16,16,,$175,$0,
Lufthansa,Lufthansa Cargo,McDonnell Douglas MD-11,12,,7,19,,$175,"$2,100",17.6
Lufthansa,Austrian Airlines,McDonnell Douglas MD-80,,,29,29,,$45,$0,
Lufthansa,Germanwings,McDonnell Douglas MD-80,,,4,4,,$45,$0,
Lufthansa,Swiss International Airlines,McDonnell Douglas MD-80,,,11,11,,$45,$0,
Lufthansa,Edelweiss Air,McDonnell Douglas MD-80,,,3,3,,$45,$0,
Lufthansa,Swiss International Airlines,Saab 2000,,,31,31,,$12,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A300,,,6,6,,$75,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A330,18,,19,37,,$240,"$4,320",4.6
Malaysia Airlines,Malaysia Airlines,Airbus A350 XWB,,1,,1,6,$312,$0,
Malaysia Airlines,Malaysia Airlines,Airbus A380,6,,,6,,$433,"$2,596",4.6
Malaysia Airlines,Firefly,ATR 42/72,21,,,21,,$22,$464,5
Malaysia Airlines,MASwings,ATR 42/72,13,,1,14,,$22,$287,6.3
Malaysia Airlines,Malaysia Airlines,Boeing 737,56,,111,167,25,$74,"$4,143",4.7
Malaysia Airlines,Firefly,Boeing 737,,,8,8,,$74,$0,
Malaysia Airlines,Malaysia Airlines,Boeing 747,2,,42,44,,$316,$632,10.7
Malaysia Airlines,Malaysia Airlines,Boeing 777,,,17,17,,$295,$0,
Malaysia Airlines,Malaysia Airlines,Fokker F50 / F60,,,12,12,,$18,$0,
Malaysia Airlines,Firefly,Fokker F50 / F60,,,3,3,,$18,$0,
Malaysia Airlines,MASwings,Fokker F50 / F60,,,8,8,,$18,$0,
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas DC-10,,,21,21,,$145,$0,
Malaysia Airlines,Malaysia Airlines,McDonnell Douglas MD-11,,,6,6,,$175,$0,
Meridiana,Air Italy,Airbus A319,,,4,4,,,,
Meridiana,Air Italy,Airbus A320,,,7,7,,,,
Meridiana,Air Italy,Airbus A330,,,1,1,,,,
Meridiana,Air Italy,Boeing 737,7,,6,13,,,,16.6
Meridiana,Air Italy,Boeing 767,4,,,4,,,,22.6
Meridiana,Air Italy,British Aerospace BAe 146/Avro RJ,,,11,11,,,,
Meridiana,Air Italy,McDonnell Douglas DC-9,,,6,6,,,,
Meridiana,Air Italy,McDonnell Douglas MD-80,7,,14,21,,,,27.10
Mesa Airlines,Mesa Airlines,Canadair CRJ-100 Series,1,,58,59,,$32,$32,22.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-700,20,,,20,,$41,$820,12.9
Mesa Airlines,Mesa Airlines,Canadair CRJ-900,64,,,64,,$46,"$2,944",10.3
Mesa Airlines,Mesa Airlines,De Havilland Canada DHC-8 Dash 8,,,17,17,,$7,$0,
Mesa Airlines,Mesa Airlines,Embraer EMB-120 Brasilia,,,6,6,,$11,$0,
Mesa Airlines,Mesa Airlines,Embraer ERJ-145,,,36,36,,$20,$0,
Mesa Airlines,Mesa Airlines,Embraer ERJ-170,48,,,48,,$39,"$1,858",1.5
Monarch Airlines,Monarch Airlines,Airbus A300,,,4,4,,$75,$0,
Monarch Airlines,Monarch Airlines,Airbus A320,9,,12,21,,$98,$882,12.3
Monarch Airlines,Monarch Airlines,Airbus A321,25,,4,29,,$115,"$2,873",11.8
Monarch Airlines,Monarch Airlines,Airbus A330,,,2,2,,$240,$0,
Monarch Airlines,Monarch Airlines,Boeing 737,,,19,19,30,$74,$0,
Monarch Airlines,Monarch Airlines,Boeing 757,,,10,10,,$73,$0,
Monarch Airlines,Monarch Airlines,Boeing 767,,,1,1,,$187,$0,
Monarch Airlines,Monarch Airlines,McDonnell Douglas DC-10,,,1,1,,$145,$0,
Monarch Airlines,Monarch Airlines,McDonnell Douglas MD-11,,,2,2,,$175,$0,
Norwegian Air,Norwegian Air,Airbus A320,1,,,,69,$98,$98,
Norwegian Air,Norwegian Air,Airbus A321,,,,,30,$115,$0,
Norwegian Air,Norwegian Air,Airbus A340,,,2,2,,$216,$0,
Norwegian Air,Norwegian Air,Boeing 737,56,,66,122,,$74,"$4,143",4.1
Norwegian Air,Norwegian UK,Boeing 737,1,,,1,,$74,$74,3.3
Norwegian Air,Norwegian Air International,Boeing 737,46,5,3,54,,$74,"$3,403",3.6
Norwegian Air,Norwegian Long Haul,Boeing 787 Dreamliner,12,,,11,32,$265,"$3,181",2.2
Norwegian Air,Norwegian UK,Boeing 787 Dreamliner,1,,,1,,$265,$265,0.5
Norwegian Air,Norwegian Air,Fokker F50 / F60,,,7,7,,$18,$0,
Norwegian Air,Norwegian Air,McDonnell Douglas MD-80,,,8,8,,$45,$0,
Oman Air,Oman Air,Airbus A300,,,1,1,,$75,$0,
Oman Air,Oman Air,Airbus A310,,,6,6,,$75,$0,
Oman Air,Oman Air,Airbus A320,,,5,5,,$98,$0,
Oman Air,Oman Air,Airbus A330,10,,2,12,,$240,"$2,400",5.4
Oman Air,Oman Air,ATR 42/72,,,4,4,,$22,$0,
Oman Air,Oman Air,Boeing 737,29,1,15,45,27,$74,"$2,145",5.1
Oman Air,Oman Air,Boeing 757,,,1,1,,$73,$0,
Oman Air,Oman Air,Boeing 767,,,1,1,,$187,$0,
Oman Air,Oman Air,Boeing 787 Dreamliner,4,1,,5,21,$265,"$1,060",1.4
Oman Air,Oman Air,Embraer ERJ-170,4,,,4,,$39,$155,5
Pakistan International Airlines,Pakistan International Airlines,Airbus A300,,,13,13,,$75,$0,
Pakistan International Airlines,Pakistan International Airlines,Airbus A310,4,,8,12,,$75,$300,23.7
Pakistan International Airlines,Pakistan International Airlines,Airbus A320,11,2,1,14,2,$98,"$1,078",10.9
Pakistan International Airlines,Pakistan International Airlines,Airbus A321,,,2,2,,$115,$0,
Pakistan International Airlines,Pakistan International Airlines,Airbus A330,1,,,1,2,$240,$240,1.9
Pakistan International Airlines,Pakistan International Airlines,ATR 42/72,10,,2,12,,$22,$221,7.3
Pakistan International Airlines,Pakistan International Airlines,Boeing 737,,,7,7,,$74,$0,
Pakistan International Airlines,Pakistan International Airlines,Boeing 747,,,15,15,,$316,$0,
Pakistan International Airlines,Pakistan International Airlines,Boeing 777,11,,,11,,$295,"$3,240",11.2
Pakistan International Airlines,Pakistan International Airlines,Boeing 787,,,,,8,$265,$0,
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-10,,,5,5,,$145,$0,
Pakistan International Airlines,Pakistan International Airlines,McDonnell Douglas DC-8,,,5,5,,$6,$0,
Pegasus Airlines,Pegasus Airlines,Airbus A300,,,2,2,,$75,$0,
Pegasus Airlines,Pegasus Airlines,Airbus A320,17,5,5,27,52,$98,"$1,666",2.1
Pegasus Airlines,Pegasus Airlines,Airbus A321,,,,,18,$115,$0,
Pegasus Airlines,Pegasus Airlines,Boeing 737,58,,40,98,5,$74,"$4,291",6.4
Philippine Airlines,Philippine Airlines,Airbus A300,,,13,13,,$75,$0,
Philippine Airlines,Philippine Airlines,Airbus A319,,,4,4,,$90,$0,
Philippine Airlines,Philippine Airlines,Airbus A320,10,,15,25,,$98,$980,6.9
Philippine Airlines,PAL Express,Airbus A320,9,,9,18,,$98,$882,6.4
Philippine Airlines,Philippine Airlines,Airbus A321,24,,,24,30,$115,"$2,758",2
Philippine Airlines,Philippine Airlines,Airbus A330,15,,8,23,,$240,"$3,600",2.8
Philippine Airlines,Philippine Airlines,Airbus A340,6,,12,18,,$216,"$1,293",16
Philippine Airlines,Philippine Airlines,Airbus A350,,,,,6,$312,$0,
Philippine Airlines,Philippine Airlines,Boeing 737,,,18,18,,$74,$0,
Philippine Airlines,Philippine Airlines,Boeing 747,,,18,18,,$316,$0,
Philippine Airlines,Philippine Airlines,Boeing 777,8,,,8,,$295,"$2,356",3.7
Philippine Airlines,PAL Express,De Havilland Canada DHC-8 Dash 8,9,,,9,,$31,$282,13
Philippine Airlines,Philippine Airlines,Fokker F50 / F60,,,11,11,,$18,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-10,,,6,6,,$145,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas DC-8,,,14,14,,$6,$0,
Philippine Airlines,Philippine Airlines,McDonnell Douglas MD-11,,,4,4,,$175,$0,
Philippine Airlines,PAL Express,Q400 NextGen,,,,,12,$31,$0,
Qantas Airways,Qantas Airways,Airbus A300,,,4,4,,$75,$0,
Qantas Airways,Jetstar Airways,Airbus A320,53,,13,66,,$98,"$5,194",7.2
Qantas Airways,Jetstar Airways,Airbus A321,8,,,8,,$115,$919,7.9
Qantas Airways,Qantas Airways,Airbus A330,28,,2,30,,$240,"$6,720",10
Qantas Airways,Jetstar Airways,Airbus A330,,,11,11,,$240,$0,
Qantas Airways,Qantas Airways,Airbus A380,12,,,12,,$433,"$5,191",7.4
Qantas Airways,QantasLink,Boeing 717,20,,3,23,,$37,$740,14.8
Qantas Airways,Jetstar Airways,Boeing 717,,,14,14,,$37,$0,
Qantas Airways,Australian Air Express,Boeing 737,,,4,4,,$74,$0,
Qantas Airways,Qantas Airways,Boeing 737,71,1,43,115,,$74,"$5,253",10.2
Qantas Airways,Jetconnect,Boeing 737,8,,17,25,,$74,$592,6.3
Qantas Airways,Qantas Freight,Boeing 737,4,,,,1,$74,$296,
Qantas Airways,Qantas Airways,Boeing 747,11,,54,65,,$316,"$3,474",16.7
Qantas Airways,Qantas Freight,Boeing 747,3,,,,,$316,$947,
Qantas Airways,Qantas Airways,Boeing 767,1,,38,39,,$187,$187,10.9
Qantas Airways,Qantas Freight,Boeing 767,1,,,,,$187,$187,
Qantas Airways,Qantas Airways,Boeing 787,,,,,8,$265,$0,
Qantas Airways,Jetstar Airways,Boeing 787 Dreamliner,11,,,11,,$265,"$2,916",2.4
Qantas Airways,Qantas Freight,British Aerospace BAe 146,4,,,,,$14,$54,
Qantas Airways,QantasLink,British Aerospace BAe 146/Avro RJ,,,19,19,,$14,$0,
Qantas Airways,Australian Air Express,British Aerospace BAe 146/Avro RJ,3,,,3,,$14,$41,28.7
Qantas Airways,QantasLink,De Havilland Canada DHC-8 Dash 8,44,,10,54,,$31,"$1,377",10
Qantas Airways,Jetstar Airways,De Havilland Canada DHC-8 Dash 8,5,,,5,,$31,$157,12.8
Qantas Airways,Eastern Australia Airlines,De Havilland Canada DHC-8 Dash 8,18,,22,40,,$31,$563,15.2
Qantas Airways,Sunstate Airlines,De Havilland Canada DHC-8 Dash 8,31,,16,47,,$31,$970,7.5
Qantas Airways,Network Aviation,Embraer EMB-120 Brasilia,,,2,2,,$11,$0,
Qantas Airways,QantasLink,Fokker F70 / F100,15,1,,16,3,$20,$300,23.6
Qantas Airways,Network Aviation,Fokker F70 / F100,15,,1,16,,$20,$300,23.6
Qantas Airways,Qantas Airways,McDonnell Douglas DC-10,,,1,1,,$145,$0,
Qantas Airways,Australian Air Express,McDonnell Douglas DC-8,,,2,2,,$6,$0,
Qantas Airways,Qantas Freight,Saab 340,1,,,,,$8,$8,
Qatar Airways,Qatar Airways,Airbus A300,,,9,9,,$75,$0,
Qatar Airways,Qatar Airways Cargo,Airbus A300,,,3,3,,$75,$0,
Qatar Airways,Qatar Airways,Airbus A310,,,2,2,,$75,$0,
Qatar Airways,Qatar Executive,Airbus A319,2,,,,10,$90,$179,
Qatar Airways,Qatar Airways,Airbus A319,2,,1,3,,$90,$179,13.4
Qatar Airways,Qatar Airways,Airbus A320,35,5,6,46,30,$98,"$3,430",7.4
Qatar Airways,Al Maha Airways,Airbus A320,4,,,4,,$98,$392,1.4
Qatar Airways,Qatar Airways,Airbus A321,8,3,4,15,16,$115,$919,9.6
Qatar Airways,Qatar Airways,Airbus A330,26,,5,31,,$240,"$6,240",11.3
Qatar Airways,Qatar Airways Cargo,Airbus A330,8,,,8,,$240,"$1,920",2.5
Qatar Airways,Qatar Airways,Airbus A340,4,,,4,,$216,$862,10.4
Qatar Airways,Qatar Airways,Airbus A350 XWB,12,12,,24,37,$312,"$3,744",1.2
Qatar Airways,Qatar Airways,Airbus A380,6,3,,9,4,$433,"$2,596",2.6
Qatar Airways,Qatar Airways,Boeing 737,,,1,1,,$74,$0,
Qatar Airways,Qatar Airways,Boeing 747,,,3,3,,$316,$0,
Qatar Airways,Qatar Airways,Boeing 757,,,1,1,,$73,$0,
Qatar Airways,Qatar Airways,Boeing 767,,,2,2,,$187,$0,
Qatar Airways,Qatar Airways,Boeing 777,43,,,43,70,$295,"$12,666",5.2
Qatar Airways,Qatar Airways Cargo,Boeing 777,11,,,11,5,$295,"$3,240",3.2
Qatar Airways,Qatar Airways,Boeing 787 Dreamliner,30,,,30,30,$265,"$7,953",2.4
Qatar Airways,Qatar Executive,Bombardier Challenger 605,3,,,,,$33,$98,
Qatar Airways,Qatar Executive,Bombardier Global 5000,4,,,,,$50,$202,
Qatar Airways,Qatar Executive,Bombardier Global 7000/8000,,,,,10,$50,$0,
Qatar Airways,Qatar Executive,Bombardier Global XRS,1,,,,,$56,$56,
Qatar Airways,Qatar Executive,Gulfstream G650ER,1,,,,10,,$0,
Republic Airways,Republic Airlines,De Havilland Canada DHC-8 Dash 8,,,31,31,,$7,$0,
Republic Airways,Republic Airlines,Embraer ERJ-170,118,,45,163,,$39,"$4,567",6
Republic Airways,Republic Airlines,Embraer ERJ-190,,,17,17,,$46,$0,
Royal Air Maroc,Royal Air Maroc,Airbus A320,1,,,1,,$98,$98,14.8
Royal Air Maroc,Royal Air Maroc,Airbus A321,,,4,4,,$115,$0,
Royal Air Maroc,Royal Air Maroc Express,ATR 42-600,,,,2,,$20,$0,
Royal Air Maroc,Royal Air Maroc,ATR 42/72,,,4,4,,$22,$0,
Royal Air Maroc,Royal Air Maroc Express,ATR 72-600,5,,5,10,,$25,$124,4.5
Royal Air Maroc,Royal Air Maroc,Boeing 737,37,,27,64,,$74,"$2,737",10.9
Royal Air Maroc,Royal Air Maroc,Boeing 747,1,,3,4,,$316,$316,23.9
Royal Air Maroc,Royal Air Maroc,Boeing 757,,,2,2,,$73,$0,
Royal Air Maroc,Royal Air Maroc,Boeing 767,4,,2,6,,$187,$748,16
Royal Air Maroc,Royal Air Maroc,Boeing 787 Dreamliner,5,,,5,,$265,"$1,326",0.9
Royal Air Maroc,Royal Air Maroc,Embraer ERJ-190,4,,2,6,,$46,$185,2.1
Royal Jordanian,Royal Jordanian,Airbus A310,2,,12,14,,$75,$150,28.6
Royal Jordanian,Royal Jordanian,Airbus A319,4,,,4,,$90,$358,8.1
Royal Jordanian,Royal Jordanian,Airbus A320,6,,8,14,,$98,$588,5.8
Royal Jordanian,Royal Wings,Airbus A320,1,,,1,,$98,$98,21
Royal Jordanian,Royal Jordanian,Airbus A321,2,,6,8,,$115,$230,4.6
Royal Jordanian,Royal Jordanian,Airbus A330,2,1,1,4,,$240,$480,7.8
Royal Jordanian,Royal Jordanian,Airbus A340,,,4,4,,$216,$0,
Royal Jordanian,Royal Jordanian,Boeing 747,,,2,2,,$316,$0,
Royal Jordanian,Royal Jordanian,Boeing 787 Dreamliner,6,1,,7,23,$265,"$1,591",1.9
Royal Jordanian,Royal Jordanian,De Havilland Canada DHC-8 Dash 8,,,2,2,,$31,$0,
Royal Jordanian,Royal Wings,De Havilland Canada DHC-8 Dash 8,,,3,3,,$31,$0,
Royal Jordanian,Royal Jordanian,Embraer ERJ-170,3,,,3,,$39,$116,7.8
Royal Jordanian,Royal Jordanian,Embraer ERJ-190,2,,3,5,,$46,$92,9.2
Royal Jordanian,Royal Jordanian,Lockheed L-1011 TriStar,,,2,2,,$190,$0,
Ryanair,RyanAir,ATR 42/72,,,4,4,,$22,$0,
Ryanair,RyanAir,Boeing 737,366,10,100,476,205,$74,"$27,077",6.6
S7 Airlines,S7 Airlines,Airbus A310,,,9,9,,$75,$0,
S7 Airlines,S7 Airlines,Airbus A319,19,,1,20,,$90,"$1,702",14.6
S7 Airlines,S7 Airlines,Airbus A320,19,,,19,6,$98,"$1,862",6.1
S7 Airlines,S7 Airlines,Airbus A321,6,,,6,9,$115,$689,8.8
S7 Airlines,S7 Airlines,Boeing 737,19,,14,33,15,$74,"$1,406",7.4
S7 Airlines,S7 Airlines,Boeing 767,2,,,2,,$187,$374,20.6
S7 Airlines,S7 Airlines,Embraer ERJ-170,,,,,17,$39,$0,
S7 Airlines,S7 Airlines,Tupolev Tu-204,,,2,2,,$16,$0,
SAS Group,Scandinavian Airlines,Airbus A300,,,4,4,,$75,$0,
SAS Group,Scandinavian Airlines,Airbus A319,4,,,4,,$90,$358,9.8
SAS Group,Scandinavian Airlines,Airbus A320,16,4,,20,26,$98,"$1,568",8.9
SAS Group,Scandinavian Airlines,Airbus A321,8,,,8,,$115,$919,14.7
SAS Group,Scandinavian Airlines,Airbus A330,8,,,8,,$240,"$1,920",7.5
SAS Group,Air Greenland,Airbus A330,1,,,1,,$240,$240,18.3
SAS Group,Scandinavian Airlines,Airbus A340,8,,,8,,$216,"$1,724",15.7
SAS Group,Scandinavian Airlines,Airbus A350,,,,,8,$312,$0,
SAS Group,Scandinavian Airlines,ATR 42/72,13,,7,20,,$22,$287,2
SAS Group,Scandinavian Airlines,Boeing 737,81,,41,122,,$74,"$5,992",13.9
SAS Group,Scandinavian Airlines,Boeing 747,,,10,10,,$316,$0,
SAS Group,Air Greenland,Boeing 757,,,1,1,,$73,$0,
SAS Group,Scandinavian Airlines,Boeing 767,,,18,18,,$187,$0,
SAS Group,Scandinavian Airlines,British Aerospace BAe 146/Avro RJ,,,7,7,,$14,$0,
SAS Group,Scandinavian Airlines,Canadair CRJ-100 Series,,,5,5,,$32,$0,
SAS Group,Scandinavian Airlines,Canadair CRJ-900,19,,3,22,4,$46,$874,4.7
SAS Group,Widerøe,De Havilland Canada DHC-6 Twin Otter,,,1,1,,$7,$0,
SAS Group,Scandinavian Airlines,De Havilland Canada DHC-8 Dash 8,,,28,28,,$7,$0,
SAS Group,Widerøe,De Havilland Canada DHC-8 Dash 8,41,,17,58,,$31,"$1,283",18.7
SAS Group,Air Greenland,De Havilland Canada DHC-8 Dash 8,7,,1,8,,$31,$219,19.7
SAS Group,Scandinavian Airlines,Fokker F50 / F60,,,7,7,,$18,$0,
SAS Group,Widerøe,Fokker F50 / F60,,,4,4,,$18,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-10,,,12,12,,$145,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-8,,,29,29,,$6,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas DC-9,,,71,71,,$45,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-80,,,82,82,,$45,$0,
SAS Group,Scandinavian Airlines,McDonnell Douglas MD-90,,,8,8,,$45,$0,
SAS Group,Scandinavian Airlines,Saab 2000,,,7,7,,$12,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A300,,,36,36,,$75,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A310,,,1,1,,$75,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A319,5,,,5,,$90,$448,12.2
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A320,35,5,9,49,4,$98,"$3,430",6.4
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A321,15,,12,27,,$115,"$1,724",4.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A330,28,5,12,45,14,$240,"$6,720",6.1
Saudi Arabian Airlines,Saudi Arabian Airlines,Airbus A340,,,4,4,,$216,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 737,,,26,26,,$74,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 747,21,,107,128,,$316,"$6,632",16.8
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 757,,,10,10,,$73,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 767,,,12,12,,$187,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 777,54,3,,57,2,$295,"$15,906",8.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Boeing 787 Dreamliner,4,4,,8,4,$265,"$1,060",0.9
Saudi Arabian Airlines,Saudi Arabian Airlines,Embraer ERJ-170,15,,,15,,$39,$581,10.5
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-10,,,1,1,,$145,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-8,,,37,37,,$6,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas DC-9,,,3,3,,$45,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-11,,,5,5,,$175,$0,
Saudi Arabian Airlines,Saudi Arabian Airlines,McDonnell Douglas MD-90,,,29,29,,$45,$0,
Singapore Airlines,Singapore Airlines,Airbus A300,,,8,8,,$75,$0,
Singapore Airlines,Singapore Airlines,Airbus A310,,,23,23,,$75,$0,
Singapore Airlines,SilkAir,Airbus A310,,,2,2,,$75,$0,
Singapore Airlines,SilkAir,Airbus A319,3,,5,8,,$90,$269,8.3
Singapore Airlines,SilkAir,Airbus A320,11,,8,19,,$98,"$1,078",6.7
Singapore Airlines,Singapore Airlines,Airbus A330,26,,8,34,,$240,"$6,240",4.6
Singapore Airlines,Singapore Airlines,Airbus A340,,,22,22,,$216,$0,
Singapore Airlines,Singapore Airlines,Airbus A350 XWB,8,6,,14,61,$312,"$2,496",0.4
Singapore Airlines,Singapore Airlines,Airbus A380,19,2,,21,5,$433,"$8,219",7.5
Singapore Airlines,Singapore Airlines,Boeing 737,,,5,5,,$74,$0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 737,,,1,1,,$74,$0,
Singapore Airlines,SilkAir,Boeing 737,17,,6,23,38,$74,"$1,258",1.8
Singapore Airlines,Singapore Airlines,Boeing 747,,,80,80,,$316,$0,
Singapore Airlines,Singapore Airlines Cargo,Boeing 747,9,,11,20,,$316,"$2,842",14.4
Singapore Airlines,Singapore Airlines,Boeing 757,,,4,4,,$73,$0,
Singapore Airlines,Singapore Airlines,Boeing 777,54,,31,85,,$295,"$15,906",10.6
Singapore Airlines,Singapore Airlines,Boeing 787,,,,,30,$265,$0,
