,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,ID,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
14952,66,33,68,66,61,62,25,48,62,64,26,12,6,12,9,8,47,227807,11,69,24,54,24,62,65,50,54,59,21,68,58,17,65,41,36
14953,75,63,46,54,46,55,32,33,29,22,23,11,7,10,12,6,54,234975,54,63,49,23,59,34,22,55,57,32,57,69,61,61,69,33,25
14954,48,38,44,47,14,34,17,13,19,20,11,59,59,58,58,62,18,200416,16,56,32,19,13,19,11,52,29,19,14,48,25,14,55,28,18
14955,70,35,83,76,51,41,50,37,68,62,37,7,13,14,6,12,55,214241,17,65,43,46,25,49,63,53,57,62,26,75,70,22,40,55,45
14956,81,39,81,88,62,58,55,51,66,41,43,6,8,9,14,10,37,233953,34,52,47,42,28,42,53,54,58,56,21,83,52,25,31,57,43
14957,69,52,59,59,56,59,55,35,50,23,30,13,7,14,10,7,51,236769,58,62,40,28,56,33,44,55,50,28,58,69,71,60,59,30,29
14958,85,36,90,85,63,46,56,47,64,59,33,10,8,7,13,5,28,239073,20,74,38,43,14,49,51,48,53,48,18,82,63,21,44,48,49
14959,52,48,45,62,39,52,37,29,37,30,36,8,6,5,8,6,63,230882,59,72,36,26,59,45,27,49,34,43,66,55,61,67,66,33,37
14960,79,50,73,59,53,45,52,30,47,21,29,5,6,5,6,11,43,232674,62,58,47,19,60,37,35,64,50,40,55,76,57,63,74,36,22
14961,64,70,58,61,38,41,32,28,30,21,28,16,14,7,12,10,64,222947,55,71,40,24,56,28,28,41,47,43,57,69,71,59,72,18,30
14962,66,61,65,45,59,65,49,57,56,49,63,8,8,6,6,6,49,237540,49,58,59,60,37,53,56,55,65,68,42,67,75,54,73,60,47
14963,68,64,68,63,49,56,39,46,44,55,38,8,14,15,13,9,57,209893,64,74,56,33,61,40,46,57,51,50,57,45,81,62,74,52,36
14964,69,39,79,81,62,55,58,56,67,50,42,10,10,9,8,10,42,239333,23,45,53,43,29,55,55,52,55,50,25,69,46,34,39,56,54
14965,67,60,62,72,61,45,48,46,58,40,47,10,10,14,15,7,55,228070,59,71,58,62,57,49,35,55,62,61,60,71,86,61,68,53,41
14966,85,31,62,69,54,53,40,44,55,58,34,14,6,13,8,9,60,229350,19,63,43,59,21,65,57,56,52,58,20,89,66,20,57,54,42
14967,76,79,79,76,61,54,54,53,62,54,36,10,7,14,9,10,44,236006,46,63,50,57,38,54,53,54,54,58,34,78,61,35,48,51,42
14968,38,28,32,36,21,27,18,20,14,18,18,62,60,58,57,61,18,222695,17,53,19,21,19,20,11,54,26,20,17,34,21,17,75,19,16
14969,79,49,76,84,59,55,52,50,64,54,32,13,7,15,7,10,49,227815,20,62,45,55,13,57,58,55,55,65,18,74,55,16,40,52,43
14970,59,70,59,56,57,56,49,44,51,54,45,8,13,7,6,13,62,238567,57,72,59,58,51,61,61,55,61,62,50,66,73,63,78,55,41
14971,73,49,52,79,66,60,56,52,57,47,45,8,7,9,8,5,48,239591,58,58,65,41,45,55,53,51,66,68,60,72,61,51,47,57,51
14972,59+1,57+1,49+1,65+1,39-1,44+1,32-1,31-1,37-1,26-1,32-1,6,14,11,14,8,57-1,241127,56+1,70+1,34-1,23-1,56-1,46-1,30-1,51+1,37-1,45-1,70+2,61+1,62+1,73,55-1,37+1,33-1
14973,82,18,83,85,55,52,55,61,66,58,65,8,9,8,10,9,51,194791,21,81,38,51,26,67,63,57,53,53,22,80,58,23,53,36,55
14974,56,42,85,74,58,52,65,44,57,70,56,14,7,16,7,9,33,202984,31,58,45,50,44,52,70,67,35,60,34,66,81,35,62,63,51
14975,49,15,38,48,16,25,17,17,15,17,17,72,53,53,55,59,19,229352,18,63,17,19,17,23,11,58,23,19,15,47,42,12,82,27,11
14976,60,52,36,62,43,52,30,35,33,23,33,11,9,9,14,6,52,231400,63,63,64,35,64,46,29,53,58,47,61,54,64,65,58,28,30
14977,59,40,55,62,58,64,43,47,59,65,38,12,13,9,14,9,59,237544,19,66,43,56,22,58,61,60,52,55,15,59,40,16,60,52,44
14978,41,49,49,31,34,53,37,29,31,21,41,14,11,6,12,13,51,239848,52,67,29,18,55,33,28,55,35,34,65,52,65,68,92,35,24
14979,83,49,78,80,59,51,55,66,71,54,41,11,14,12,16,7,38,216297,22,75,45,47,29,49,51,50,47,57,31,82,64,28,49,48,49
14980,79,42,77,74,58,50,50,41,66,54,29,14,14,14,15,6,35,223977,14,48,39,41,14,59,57,54,47,50,12,82,62,19,33,55,34
14981,74,67,69,78,61,44,47,54,63,41,45,11,8,8,7,6,60,227817,61,57,57,54,53,47,41,60,66,56,52,68,66,56,49,63,39
14982,72,45,69,65,60,49,57,44,64,49,42,6,10,6,5,12,44,239337,24,66,56,44,27,50,54,43,59,54,24,73,55,25,63,53,49
14983,61,52,57,55,62,50,50,33,65,48,38,7,10,11,7,15,49,232682,46,44,61,51,52,45,54,45,65,62,54,66,61,53,60,60,35
14984,70,49,72,65,62,59,60,56,58,56,58,13,14,8,6,7,63,183530,48,62,61,63,52,54,56,65,64,68,55,64,72,58,71,55,57
14985,86,61,87,72,55,59,53,48,48,31,33,12,10,15,10,12,49,211179,53,50,47,41,52,31,37,59,49,53,56,78,75,60,73,39,48
14986,63,42,52,66,72,58,65,60,64,52,52,15,7,8,7,7,46,212459,31,57,68,48,37,49,41,49,71,63,34,62,43,36,57,65,58
14987,69,38,79,77,63,54,59,56,62,43,43,12,8,16,7,7,39,225516,21,48,58,52,36,40,52,55,59,55,33,68,53,34,42,54,44
14988,54,50,31,30,41,43,31,35,33,28,34,15,10,15,8,7,60,240108,54,30,32,28,68,46,28,56,41,45,65,32,64,66,74,30,31
14989,74,39,72,75,61,56,58,48,63,45,45,8,13,15,11,9,37,233965,31,54,57,53,24,42,52,46,65,46,30,68,44,33,37,57,51
14990,62,58,69,85,44,56,62,45,62,30,30,10,12,15,13,9,55,234989,64,58,58,34,63,30,45,55,55,37,69,36,51,69,45,41,33
14991,65,61,64,68,60,46,63,75,54,40,62,9,9,10,9,14,61,239341,48,62,61,51,44,56,60,60,62,80,59,63,56,54,56,57,44
14992,61,50,49,54,39,45,33,30,32,29,31,9,11,8,7,12,55,240109,54,69,35,21,57,42,24,49,33,45,68,56,62,70,71,29,26
14993,65,57,55,74,54,44,44,49,58,39,41,14,11,11,5,9,56,240877,54,58,41,38,63,42,45,55,52,48,68,62,57,69,56,39,33
14994,62,60,63,58,62,55,50,53,59,39,45,12,7,14,10,9,54,219886,59,60,65,55,45,62,52,59,66,59,39,60,61,45,63,55,45
14995,62,59,42,57,40,53,32,26,28,25,27,8,15,13,13,7,60,224238,58,70,34,20,59,41,22,47,45,37,58,53,68,61,76,34,24
14996,42,16,36,52,25,26,17,20,11,14,18,59,55,61,58,61,18,226542,22,57,17,12,14,23,19,65,27,24,15,46,31,14,35,21,16
14997,66,43,56,74,61,61,59,62,60,50,54,13,9,7,11,13,51,240878,27,57,66,42,46,61,55,63,68,61,55,62,54,50,50,60,57
14998,78,56,58,80,52,34,70,55,54,26,30,8,6,13,12,12,42,232687,50,57,44,26,50,39,42,57,55,33,60,75,63,59,58,32,29
14999,83,52,77,72,62,43,60,47,58,29,32,8,6,10,7,10,39,241135,59,66,42,31,37,35,48,54,60,42,48,76,75,59,73,36,33
15000,70,58,67,52,61,51,33,41,58,58,45,15,8,7,12,7,62,203504,48,66,52,49,51,59,56,44,58,59,48,71,65,52,76,46,28
15001,56,43,58,75,63,53,39,54,64,54,52,12,8,13,8,10,43,217584,19,58,62,58,18,49,44,53,65,53,14,54,35,16,43,57,49
15002,67,55,62,65,63,50,50,42,61,28,40,7,10,14,9,7,59,232688,45,72,59,44,49,45,53,62,65,60,54,71,67,57,67,57,37
15003,70,60,63,75,58,42,56,33,65,31,36,14,6,11,7,9,49,240368,52,64,28,31,58,42,52,53,55,34,62,72,66,60,47,37,32
15004,56,81,59,61,58,55,54,48,56,15,40,7,13,15,6,14,55,183792,60,68,58,62,52,24,48,64,59,69,60,63,81,55,74,59,42
15005,66,67,57,46,60+5,54,29,36,57,60,26,14,10,13,15,8,60-1,204785,22,65,28,56,17,66,56-4,56,42,67,16,62,68,11,73,52,35
15006,72,55,72,54,60,48,56,43,51,32,29,7,10,10,10,14,58,229873,54,59,49,34,55,39,41,55,55,46,55,77,72,56,74,42,38
15007,21,17,33,25,14,27,12,14,9,9,11,62,58,58,60,59,14,234993,10,30,29,6,7,14,8,52,23,17,14,21,23,11,61,21,6
15008,66,30,62,63,62,53,44,49,56,57,40,16,11,9,14,12,61,226290,15,69,42,58,17,59,58,53,52,59,20,67,61,23,71,53,53
15009,62,36,65,61,62,54,42,48,57,62,40,9,13,9,8,14,56,220915,22,67,43,52,23,63,63,60,58,50,25,62,53,28,65,50,55
15010,63,43,48,62,57,55,57,21,53,35,28,13,6,9,7,9,52,224499,56,70,50,19,59,37,59,50,56,37,65,64,60,62,63,48,24
15011,54,45,33,86,63,60,50,60,58,44,52,8,14,13,13,14,51,237043,25,51,64,39,43,55,46,54,76,55,60,61,39,49,32,66,53
15012,59,64,58,60,52,60,68,56,61,38,49,9,12,5,6,12,64,240627,49,63,61,48,46,63,56,63,72,63,63,62,51,58,51,58,46
15013,63,55,55,47,52,42,26,24,36,21,21,11,11,9,7,6,61,241139,48,69,40,25,61,32,24,51,45,41,60,68,61,63,69,29,23
15014,68,36,64,67,59,50,34,57,62,62,37,12,13,7,5,10,51,238068,15,54,48,57,16,56,51,63,56,64,16,65,50,19,55,54,60
15015,62,53,57,62,53,62,38,35,59,36,37,13,14,11,6,9,45,240628,47,53,62,45,36,45,55,61,68,53,50,64,63,58,52,63,44
15016,71,32,62,61,49,50,35,36,62,62,32,14,8,9,16,13,57,227573,20,63,35,51,17,62,57,45,44,64,16,80,53,20,70,45,56
15017,58,58,43,61,42,53,61,40,27,22,63,9,8,13,10,14,50,240629,58,71,56,25,56,40,29,51,58,65,59,63,69,63,70,39,41
15018,65,67,59,71,62,62,43,53,54,48,63,6,12,9,6,6,59,182261,64,70,60,66,65,46,33,57,61,65,60,49,67,58,67,63,46
15019,64,63,68,69,52,46,54,45,53,38,46,14,11,13,13,10,61,221686,58,55,60,39,58,52,31,64,66,59,61,57,46,62,50,58,40
15020,19,20,28,46,14,24,12,12,13,8,14,64,57,61,57,59,13,237046,10,58,18,9,5,15,7,53,20,21,13,17,21,12,40,23,8
15021,67,60,72,77,61,53,54,39,64,38,38,13,15,6,14,10,47,220919,49,72,63,48,51,49,49,54,67,54,55,66,75,54,67,60,27
15022,71,65,70,60,62,52,64,33,53,26,30,8,16,7,7,14,49,225015,63,63,37,29,48,37,35,66,40,30,60,55,64,61,58,31,27
15023,50,50,52,68,68,69,50,58,59,45,52,9,14,14,16,7,48,222456,32,45,75,40,46,54,44,54,71,57,54,64,34,53,53,61,55
15024,72,33,66,66,67,46,42,37,66,54,26,15,11,13,9,6,54,225784,11,61,45,49,18,62,64,52,64,67,17,69,59,14,55,37,36
15025,36,32,68,67,64,59,47,56,59,64,38,9,16,6,7,16,52,172024,52,48,59,64,47,46,62,66,61,58,49,57,33,56,67,62,56
15026,74,32,73,74,59,60,29,59,56,62,32,10,9,13,13,13,60,231929,14,68,34,52,13,55,57,49,48,61,19,75,54,32,52,45,53
15027,28,33,32,35,33,50,18,14,23,16,15,58,62,69,54,59,15,240889,12,45,38,15,10,20,16,62,28,38,13,33,42,15,55,38,19
15028,40,49,69,79,62,75,39,31,43,33,34,6,6,7,6,6,48,232954,65,59,54,26,67,35,35,70,62,40,49,43,55,54,56,55,29
15029,26,27,39,44,10,24,11,12,11,7,11,58,56,49,64,63,14,237050,14,59,16,6,6,19,4,53,21,15,10,15,16,11,51,26,9
15030,67,68,73,75,55,52,44,41,54,39,34,7,12,11,11,10,46,232187,62,74,52,32,50,48,49,64,58,53,55,71,80,56,71,52,33
15031,72,77,63,45,65,52,25,29,63,57,24,12,9,10,8,9,67,237563,16,70,33,52,14,53,50,47,46,53,19,85,54,23,76,51,48
15032,58,50,43,47,36,43,27,28,37,25,36,14,9,9,13,15,58,241147,60,67,33,23,55,44,24,54,41,40,68,62,56,65,70,30,34
15033,52,53,47,54,65,58,52,54,60,50,55,12,8,7,12,14,50,206332,52,47,62,56,51,50,54,55,66,61,53,53,56,55,66,55,21
15034,58,23,63,42,24,32,13,20,25,15,23,67,57,56,58,59,12,236028,17,66,27,19,15,25,16,54,28,39,14,55,28,11,44,44,8
15035,84,55,76,66,61,55,39,32,61,57,33,14,8,8,15,8,53,237308,18,62,29,48,19,57,57,55,59,58,16,79,51,20,59,49,51
15036,83,51,88,63,56,60,28,43,56,58,40,14,8,9,10,15,56,201981,29,66,33,55,19,60,52,48,50,62,20,78,70,24,76,44,52
15037,64,66,64,59,64,50,53,47,62,43,50,9,8,15,11,9,57,212733,28,57,61,48,29,53,49,56,62,60,35,68,59,37,70,61,41
15038,76,69,81,78,55,49,52,43,58,27,49,9,13,13,15,11,48,214013,54,89,49,35,54,41,54,57,56,49,58,80,76,56,56,55,35
15039,50,43,50,59,55,59,29,25,29,15,25,5,7,7,13,8,64,233213,57,61,48,34,57,30,24,47,56,33,61,58,66,62,75,29,28
15040,61,38,57,37,60,53,41,44,59,62,42,6,12,8,13,10,64,231166,13,62,36,60,15,59,61,53,54,59,20,43,47,15,68,47,46
15041,75,59,74,62,60,50,53,61,65,63,40,13,7,6,9,15,30,238846,30,45,40,60,24,58,58,40,50,56,38,77,46,40,60,55,48
15042,49,52,60,61,36,52,29,29,30,25,28,5,9,13,12,8,58,239870,59,67,41,26,62,33,30,51,43,46,65,64,63,68,53,31,30
15043,72,62,59,75,66,66,41,52,64,38,48,14,5,13,11,12,52,240126,55,55,65,42,65,41,52,48,67,45,58,69,62,62,45,52,41
15044,44,18,53,50,24,35,9,11,7,6,12,62,60,66,52,64,8,228607,10,69,37,8,7,17,6,54,39,16,9,46,31,10,47,30,7
15045,71,62,72,75,63,57,56,52,61,47,47,11,8,13,14,11,45,231423,56,65,57,56,56,51,52,58,62,60,59,69,62,58,52,55,46
15046,78,55,82,70,53,56,65,65,67,57,67,10,14,9,9,9,30,189695,31,62,55,49,27,60,61,46,57,64,31,72,72,39,31,55,54
15047,64+12,67,48,49,42,52,36,26,38,22,20,8,11,12,5,6,55,231936,57,68+2,62+20,25,55,24,22,51,58+12,35,55,68+4,73+22,58,69+8,40,21
15048,41,18,34,36,24,28,14,20,17,14,13,62,53,58,51,67,21,228097,20,57,22,18,17,21,11,57,32,20,19,48,36,14,74,20,19
15049,44,61,36,26,35,42,21,24,31,24,24,12,12,13,8,15,68,237570,53,52,24,25,55,31,27,42,34,39,55,49,65,60,84,26,22
15050,67,42,71,69,57,65,63,68,61,56,66,14,12,13,16,8,51,228356,26,47,49,64,28,62,55,44,54,63,32,68,59,31,55,58,48
15051,53,49,46,55,38,44,30,30,34,20,26,6,12,5,13,6,58,239620,59,74,30,27,58,45,30,51,36,46,68,55,57,66,61,29,32
15052,65,67,65,61,57,60,39,41,55,40,38,10,9,15,11,7,48,186884,59,64,49,41,56,49,56,55,57,31,49,68,67,60,75,58,47
15053,72,38,73,84,61,53,56,48,62,46,58,7,8,14,7,11,36,220677,52,60,59,43,47,56,55,50,60,49,42,71,69,53,32,62,38
15054,49,63,45,66,60,55,42,56,51,33,37,10,10,7,8,12,47,220933,61,61,64,38,46,48,54,64,63,56,49,48,61,45,57,58,40
15055,62,39,69,78,61,53,56,43,62,43,42,9,15,15,7,12,46,222469,52,54,60,40,46,45,52,51,63,55,55,61,60,57,56,61,38
15056,62,31,58,89,64,50,59,46,60,56,39,12,6,14,5,13,46,239621,23,43,54,48,32,63,54,55,57,58,34,65,49,31,35,52,49
15057,71,31,53,58,65,52,54,47,73,61,47,8,7,13,8,10,48,240901,20,48,41,50,26,66,49,40,47,68,29,74,69,34,57,46,47
15058,66,55,72,71,63,50,45,32,58,35,34,8,9,6,9,14,48,238854,53,63,63,48,42,38,48,48,65,47,58,68,63,62,53,51,35
15059,63,36,50,75,58,48,36,56,71,62,37,12,12,12,14,12,52,240902,21,54,45,62,15,69,42,61,59,70,16,57,65,20,50,59,60
15060,71,62,42,72,43,46,30,22,36,20,29,15,8,11,14,10,51,221447,52,71,44,30,56,39,25,55,53,42,59,77,74,63,70,25,31
15061,30,18,36,42,19,30,14,13,14,14,15,62+1,57+2,57+2,58+2,58,15,222471,20,48,24,14,14,18,11,53,26,20,16,31,32,14,79,32,13
15062,41,20,33,63,27,28,20,19,20,15,12,60,56,56,57,62,21,225543,20,55,26,16,13,25,11,56,29,26,17,45,25,19,51,23,19
15063,64,48,72,74,61,63,54,55,58,40,53,8,14,7,10,5,38,241160,30,50,60,32,44,57,53,50,66,47,54,62,54,55,36,64,46
15064,70,57,60,62,46,43,44,41,46,32,44,6,8,7,16,8,58,224009,55,58,30,32,59,42,50,54,32,33,63,72,70,67,82,46,36
15065,50,59,59,59,60,54,33,38,54,58,28,10,8,7,13,15,60,234249,18,63,31,53,29,55,58,52,52,65,23,63,63,26,71,49,54
15066,74+2,55,63+3,70,59,52,45+9,33,63,52,35,9,12,9,10,12,42,236297,42,60,56,33,31,36,58+2,52+7,61+2,56,39,76+1,59,34,57,53,34
15067,79,61,75,66,59,48,29,31,54,65,31,13,14,15,10,6,44,238345,13,64,48,42,13,57,61,47,56,50,28,82,70,39,71,40,32
15068,73,44,57,72,53,58,56,54,46,62,61,10,12,7,10,9,46,200714,19,50,37,56,18,62,64,54,49,62,25,75,66,22,60,31,46
15069,75,28,83,86,60,50,56,56,68,55,55,9,10,13,6,14,39,227082,32,53,54,53,37,55,47,46,59,54,35,74,71,37,30,49,54
15070,75,27,59,64,58,56,61,47,56,54,34,11,12,10,14,13,42,228875,23,61,49,34,28,60,55,45,58,56,29,80,55,27,65,49,45
15071,68,56,58,58,57,55,45,38,50,19,23,8,8,13,7,7,57,229643,59,64,58,22,56,32,29,56,62,38,56,72,62,59,60,34,26
15072,68,29,75,72,61,50,34,45,62,63,39,7,10,13,9,14,50,240139,19,62,39,58,21,54,56,58,47,52,20,74,49,21,47,51,47
15073,69,43,72,76,56,44,31,52,57,60,39,8,12,13,8,10,57,219660,18,62,39,56,12,65,58,49,49,57,13,73,51,21,56,47,49
15074,65,43,63,61,58,55,48,45,60,52,38,14,7,13,6,11,54,229900,49,60,57,48,43,54,53,57,65,55,60,67,68,68,59,50,47
15075,55,64,56,61,50,52,33,33,34,22,34,12,14,5,15,10,54,234252,58,69,29,22,59,49,35,51,34,41,59,62,59,60,67,33,31
15076,52,64,63,63,60,41,55,46,56,46,36,11,6,9,14,11,45,210701,56,66,63,53,51,43,51,53,65,56,52,63,57,55,56,59,47
15077,44,55,47,47,52,50,37,42,59,62,30,14,13,10,6,10,66,228365,21,65,38,56,31,61,59,52,50,59,25,45,54,29,71,58,51
15078,35,47,56,30,60,50,24,26,50,25,31,12,12,12,15,13,53,229901,57,73,50,26,56,40,26,50,55,33,61,35,58,59,74,30,23
15079,70,37,58,69,58,47,32,37,57,62,32,9,16,16,9,12,59,224270,18,73,29,52,21,67,55,54,43,54,21,74,69,19,65,47,45
15080,59,60,60,61,66,52,48,45,63,46,48,11,10,14,7,11,61,224526,47,65,58,49,59,50,55,57,61,57,61,59,62,60,60,50,43
15081,69,60,65,77,57,64,57,53,61,32,44,12,15,6,13,14,54,235534,55,55,53,47,55,56,52,58,61,51,55,68,56,55,42,38,27
15082,69,31,60,69,64,48,62,47,61,62,43,15,11,14,12,12,47,239630,18,42,49,43,26,58,51,49,55,64,27,65,50,30,38,46,54
15083,59,61,68,59,62,55,50,58,56,48,59,13,16,16,12,7,46,227855,39,56,62,54,32,51,51,56,64,60,48,71,66,44,66,62,39
15084,34,57,65,69,51,52,57,37,42,39,39,10,9,10,7,5,57,232975,65,58,56,43,55,42,44,62,53,42,53,41,34,58,63,39,35
15085,42,20,43,51,20,39,10,23,20,10,12,65,59,51,55,65,22,240656,11,61,15,22,7,16,4,36,21,30,13,49,39,14,52,38,20
15086,41,17,36,50,21,29,21,21,20,14,19,57,59,58,57,63,13,221457,25,52,20,14,20,20,13,49,25,18,21,47,40,19,69,30,15
15087,52,58,57,64,55,53,49,44,53,42,51,8,6,9,16,7,57,224017,49,60,61,39,54,53,37,52,64,43,58,58,46,60,73,61,38
15088,75,66,73,74,65,63,38,61,58,35,43,14,14,7,15,14,43,227601,44,67,59,57,43,48,53,56,59,54,43,74,69,45,56,58,56
15089,68,29,66,75,54,48,38,41,48,65,36,12,12,12,12,7,63,235537,18,68,39,59,15,65,59,59,50,60,19,67,57,13,34,45,45
15090,23,12,37,25,17,19,16,13,11,15,15,57,62,59,60,56,18,192273,12,30,25,14,13,22,14,56,27,15,15,34,31,14,70,28,14
15091,63,49,72,61,65,52,57,57,69,52,49,8,6,14,7,11,45,227602,33,60,58,63,24,54,53,61,57,61,22,77,74,27,61,69,56
15092,68,72,63,69,62,46,38,34,56,29,38,13,13,11,13,13,50,230162,38,66,61,34,52,46,47,53,65,60,55,62,71,58,76,50,42
15093,72,55,64,64,46,44,51,39,59,43,34,11,9,13,10,11,53,235026,59,67,48,27,54,36,50,49,58,32,55,71,75,57,56,44,34
15094,44,57,67,62,51,56,45,39,39,40,41,9,11,12,12,6,60,232979,55,58,55,41,60,43,38,54,55,42,58,40,53,59,67,42,31
15095,84,70,80,80,57,49,31,30,64,61,29,9,12,7,8,5,34,237332,68,60,27,57,13,63,55,59,52,61,30,85,71,34,57,51,47
15096,67,50,78,62,62,56,58,58,61,54,51,14,11,14,8,7,58,240148,23,55,48,58,23,60,51,49,55,60,30,68,50,29,57,51,56
15097,64,65,54,48,61,48,43,43,54,40,40,15,7,9,14,14,60,237077,53,67,63,47,45,50,39,58,64,68,58,69,64,63,77,55,31
15098,64,54,60,76,42,38,56,36,62,27,35,5,10,13,10,7,53,240405,61,61,30,36,53,43,46,52,42,33,71,59,63,67,56,38,27
15099,71,59,55,66,43,46,54,42,70,30,36,8,12,9,8,11,49,236310,60,57,34,34,54,49,55,60,36,32,65,71,57,63,54,43,29
15100,53,80,59,54,50,56,54,58,44,40,30,12,8,16,14,8,52,159255,62,69,56,53,60,29,37,64,52,55,64,54,63,58,70,45,40
15101,67,40,69,65,61,55,30,46,62,60,42,13,8,5,10,7,52,232727,18,60,50,52,10,62,50,53,62,52,13,63,52,10,65,67,55
15102,49,24,35,68,18,28,12,12,17,13,21,61,55,57,56,60,17,213272,25,58,26,15,18,21,15,58,26,17,13,42,43,21,51,24,14
15103,84,42,84,65,64,57,50,50,74,53,44,12,12,11,11,15,39,231448,24,46,41,42,29,54,57,44,44,65,29,79,35,28,44,51,49
15104,64,65,59,55,59,37,59,46,56,20,39,10,7,12,7,12,55,235800,59,47,49,28,56,38,33,56,58,47,55,68,53,62,72,36,23
15105,79,37,63,68,51,51,34,33,58,59,32,15,15,9,14,12,52,239640,17,68,28,56,18,60,53,56,44,63,13,76,64,12,63,44,47
15106,68,28,61,61,51,54,37,49,51,63,39,15,14,8,9,10,62,237849,17,65,42,54,21,68,54,59,59,57,14,68,68,17,62,53,47
15107,75,53,72,82,52,33,60,58,56,31,30,8,13,6,12,6,40,240921,61,63,39,35,51,38,47,58,44,33,57,77,56,59,61,37,22
15108,81,71,78,85,58,59,44,57,63,43,37,11,7,13,12,6,50,229914,49,58,59,44,44,39,43,46,63,55,39,88,94,48,80,59,39
15109,84,27,72,67,54,52,31,35,54,60,32,6,6,14,9,9,55,237082,17,59,29,53,15,60,63,53,45,57,18,80,63,17,49,48,41
15110,41,58,78,89,63,57,62,46,69,64,50,14,6,9,12,10,48,173338,23,80,42,67,26,59,64,55,54,59,31,42,71,30,37,64,57
15111,53,29,34,56,23,47,19,19,19,13,13,60,58,58,58,60,18,212763,16,55,34,15,15,14,13,52,31,19,13,49,42,19,44,51,17
15112,70,61,59,73,60,47,47,45,57,40,40,10,11,12,10,12,50,240411,56,58,66,43,38,42,59,58,62,66,52,69,62,51,56,48,42
15113,66,62,56,68,55,46,52,43,65,32,41,12,14,7,11,14,51,236316,59,55,30,37,57,41,57,56,36,30,64,56,63,69,51,40,34
15114,72,42,73,62,53,53,59,58,57,55,41,5,14,15,6,14,38,237085,21,42,51,50,21,55,58,59,57,68,28,77,58,29,50,49,52
15115,73,29,56,65,53,57,44,49,58,63,33,7,7,10,12,14,54,232479,19,66,47,49,11,60,51,51,52,63,17,77,59,14,68,42,48
15116,71,54,65,76,59,50,59,43,54,25,52,7,6,13,9,9,43,237089,57,72,42,35,57,38,59,57,39,52,60,68,67,59,62,42,26
15117,71,58,69,75,48,51,60,41,55,27,28,6,10,11,12,8,38,237602,60,65,48,27,59,28,57,58,50,35,57,65,61,63,51,42,28
15118,57,55,40,33,55,37,30,53,46,58,43,6,10,13,9,16,68,201251,28,42,32,63,23,39,54,63,34,61,22,62,50,23,90,50,45
15119,72,47,54,66,58,31,49,30,57,33,31,12,11,13,12,10,53,241187,60,67,52,39,55,40,26,54,60,29,57,63,45,62,61,26,27
15120,43,18,35,34,16,30,19,12,19,14,12,63,58,52,54,58,17,225061,18,54,23,14,14,18,10,55,25,21,11,43,33,19,73,31,11
15121,50,60,46,42,61,43,38,30,55,29,34,10,13,9,12,7,42,229669,59,60,55,31,58,35,31,55,61,50,54,42,56,56,83,42,29
15122,66,31,57,70,60,45,55,48,63,56,42,5,10,13,12,14,40,240933,25,45,49,46,28,67,57,59,55,59,29,68,49,31,52,54,45
15123,81,43,81,79-1,59,42,55+1,56+1,59,58,45,10,9,14,12,16,45,212006,40,55,54,47,33,48,58,56-1,55,58,47,83,66,45,56,54,54
15124,69,53,71,74,58,56,50,50,59,48,42,11,11,9,6,7,51,227878,50,61,54,49,53,46,55,60,61,52,54,65,72,59,58,58,42
15125,62,28,70,67,64,52,57,46,65,63,42,11,14,7,11,12,42,231718,17,43,44,46,27,67,53,56,52,72,27,66,44,26,63,54,50
15126,69,57,68,77,56,49,56,46,64,49,45,14,11,6,15,7,46,236840,48,55,48,40,53,56,50,51,67,48,55,67,70,54,56,46,49
15127,65,52,56,61,54,49,51,27,44,31,34,14,7,15,13,11,51,237608,58,67,33,33,57,41,31,51,53,51,61,67,57,63,62,31,31
15128,58,32,65,59,66,51,54,46,68,64,45,8,11,15,11,7,40,237609,24,38,40,53,21,66,53,45,48,66,29,63,36,31,49,54,54
15129,70,59,59,65,53,37,45,35,62,26,32,6,7,12,5,15,52,241193,51,60,50,31,65,40,50,51,49,35,62,66,62,65,60,37,30
15130,85-1,44,69,71,59,67,59,48,58,53-4,46,10,12,8,8,9,49,197930,37,67,49-5,50+1,34,42,63,56,52-6,48,28,95+2,68,29,65,58,43
15131,57,62,66,72,63,57,63,53,56,50,43,11,14,14,8,11,52,228906,56,74,61,38,58,55,47,52,62,53,62,64,48,59,60,51,44
15132,69,60,63,56,51,49,43,35,49,29,29,9,10,13,14,13,52,235051,50,69,42,31,58,33,45,49,49,45,59,69,64,60,74,41,33
15133,67,34,58,63,58,55,42,38,55,64,36,14,12,14,15,12,55,235307,20,64,38,53,20,62,58,47,54,55,23,67,68,25,63,47,48
15134,75,45,62,50,46,41,26,34,44,60,26,10,12,5,8,10,62,237355,12,66,25,56,13,45,54,42,50,65,11,76,65,10,80,43,54
15135,61,54,48,60,53,52,28,31,46,21,31,7,9,6,13,7,57,240171,58,70,37,29,53,42,28,54,53,45,59,66,60,60,67,32,34
15136,78,51,74,74,58,60,43,40,60,42,33,14,13,11,15,7,47,215084,47,72,61,39,36,38,55,57,61,47,42,70,67,48,64,64,33
