id,keywords,cast,director
84200,"['crude humor', 'best friend', 'phone sex', 'innuendo', 'dirty joke']","['Ari Graynor', 'Lauren Miller', 'Mark Webber']",Jamie Travis
72545,"['mission', 'mysterious island', 'missing person', 'duringcreditsstinger', '3d']","['Josh Hutcherson', 'Dwayne Johnson', 'Michael Caine']",Brad Peyton
51999,"['one-night stand', 'insomnia', 'memory', 'scientist', 'epidemic', 'chef', 'anarchy']","['Ewan McGregor', 'Eva Green', 'Ewen Bremner']",David Mackenzie
53174,[],"['Til Schweiger', 'Emma Schweiger', 'Jasmin Gerat']",Til Schweiger
84259,"['writer', 'film industry']","['Jeff Bridges', 'Alan Arkin', 'Blythe Danner']",Howard Zieff
71676,"['monk', 'eastern europe', 'skeleton', 'biker', 'marvel comic', 'superhero', 'motorcycle', 'devil', 'dark hero', 'ghost rider']","['Nicolas Cage', 'Ciarán Hinds', 'Violante Placido']",Brian Taylor
21634,"['christianity', 'suicide', 'gay', 'gay relationship', 'religion', 'mother son relationship', 'lgbt activist']","['Ryan Kelley', 'Sigourney Weaver', 'Henry Czerny']",Russell Mulcahy
27902,"['beach', 'island', 'rock star', 'shipwreck', 'stranded', 'teenage crush', 'marooned', 'resort', 'lying']","['Amanda Bynes', 'Chris Carmack', 'Jonathan Bennett']",Randal Kleiser
26397,"['slavery', 'american civil war', 'robert e lee']","['Sam Waterston', 'Julie Harris', 'Jason Robards']",Ken Burns
83860,"['adoption', 'college']","['Rachel Hendrix ', 'Jason Burkey', 'Robert Amaya ']",Andrew Erwin
79548,"['waitress', 'sister sister relationship', 'kidnapping', 'police investigation', 'reference to justin bieber']","['Amanda Seyfried', 'Daniel Sunjata', 'Jennifer Carpenter']",Heitor Dhalia
72213,"['father', 'faith']","['Alex Kendrick', 'Ken Bevel', 'Ben Davies']",Alex Kendrick
57214,"['vandalism', 'high school', 'swimming pool', 'party', 'teen movie', 'teenager', 'dog', 'high school student', 'fake documentary', 'sex doll', 'lime', 'underwater photography', 'bouncy castle', 'flash grenade']","['Oliver Cooper', 'Jonathan Daniel Brown', 'Thomas Mann']",Nima Nourizadeh
73723,"['tree', ""based on children's book"", 'walled city', 'reforestation', 'tree cutting']","['Zac Efron', 'Danny DeVito', 'Taylor Swift']",Kyle Balda
73937,"['helicopter', 'based on novel', 'honeymoon', 'airplane', 'birding', 'birdwatching', 'duringcreditsstinger']","['Owen Wilson', 'Steve Martin', 'Jack Black']",David Frankel
38674,"['white trash', 'dark comedy', 'marijuana', 'mockumentary', 'black and white', 'nova scotia canada']","['John Paul Tremblay', 'Robb Wells', 'Lucy Decoutere']",Mike Clattenburg
82620,"['underdog', 'american football', 'american football coach', 'sport']","['O.C. Brown', 'Bill Courtney', 'Chavis Daniels']",T.J. Martin
59962,"['love triangle', 'friendship', 'dating', 'sushi bar', 'exploding airplane', 'online dating', 'stable', 'karate class', 'dog shelter']","['Reese Witherspoon', 'Chris Pine', 'Tom Hardy']",McG
49529,"['based on novel', 'mars', 'medallion', 'space travel', 'princess', 'alien', 'steampunk', 'martian', 'escape', 'edgar rice burroughs', 'alien race', 'superhuman strength', 'mars civilization', 'sword and planet', '19th century', '3d']","['Taylor Kitsch', 'Lynn Collins', 'Samantha Morton']",Andrew Stanton
79108,"['sperm bank', 'lawsuit', 'man child', 'sperm donor', 'loan shark']","['Patrick Huard', 'Julie Le Breton', 'Antoine Bertrand']",Ken Scott
64288,"['vegetarian', 'food']","['Lee Fulkerson', 'Matthew Lederman', 'Alona Pulde']",Lee Fulkerson
74387,"['sport', 'ice hockey', 'misfit', 'bouncer', 'team', 'minor leagues', 'duringcreditsstinger']","['Seann William Scott', 'Jay Baruchel', 'Alison Pill']",Michael Dowse
91010,"['presidential election', 'republican party']","['Julianne Moore', 'Woody Harrelson', 'Ed Harris']",Jay Roach
64688,"['male friendship', 'high school', 'parody', 'crude humor', 'based on tv series', 'undercover cop', 'buddy cop', 'buddy comedy', 'duringcreditsstinger']","['Channing Tatum', 'Jonah Hill', 'Brie Larson']",Phil Lord
82532,"['slacker', 'basement', 'destiny', 'glue', 'stoner', 'wrong number', 'mumblecore']","['Jason Segel', 'Ed Helms', 'Susan Sarandon']",Jay Duplass
81796,"['usa president', 'anti hero', 'dementia', 'future', 'space', 'convict', 'interrogation', 'space station', 'collision in space', 'year 2079']","['Guy Pearce', 'Maggie Grace', 'Joseph Gilgun']",Stephen St. Leger
80304,"['mexico', 'organized crime', 'drug lord', 'padre', 'aftercreditsstinger', 'duringcreditsstinger']","['Will Ferrell', 'Gael García Bernal', 'Génesis Rodríguez']",Matt Piedmont
56591,"['documentary', 'filmmaker', 'duringcreditsstinger', 'woman director']","['Roger Corman', 'Martin Scorsese', 'Robert De Niro']",Alex Stapleton
80767,"['japan', 'restaurant', 'sushi restaurant', 'apprentice', 'sushi', 'food', 'tokyo japan', 'family', 'master']","['Jiro Ono', 'Masuhiro Yamamoto', 'Yoshikazu Ono']",David Gelb
57165,"['underworld', 'hades', 'mythology', 'greek mythology', 'zeus', 'perseus', 'gods', 'ancient greece', 'ares', 'based on myths or folklore', '3d']","['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']",Jonathan Liebesman
10679,['charlie chaplin'],"['Julia Dietze', 'Christopher Kirby', 'Götz Otto']",Timo Vuorensola
71552,"['wife husband relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'quitting a job', 'milf', 'duringcreditsstinger']","['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott']",Jon Hurwitz
94329,"['crime boss', 'tenement', 'high rise', 'monitor', 'tower block', 'jakarta indonesia', 'swat', 'swat team']","['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah']",Gareth Evans
22970,"['cabin', 'plot twist', 'cabin in the woods', 'filmed killing', 'video wall', 'speaker phone', 'mounted animal head', 'young adult']","['Kristen Connolly', 'Chris Hemsworth', 'Anna Hutchison']",Drew Goddard
74306,"['mass murder', 'pop culture', 'social commentary', 'killing spree', 'duringcreditsstinger']","['Joel Murray', 'Tara Lynne Barr', 'Mackenzie Brooke Smith']",Bobcat Goldthwait
76489,['duringcreditsstinger'],"['Sean Hayes', 'Will Sasso', 'Chris Diamantopoulos']",Bobby Farrelly
70436,"['poison', 'blackmail', 'masked ball', 'historical figure', 'buried alive', 'serial killer', 'deadline', 'edgar allan poe', 'newspaper review', 'baltimore maryland', 'newspaper office', 'hard times', 'life imitates art', 'pendulum']","['John Cusack', 'Luke Evans', 'Alice Eve']",James McTeigue
54271,"['sex', 'strip club', 'boxing match', 'speed of light', 'private investigator', 'diamond', 'handcuffed', 'particle accelerator']","['Antonio Banderas', 'Thomas Kretschmann', 'Sienna Guillory']",Tony Krantz
62764,"['attempted murder', 'fairy tale', 'black magic', 'cockroach', 'villainess', 'good vs evil', 'woman fights man', 'insecurity', 'mirror', 'snow kingdom', 'snow white', 'evil queen', 'enchantress', 'gala', 'financial problem', 'pendant', 'half naked man', 'returning money', 'evil plot', 'duringcreditsstinger']","['Julia Roberts', 'Lily Collins', 'Armie Hammer']",Tarsem Singh
44833,"['fight', 'u.s. navy', 'mind reading', 'hong kong', 'soccer', 'scientist', 'fictional war', 'naval', 'armada', 'battleship', 'naval combat', 'jds myoko', 'lost communication', 'taser', 'buoy', 'communications expert', 'joint chiefs of staff', 'crash landing', 'jet fighter pilot', 'navy lieutenant', 'permission to marry', 'uss john paul jones', 'based on game', 'aftercreditsstinger', 'mighty mo', 'uss missouri']","['Taylor Kitsch', 'Alexander Skarsgård', 'Rihanna']",Peter Berg
206953,"['gay', 'gay bashing', 'hate', 'religious fanatic', 'religious cult', 'lgbt in the military']","['Louis Theroux', 'Fred Phelps']",Emma Cooper
74534,"['hotel', 'based on novel', 'india', 'ensemble cast', 'elderly', 'jaipur india', 'personal growth', 'outsourcing']","['Bill Nighy', 'Maggie Smith', 'Tom Wilkinson']",John Madden
72207,"['sex', 'san francisco', 'restaurant', 'frustration', 'chase', 'offer', 'engagement', 'love', 'psychologist', 'wedding', 'proposal', 'chef', 'ceremony', 'englishwoman', 'ring', 'unemployed']","['Jason Segel', 'Emily Blunt', 'Chris Pratt']",Nicholas Stoller
67660,"['advice', 'love', 'relationship', 'ensemble cast', 'duringcreditsstinger', 'turning the tables', 'reading a book', 'african american comedy']","['Michael Ealy', 'Jerry Ferrara', 'Meagan Good']",Tim Story
77877,"['based on novel', 'wife husband relationship', 'photo', 'kennel', 'playing chess', 'bomb explosion', 'iraq veteran']","['Zac Efron', 'Blythe Danner', 'Taylor Schilling']",Scott Hicks
62213,"['witch', 'imprisonment', 'vampire', 'curse', 'fish out of water', 'chains', 'gothic', 'madness', 'old house', 'lost love', 'angry mob', '18th century', 'ghost', 'hidden room', 'old mansion']","['Johnny Depp', 'Michelle Pfeiffer', 'Helena Bonham Carter']",Tim Burton
13486,"['mercenary', 'training', 'greek']","['Michael Copon', 'Randy Couture', 'Karen David']",Russell Mulcahy
89326,['woman director'],"['Brittany Snow', 'Christian Serratos', 'David Oyelowo']",Aimee Lagos
51823,[],"['Aidan Quinn', 'Andy García', 'Mario Van Peebles']",R. Ellis Frazier
76493,['kurdish'],"['Sacha Baron Cohen', 'Sayed Badreya', 'Aasif Mandvi']",Larry Charles
41154,"['time travel', 'time machine', 'alien', 'fictional government agency', 'seeing the future', 'changing history']","['Will Smith', 'Tommy Lee Jones', 'Josh Brolin']",Barry Sonnenfeld
58595,"['queen', 'magic', 'fairy tale', 'immortality', 'forest', 'deception', 'woman', 'eternal youth', 'snow white', 'evil queen', 'evil stepmother', 'imprisoned', 'sorceress']","['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']",Rupert Sanders
86812,"['journalist', 'independent film', 'hand clapping game', 'cult leader']","['Brit Marling', 'Christopher Denham', 'Nicole Vicius']",Zal Batmanglij
72197,"['rivalry', 'stop motion', 'pirate', 'aftercreditsstinger', 'duringcreditsstinger']","['Hugh Grant', 'Brendan Gleeson', 'Jeremy Piven']",Peter Lord
70981,"['android', 'dystopia', 'alien', 'spin off', 'creation', 'emergency surgery', 'aftercreditsstinger', 'stasis', 'archeological dig', 'god complex', 'cave drawing', 'genetic mutation', 'origins of life']","['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce']",Ridley Scott
92591,"['prison visit', 'funeral director', 'funeral home', 'amateur theater', 'embezzlement', 'missing persons case', 'hidden corpse', 'estranged family member', 'jury trial', 'hick', 'stock broker', 'corpse in freezer', 'confession of crime', 'duringcreditsstinger']","['Jack Black', 'Shirley MacLaine', 'Matthew McConaughey']",Richard Linklater
12645,"['mexico', 'nudity', 'daughter', 'assault', 'money', 'doctor', 'transplant', 'donor', 'lungs']","['Rosanna Arquette', 'Diane Kruger', 'Dermot Mulroney']",Baltasar Kormákur
86555,"['adultery', 'wife husband relationship', 'toronto', 'dilemma', 'relationship', 'sex talk', 'attraction', 'unhappiness', 'marriage problems', 'freelance writer', 'husband wife estrangement', 'twenty something', 'woman director', 'stagnation', 'complications']","['Michelle Williams', 'Seth Rogen', 'Luke Kirby']",Sarah Polley
48392,"['conductor', 'drums', 'musical', 'drummer', 'metronome', 'music store', 'operating room']","['Bengt Nilsson', 'Sanna Persson', 'Magnus Börjeson']",Johannes Stjärne Nilsson
50647,"['hippie', 'commune', 'nudism', 'nude protest', 'aftercreditsstinger', 'duringcreditsstinger']","['Paul Rudd', 'Jennifer Aniston', 'Justin Theroux']",David Wain
83666,"['new england', 'first love', 'eye patch', 'search party', 'devastation', 'pen pal', 'handkerchief', 'child smoking', 'small town sheriff', 'the color red', 'the color blue', 'boy scouts', 'sand dancing', 'meet cute', 'boy scouts leader', 'pipe smoking', 'duringcreditsstinger']","['Bruce Willis', 'Edward Norton', 'Jared Gilman']",Wes Anderson
82825,"['mystery', 'bollywood', 'police corruption', 'crime', 'india', 'missing husband', 'nerve gas']","['Vidya Balan', 'Nawazuddin Siddiqui', 'Parambrata Chatterjee']",Sujoy Ghosh
72358,"['liar', 'literary agent']","['Eddie Murphy', 'Allison Janney', 'Cliff Curtis']",Brian Robbins
84332,['time travel'],"['Aubrey Plaza', 'Mark Duplass', 'Jake Johnson']",Colin Trevorrow
80321,"['madagascar', '3d']","['Ben Stiller', 'Sacha Baron Cohen', 'David Schwimmer']",Conrad Vernon
65421,"['fountain', 'garden']",['Carmilla Salvatorelli'],Kenneth Anger
43337,"['magic', 'mythical creature', 'occult', 'short']","['Anaïs Nin', 'Marjorie Cameron', 'Samson De Brier']",Kenneth Anger
84355,"['sister sister relationship', 'secret', 'romance', 'cottage', 'relationship', 'mumblecore', 'woman director']","['Mark Duplass', 'Emily Blunt', 'Rosemarie DeWitt']",Lynn Shelton
39145,"['anime', 'dragon ball,']","['Mayumi Tanaka', 'Nachi Nozawa', 'Hiromi Tsuru']",Daisuke Nishio
39100,"['anime', 'dragon ball,']","['Masako Nozawa', 'Toshio Furukawa', 'Mayumi Tanaka']",Daisuke Nishio
62177,"['scotland', 'rebel', 'bravery', 'kingdom', 'archer', 'wish', 'bear', 'scot', 'rebellious daughter', 'turns into animal', 'archery', 'ruins', 'aftercreditsstinger', 'peace offering', 'woman director', 'courage', '3d']","['Kelly Macdonald', 'Billy Connolly', 'Emma Thompson']",Brenda Chapman
39101,"['anime', 'dragon ball,']","['Toshio Furukawa', 'Mayumi Tanaka', 'Masako Nozawa']",Daisuke Nishio
76494,"['based on novel', 'adoption', 'pregnant', 'miscarriage', 'expectant father', 'pregnant wife', 'vomiting', 'expecting twins', 'open air cinema', 'giving birth']","['Cameron Diaz', 'Jennifer Lopez', 'Elizabeth Banks']",Kirk Jones
81836,"['rome', 'expatriate', 'episodic']","['Woody Allen', 'Roberto Benigni', 'Penélope Cruz']",Woody Allen
72331,"['usa president', 'vampire', 'steam locomotive', 'american civil war', '19th century', 'abraham lincoln', '3d']","['Benjamin Walker', 'Dominic Cooper', 'Anthony Mackie']",Timur Bekmambetov
80585,"['musical', 'rocker', 'teenager', 'young love', 'rock sta']","['Julianne Hough', 'Diego Boneta', 'Tom Cruise']",Adam Shankman
88005,"['asteroid', 'road trip', 'end of the world', 'woman director']","['Steve Carell', 'Keira Knightley', 'Connie Britton']",Lorene Scafaria
13042,"['stage', 'banjo', 'magic', 'bunny', 'rabbi', 'rope', 'rescue', 'anger', 'short', 'pixar animation']",['Doug Sweetland'],Doug Sweetland
13932,"['fire', 'baby', 'hero', 'transformation', 'classical music', 'machine', 'listening to music', 'short', 'pixar animation']","['Bud Luckey', 'Eli Fucile', 'Jason Lee']",Brad Bird
13062,"['jumping', 'lamb', 'short', 'jackalope', 'pixar animation']",['Bud Luckey'],Bud Luckey
13933,"['fountain', 'rivalry', 'coin', 'bag of money', 'gold coin', 'little girl', 'aftercreditsstinger', 'one man band', 'street musician', 'busker', 'short', 'pixar animation']",[],Andrew Jimenez
72105,"['friendship', 'love', 'teddy bear', 'toy comes to life', 'wishes come true']","['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane']",Seth MacFarlane
100046,['aftercreditsstinger'],"['Jenna Fischer', 'Chris Messina', 'Topher Grace']",Lee Kirk
77930,"['dancing', 'florida', 'strip club', 'male stripper', 'novice']","['Channing Tatum', 'Matthew McConaughey', 'Alex Pettyfer']",Steven Soderbergh
39103,"['anime', 'dragon ball,']","['Toshio Furukawa', 'Mayumi Tanaka', 'Ryūsei Nakao']",Daisuke Nishio
24752,"['anime', 'dragon ball,']","['Toshio Furukawa', 'Ryūsei Nakao', 'Masako Nozawa']",
34433,"['anime', 'dragon ball,']","['Eric Vale', 'Bin Shimada', 'Ryou Horikawa']",Shigeyasu Yamauchi
95516,[],"['Sean Bean', 'Abhin Galeya', 'Charlotte Rampling']",Hadi Hajaig
1930,"['loss of father', 'vigilante', 'serum', 'marvel comic', 'scientific experiment', 'spider bite', 'masked vigilante', 'reboot', 'super powers', 'genetic engineering', 'social outcast', 'duringcreditsstinger']","['Andrew Garfield', 'Emma Stone', 'Rhys Ifans']",Marc Webb
57800,"['blue footed booby', 'prehistoric times', 'melting ice', 'badger', 'elephant seal', 'floating ice', 'land bridge', 'era', 'glaciale', 'deriva']","['John Leguizamo', 'Ray Romano', 'Chris Wedge']",Steve Martino
84175,"['refugee camp', 'hurricane', 'fantasy', 'flooding', 'global warming', 'drama', 'bayou', 'crab', 'storm', 'celebration', 'auroch', 'tough love', 'defrost', 'levee', 'prehistoric creature', 'lost mother', 'melting ice caps', 'shrimp', 'salt water', 'explosives', 'crawfish', 'shrimping', 'submerged', 'grits', 'african american child', 'wild man']","['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly']",Benh Zeitlin
98548,['duringcreditsstinger'],"['Chris Pine', 'Elizabeth Banks', 'Olivia Wilde']",Alex Kurtzman
82525,"['widow', 'american abroad', 'eye gouging', 'dea agent', 'shot in the shoulder', 'gun in mouth', 'filmed killing', 'southern california', 'improvised explosive device', 'surrogate daughter', 'shot in the throat', 'laguna beach california', 'enforcer', 'gardner', 'skull mask', 'dea']","['Blake Lively', 'Taylor Kitsch', 'Aaron Taylor-Johnson']",Oliver Stone
13929,"['chess', 'eyeglasses', 'computer animation', 'cgi', 'park', 'false teeth', 'dentures', 'short', 'elderly man', 'leaf', 'pixar animation']",['Bob Peterson'],Jan Pinkava
80035,"['usa', 'sterility', 'castration', 'marriage', 'friendship', 'alien', 'suburb', 'alien invasion', 'death', 'teenage daughter', 'neighborhood watch', 'creepy neighbor']","['Ben Stiller', 'Vince Vaughn', 'Jonah Hill']",Akiva Schaffer
276165,[],"['Mary-Kate Olsen', 'Ashley Olsen']",
84165,"['photographer', 'photo exhibition', 'rudeness', 'reference to barack obama', 'pregnancy test', 'photo exhibit', 'rude frenchman', 'reference to michelle obama', 'art critic', 'radio host', 'food smuggling', 'woman director']","['Julie Delpy', 'Dylan Baker', 'Chris Rock']",Julie Delpy
183386,"['cult', 'independent film', 'anarchy', 'psychotronic']","['Amy Davis', 'Jon Moritsugu', 'Gregg Turkington']",Jon Moritsugu
73567,"['trailer park', 'gun', 'texas', 'deal', 'psychopath', 'sexual humiliation', 'money', 'lingerie', 'arson', 'drug', 'police detective', 'physical abuse', 'neo-noir', 'burial', 'pizza shop']","['Matthew McConaughey', 'Emile Hirsch', 'Thomas Haden Church']",William Friedkin
39106,"['anime', 'dragon ball,']","['Masako Nozawa', 'Takeshi Kusao', 'Mayumi Tanaka']",Yoshihiro Ueda
39107,"['anime', 'dragon ball,']","['Masako Nozawa', 'Masako Nozawa', 'Takeshi Kusao']",
13930,"['bird', 'clique', 'awkward appearance', 'short', 'pixar animation']",['Ralph Eggleston'],Ralph Eggleston
103332,"['dream', 'imaginary friend', 'therapy', 'novelist', 'woman director']","['Paul Dano', 'Zoe Kazan', 'Chris Messina']",Jonathan Dayton
64635,"['secret agent', 'dystopia', 'remake', 'machine gun', 'resistance fighter', 'false memory', 'robot cop', 'suppression', 'rebel hero', 'safe deposit box', 'british colonialism', 'smog', 'gatling gun', 'center of the earth', 'implanted memory']","['Colin Farrell', 'Kate Beckinsale', 'Jessica Biel']",Len Wiseman
56909,[],"['Raoul Bova', 'Ambra Angiolini', 'Luca Bizzarri']",Paolo Genovese
39108,"['anime', 'dragon ball,']","['Masako Nozawa', 'Masako Nozawa', 'Hiromi Tsuru']",
39323,"['anime', 'dragon ball,']","['Masako Nozawa', 'Masako Nozawa', 'Ryūsei Nakao']",Mitsuo Hashimoto
39324,"['anime', 'dragon ball,']","['Takeshi Kusao', 'Masako Nozawa', 'Ryou Horikawa']",
18095,"['son goku jr.', 'anime', 'dragon ball,']","['Masako Nozawa', 'Yuuko Minaguchi', 'Monika Antonelli']",Osamu Kasai
76696,[],"['Javier Drolas', 'Pilar López de Ayala', 'Inés Efron']",Gustavo Taretto
37724,"['spy', 'secret agent', 'sociopath', 'killer', 'art gallery', 'british secret service', 'istanbul turkey', 'imax', 'uzi', 'booby trap', 'impersonating a police officer', 'macao']","['Daniel Craig', 'Judi Dench', 'Javier Bardem']",Sam Mendes
77953,"['politics', 'politician', 'election campaign', '\xa0north carolinam', 'congressman', 'political candidate', 'moustache', 'political corruption', 'campaign manager', 'campaign finance']","['Will Ferrell', 'Zach Galifianakis', 'Dylan McDermott']",Jay Roach
85414,[],"['Stephen Dorff', 'Chyler Leigh', 'JR Bourne']",Gabe Torres
84327,"['wealth', 'bankruptcy', 'woman director']","['Jackie Siegel', 'David Siegel', 'Virginia Nebab']",Lauren Greenfield
77174,"['medium', 'stop motion', 'curse', 'jock', 'ghost', 'communicating with the dead', 'aftercreditsstinger', 'dealing with the past', 'witch trial', 'child witch', 'empathy', 'strange']","['Kodi Smit-McPhee', 'Tucker Albrizzi', 'Jodelle Ferland']",Sam Fell
84184,"['relationship problems', 'male female relationship', 'divorce', 'best friends in love']","['Rashida Jones', 'Andy Samberg', 'Elijah Wood']",Lee Toland Krieger
109584,[],"['Tim Roth', 'Eloise Laurence', 'Cillian Murphy']",Rufus Norris
49526,"['new york', 'dirty cop', 'bicycle courier', 'duringcreditsstinger', 'race against the clock', 'cyclist', 'bike messenger']","['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez']",David Koepp
82633,"['based on novel', 'prohibition', 'brother', 'bootlegging', '1930s']","['Shia LaBeouf', 'Tom Hardy', 'Guy Pearce']",John Hillcoat
71668,"['sequel', 'breast', 'water park', 'piranha', 'duringcreditsstinger', '3d']","['Danielle Panabaker', 'Matt Bush', 'Katrina Bowden']",John Gulager
84340,"['stand-up comedian', 'sleepwalking']","['Mike Birbiglia', 'Lauren Ambrose', 'Lucy DeVito']",Mike Birbiglia
84334,"['1970s', 'mayor', 'south africa', 'musician', 'icon', 'music business', 'election', 'detroit', 'reading', 'recording', 'city council', 'music tour']","['Dennis Coffey', 'Rodriguez', 'Stephen Segerman']",Malik Bendjelloul
77883,[],"['Jeffrey Dean Morgan', 'Natasha Calis', 'Madison Davenport']",Ole Bornedal
83403,[],"['Pamela Adlon', 'Sarah Hyland', 'Alan Tudyk']",Josh Stolberg
83660,[],"['Jason Baldwin', 'Damien Wayne Echols', 'Jessie Miskelly']",Joe Berlinger
84174,"['bridesmaid', 'strip club', 'female friendship', 'reunion', 'drug use', 'wedding', 'wedding dress', 'childhood friends', 'woman director', 'bachelorette party', 'bitch', 'fat woman']","['Kirsten Dunst', 'Isla Fisher', 'Lizzy Caplan']",Leslye Headland
114150,"['competition', 'roommate', 'college', 'female friendship', 'music', 'hazing', 'male female relationship', 'audition', 'group of friends', 'dorm room', 'bickering', 'dj', 'singing competition', 'film score', 'female musician', 'singing contest', 'young adult', 'acapella']","['Anna Kendrick', 'Skylar Astin', 'Brittany Snow']",Jason Moore
77948,"['kidnapping', 'spying', 'government']","['Henry Cavill', 'Verónica Echegui', 'Sigourney Weaver']",Mabrouk El Mechri
89708,"['eating', 'around the world', 'fast motion scene', 'balance', 'skyline', 'sunset', 'modern life', 'moonrise']","['Marcos Luna', 'Putu Dinda Pratika', 'Puti Sri Candra Dewi']",Ron Fricke
59967,"['suicide', 'assassin', 'drug addiction', 'future', 'time travel', 'dystopia', 'retirement', 'boy', 'murder', 'organized crime', 'tragedy', 'execution', 'violence', 'criminal', 'drug addict', 'contract killer', 'neo-noir']","['Joseph Gordon-Levitt', 'Bruce Willis', 'Emily Blunt']",Rian Johnson
87428,"['deadbeat dad', 'cheating fiancée', 'teacher student sex', 'brother sister incest']","['Adam Sandler', 'Susan Sarandon', 'Eva Amurri Martino']",Sean Anders
97795,['found footage'],"['Kai Lennox', 'Rick Gonzalez', 'Fiona Glascott']",Carles Torrens
84329,"['friendship', 'robot', 'senior citizen', 'cat thief']","['Frank Langella', 'Liv Tyler', 'James Marsden']",Jake Schreier
84169,"['freedom of speech', 'social activism', 'dissident', 'chinese communists', 'sichuan earthquake', 'contemporary art', 'twitter', 'social media', 'duringcreditsstinger', 'woman director']","['Ai Weiwei', 'Dan-qing Chen']",Alison Klayman
71679,"['mutant', 'dystopia', 'sequel', 'conspiracy', 'tokyo japan', 'zombie', 'based on video game', 'moscow', 'hand to hand combat', 'virus', 'plague', 'pandemic', 'mega corporation']","['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez']",Paul W.S. Anderson
100529,['best friend'],"['Greta Gerwig', 'Joel Kinnaman', 'Bill Pullman']",Daryl Wein
68722,"['post traumatic stress  disorder', 'sexual obsession', 'postwar period', 'drifter', 'alcoholic', 'cult leader', 'scientology', 'religious cult', 'charismatic leader', 'right hand man']","['Joaquin Phoenix', 'Philip Seymour Hoffman', 'Amy Adams']",Paul Thomas Anderson
49049,"['usa', 'corruption', 'crime fighter', 'judge', 'metropolis', 'law', 'post-apocalyptic', 'dystopia', 'executive case', 'police', 'futuristic', 'based on comic', 'gore', 'survival', 'gunfight', 'gangster', 'extreme violence', 'psychic', 'violence', 'criminal', 'justice', 'drug lord', 'based on graphic novel', 'dystopic future', 'dark humor', 'expert marksman', 'rookie', 'dredd', '2000 ad']","['Karl Urban', 'Olivia Thirlby', 'Lena Headey']",Pete Travis
4822,"['musical', 'beggar', 'bagdad', 'impostor']","['Howard Keel', 'Ann Blyth', 'Dolores Gray']",Vincente Minnelli
77016,"['los angeles', 'bullet proof vest', 'u.s. marine', 'medal of valor', 'police sergeant', 'felon', 'golden gun']","['Jake Gyllenhaal', 'Michael Peña', 'Natalie Martinez']",David Ayer
84348,"['webcam', 'anthology', 'vhs', 'burglary', 'split screen', 'found footage', 'mumblecore', 'ghost child', 'boxer shorts', 'vcr', 'halloween mask', 'mumblegore', 'horror anthology']","['Calvin Lee Reeder', 'Lane Hughes', 'Adam Wingard']",Joe Swanberg
84892,"['shyness', 'secret', 'narration', 'kiss', 'freshman', 'coming of age', 'teenage boy', 'high school student', 'first love', 'aunt nephew relationship', 'gay lead character', 'santa hat', 'lgbt teen', 'aunt nephew incest', 'based on young adult novel']","['Logan Lerman', 'Emma Watson', 'Ezra Miller']",Stephen Chbosky
103663,"['father son relationship', 'denmark', 'lie', 'pedophilia', 'kindergarten', 'father', 'deer', 'children', 'teacher', 'school', 'pedophile', 'divorce', 'hunting']","['Mads Mikkelsen', 'Alexandra Rapaport', 'Thomas Bo Larsen']",Thomas Vinterberg
103328,"['limousine', 'multiple identities', 'wig', 'penis', 'talking car', 'sewer of paris', 'traveling through a sewer', 'multiple roles']","['Eva Mendes', 'Kylie Minogue', 'Michel Piccoli']",Leos Carax
88036,"['soong sisters', 'duringcreditsstinger']","['Whitney Houston', 'Cee Lo Green', 'Derek Luke']",Salim Akil
82675,"['kidnapping', 'turkey', 'police chase', 'bag over head', 'violence', 'fbi agent', 'teenage daughter', 'stealing a car', 'ex-husband ex-wife relationship', 'albanian', 'u.s. embassy', 'killed in an elevator', 'security guard killed']","['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",Olivier Megaton
82390,"['everglades', 'reporter', 'newspaper man', 'pantyhose', 'gay lead character', 'death row inmate', 'gay brother', 'man on a toilet']","['Zac Efron', 'Matthew McConaughey', 'Nicole Kidman']",Lee Daniels
223195,"['film making', 'behind the scenes', 'making of']",['Christopher Plummer'],David Hinton
88273,"['queen', 'royal family', ""coup d'etat"", 'secret love', 'doctor', 'christian vii', 'illegitimate child', 'reference to voltaire', 'danish history']","['Mads Mikkelsen', 'David Dencik', 'Alicia Vikander']",Nikolaj Arcel
70667,"['ocean', 'pacific', 'raft', 'sea voyage']","['Pål Sverre Hagen', 'Anders Baasmo Christiansen', 'Tobias Santelmann']",Joachim Rønning
90125,"['musical', 'bob marley', 'reference to bob marley', 'reggae music', 'duringcreditsstinger']","['Bob Marley', 'Ziggy Marley', 'Rita Marley']",Kevin Macdonald
