world_rank,university_name,national_rank,total_score,alumni,award,hici,ns,pub,pcp,year
151-200,The University of Calgary,7,,0.0,0.0,13.8,15.3,45.0,18.0,2014
151-200,The University of Georgia,65-77,,0.0,0.0,20.6,20.6,42.1,18.3,2014
151-200,The University of Hong Kong,1-2,,0.0,0.0,17.5,15.5,44.0,22.4,2014
151-200,Tokyo Institute of Technology,7-8,,12.9,0.0,15.9,17.6,38.4,24.4,2014
151-200,Trinity College Dublin,1,,10.5,13.3,10.7,13.2,32.0,18.3,2014
151-200,University of Barcelona,1,,0.0,0.0,15.1,11.5,51.8,18.4,2014
151-200,University of Bern,6-7,,12.9,0.0,16.3,21.7,40.3,26.5,2014
151-200,University of Bologna,1-6,,0.0,0.0,13.8,11.2,48.1,18.4,2014
151-200,University of Buenos Aires,1,,14.9,24.0,0.0,9.0,36.3,21.2,2014
151-200,University of Delaware,65-77,,10.5,16.3,20.1,11.7,32.2,19.4,2014
151-200,University of East Anglia,18-20,,13.9,0.0,19.2,15.4,29.9,23.5,2014
151-200,University of Gothenburg,5,,0.0,15.4,12.3,13.9,42.7,19.7,2014
151-200,University of Hamburg,8-13,,11.8,0.0,13.9,20.0,36.6,20.8,2014
151-200,University of Hawaii at Manoa,65-77,,0.0,0.0,20.1,23.8,36.3,18.7,2014
151-200,University of Illinois at Chicago,65-77,,0.0,0.0,18.9,14.4,43.9,17.4,2014
151-200,University of Iowa,65-77,,0.0,0.0,20.3,21.2,45.3,17.7,2014
151-200,University of Kiel,8-13,,10.5,13.3,12.2,13.4,31.2,18.2,2014
151-200,University of Koeln,8-13,,0.0,11.5,8.6,17.5,37.2,20.2,2014
151-200,University of Lausanne,6-7,,0.0,0.0,14.9,23.3,33.9,21.5,2014
151-200,University of Miami,65-77,,0.0,0.0,22.0,18.9,41.0,15.3,2014
151-200,University of Milan,1-6,,17.5,0.0,14.2,10.5,46.0,20.8,2014
151-200,University of Muenster,8-13,,19.7,13.3,13.2,15.2,36.5,21.3,2014
151-200,University of Padua,1-6,,0.0,0.0,11.3,17.7,48.7,22.0,2014
151-200,University of Paris Descartes (Paris 5),8,,11.8,9.4,12.2,16.2,42.0,16.3,2014
151-200,University of Pisa,1-6,,13.9,23.1,7.2,6.7,38.1,22.2,2014
151-200,University of Roma - La Sapienza,1-6,,11.8,13.3,5.1,11.6,53.4,17.9,2014
151-200,University of Science and Technology of China,4-6,,0.0,0.0,15.9,15.2,47.5,23.9,2014
151-200,University of Sussex,18-20,,0.0,22.4,15.2,13.5,29.0,25.6,2014
151-200,University of Tuebingen,8-13,,22.9,0.0,12.2,18.7,42.5,23.5,2014
151-200,University of Turin,1-6,,15.8,0.0,16.2,9.5,40.3,20.1,2014
151-200,University of Vienna,1,,13.9,0.0,17.2,21.9,37.0,24.2,2014
151-200,University of Warwick,18-20,,0.0,0.0,22.5,13.1,38.9,21.9,2014
151-200,University of Wuerzburg,8-13,,19.7,0.0,18.9,15.0,34.4,20.7,2014
151-200,Virginia Commonwealth University,65-77,,10.5,14.1,15.9,11.8,34.0,14.6,2014
151-200,Zhejiang University,4-6,,0.0,0.0,7.1,12.5,66.5,19.0,2014
201-300,Autonomous University of Barcelona,2-4,,0.0,0.0,5.0,13.7,45.3,20.3,2014
201-300,Autonomous University of Madrid,2-4,,0.0,0.0,11.3,12.0,39.0,17.1,2014
201-300,Beijing Normal University,7-12,,15.8,0.0,5.0,7.8,37.2,15.4,2014
201-300,Charles University in Prague,1,,9.1,0.0,0.0,10.4,43.6,19.3,2014
201-300,City University of Hong Kong,3-4,,0.0,0.0,18.1,1.5,37.9,21.5,2014
201-300,Claude Bernard University Lyon 1,9-14,,10.5,0.0,0.0,17.4,41.0,14.5,2014
201-300,Colorado State University,78-104,,0.0,0.0,20.3,13.6,35.5,19.5,2014
201-300,Dalhousie University,8-16,,0.0,0.0,12.2,15.2,34.1,17.9,2014
201-300,Dartmouth College,78-104,,18.2,0.0,20.7,14.1,25.6,20.3,2014
201-300,Delft University of Technology,9-10,,11.8,0.0,8.6,18.3,38.6,21.3,2014
201-300,Durham University,21-29,,0.0,0.0,19.6,15.5,34.1,21.0,2014
201-300,Ecole Normale Superieure - Lyon,9-14,,0.0,20.0,3.6,11.7,21.0,28.4,2014
201-300,Florida State University,78-104,,0.0,0.0,14.6,16.0,37.9,19.1,2014
201-300,Harbin Institute of Technology,7-12,,0.0,0.0,10.0,2.9,47.5,14.7,2014
201-300,Huazhong University of Science and Technology,7-12,,0.0,0.0,0.0,7.7,50.4,15.7,2014
201-300,Karlsruhe Institute of Technology (KIT),14-22,,0.0,0.0,12.0,15.1,38.0,19.8,2014
201-300,Kobe University,9-10,,14.9,0.0,5.1,14.7,30.9,15.4,2014
201-300,Korea Advanced Institute of Science and Technology,2-5,,0.0,0.0,8.3,16.8,38.7,28.8,2014
201-300,Korea University,2-5,,0.0,0.0,8.7,10.2,49.1,21.2,2014
201-300,Laval University,8-16,,0.0,0.0,15.0,9.3,36.9,16.0,2014
201-300,Louisiana State University - Baton Rouge,78-104,,0.0,0.0,13.6,12.6,34.0,14.3,2014
201-300,Maastricht University,9-10,,0.0,0.0,10.7,6.6,41.5,24.8,2014
201-300,Macquarie University,9,,0.0,0.0,18.1,13.0,32.8,24.3,2014
201-300,Medical University of Vienna,2-3,,9.1,9.4,8.6,9.7,32.9,18.0,2014
201-300,Nanjing University,7-12,,0.0,0.0,0.7,6.9,51.5,17.8,2014
201-300,National Autonomous University of Mexico,1,,12.9,0.0,3.3,10.4,47.7,23.2,2014
201-300,National Cheng Kung University,2-3,,0.0,0.0,10.1,2.7,43.6,17.9,2014
201-300,National Tsing Hua University,2-3,,12.9,0.0,5.1,12.6,32.7,20.8,2014
201-300,Newcastle University,21-29,,0.0,0.0,12.2,16.0,38.5,18.8,2014
201-300,Northeastern University,78-104,,0.0,0.0,15.9,18.1,28.8,20.2,2014
201-300,Norwegian University of Science and Technology - NTNU,2-3,,13.9,0.0,10.1,13.4,37.3,18.0,2014
201-300,Paul Sabatier University (Toulouse 3),9-14,,0.0,0.0,12.3,20.6,38.1,14.3,2014
201-300,Polytechnic Institute of Milan,7-8,,7.4,14.9,5.0,8.4,33.1,20.3,2014
201-300,"Queen Mary, University of London",21-29,,18.2,0.0,18.1,11.6,31.7,19.9,2014
201-300,Queen's University,8-16,,0.0,0.0,13.1,11.8,33.9,19.2,2014
201-300,Rensselaer Polytechnic Institute,78-104,,12.9,0.0,13.9,12.2,23.1,23.8,2014
201-300,Royal Institute of Technology,6-8,,0.0,14.9,3.6,9.9,38.0,23.5,2014
201-300,RWTH Aachen University,14-22,,0.0,0.0,15.1,8.1,41.1,20.8,2014
201-300,Simon Fraser University,8-16,,0.0,0.0,12.2,12.9,33.3,18.8,2014
201-300,State University of New York at Buffalo,78-104,,0.0,0.0,13.1,8.1,38.8,15.5,2014
201-300,Stony Brook University,78-104,,0.0,0.0,14.8,18.9,36.9,16.8,2014
201-300,Sun Yat-sen University,7-12,,0.0,0.0,8.7,8.8,53.2,17.0,2014
201-300,Sungkyunkwan University,2-5,,0.0,0.0,0.0,12.2,47.2,21.3,2014
201-300,Swedish University of Agricultural Sciences,6-8,,0.0,0.0,13.3,13.3,30.0,24.0,2014
201-300,The George Washington University,78-104,,11.8,0.0,6.3,11.1,34.4,17.0,2014
201-300,The Hong Kong University of Science and Technology,3-4,,0.0,0.0,17.4,8.1,30.1,22.8,2014
201-300,The University of Alabama at Birmingham,78-104,,0.0,0.0,18.1,13.6,41.3,15.5,2014
201-300,The University of Auckland,1-2,,13.9,0.0,10.1,13.5,40.0,20.8,2014
201-300,The University of Dundee,21-29,,0.0,0.0,16.8,16.0,26.1,20.3,2014
201-300,The University of New Mexico - Albuquerque,78-104,,0.0,0.0,14.9,16.8,34.2,15.3,2014
201-300,The University of Texas Health Science Center at Houston,78-104,,0.0,15.4,13.9,9.7,32.2,16.5,2014
201-300,TU Dresden,14-22,,0.0,0.0,10.7,16.0,39.9,20.6,2014
201-300,Umea University,6-8,,0.0,0.0,12.2,11.3,33.8,16.7,2014
201-300,University College Dublin,2,,0.0,0.0,10.7,12.3,34.8,17.9,2014
201-300,University of Aberdeen,21-29,,0.0,13.3,12.2,12.6,31.9,21.2,2014
201-300,University of Bergen,2-3,,0.0,0.0,10.7,14.6,36.9,19.5,2014
201-300,University of Bochum,14-22,,0.0,0.0,13.3,9.9,36.5,18.6,2014
201-300,University of Bordeaux,9-14,,0.0,0.0,14.3,16.6,40.0,15.4,2014
201-300,University of Cape Town,1-2,,19.0,0.0,12.2,10.0,35.6,19.1,2014
201-300,University of Cincinnati,78-104,,0.0,0.0,22.6,9.3,39.7,15.3,2014
201-300,University of Erlangen-Nuremberg,14-22,,0.0,0.0,15.9,14.6,39.3,20.8,2014
201-300,University of Exeter,21-29,,0.0,0.0,17.8,18.8,33.6,22.7,2014
201-300,University of Florence,7-8,,0.0,0.0,16.8,10.5,38.9,18.6,2014
201-300,University of Guelph,8-16,,0.0,0.0,17.5,9.7,31.1,18.7,2014
201-300,University of Houston,78-104,,0.0,0.0,17.3,11.4,36.7,19.9,2014
201-300,University of Innsbruck,2-3,,0.0,9.4,14.8,17.1,24.8,24.5,2014
201-300,University of Kansas,78-104,,11.8,0.0,11.3,13.3,39.5,14.5,2014
201-300,University of Kentucky,78-104,,10.5,0.0,3.6,12.5,39.7,13.5,2014
201-300,University of Leicester,21-29,,0.0,0.0,14.6,18.8,32.7,20.4,2014
201-300,University of Leipzig,14-22,,11.8,13.3,5.0,9.6,34.6,18.5,2014
201-300,University of Liege,5,,7.4,0.0,10.1,14.6,31.5,23.9,2014
201-300,University of Lisbon,1,,0.0,8.1,5.0,10.8,46.8,22.8,2014
201-300,University of Lorraine,9-14,,11.8,16.3,0.0,7.9,33.7,18.2,2014
201-300,University of Mainz,14-22,,0.0,7.7,8.9,16.8,37.1,20.1,2014
201-300,University of Marburg,14-22,,10.5,0.0,14.3,12.1,29.5,16.6,2014
201-300,"University of Maryland, Baltimore",78-104,,0.0,0.0,19.1,15.6,38.3,16.8,2014
201-300,University of Missouri - Columbia,78-104,,9.1,0.0,3.6,15.2,37.2,13.5,2014
201-300,University of Montpellier 2,9-14,,10.5,0.0,6.3,15.0,31.1,17.3,2014
201-300,University of Nebraska - Lincoln,78-104,,17.5,0.0,16.8,12.5,34.3,16.8,2014
201-300,University of Notre Dame,78-104,,12.9,0.0,17.5,13.0,32.1,19.7,2014
201-300,University of Oregon,78-104,,9.1,0.0,10.1,17.0,27.1,18.5,2014
201-300,University of Otago,1-2,,0.0,0.0,12.2,11.3,34.6,27.2,2014
201-300,University of Ottawa,8-16,,0.0,0.0,8.6,13.4,43.3,18.8,2014
201-300,University of South Carolina - Columbia,78-104,,0.0,0.0,16.8,6.9,35.2,15.5,2014
201-300,University of South Florida,78-104,,0.0,0.0,16.3,9.7,40.0,18.1,2014
201-300,University of St Andrews,21-29,,10.5,0.0,3.8,17.7,29.0,20.4,2014
201-300,University of Stuttgart,14-22,,19.0,0.0,10.1,11.7,27.0,15.7,2014
201-300,University of Tennessee - Knoxville,78-104,,10.5,0.0,15.9,13.1,39.1,14.6,2014
201-300,University of the Witwatersrand,1-2,,19.0,0.0,7.1,16.3,31.9,18.3,2014
201-300,University of Tsukuba,9-10,,0.0,19.6,5.8,10.9,35.7,15.6,2014
201-300,University of Valencia,2-4,,0.0,0.0,8.6,9.4,41.8,14.4,2014
201-300,University of Victoria,8-16,,0.0,0.0,17.2,8.2,30.6,19.5,2014
201-300,University of Waterloo,8-16,,0.0,0.0,14.6,12.6,41.6,21.3,2014
201-300,University of York,21-29,,0.0,0.0,13.9,16.2,33.0,20.4,2014
201-300,Virginia Polytechnic Institute and State University,78-104,,11.8,0.0,11.4,8.4,40.4,16.7,2014
201-300,Washington State University,78-104,,0.0,0.0,17.3,10.0,30.0,16.1,2014
201-300,Western University (The University of Western Ontario),8-16,,0.0,0.0,5.1,15.0,41.9,18.0,2014
201-300,Xian Jiao Tong University,7-12,,0.0,0.0,8.7,8.1,46.4,17.4,2014
201-300,Yeshiva University,78-104,,0.0,0.0,6.3,21.8,32.9,21.9,2014
201-300,Yonsei University,2-5,,0.0,0.0,8.6,6.6,51.1,20.8,2014
301-400,Beihang University,13-25,,0.0,0.0,8.6,4.1,37.1,15.0,2014
301-400,Brandeis University,105-125,,19.7,0.0,3.6,20.3,18.4,24.6,2014
301-400,Brigham Young University,105-125,,9.1,0.0,12.2,6.7,26.2,12.5,2014
301-400,Central South University,13-25,,0.0,0.0,7.1,1.5,45.3,15.3,2014
301-400,Chalmers University of Technology,9-10,,0.0,0.0,8.9,11.1,30.2,20.0,2014
301-400,Chiba University,11-14,,0.0,0.0,8.7,10.1,29.0,15.7,2014
301-400,China Agricultural University,13-25,,0.0,0.0,0.0,13.1,39.2,16.6,2014
301-400,City University of New York City College,105-125,,29.3,0.0,5.1,8.4,17.9,18.4,2014
301-400,Complutense University of Madrid,5-8,,19.7,0.0,0.0,5.5,42.9,12.1,2014
301-400,Curtin University,10-18,,0.0,0.0,7.1,12.1,34.8,21.4,2014
301-400,Dalian University of Technology,13-25,,0.0,0.0,5.0,4.6,42.1,16.7,2014
301-400,Drexel University,105-125,,0.0,0.0,12.3,8.8,28.6,18.2,2014
301-400,Ecole Polytechnique,15-17,,17.5,0.0,5.1,9.7,27.0,21.3,2014
301-400,Eindhoven University of Technology,11-12,,0.0,0.0,12.3,8.4,31.9,22.5,2014
301-400,Eotvos Lorand University,1,,13.9,0.0,10.1,8.6,23.7,13.4,2014
301-400,ESPCI ParisTech,15-17,,7.4,18.8,0.0,9.5,15.5,28.9,2014
301-400,Federal University of Minas Gerais,2-5,,0.0,0.0,3.6,4.9,37.9,17.9,2014
301-400,Federal University of Rio de Janeiro,2-5,,0.0,0.0,0.0,8.1,40.5,19.2,2014
301-400,Flinders University,10-18,,15.8,0.0,5.1,4.1,28.5,21.3,2014
301-400,Georgetown University,105-125,,0.0,0.0,11.1,9.1,31.9,17.9,2014
301-400,Griffith University,10-18,,0.0,0.0,3.6,7.6,35.1,18.3,2014
301-400,Hannover Medical School,23-30,,0.0,0.0,8.7,7.5,31.5,16.1,2014
301-400,Hanyang University,6-8,,0.0,0.0,0.0,6.7,39.8,20.8,2014
301-400,Hiroshima University,11-14,,0.0,0.0,4.8,13.6,33.1,14.9,2014
301-400,Indian Institute of Science,1,,0.0,0.0,7.2,2.9,35.7,17.3,2014
301-400,Indiana University-Purdue University at Indianapolis,105-125,,0.0,0.0,7.1,11.9,38.2,13.6,2014
301-400,Jagiellonian University,1-2,,10.5,0.0,3.6,6.8,34.0,16.6,2014
301-400,James Cook University,10-18,,0.0,0.0,10.1,15.7,27.3,23.5,2014
301-400,Jilin University,13-25,,0.0,0.0,0.0,9.9,48.9,12.8,2014
301-400,Keio University,11-14,,0.0,0.0,5.1,13.0,34.0,13.5,2014
301-400,Kyung Hee University,6-8,,0.0,0.0,5.0,3.1,40.0,18.1,2014
301-400,Lancaster University,30-33,,0.0,0.0,13.9,7.5,29.3,18.5,2014
301-400,Lanzhou University,13-25,,0.0,0.0,7.1,2.2,36.6,17.5,2014
301-400,Linkoping University,9-10,,0.0,0.0,10.7,9.5,35.1,17.7,2014
301-400,London School of Hygiene & Tropical Medicine,30-33,,7.4,0.0,7.1,5.8,31.9,20.8,2014
301-400,Nankai University,13-25,,0.0,0.0,5.0,6.8,36.5,13.9,2014
301-400,National and Kapodistrian University of Athens,1,,0.0,0.0,10.6,3.8,39.8,19.2,2014
301-400,National Chiao Tung University,4,,0.0,0.0,8.6,9.3,34.7,20.4,2014
301-400,Pohang University of Science and Technology,6-8,,0.0,0.0,7.1,11.1,30.6,32.6,2014
301-400,Polytechnic University of Valencia,5-8,,0.0,0.0,10.4,12.2,33.4,15.2,2014
301-400,Queen's University Belfast,30-33,,18.2,0.0,0.0,10.9,32.4,18.0,2014
301-400,Saint Petersburg State University,2,,27.3,0.0,0.0,6.1,28.0,16.0,2014
301-400,San Diego State University,105-125,,0.0,0.0,14.3,11.5,25.0,16.6,2014
301-400,Scuola Normale Superiore - Pisa,9-12,,0.0,0.0,7.2,7.1,18.0,58.9,2014
301-400,Shandong University,13-25,,0.0,0.0,0.0,3.6,50.6,14.3,2014
301-400,Sichuan University,13-25,,0.0,0.0,0.0,3.1,50.8,14.1,2014
301-400,South China University of Technology,13-25,,0.0,0.0,7.1,5.7,37.6,14.2,2014
301-400,Southeast University,13-25,,0.0,0.0,8.7,7.5,40.2,14.9,2014
301-400,SUNY at Albany,105-125,,0.0,0.0,13.1,7.2,26.3,18.2,2014
301-400,Swinburne University of Technology,10-18,,0.0,0.0,11.3,13.1,21.4,22.4,2014
301-400,Technical University of Berlin,23-30,,16.6,0.0,7.8,6.6,29.4,15.9,2014
301-400,Temple University,105-125,,0.0,0.0,13.3,7.1,33.4,12.2,2014
301-400,The Hong Kong Polytechnic University,5,,0.0,0.0,11.3,3.8,39.8,19.0,2014
301-400,The University of Montana - Missoula,105-125,,5.3,0.0,15.9,15.0,16.0,17.3,2014
301-400,The University of Reading,30-33,,0.0,0.0,14.3,10.8,28.9,19.7,2014
301-400,The University of Texas at Dallas,105-125,,0.0,0.0,10.1,11.5,27.5,21.5,2014
301-400,The University of Texas Health Science Center at San Antonio,105-125,,0.0,0.0,20.1,9.5,27.7,15.6,2014
301-400,Thomas Jefferson University,105-125,,0.0,0.0,8.9,8.8,27.7,27.9,2014
301-400,Tokyo Medical and Dental University,11-14,,0.0,0.0,8.6,11.4,24.2,24.5,2014
301-400,Tongji University,13-25,,0.0,0.0,0.0,7.9,43.2,14.4,2014
301-400,Tulane University,105-125,,0.0,0.0,12.2,8.4,26.6,14.9,2014
301-400,UNESP,2-5,,0.0,0.0,0.0,7.9,43.9,20.7,2014
301-400,University of Antwerp,6-7,,0.0,0.0,5.1,11.0,35.8,26.5,2014
301-400,University of Belgrade,1,,0.0,0.0,0.0,2.2,44.9,20.9,2014
301-400,University of Campinas,2-5,,0.0,0.0,3.6,4.6,42.6,20.0,2014
301-400,University of Central Florida,105-125,,0.0,0.0,13.6,10.8,29.3,16.6,2014
301-400,University of Colorado at Denver,105-125,,0.0,0.0,15.9,8.3,33.2,12.1,2014
301-400,University of Connecticut,105-125,,11.8,0.0,8.0,7.8,34.6,13.0,2014
301-400,University of Duesseldorf,23-30,,11.8,0.0,6.1,11.0,31.0,16.3,2014
301-400,University of Duisburg-Essen,23-30,,0.0,0.0,8.6,9.5,30.8,15.5,2014
301-400,University of Giessen,23-30,,0.0,0.0,12.3,10.1,30.9,16.3,2014
301-400,University of Granada,5-8,,0.0,0.0,7.1,9.4,39.9,13.3,2014
301-400,University of Halle-Wittenberg,23-30,,0.0,6.7,3.6,11.3,25.7,13.6,2014
301-400,University of Konstanz,23-30,,0.0,0.0,12.1,12.5,22.7,13.3,2014
301-400,University of Malaya,1,,0.0,0.0,5.0,3.4,39.1,18.5,2014
301-400,University of Manitoba,17-18,,0.0,0.0,8.1,8.8,35.4,15.9,2014
301-400,University of Milan - Bicocca,9-12,,0.0,0.0,5.0,6.9,31.4,21.5,2014
301-400,University of Naples Federico II,9-12,,0.0,0.0,8.6,5.1,42.4,16.8,2014
301-400,University of Newcastle,10-18,,0.0,0.0,11.1,7.1,31.4,21.3,2014
301-400,University of Oulu,2-3,,11.8,0.0,8.6,8.2,28.8,15.0,2014
301-400,University of Paris Dauphine (Paris 9),15-17,,15.8,26.6,3.6,0.0,13.6,23.1,2014
301-400,University of Pompeu Fabra,5-8,,0.0,0.0,5.0,17.2,26.2,31.4,2014
301-400,University of Porto,2,,0.0,0.0,0.0,9.4,42.7,20.3,2014
301-400,University of Rhode Island,105-125,,0.0,0.0,15.2,9.3,21.5,16.4,2014
301-400,University of Roma - Tor Vergata,9-12,,0.0,0.0,0.0,10.7,34.1,19.4,2014
301-400,University of Saskatchewan,17-18,,9.1,0.0,7.9,7.7,32.7,15.5,2014
301-400,University of Southern Denmark,4,,0.0,0.0,7.2,11.7,35.5,18.0,2014
301-400,University of Tasmania,10-18,,0.0,0.0,10.1,15.6,27.6,22.0,2014
301-400,"University of Technology, Sydney",10-18,,0.0,0.0,14.3,4.1,28.0,18.6,2014
301-400,University of Tehran,1,,12.9,0.0,10.0,0.0,38.8,19.6,2014
301-400,University of Turku,2-3,,0.0,0.0,6.3,8.4,32.9,16.3,2014
301-400,University of Twente,11-12,,0.0,0.0,5.1,10.4,32.5,20.8,2014
301-400,University of Ulm,23-30,,0.0,0.0,12.3,12.5,31.3,16.8,2014
301-400,University of Vermont,105-125,,13.9,0.0,12.2,9.0,26.4,14.2,2014
301-400,University of Warsaw,1-2,,15.8,0.0,0.0,8.6,30.6,15.6,2014
301-400,University of Wollongong,10-18,,0.0,0.0,12.2,7.5,31.9,21.7,2014
301-400,Vrije University Brussel,6-7,,13.9,0.0,5.0,9.6,30.0,25.6,2014
301-400,Wake Forest University,105-125,,0.0,0.0,14.9,7.5,25.8,12.0,2014
301-400,Wayne State University,105-125,,0.0,0.0,3.6,10.1,37.8,13.9,2014
301-400,Xiamen University,13-25,,0.0,0.0,5.5,8.8,37.3,13.8,2014
401-500,Aalborg University,5,,0.0,0.0,12.2,3.4,27.6,15.2,2014
401-500,Aalto University,4-5,,0.0,0.0,0.0,9.6,32.0,15.5,2014
401-500,Aristotle University of Thessaloniki,2,,0.0,0.0,4.9,2.2,33.8,16.0,2014
401-500,Auburn University,126-146,,0.0,0.0,8.6,6.0,28.2,13.1,2014
401-500,Bar-Ilan University,5-6,,0.0,0.0,7.2,7.4,28.1,14.3,2014
401-500,Ben-Gurion University of the Negev,5-6,,0.0,0.0,3.6,7.2,33.8,16.2,2014
401-500,Bielefeld University,31-39,,0.0,0.0,11.8,7.1,24.4,13.0,2014
401-500,Boston College,126-146,,0.0,0.0,8.6,12.9,22.5,14.6,2014
401-500,Brunel University,34-38,,0.0,0.0,12.2,3.8,25.4,16.1,2014
401-500,Cairo University,1,,19.7,0.0,0.0,3.8,29.7,15.3,2014
401-500,Capital University of Medical Sciences,26-32,,0.0,0.0,0.0,0.0,33.1,29.1,2014
401-500,Carleton University,19-21,,0.0,0.0,12.2,5.3,26.2,15.4,2014
401-500,Catholic University of Chile,1-2,,0.0,0.0,3.6,8.6,30.0,14.7,2014
401-500,Catholic University of Korea,9-10,,0.0,0.0,0.0,1.5,30.3,34.8,2014
401-500,Catholic University of the Sacred Heart,13-21,,0.0,0.0,3.6,7.5,30.1,18.0,2014
401-500,Chang Gung University,5-7,,0.0,0.0,3.6,3.3,35.1,21.6,2014
401-500,Clemson University,126-146,,0.0,0.0,6.3,8.7,26.8,14.5,2014
401-500,Deakin University,19,,0.0,0.0,0.0,8.4,34.1,19.9,2014
401-500,East China University of Science and Technology,26-32,,0.0,0.0,5.0,4.9,33.5,15.1,2014
401-500,Ewha Womans University,9-10,,0.0,0.0,5.0,9.0,27.8,15.8,2014
401-500,Federal University of Rio Grande do Sul,6,,0.0,0.0,0.0,4.7,38.9,18.2,2014
401-500,Istanbul University,1,,13.9,0.0,0.0,3.3,34.9,16.9,2014
401-500,Kanazawa University,15-19,,0.0,0.0,5.1,10.5,25.4,14.4,2014
401-500,Kansas State University,126-146,,0.0,0.0,7.1,11.2,28.0,13.8,2014
401-500,Kent State University,126-146,,0.0,0.0,5.1,13.0,22.4,14.0,2014
401-500,King Abdullah University of Science and Technology,3-4,,0.0,0.0,16.8,9.6,20.0,12.9,2014
401-500,King Fahd University of Petroleum & Minerals,3-4,,0.0,0.0,17.9,4.9,20.3,16.3,2014
401-500,Medical University of Graz,4-6,,0.0,9.4,3.6,4.4,24.8,22.0,2014
401-500,Medical University of South Carolina,126-146,,0.0,0.0,7.2,6.0,29.8,19.7,2014
401-500,MINES ParisTech,18-21,,13.9,24.9,0.0,3.8,8.1,13.1,2014
401-500,Nanjing Medical University,26-32,,0.0,0.0,0.0,4.1,31.3,26.3,2014
401-500,National Sun Yat-Sen University,5-7,,0.0,0.0,12.3,2.4,27.5,19.9,2014
401-500,National Yang Ming University,5-7,,0.0,0.0,0.0,4.2,33.3,24.1,2014
401-500,Okayama University,15-19,,0.0,0.0,3.6,10.6,29.6,12.2,2014
401-500,Oklahoma State University,126-146,,0.0,0.0,8.6,4.9,28.5,13.7,2014
401-500,Osaka City University,15-19,,15.8,0.0,3.6,6.5,21.5,13.9,2014
401-500,Peking Union Medical College,26-32,,0.0,0.0,0.0,9.9,32.6,16.2,2014
401-500,Polytechnic University of Catalonia,9-12,,0.0,0.0,5.0,8.3,28.7,14.0,2014
401-500,Rush University,126-146,,0.0,0.0,10.7,6.6,24.7,16.3,2014
401-500,Saint Louis University,126-146,,0.0,11.5,5.1,4.6,24.2,11.5,2014
401-500,Soochow University,26-32,,0.0,0.0,0.0,4.2,39.5,14.4,2014
401-500,State University of New York Health Science Center at Brooklyn,126-146,,0.0,15.4,5.1,7.1,16.3,17.5,2014
401-500,Stellenbosch University,3-4,,0.0,0.0,5.0,5.8,30.2,14.6,2014
401-500,Stockholm School of Economics,11,,0.0,16.3,0.0,,9.4,37.9,2014
401-500,Syracuse University,126-146,,0.0,0.0,8.1,8.1,24.8,13.1,2014
401-500,Technical University Darmstadt,31-39,,14.9,0.0,3.6,7.9,27.4,14.3,2014
401-500,Technical University of Braunschweig,31-39,,12.9,0.0,3.6,9.3,21.3,11.8,2014
401-500,The Open University,34-38,,0.0,0.0,6.3,12.9,22.3,13.1,2014
401-500,The University of Texas Medical Branch at Galveston,126-146,,0.0,0.0,13.9,5.0,22.9,14.2,2014
401-500,Tianjin University,26-32,,0.0,0.0,0.0,1.5,43.2,16.2,2014
401-500,Tilburg University,13,,0.0,0.0,0.0,,28.1,21.2,2014
401-500,Tokyo University of Science,15-19,,0.0,0.0,7.1,8.4,22.9,16.3,2014
401-500,University College Cork,3,,0.0,0.0,13.1,7.7,26.0,14.1,2014
401-500,University of Alaska - Fairbanks,126-146,,0.0,0.0,12.2,11.4,20.9,16.2,2014
401-500,University of Arkansas at Fayetteville,126-146,,0.0,0.0,12.2,6.2,24.4,13.9,2014
401-500,University of Arkansas at Little Rock,126-146,,0.0,0.0,10.7,2.2,24.7,19.8,2014
401-500,University of Auvergne,18-21,,0.0,0.0,7.1,10.9,25.6,16.2,2014
401-500,University of Bath,34-38,,0.0,0.0,5.1,11.9,27.5,18.6,2014
401-500,University of Bayreuth,31-39,,0.0,0.0,8.6,14.9,22.7,13.2,2014
401-500,University of Bremen,31-39,,0.0,0.0,0.0,13.1,29.6,15.0,2014
401-500,University of Cagliari,13-21,,0.0,0.0,10.1,3.9,24.4,16.9,2014
401-500,University of Canterbury,3-4,,0.0,0.0,3.6,9.2,25.8,19.8,2014
401-500,University of Chile,1-2,,7.4,0.0,0.0,10.1,31.1,15.4,2014
401-500,University of Coimbra,3,,0.0,0.0,0.0,8.2,33.9,16.2,2014
401-500,University of Eastern Finland,4-5,,0.0,0.0,12.3,5.3,27.9,14.6,2014
401-500,University of Essex,34-38,,19.7,0.0,8.6,1.5,20.1,19.3,2014
401-500,University of Ferrara,13-21,,0.0,0.0,10.1,6.9,25.1,21.3,2014
401-500,University of Genova,13-21,,0.0,0.0,7.2,3.1,32.3,17.5,2014
401-500,University of Graz,4-6,,7.4,9.4,0.0,6.3,19.1,16.3,2014
401-500,University of Hannover,31-39,,0.0,0.0,8.6,10.5,24.5,13.0,2014
401-500,University of Jena,31-39,,0.0,0.0,0.0,8.4,33.8,16.2,2014
401-500,University of KwaZulu-Natal,3-4,,0.0,0.0,3.6,9.0,31.0,15.2,2014
401-500,University of Ljubljana,1,,0.0,0.0,0.0,5.2,36.1,14.2,2014
401-500,"University of Maryland, Baltimore County",126-146,,0.0,0.0,17.4,7.1,17.1,16.8,2014
