Name,Style,Brewery,Beer Name (Full),Description,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Square Tail Stout,Stout - Foreign / Export,Moat Mountain Smoke House & Brewing Co.,Moat Mountain Smoke House & Brewing Co. Moat Stout,"Notes:A Foreign-style stout. Invitingly smooth, clean and full –bodied, excellent to enjoy anytime of year. Roasted malt in mouth finishes with coffee and chocolate notes.\t",5.8,30,70,12,100,6,63,47,9,0,11,24,23,112,3.863636,4.090909,3.886364,4.045455,4.136364,22
Foreign Export Stout,Stout - Foreign / Export,Ridgeway Brewing,Ridgeway Brewing Foreign Export Stout,Notes:,8,30,70,20,115,24,68,105,31,0,50,33,19,138,3.730769,3.951923,3.769231,3.826923,4,52
Hakim Stout,Stout - Foreign / Export,Harar Beer Factory,Harar Beer Factory Hakim Stout,Notes:,5.5,30,70,3,52,11,31,63,21,0,27,13,4,82,3.326531,3.122449,3.071429,3.204082,3.306122,49
Oesterstout,Stout - Foreign / Export,Scheldebrouwerij,Scheldebrouwerij Oesterstout,Notes:,8.5,30,70,19,86,21,45,64,22,12,25,29,7,90,3.456522,3.869565,3.630435,3.695652,3.565217,23
Black Magic Stout,Stout - Foreign / Export,Oggi's Pizza & Brewing Co.,Oggi's Pizza & Brewing Co. Black Magic Stout,Notes:,7.6,30,70,15,93,15,78,55,8,0,8,30,6,130,3.569767,3.895349,3.627907,3.651163,3.511628,43
Hot Blooded Foreign Stout,Stout - Foreign / Export,Cigar City Brewing,Cigar City Brewing Hot Blooded Foreign Stout,Notes:,7,30,70,14,93,13,61,52,8,0,3,23,19,111,4.15,4.4,4.1,4,4.15,10
Extra Stout,Stout - Foreign / Export,Zero Gravity Craft Brewery / American Flatbread,Zero Gravity Craft Brewery / American Flatbread Extra Stout,"Notes:A black Irish Ale with garnet hues and a tan head. Aroma of chocolate and coffee are followed by the rich flavors of roasted barley, with a dry finish.\t",5.9,30,70,19,97,2,60,74,14,0,17,35,13,129,3.846154,3.961538,4.076923,3.884615,4,13
Extra Stout,Stout - Foreign / Export,Jopen Bier BV Haarlem,Jopen Bier BV Haarlem Jopen Extra Stout,Notes:,5.5,30,70,22,90,14,82,66,23,1,18,43,7,113,3.857143,4,3.75,3.75,3.678571,14
Jamaica Stout,Stout - Foreign / Export,Big City Brewing CO LTD,Big City Brewing CO LTD Jamaica Stout,Notes:,7.6,30,70,16,110,37,70,109,44,0,48,28,17,122,3.75,3.75,3.558824,3.735294,3.691176,34
Black Rock Stout,Stout - Foreign / Export,Crossroads Brewing Company,Crossroads Brewing Company Black Rock Stout,Notes:,7.3,30,70,23,90,8,64,53,9,0,13,26,3,108,4,4,4.125,4.25,4,4
Bulls Bay Oyster Stout,Stout - Foreign / Export,COAST Brewing Company,COAST Brewing Company Bulls Bay Oyster Stout,"Notes:Brewed with local oysters from Jeff Spahr at localoysters.com! Smooth and Roasty, briny (minerally and salty!??) that can only be attributed to the oysters.\t",5.8,30,70,10,79,8,35,45,3,18,4,16,8,90,4.111111,4.222222,4.388889,4.333333,4.444444,9
Strong Back Stout,Stout - Foreign / Export,Bahamian Brewery Beverage & Co. Ltd.,Bahamian Brewery Beverage & Co. Ltd. Strong Back Stout,Notes:,7.6,30,70,3,52,10,31,30,2,0,2,17,3,67,3.944444,4.055556,3.833333,4.111111,4.277778,9
Guinness Foreign Extra Stout (Africa),Stout - Foreign / Export,Guinness Nigeria PLC,Guinness Nigeria PLC Guinness Foreign Extra Stout (Africa),Notes:,7.5,30,70,12,93,27,75,117,50,0,48,38,8,111,3.729167,4.166667,3.625,3.5625,3.479167,24
Foreign Export Stout,Stout - Foreign / Export,Kuhnhenn Brewing Company,Kuhnhenn Brewing Company Kuhnhenn Foreign Export Stout,Notes:,7,30,70,10,46,5,41,32,11,0,6,9,4,64,3.7,3.9,3.7,3.8,3.9,5
Cascade Stout,Stout - Foreign / Export,Cascade Brewery Company Ltd.,Cascade Brewery Company Ltd. Cascade Export Stout,Notes:,5.8,30,70,16,105,8,77,55,11,0,3,34,6,109,3.555556,3.388889,3.222222,3.416667,3.611111,18
Tsingtao Stout,Stout - Foreign / Export,"Tsingtao Brewery Co., Ltd.","Tsingtao Brewery Co., Ltd. Tsingtao Stout",Notes:,7.5,30,70,6,34,11,38,22,7,3,10,17,10,47,3.285714,3.642857,3.214286,3.428571,3.642857,7
Starkweather Stout,Stout - Foreign / Export,Liberty Street Brewing Company,Liberty Street Brewing Company Starkweather Stout,Notes:Formerly known as LS Foreign Extra Stout.\t,6.3,30,70,13,51,5,36,31,6,1,7,18,10,55,3.75,4.25,3.75,4,4,2
Ceres Royal Stout (Ceres Extra Strong Stout)Ceres Brewery (Royal Unibrew),Stout - Foreign / Export,Ceres Brewery (Royal Unibrew),Ceres Brewery (Royal Unibrew) Ceres Royal Stout (Ceres Extra Strong Stout),Notes:,7.7,30,70,18,77,28,56,67,13,0,16,27,4,100,3.66,3.66,3.66,3.68,3.74,25
Guinness Draught,Stout - Irish Dry,Guinness Ltd.,Guinness Ltd. Guinness Draught,Notes:,4.2,30,40,12,52,5,30,13,3,0,6,18,1,36,3.228281,4.197059,3.446606,3.353394,3.685068,2210
Guinness Extra Stout (Original),Stout - Irish Dry,Guinness Ltd.,Guinness Ltd. Guinness Extra Stout (Original),Notes:Aroma: Medium and balanced. A roast character with subtle fermentation fruitinessFlavor: A perfect rounded flavor of bitter and sweetPalate: Smooth with a slight bite leading to a dry finishAppearance: Distinctively black full bodied liquid with a rich creamy head\t,5.6,30,40,29,80,12,59,50,15,0,9,34,4,96,3.608927,4.108518,3.715397,3.749386,3.739148,1221
Murphy's Irish Stout,Stout - Irish Dry,Murphy Brewery Ireland Limited,Murphy Brewery Ireland Limited Murphy's Irish Stout,"Notes:Murphy’s is an internationally recognized Irish stout, brewed since 1856 in the iconic Lady’s Well Brewery, Cork.Classified as an Irish Dry Stout, Murphy’s is dark in color and medium-bodied. It is silky smooth with toffee & coffee undertones, almost no bitterness, and a irresistible creamy finish.\t",4,30,40,15,98,9,36,38,5,0,3,18,4,76,3.488802,4.25084,3.765957,3.670213,3.943449,893
Old #38 Stout,Stout - Irish Dry,North Coast Brewing Co.,North Coast Brewing Co. Old #38 Stout,Notes:53 IBUs\t,5.4,30,40,21,74,10,54,49,6,0,8,35,13,94,3.821739,3.914783,3.711304,3.823478,3.883478,575
O'Hara's Irish Stout,Stout - Irish Dry,Carlow Brewing Company,Carlow Brewing Company O'Hara's Irish Stout,"Notes:The flagship of the O’Hara’s brand, this uniquely Irish stout brings one back to how Irish stouts used to taste. First brewed in 1999, it has since been awarded prestigious honours for its quality and authenticity.O’Hara’s Irish Stout has a robust roast flavour complemented by a full-bodied and smooth mouth feel. The generous addition of Fuggle hops lends a tart bitterness to the dry espresso-like finish. This sessionable stout beer is filled with rich complex coffee aroma mingled with light liquorice notes. The combination of traditional stout hops with an extra pinch of roast barley allows us to stay true to Irish tradition, recreating a taste so often yearned for by stout drinkers.\t",4.3,30,40,21,73,6,76,39,8,0,9,43,6,115,3.773148,4.106481,3.783565,3.873843,3.993056,432
Black Sun Stout,Stout - Irish Dry,Three Floyds Brewing Co. & Brewpub,Three Floyds Brewing Co. & Brewpub Black Sun Stout,"Notes:6.5% ABV, 50 IBUs - Black Sun has a nose of coffee, roasted malts and piney hops. This medium bodied stout has a broad depth of maltiness and a clean dry finish. December release.\t",6.5,30,40,27,93,8,97,65,24,0,31,88,7,113,4.047506,4.12114,3.984561,4.095012,4.133017,421
Beamish Irish Stout,Stout - Irish Dry,Beamish & Crawford Plc.,Beamish & Crawford Plc. Beamish Irish Stout,Notes:,4.1,30,40,23,62,3,31,17,3,0,1,14,6,51,3.514851,4.275578,3.79538,3.797855,4.027228,606
Black Hawk Stout,Stout - Irish Dry,Mendocino Brewing Company,Mendocino Brewing Company Black Hawk Stout,Notes:,5.2,30,40,16,95,8,51,58,11,0,15,23,9,97,3.518204,3.705097,3.384709,3.525485,3.598301,412
Dry Irish Stout,Stout - Irish Dry,Brooklyn Brewery,Brooklyn Brewery Brooklyn Dry Stout,Notes:,4.7,30,40,32,69,2,40,33,14,0,6,24,1,78,3.583333,4.25,4,4.166667,4.166667,6
Love Stout,Stout - Irish Dry,Yards Brewing Co.,Yards Brewing Co. Love Stout,"Notes:Our brewers have poured their hearts and roasted malted into this rich, slightly sweet stout. Luscious notes of coffee and chocolate accent the smooth, creamy, mouth feel. We will not apologize for any amorous affairs resulting from the consumption of this beverage.\t",5.5,30,40,8,94,6,62,47,6,2,3,26,6,104,3.729167,3.972222,3.621528,3.760417,3.809028,144
Blue Fin Stout,Stout - Irish Dry,Shipyard Brewing Co.,Shipyard Brewing Co. Blue Fin Stout,"Notes:A classic Irish Stout. Full bodied, yet smooth and spectacular in appearance.\t",4.7,30,40,18,90,8,98,56,13,0,11,57,6,134,3.615044,3.929204,3.449115,3.579646,3.628319,226
Guinness Draught Extra Cold,Stout - Irish Dry,Guinness Ltd.,Guinness Ltd. Guinness Draught Extra Cold,Notes:,4.2,30,40,14,84,8,51,24,1,1,1,24,0,87,3.303279,4.125683,3.18306,3.23224,3.584699,183
Donnybrook Stout,Stout - Irish Dry,Victory Brewing Company,Victory Brewing Company Donnybrook Stout,Notes:,3.7,30,40,19,94,5,39,24,3,0,2,22,7,63,3.556034,4.206897,3.905172,3.788793,4.137931,116
Dark Starr Stout,Stout - Irish Dry,Starr Hill Brewery,Starr Hill Brewery Dark Starr Stout,"Notes:Dark Starr Stout has won more national and international awards than any other Dry Irish Stout in the country. Brewed with roasted barley, and with hints of coffee and dark chocolate, it packs a robust taste into a surprisingly light body. This signature brew pours like velvet and drinks like a slice of grandma’s pumpernickel bread.\t",4.2,30,40,18,77,16,68,45,2,1,6,17,6,125,3.601156,3.898844,3.413295,3.523121,3.612717,173
O.V.L. Stout,Stout - Irish Dry,Russian River Brewing Company,Russian River Brewing Company O.V.L. Stout,Notes:,4.4,30,40,16,77,2,44,29,8,0,1,22,3,84,3.787037,4.305556,3.787037,3.898148,3.953704,54
Oyster Stout,Stout - Irish Dry,The Porterhouse Brewing Company,The Porterhouse Brewing Company Oyster Stout,Notes:,5.2,30,40,17,84,14,51,68,6,14,12,39,10,107,3.613095,3.803571,3.657738,3.666667,3.732143,168
Black Fly Stout,Stout - Irish Dry,Gritty McDuff's Brewing Company,Gritty McDuff's Brewing Company Gritty McDuff's Black Fly Stout,"Notes:There's beer and then there's stout, and Gritty McDuff 's Black Fly Stout is the real deal. Black Fly is a dry, all-malt stout packed with roasted flavor. We use six different grains in the brewing of this dark masterpiece and balance the full palate with Oregon Willamette and Yakima Clusters hops. Like the legendary Irish stouts that inspired it, Black Fly Stout is rich, robust and a touch mysterious. The finest stout west of Galway Bay!16 IBU\t",4.1,30,40,26,89,10,61,28,11,0,3,37,11,103,3.726776,4.002732,3.663934,3.838798,3.874317,183
Dragoon's Irish Dry Stout,Stout - Irish Dry,Moylan's Brewery,Moylan's Brewery Moylans Dragoons Dry Irish Stout,Notes:,4.3,30,40,41,105,6,52,56,10,0,9,22,4,121,3.791139,3.927215,3.772152,3.879747,3.987342,158
Dry Stout,Stout - Irish Dry,Boulevard Brewing Co.,Boulevard Brewing Co. Dry Stout,"Notes:Velvety black and perfectly opaque, this surprisingly smooth, drinkable beer is a delightful harmony of smoky roasted flavors and tangy, coffee-like notes. Available only on tap at fine establishments throughout our distribution region.28 IBU\t",4.9,30,40,28,78,3,64,30,5,0,3,29,17,93,3.526442,3.75,3.4375,3.548077,3.668269,208
Guinness Extra Stout (Canada),Stout - Irish Dry,Guinness Ltd.,Guinness Ltd. Guinness Extra Stout (Canada),Notes:,5,30,40,20,75,7,70,65,23,0,19,53,2,102,3.059524,3.785714,3.130952,3.142857,3.119048,42
Black Cab,Stout - Irish Dry,Fuller Smith & Turner PLC,Fuller Smith & Turner PLC Black Cab,"Notes:Brewed with the knowledge of London’s oldest family brewer, Fuller’s Black Cab is a rich, dark stout that transports you to a time gone by. London was famous for stouts in the 19th century - and we’re on a journey to make that the case again.\t",4.5,30,40,19,80,11,59,46,6,0,12,36,8,100,3.5,3.333333,3.333333,3.5,3.333333,3
Uncle Steve's Irish Stout,Stout - Irish Dry,Short's Brewing Company,Short's Brewing Company Short's Uncle Steve's Irish Stout,"Notes:Uncle Steve’s Irish Stout is Short’s version of the classic Irish Stout, complete with a dark color, soft head, and smooth full flavor typical of this lighter bodied style. A simple grist formula provides a base of roasted malt flavors with a creamy drinkability everyone loves.20 IBU\t",5.8,30,40,19,100,8,77,44,5,0,2,24,17,122,3.779762,3.785714,3.571429,3.642857,3.732143,84
Wrasslers XXXX Stout,Stout - Irish Dry,The Porterhouse Brewing Company,The Porterhouse Brewing Company Wrasslers XXXX Stout,Notes:,5,30,40,36,87,19,86,54,13,2,13,56,22,123,3.705,4.015,3.72,3.76,3.75,100
Cobblestone Stout,Stout - Irish Dry,Mill Street Brew Pub,Mill Street Brew Pub Mill Street Cobblestone Stout,Notes:We produce a traditional styled Irish Stout that is served using beer gas to produce that familiar creamy pore. This is the same system that draft Guinness uses. Our black stout has a roasted malt flavour and a hint of toasted walnuts and chocolate in the finish. Select imported hops are used to dry out the finish of this ale.30 IBU\t,4.2,30,40,15,85,6,43,40,7,0,5,21,20,78,3.851852,4.296296,3.962963,3.888889,3.981481,27
O'Reilly's Irish Stout,Stout - Irish Dry,Sly Fox Brewing Company,Sly Fox Brewing Company O'Reilly's Irish Stout,"Notes:This Irish Style Stout is brewed with imported Pale and British Roasted Barley and hopped with Cascade and East Kent Goldings. Black in color, light in body, and roasty dry.\t",3.6,30,40,23,92,2,56,30,2,0,0,31,7,63,3.591398,4.252688,3.833333,3.758065,3.967742,93
Saranac Irish Stout,Stout - Irish Dry,Matt Brewing Company,Matt Brewing Company Saranac Irish Stout,Notes:,5.5,30,40,43,84,8,68,55,7,0,7,49,8,101,3.511111,3.844444,3.683333,3.755556,3.85,90
Stouterik (The Brussels Stout),Stout - Irish Dry,Brasserie de la Senne,Brasserie de la Senne Stouterik,Notes:,4.5,30,40,22,65,7,63,59,15,0,21,40,12,89,3.644068,3.889831,3.754237,3.745763,3.788136,59
Portsmouth Black Cat Stout,Stout - Irish Dry,Portsmouth Brewery,Portsmouth Brewery Portsmouth Black Cat Stout,"Notes:Yes, Arthur, there is another stout. Our Irish-style ""dry"" stout is brewed with four different malts, roasted barley and Chinook hops. It is big, bold, smooth & tasty, and we think it's the best thing on either side of St. James Gate.\t",5.5,30,40,30,128,8,68,58,7,0,8,29,12,104,3.984211,4.089474,3.931579,4.089474,4.152632,95
O'Hara's Leann Folláin,Stout - Irish Dry,Carlow Brewing Company,Carlow Brewing Company O'Hara's Leann Folláin,Notes:O’Hara’s Leann Folláin (”leann folláin” being the Gaelic/Irish phrase meaning wholesome ale or stout) is a full-bodied extra Irish stout launched in 2009 following the very positive feedback to our limited edition O’Hara’s Celebration Extra Stout which was brewed in 2008. We have now included “Leann Folláin” in our 500ml bottle core brand range. O’Hara’s Leann Folláin at 6.0% abv is laden with complex chocolate and coffee flavours balanced by a robust bitterness and delicate spicy aroma imparted from the generous portions of Northdown and Fuggle Hops.\t,6,30,40,27,108,11,94,71,9,0,4,65,28,144,3.96875,3.9375,3.71875,4.03125,3.875,16
Three Feet Deep,Stout - Irish Dry,Furthermore Beer,Furthermore Beer Three Feet Deep,Notes:,5.5,30,40,33,73,7,46,34,13,0,4,22,61,87,3.766355,3.925234,3.630841,3.686916,3.705607,107
Plain Porter,Stout - Irish Dry,The Porterhouse Brewing Company,The Porterhouse Brewing Company Plain Porter,Notes:,5,30,40,23,78,8,56,42,10,0,9,35,8,98,3.568966,4.068966,3.758621,3.896552,3.931034,29
Hillsborough River Dry Irish Stout (Patio Tools),Stout - Irish Dry,Cigar City Brewing,Cigar City Brewing Hillsborough River Dry Stout (Patio Tools) - Cedar Aged (Humidor Series),Notes:Pours black in color with coffee and very light cocoa notes. Hillsborough River is brewed with roasted barley which contributes forward coffee notes with small notes of cocoa and toffee in the flavor.35 IBU\t,5.5,30,40,30,106,4,54,40,1,0,3,24,23,99,4,4.5,4,4,4,1
Susquehanna Stout,Stout - Irish Dry,Appalachian Brewing Company,Appalachian Brewing Company Susquehanna Stout,Notes:,5,30,40,12,87,7,65,45,4,0,2,24,17,116,3.741379,3.956897,3.741379,3.862069,3.887931,58
Irish Style Stout,Stout - Irish Dry,Sprecher Brewing Company,Sprecher Brewing Company Irish Style Stout,Notes:,5.73,30,40,16,90,7,51,54,16,0,17,21,10,96,3.604478,3.738806,3.619403,3.791045,3.820896,67
La Sang-d'encre,Stout - Irish Dry,Le Trou Du Diable,Le Trou Du Diable La Sang-d'encre,Notes:,5.5,30,40,40,77,10,83,60,20,0,21,54,45,132,3.5,3.8,3.1,3.3,3.2,5
Celebration Stout,Stout - Irish Dry,The Porterhouse Brewing Company,The Porterhouse Brewing Company Celebration Stout,Notes:Originally 10.0% ABV but brought back at 7.0% and then 6.5%.\t,6.5,30,40,20,106,26,71,85,22,0,38,49,20,115,4.235294,4.029412,4.147059,4.352941,4.205882,17
Black Magic Stout,Stout - Irish Dry,Empire Brewing Company,Empire Brewing Company Black Magic Stout,"Notes:A traditional dry Irish stout, carbonated with nitrogen (it pours very much like a Guinness). Dry roasted flavors are prominent, with hints of chocolate and coffee on the finish.\t",4.8,30,40,43,100,7,76,52,10,1,16,44,12,114,3.625,4.375,3.541667,3.625,3.75,12
Patio Tools,Stout - Irish Dry,Cigar City Brewing,Cigar City Brewing Hillsborough River Dry Stout (Patio Tools),Notes:,5,30,40,7,26,1,9,14,0,0,0,0,3,27,3.919355,4.080645,4.064516,4.080645,4.145161,31
Friend Of An Irishman Stout,Stout - Irish Dry,Christian Moerlein Brewing Company,Christian Moerlein Brewing Company Friend Of An Irishman Stout,Notes:,4.7,30,40,33,58,15,66,33,11,0,9,22,10,84,3.584906,3.141509,3.028302,3.283019,3.349057,53
Guinness Original,Stout - Irish Dry,Guinness Ltd.,Guinness Ltd. Guinness Original,Notes:,5,30,40,16,65,6,45,32,7,0,4,26,4,66,3.065217,3.956522,3.391304,3.130435,3.195652,23
Ring Of Dingle,Stout - Irish Dry,Sun King Brewing Company,Sun King Brewing Company Ring Of Dingle Irish Stout,"Notes:Named for a road in Ireland, Ring Of Dingle is dark in color, light of body, rich and roasty with a creamy head.34 IBU\t",4.8,30,40,17,51,1,35,31,6,0,6,14,14,76,3.75,4.25,4.5,4.25,4.5,2
Revelation Stout,Stout - Irish Dry,Public House Brewing Company,Public House Brewing Company Revalations Stout,"Notes:Mmmmm....Revelations indeed. Black as midnight. Heavy on the soul. Think you don't like Stout? Try this one.Think you don't like any kind of beer? Try this one.We can't tell you how many times we've heard both declarations from the mouths of our customers and low and behold....they try this beer and are saved from a life of bad beer or no beer at all. Can I get a witness?Lift a glass of this dry stout up to your nose and breathe in the decadent aroma of dark chocolate emanating from the creamy off-white to tan-colored head. Take a sip and feel the familiar warmth of roasted coffee that goes down smooth. A lighter body than your average stout makes this one a house favorite--our best-selling beer, in fact. So throw off your shackles! Come to the House of the PourAnd you just might find salvationIn a glass of Revelations!\t",5,30,40,29,90,10,43,47,0,0,0,27,10,100,4,4.166667,4,4,4.333333,3
Breakfast Stout,Stout - Oatmeal,Founders Brewing Company,Founders Brewing Company Founders Breakfast Stout,"Notes:The coffee lover’s consummate beer. Brewed with an abundance of flaked oats, bitter and imported chocolates, and Sumatra and Kona coffee, this stout has an intense fresh-roasted java nose topped with a frothy, cinnamon-colored head that goes forever.60 IBU\t",8.3,20,40,11,96,23,95,62,1,0,3,22,12,165,4.41207,4.364508,4.38789,4.501199,4.354516,2502
Oatmeal StoutSamuel Smith Old Brewery (Tadcaster),Stout - Oatmeal,Samuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster) Samuel Smith's Oatmeal Stout,Notes:,5,20,40,8,95,8,50,90,12,0,32,42,14,123,4.018272,4.250864,4.200247,4.266667,4.240741,2025
Wake-n-Bake Coffee Oatmeal Imperial Stout,Stout - Oatmeal,Terrapin Beer Company,Terrapin Beer Company Terrapin Coffee Oatmeal Imperial Stout,"Notes:Formerly known as Terrapin Coffee Oatmeal Imperial Stout.Two Athens, GA companies, Terrapin and Jittery Joes, have teamed up to create a unique blend of coffee: Wake-n-Bake. We then use the blend in our W-n-B Coffee Oatmeal Imperial Stout.HOPS: Nugget; MALTS: 2-Row, Crystal 85, Flaked Barley, Flaked Oats, Chocolate, Black, Roasted Barley; OTHER INGREDIENTS: Jittery Joe's Coffee.IBU: 50; OG: 21.5\t",9.4,20,40,13,107,23,114,78,10,0,10,47,21,209,4.224891,4.125546,4.147926,4.270742,4.166485,916
Shakespeare Oatmeal Stout,Stout - Oatmeal,Rogue Ales,Rogue Ales Shakespeare Oatmeal Stout,"Notes:9 Ingredients:Malts: Northwest Harrington & Klages, Crystal 135-165 & Beeston Chocolate, Rolled Oats & Roasted Barley.Hops: Cascade.Yeast & Water: Rogue's Pacman Yeast & Free Range Coastal Water. 15º PLATO69 IBU77 AA135º Lovibond\t",5.8,20,40,15,111,9,78,65,11,0,14,49,16,152,4.099038,4.340064,4.154487,4.255128,4.188462,1560
Velvet Merkin,Stout - Oatmeal,Firestone Walker Brewing Co.,Firestone Walker Brewing Co. Velvet Merlin (Merkin),"Notes:Our decadent Oatmeal Stout lovingly aged in Bourbon barrels. Beautiful chocolate, espresso and vanilla-bourbon aromas hold your nose hostage. Rich dark chocolate truffle, bourbon and espresso create a dangerously smooth and incredibly drinkable barrel aged Oatmeal Stout. Hoarding tendencies may occur.\t",7.8,20,40,2,120,56,19,74,4,0,11,2,31,176,3.923567,3.934713,3.97293,4.057325,4.109873,314
Beer Geek Breakfast,Stout - Oatmeal,Mikkeller ApS,Mikkeller ApS Beer Geek Breakfast,"Notes:Brewed at Nøgne Ø.Ingredients : Water, malt (pils, oat, smoked, caramunich, brown, pale chocolate and chocolate), roasted barley, flaked oats, hops (centennial and cascade), ale yeast and gourmet coffee.\t",7.5,20,40,10,87,13,107,62,16,0,25,38,16,138,4.105058,4.385214,4.082361,4.136187,4.035668,771
Barney Flats Oatmeal Stout,Stout - Oatmeal,Anderson Valley Brewing Company,Anderson Valley Brewing Company Barney Flats Oatmeal Stout,"Notes:The deep ebony color, voluptuous mahogany head and bold, roasty flavors in our Barney Flats Oatmeal Stout are what serious beer drinkers expect from this style. Aromas of freshly baked bread, espresso, and dried cherries meld seamlessly with rich toffee flavors and a creamy mouth feel to create an unparalleled drinking experience.\t",5.8,20,40,12,57,8,46,56,14,0,22,18,4,121,3.950777,4.091321,3.987047,4.099741,4.088731,772
The Poet,Stout - Oatmeal,New Holland Brewing Company,New Holland Brewing Company New Holland The Poet,Notes:IBU's: 40\t,5.2,20,40,11,89,7,49,55,5,0,3,12,7,112,3.843137,3.926916,3.852941,3.937611,4,561
Java Head Stout,Stout - Oatmeal,Tröegs Brewing Company,Tröegs Brewing Company Tröegs Java Head Stout,"Notes:JavaHead is like a day at Tröegs; it’s hard to tell where the coffee ends and the beer begins. This creamy oatmeal stout is infused with locally roasted, cold steeped coffee through our HopBack vessel, releasing subtle hints of cocoa, roasted nuts and dark mocha.\t",7.5,20,40,2,67,12,101,28,9,0,13,32,1,115,3.684466,4.031068,3.721359,3.818447,3.829126,515
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Stout - Oatmeal,Hoppin' Frog Brewery,Hoppin' Frog Brewery Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,Notes:English-style Imperial Stout aged in Kentucky bourbon barrels.Batch 1- 2009(April) GOLD capBatch 2- 2009(July) GOLD Batch 3- 2009(Oct) GREEN Batch 4- 2010 BLACKBatch 5- 2011 REDBatch 6- 2012 WHITE\t,9.4,20,40,4,110,66,53,66,9,0,19,39,21,129,4.226582,4.073418,4.243038,4.297468,4.136709,395
Oatmeal Stout,Stout - Oatmeal,Breckenridge Brewery,Breckenridge Brewery Oatmeal Stout,"Notes:It's a bold, smooth-bodied concoction that oozes dark-roasted coffee aromas and flavors of espresso and semi-sweet chocolate. We round out these heady pleasures with a dose of flaked oatmeal for a creamy body and a semi-dry finish. Unforgettable.\t",4.95,20,40,18,102,6,75,56,6,1,7,39,9,151,3.663953,3.931395,3.601163,3.669767,3.732558,430
St-Ambroise Oatmeal Stout,Stout - Oatmeal,McAuslan Brewing,McAuslan Brewing St-Ambroise Oatmeal Stout,"Notes:Brewed from 40 percent dark malts and roasted barley, this intensely black ale carries strong hints of espresso and chocolate. Oatmeal contributes body and a long-lasting mocha-colored head to this well-hopped beer.• Dense mocha-coloured head• Chocolate/espresso flavour, medium sweet with a distinct floral aroma• Ideal accompaniment to chocolate desserts\t",5,20,40,10,72,21,55,54,9,0,16,34,3,132,4.090741,4.297222,4.057407,4.108333,4.102778,540
Oatmeal Stout,Stout - Oatmeal,Founders Brewing Company,Founders Brewing Company Founders Oatmeal Stout,"Notes:A Founders take on a classic style, brewed with a generous amount of flaked oats, chocolate malt, roasted barley and a healthy helping of Nugget hops, Founders Oatmeal Stout is nitrogen-infused to give it an extra smooth and creamy mouthfeel. An attractive cascade effect gives this beer its forthright visual appeal—and the body and clean flavor deliver on that initial promise.\t",4.5,20,40,9,103,6,39,50,7,1,3,26,5,130,3.722222,4.402778,4.180556,3.972222,4.083333,36
8 Ball Stout,Stout - Oatmeal,Lost Coast Brewery and Cafe,Lost Coast Brewery and Cafe 8 Ball Stout,"Notes:Our Eight Ball Stout is not for the faint of heart. It’s bold as hell and robust as can be, but it’ll reward your palate like no other stout. Roasted malts and heavy hops give it a flavor that will have you pouring another before you’re even finished with the first.\t",6.3,20,40,14,64,1,42,43,11,0,11,19,4,94,3.809474,3.955789,3.821053,3.92,3.908421,475
One Oatmeal Stout,Stout - Oatmeal,Dark Horse Brewing Company,Dark Horse Brewing Company Dark Horse One Oatmeal Stout Ale,"Notes:Number one in a series of five stouts produced to help ease you through the cold and grey Midwestern winters. This beer is full bodied with hints of chocolate, roasted barley, coffee flavors and a nice creamy head.\t",7,20,40,10,89,10,59,40,3,0,5,23,12,118,3.793846,3.887692,3.815385,3.826154,3.824615,325
Dragonstooth Stout,Stout - Oatmeal,Elysian Brewing Company,Elysian Brewing Company Dragon's Tooth Oatmeal Stout,"Notes:Rich, Complex, Full-bodied.Style: Imperial Oatmeal Stout.Tasting Notes: Pours a deep, midnight black with a light tan head. Smells of coffee and dark chocolate and the mouthfeel is velvety smooth with flavors of roasted malts, oatmeal and warm bread. Dragonstooth is a very drinkable stout-satisfying but not heavy.Malts: Pale, Munich, C-77, Chocolate, Roasted Barley and Rolled Oats.Hops: Bittered with Magnum, finished with Cascade and Centennial.Body: Substantial.IBU: 56\t",8.1,20,40,8,132,24,105,60,17,0,18,52,10,171,3.959641,4.143498,4.056054,4.08296,4.127803,223
Ipswich Oatmeal Stout,Stout - Oatmeal,Ipswich Ale Brewery,Ipswich Ale Brewery Ipswich Oatmeal Stout,"Notes:Deep, rich and malty with hints of chocolate and coffee. It's what espresso would be if it had the gumption to be beer. We use two different hop additions, specially selected crystal malts, roasted barley and oatmeal to give it a soft and silky mouth feel. Makes a great dessert or meal.\t",7,20,40,7,125,5,77,75,2,0,8,48,7,160,4.121662,4.231454,4.132047,4.212166,4.151335,337
Trader Joe's Stockyard Oatmeal Stout,Stout - Oatmeal,Trader Joe's Brewing Company,Trader Joe's Brewing Company Trader Joe's Stockyard Oatmeal Stout,Notes:,5.2,20,40,8,81,6,58,51,2,0,8,24,3,148,3.824367,3.924051,3.743671,3.878165,3.939873,316
