name,year,latitude,longitude,city,region,zipCode,cuisine,price,url
Texture,2019,51.51488,-0.15664,Marylebone,United Kingdom,W1H 7BY,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/marylebone/restaurant/texture
Portland,2019,51.519726,-0.142555,Regent's Park,United Kingdom,W1W 6QQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/regent-s-park/restaurant/portland
Harwood Arms,2019,51.48291,-0.19651,Fulham,United Kingdom,SW6 1QP,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/fulham/restaurant/harwood-arms
Pied à Terre,2019,51.519,-0.13511,Bloomsbury,United Kingdom,W1T 2NH,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/pied-a-terre
The Ninth,2019,51.51875,-0.1350068,Bloomsbury,United Kingdom,W1T 2NB,Mediterranean cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/the-ninth
Kai,2019,51.50871,-0.15162,Mayfair,United Kingdom,W1K 2QU,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/kai123638
Pollen Street Social,2019,51.5133,-0.14234,Mayfair,United Kingdom,W1S 1NQ,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/pollen-street-social
Hakkasan Mayfair,2019,51.51037,-0.14475,Mayfair,United Kingdom,W1J 6QB,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hakkasan-mayfair
The Square,2019,51.51069,-0.14401,Mayfair,United Kingdom,W1J 6PU,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-square69391
Alyn Williams at The Westbury,2019,51.51118,-0.14303,Mayfair,United Kingdom,W1S 2YF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alyn-williams-at-the-westbury
Benares,2019,51.50973,-0.14494,Mayfair,United Kingdom,W1J 6BS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/benares
Hakkasan Hanway Place,2019,51.5171,-0.13144,Bloomsbury,United Kingdom,W1T 1HD,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/bloomsbury/restaurant/hakkasan-hanway-place
Social Eating House,2019,51.51383,-0.13673,Soho,United Kingdom,W1F 7NR,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/social-eating-house
Galvin at Windows,2019,51.50539,-0.15039,Mayfair,United Kingdom,W1K 1BE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/galvin-at-windows
Murano,2019,51.50707,-0.14722,Mayfair,United Kingdom,W1J 5PP,Italian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/murano
Marcus,2019,51.50171,-0.15614,Belgravia,United Kingdom,SW1X 7RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/marcus
Sabor,2019,51.511368,-0.1396773,Mayfair,United Kingdom,W1B 4BR,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/sabor
Clock House,2019,51.30044,-0.49287,Ripley,United Kingdom,GU23 6AQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/surrey/ripley/restaurant/clock-house
Yauatcha Soho,2019,51.51367,-0.1352,Soho,United Kingdom,W1F 0DL,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/yauatcha-soho
Céleste,2019,51.502422,-0.1522617,Belgravia,United Kingdom,SW1X 7TA,Creative French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/celeste
Gymkhana,2019,51.50854,-0.14154,Mayfair,United Kingdom,W1S 4JH,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/gymkhana
Amaya,2019,51.49912,-0.15731,Belgravia,United Kingdom,SW1X 8JT,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/amaya
Pétrus,2019,51.49951,-0.15662,Belgravia,United Kingdom,SW1X 8EA,French,N/A,https://guide.michelin.com/gb/en/greater-london/belgravia/restaurant/petrus284688
Veeraswamy,2019,51.51008,-0.13809,Mayfair,United Kingdom,W1B 4RS,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/veeraswamy
Barrafina,2019,51.51375,-0.1318,Soho,United Kingdom,W1D 3LL,Spanish,N/A,https://guide.michelin.com/gb/en/greater-london/soho/restaurant/barrafina
Hide,2019,51.506077,-0.144289,Mayfair,United Kingdom,W1J 7NB,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/hide
Ritz Restaurant,2019,51.50728,-0.14141,Westminster,United Kingdom,W1J 9BR,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/westminster/restaurant/ritz-restaurant
Elystan Street,2019,51.49124,-0.16724,Chelsea,United Kingdom,SW3 3NT,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/elystan-street
Seven Park Place,2019,51.50623,-0.13998,Saint James's,United Kingdom,SW1A 1LS,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/seven-park-place
Ikoyi,2019,51.509212,-0.1334389,Saint James's,United Kingdom,SW1Y 4AH,Creative,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/ikoyi
Aquavit,2019,51.508713,-0.1334072,Saint James's,United Kingdom,SW1Y 4QQ,Scandinavian,N/A,https://guide.michelin.com/gb/en/greater-london/saint-james-s/restaurant/aquavit501082
Five Fields,2019,51.49168,-0.16124,Chelsea,United Kingdom,SW3 2SP,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/five-fields
Dining Room at The Goring,2019,51.49763,-0.14556,Victoria,United Kingdom,SW1W 0JW,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/dining-room-at-the-goring
St John,2019,51.52064,-0.10133,Clerkenwell,United Kingdom,EC1M 4AY,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/clerkenwell/restaurant/st-john
Quilon,2019,51.49863,-0.13726,Victoria,United Kingdom,SW1E 6AF,Indian,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/quilon
Club Gascon,2019,51.51857,-0.10031,London,United Kingdom,EC1A 9DS,French,N/A,https://guide.michelin.com/gb/en/greater-london/london/restaurant/club-gascon
A. Wong,2019,51.49318,-0.14128,Victoria,United Kingdom,SW1V 1DE,Chinese,N/A,https://guide.michelin.com/gb/en/greater-london/victoria/restaurant/a-wong
The Clove Club,2019,51.52711,-0.07927,Shoreditch,United Kingdom,EC1V 9LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/the-clove-club
Leroy,2019,51.524086,-0.0815337,Shoreditch,United Kingdom,EC2A 4NU,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/leroy
Angler,2019,51.51894,-0.08625,Finsbury,United Kingdom,EC2M 2AF,Seafood,N/A,https://guide.michelin.com/gb/en/greater-london/finsbury/restaurant/angler392235
Brat,2019,51.52427,-0.0767681,Shoreditch,United Kingdom,E1 6JL,Traditional British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/brat
Lyle's,2019,51.52378,-0.07704,Shoreditch,United Kingdom,E1 6JJ,Modern British,N/A,https://guide.michelin.com/gb/en/greater-london/shoreditch/restaurant/lyle-s
Galvin La Chapelle,2019,51.52032,-0.0781,Spitalfields,United Kingdom,E1 6DY,French,N/A,https://guide.michelin.com/gb/en/greater-london/spitalfields/restaurant/galvin-la-chapelle
City Social,2019,51.51521,-0.08431,City of London,United Kingdom,EC2N 1HQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/city-social
La Dame de Pic,2019,51.510372,-0.0788981,City of London,United Kingdom,EC3N 4AJ,Modern French,N/A,https://guide.michelin.com/gb/en/greater-london/city-of-london/restaurant/la-dame-de-pic
Story,2019,51.50268,-0.07774,Bermondsey,United Kingdom,SE1 2JX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/bermondsey/restaurant/story
Trinity,2019,51.46336,-0.14148,Clapham Common,United Kingdom,SW4 0JG,Modern cuisine,N/A,https://guide.michelin.com/gb/en/greater-london/clapham-common/restaurant/trinity
Chez Bruce,2019,51.44607,-0.16553,Wandsworth,United Kingdom,SW17 7EG,French,N/A,https://guide.michelin.com/gb/en/greater-london/wandsworth/restaurant/chez-bruce
Sorrel,2019,51.228825,-0.3346741,Dorking,United Kingdom,RH4 2JU,Modern British,N/A,https://guide.michelin.com/gb/en/surrey/dorking/restaurant/sorrel545459
Restaurant Tristan,2019,51.062347,-0.326034,Horsham,United Kingdom,RH12 1HU,Modern British,N/A,https://guide.michelin.com/gb/en/west-sussex/horsham/restaurant/restaurant-tristan
Gravetye Manor,2019,51.08932,-0.05691,Gravetye,United Kingdom,RH19 4LJ,Modern British,N/A,https://guide.michelin.com/gb/en/west-sussex/gravetye/restaurant/gravetye-manor
The Sportsman,2019,51.34392,0.95885,Seasalter,United Kingdom,CT5 4BP,Modern British,N/A,https://guide.michelin.com/gb/en/kent/seasalter/restaurant/the-sportsman
West House,2019,51.11521,0.64215,Biddenden,United Kingdom,TN27 8AH,Modern British,N/A,https://guide.michelin.com/gb/en/kent/biddenden/restaurant/west-house
Fordwich Arms,2019,51.295284,1.1261871,Fordwich,United Kingdom,CT2 0DB,Modern cuisine,N/A,https://guide.michelin.com/gb/en/kent/fordwich/restaurant/fordwich-arms
Samphire,2019,49.18488,-2.1057,Saint Helier/Saint-Hélier,United Kingdom,JE2 4TQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/samphire392987
Bohemia,2019,49.181225,-2.102417,Saint Helier/Saint-Hélier,United Kingdom,JE2 4UH,Modern cuisine,N/A,https://guide.michelin.com/gb/en/saint-helier/saint-helier-saint-helier/restaurant/bohemia
