Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Sort Order,Label Themes,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound1.png,Light brown,No,880.0,220.0,51.0,Orange,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,2.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRound1,473.0,11220.0,KqtiBXYfKejymQ4Wg
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound3.png,Green,No,880.0,220.0,51.0,Green,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,3.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRound3,473.0,11222.0,CeX6fKZRL2XFK7jnW
round tinted shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassRound2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassRound2.png,Dark brown,No,880.0,220.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,4.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassRound2,473.0,11221.0,tfuBgNyNNSXc3o4Q2
rounded beard,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthBeardRoundBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthBeardRoundBlack.png,NA,No,980.0,245.0,51.0,Colorful,Colorful,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,everyday; comfy; theatrical,AccessoryMouthEarJaw,No,For sale,1.0.0,1.0.0,AccessoryMouthBeardRoundBlack,505.0,4679.0,As4RR5kDBbDWqHP69
shattered glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassCrackBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassCrackBlack.png,NA,No,NFS,10.0,53.0,Black,Light blue,1x1,NA,Recycle bin,,All Year,No,Simple,1.0,goth,AccessoryEye,Yes,Not for sale,1.0.0,1.0.0,AccessoryGlassCrackBlack,315.0,4337.0,9nxh9LSDKZoYjygJg
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski1.png,Yellow,No,980.0,245.0,51.0,Pink,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,1.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski1,377.0,11479.0,NwNqq5g2iw4DeMsBY
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski0.png,White,No,980.0,245.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,Yes,Active,2.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski0,377.0,4453.0,GWhWLPt3sExfeAG2c
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski2.png,Purple,No,980.0,245.0,51.0,Green,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,3.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski2,377.0,11480.0,4umKSoR2BWtW6JyFK
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski5.png,Orange,No,980.0,245.0,51.0,Light blue,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,4.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski5,377.0,11483.0,vSksuA8nCN72Tq3ji
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski4.png,Green,No,980.0,245.0,51.0,Blue,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,5.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski4,377.0,11482.0,SydPBHGEnpRAKuCfq
ski goggles,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassGogglesski3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassGogglesski3.png,Pink,No,980.0,245.0,51.0,Purple,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,6.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassGogglesski3,377.0,11481.0,RBByDZoTeK5b6jvXn
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver5.png,Black,No,700.0,175.0,51.0,Gray,Black,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,1.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver5,432.0,11497.0,jFwR59w58PSPL53K4
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver2.png,Red,No,700.0,175.0,51.0,Red,Red,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,2.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver2,432.0,11494.0,ekXFtoFg8mmsbyZYp
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver3.png,Pink,No,700.0,175.0,51.0,Pink,Pink,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,3.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver3,432.0,11495.0,3oBKZL4APPZGp7KpN
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver1.png,Orange,No,700.0,175.0,51.0,Yellow,Orange,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,4.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver1,432.0,11493.0,xHJu2dJts5RYTFw7p
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver4.png,Green,No,700.0,175.0,51.0,Green,Green,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,5.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver4,432.0,11496.0,v9xCArJntbpz9FhSG
snorkel mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthDiver0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthDiver0.png,Blue,No,700.0,175.0,51.0,Light blue,Blue,1x1,NA,Nintendo; Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,,Active,6.0,outdoorsy; sporty; vacation; work,AccessoryEye,No,For sale,1.3.0,1.3.0,AccessoryGlassmouthDiver0,432.0,4551.0,rSw6wK34RyoG5cMe3
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports1.png,White,No,1300.0,325.0,51.0,White,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,1.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSports1,381.0,11489.0,CA5YASgCBpgL2PSpX
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports0.png,Black,No,1300.0,325.0,51.0,Black,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,2.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSports0,381.0,4458.0,QkHqffg8X4eTL6PXX
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports2.png,Pink,No,1300.0,325.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,3.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSports2,381.0,11490.0,GgdcckY8p5Rg5NyTY
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports3.png,Lime,No,1300.0,325.0,51.0,Green,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,4.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSports3,381.0,11491.0,uwEjreWEdYSbuxXE9
sporty shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSports4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSports4.png,Light blue,No,1300.0,325.0,51.0,Light blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,5.0,outdoorsy; sporty,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSports4,381.0,11492.0,THB8TWPykhsELXErr
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare2.png,Gray,No,880.0,220.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSquare2,258.0,11067.0,QxFwFytYcWo5acGtW
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare1.png,Black,No,880.0,220.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,2.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSquare1,258.0,11066.0,LhvFWS5ADiDiPJwai
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare3.png,Blue,No,880.0,220.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,3.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSquare3,258.0,11068.0,CvziuqadDpoQgGK4C
square glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSquare0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSquare0.png,Brown,No,880.0,220.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,4.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSquare0,258.0,4236.0,rAzkKijSEqXzoAZKY
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard0.png,Black,No,770.0,192.0,51.0,Black,Orange,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,1.0,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,1.0.0,AccessoryGlassmouthBeard0,408.0,4501.0,s7hDzZ3ajPpK9fnEW
stache & glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassmouthBeard1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassmouthBeard1.png,Red,No,770.0,192.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,2.0,party; theatrical,AcceEyeMouth,Yes,For sale,1.0.0,1.0.0,AccessoryGlassmouthBeard1,408.0,11007.0,M8owND8DnAEKA9nuX
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar1.png,Pink,No,880.0,220.0,51.0,Pink,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,1.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassStar1,262.0,11192.0,PCZAYraP9kdaqnZy7
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar0.png,Yellow,No,880.0,220.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,2.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassStar0,262.0,4240.0,y4n8SisxyS7dGRWL7
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar4.png,Green,No,880.0,220.0,51.0,Green,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,3.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassStar4,262.0,11195.0,PaF6nho2LRBu5x7Pi
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar2.png,Blue,No,880.0,220.0,51.0,Light blue,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cute,4.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassStar2,262.0,11193.0,h4zk6rrWiX94jefGH
star shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassStar3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassStar3.png,Purple,No,880.0,220.0,51.0,Purple,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,5.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassStar3,262.0,11194.0,GiBvxa93RwTN46zhE
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk0.png,Green,No,1300.0,325.0,51.0,Brown,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,1.0,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSteampunk0,511.0,4685.0,uANDLz5EDWphoM3Lc
steampunk glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassSteampunk1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassSteampunk1.png,Purple,No,1300.0,325.0,51.0,Brown,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,2.0,fairy tale; theatrical,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassSteampunk1,511.0,11505.0,Rhhrv89PGEMbdbdPt
sticky rice,https://acnhcdn.com/latest/ClosetIcon/AccessoryMouthRice.png,https://acnhcdn.com/latest/FtrIcon/AccessoryMouthRice.png,NA,No,490.0,122.0,51.0,White,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,1.0,comfy,AccessoryMouth,No,For sale,1.0.0,1.0.0,AccessoryMouthRice,489.0,4652.0,isnXDFfGkHKKB8bMP
superhero mask,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassHeromaskBlack.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassHeromaskBlack.png,NA,No,1040.0,260.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,1.0,fairy tale; theatrical; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassHeromaskBlack,510.0,4684.0,fK2Xz8nxAebSkWNdE
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini1.png,Black,No,1100.0,275.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,1.0,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMini1,384.0,11215.0,tCxZoqcR8egLcu4oh
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini2.png,Berry red,No,1100.0,275.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cool,2.0,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMini2,384.0,11216.0,8YkgkHp2z5tycST3j
tiny shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassMini0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassMini0.png,Gold,No,1100.0,275.0,51.0,Yellow,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Cool,3.0,fairy tale; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassMini0,384.0,4461.0,DnZtrKfwj3MAy6PZc
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell2.png,Black,No,1040.0,260.0,51.0,Black,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,1.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTortoiseshell2,383.0,11080.0,fEshNAFDwcyo9v2fX
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell1.png,Beige,No,1040.0,260.0,51.0,Orange,Beige,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,2.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTortoiseshell1,383.0,11079.0,jewJFqgFQTHKyAKTz
tortoise specs,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTortoiseshell0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTortoiseshell0.png,Brown,No,1040.0,260.0,51.0,Brown,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,3.0,everyday; formal,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTortoiseshell0,383.0,4460.0,kqomsYL33TB7zaNtY
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle5.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle5.png,White,No,880.0,220.0,51.0,White,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,1.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle5,264.0,11207.0,QpAQQTRoBmcjNBeEK
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle6.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle6.png,Black,No,880.0,220.0,51.0,Black,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,2.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle6,264.0,11208.0,vGHab8KFNDFRgW5h6
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle0.png,Red,No,880.0,220.0,51.0,Red,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,3.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle0,264.0,4242.0,cw8m5tS85qMGGnpy9
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle1.png,Orange,No,880.0,220.0,51.0,Orange,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,4.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle1,264.0,11203.0,cR58LxuFK4Kcxh7fc
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle4.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle4.png,Green,No,880.0,220.0,51.0,Green,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,5.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle4,264.0,11206.0,4edkdodmNhmpkSCBo
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle2.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle2.png,Blue,No,880.0,220.0,51.0,Light blue,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,6.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle2,264.0,11204.0,xSM4vD2KSok5cjo6p
triangle shades,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassTriangle3.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassTriangle3.png,Purple,No,880.0,220.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,7.0,party; vacation,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassTriangle3,264.0,11205.0,vAuSuBJcAfyMR6wk7
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood0.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood0.png,Brown,No,1560.0,390.0,51.0,Brown,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,1.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassWood0,496.0,4669.0,dbnqry4vZBvK6LrS2
wooden-frame glasses,https://acnhcdn.com/latest/ClosetIcon/AccessoryGlassWood1.png,https://acnhcdn.com/latest/FtrIcon/AccessoryGlassWood1.png,Dark brown,No,1560.0,390.0,51.0,Brown,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Simple,2.0,everyday; formal; work,AccessoryEye,Yes,For sale,1.0.0,1.0.0,AccessoryGlassWood1,496.0,11093.0,2MufTC9TPErbryyKS
