Name,Icon Image,Photo Image,House Image,Species,Gender,Personality,Subtype,Hobby,Birthday,Catchphrase,Favorite Song,Favorite Saying,Style 1,Style 2,Color 1,Color 2,Default Clothing,Wallpaper,Flooring,Furniture List,Furniture Name List,Filename,Unique Entry ID
Ribbot,https://acnhcdn.com/latest/NpcIcon/flg01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlFlg01.png,https://acnhcdn.com/drivesync/render/houses/flg01_160_Ribbot.png,Frog,Male,Jock,B,Fitness,2/13,zzrrbbitt,K.K. Technopop,"Never rest, never rust.",Simple,Active,Blue,Light blue,7974.0,circuit-board wall,future-tech flooring,9642;3559;1126;793;1126;3200;3560;1850;4071;4071;3563;7528;3590;8417;875,iron closet;iron wall lamp;server;high-end stereo;server;ironwood bed;iron worktable;laptop;electronics kit;electronics kit;iron shelf;tool cart;desktop computer;wall-mounted tool board;breaker,flg01,vg2BFTmhyyhbiHtbC
Ricky,https://acnhcdn.com/latest/NpcIcon/squ10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu10.png,https://acnhcdn.com/drivesync/render/houses/squ10_362_Ricky.png,Squirrel,Male,Cranky,B,Education,9/14,nutcase,K.K. Safari,You gotta break a few shells to get to the nut.,Cool,Simple,Blue,Red,2498.0,woodland wall,swamp flooring,7142;7393;4393;533;3675;533;7345;4038;1432;533;533;4042;3697;889,simple DIY workbench;pond stone;old-fashioned washtub;tree standee;hay bed;tree standee;shanty mat;log stool;lantern;tree standee;tree standee;log bench;portable radio;camp stove,squ10,g5JArfBAeNAXb8rFX
Rizzo,https://acnhcdn.com/latest/NpcIcon/mus09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus09.png,https://acnhcdn.com/drivesync/render/houses/mus09_257_Rizzo.png,Mouse,Male,Cranky,B,Education,1/17,squee,K.K. Folk,Evil lurks everywhere.,Simple,Cool,Black,Gray,3460.0,mortar wall,dirt flooring,3580;10743;710;3692;6831;6831;3617;5978;5978,bonsai shelf;bamboo speaker;bamboo bench;plain wooden shop sign;blossom-viewing lantern;blossom-viewing lantern;stall;bamboo lunch box;bamboo lunch box,mus09,vmbvXTtjpswNLkcpi
Roald,https://acnhcdn.com/latest/NpcIcon/pgn01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn01.png,https://acnhcdn.com/drivesync/render/houses/pgn01_288_Roald.png,Penguin,Male,Jock,B,Fitness,1/5,b-b-buddy,K.K. March,You must learn to waddle before you can swim.,Active,Simple,Red,Yellow,3225.0,iceberg wall,iceberg flooring,4003;3503;3501;3501;4042;3499;3497;4042;4279,cute music player;frozen chair;frozen sculpture;frozen sculpture;log bench;frozen arch;frozen table;log bench;frozen-treat set,pgn01,kxpZTdDuacHxQA3An
Robin,https://acnhcdn.com/latest/NpcIcon/brd01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd01.png,https://acnhcdn.com/drivesync/render/houses/brd01_34_Robin.png,Bird,Female,Snooty,B,Fashion,12/4,la-di-da,K.K. Cruisin',Always keep your wings manicured so you can fly away.,Elegant,Cool,Light blue,Purple,4320.0,brown botanical-tile wall,brown argyle-tile flooring,4080;4051;4046;4054;3971;4035;4048;4338;3948;1829;1829;331,long bathtub;rattan vanity;rattan end table;rattan low table;imperial partition;log garden lounge;rattan towel basket;portable record player;accessories stand;cypress plant;cypress plant;birdbath,brd01,xK49Rcb2Lnm5P4aLM
Rocco,https://acnhcdn.com/latest/NpcIcon/hip00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHip00.png,https://acnhcdn.com/drivesync/render/houses/hip00_200_Rocco.png,Hippo,Male,Cranky,B,Education,8/18,hippie,K.K. Lament,The only thing to fear is fear itself... and wasps!,Simple,Cool,Yellow,Black,8192.0,construction-site wall,construction-site flooring,7229;9568;9619;9619;8575;2553;2553;1567;3943;1234;7262;3697;146;146,handcart;construction sign;utility pole;utility pole;outdoorsy shovel;iron frame;iron frame;oil barrel;ironwood DIY workbench;portable toilet;metal can;portable radio;cone;cone,hip00,vfET6L7B9ruRApyMb
Rocket,https://acnhcdn.com/latest/NpcIcon/gor09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGor09.png,https://acnhcdn.com/drivesync/render/houses/gor09_191_Rocket.png,Gorilla,Female,Big Sister,B,Fitness,4/14,vroom,K.K. Adventure,Art feeds the soul. So does pizza.,Active,Cool,Pink,Red,12038.0,skyscraper wall,monochromatic tile flooring,7845;4013;7348;7348;7235;1241;1598;7133;7535;7528;4338;287;6519,pull-up-bar stand;punching bag;red carpet;red carpet;rose bed;DIY workbench;exercise ball;wooden mini table;kettlebell;tool cart;portable record player;exercise bike;Rocket's photo,gor09,eJNBB5SYzfj5DaWjx
Rod,https://acnhcdn.com/latest/NpcIcon/mus05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus05.png,https://acnhcdn.com/drivesync/render/houses/mus05_255_Rod.png,Mouse,Male,Jock,B,Fitness,8/14,ace,K.K. March,"If you can't beat 'em, work harder.",Active,Cool,Blue,Light blue,7763.0,sea view,ship deck,791;3468;863;3596;4102;7259,jukebox;beach towel;billiard table;pool;poolside bed;palm-tree lamp,mus05,ezLuGMubv35hSamPr
Rodeo,https://acnhcdn.com/latest/NpcIcon/bul01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul01.png,https://acnhcdn.com/drivesync/render/houses/bul01_47_Rodeo.png,Bull,Male,Lazy,B,Fitness,10/29,chaps,K.K. Technopop,Zzzzzzzzzzzzzzzzz...,Simple,Cool,Black,Red,3140.0,concrete wall,monochromatic tile flooring,793;3957;3784;1186;3783;3590;3490;2560;4125;4105,high-end stereo;antique bed;den chair;telescope;den desk;desktop computer;wooden waste bin;wooden chest;wooden bookshelf;plasma ball,bul01,QNT5F2pjZixKpiD4D
Rodney,https://acnhcdn.com/latest/NpcIcon/ham03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam03.png,https://acnhcdn.com/drivesync/render/houses/ham03_196_Rodney.png,Hamster,Male,Smug,A,Music,11/10,le ham,K.K. Rockabilly,Everything is temporary.,Gorgeous,Cool,Pink,Colorful,7768.0,blue diner wall,green vinyl flooring,863;937;791;1852;1853;1852;4441;1277;4144;7392;1087,billiard table;dartboard;jukebox;box sofa;box corner sofa;box sofa;diner mini table;cacao tree;diner neon clock;candy machine;pinball machine,ham03,AnFmctYx65LkTaFGu
Rolf,https://acnhcdn.com/latest/NpcIcon/tig00.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig00.png,https://acnhcdn.com/drivesync/render/houses/tig00_370_Rolf.png,Tiger,Male,Cranky,B,Fitness,8/22,grrrolf,K.K. Condor,Don't skip lunch. Ever.,Cool,Active,Blue,Black,2778.0,summit wall,flowing-river flooring,4393;7142;5970;1433;1434;3398;889;1432;5972;3697,old-fashioned washtub;simple DIY workbench;firewood;campfire cookware;sleeping bag;stone stool;camp stove;lantern;wild log bench;portable radio,tig00,MA2wxkE7cEyD4f4hz
Rooney,https://acnhcdn.com/latest/NpcIcon/kgr09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlKgr09.png,https://acnhcdn.com/drivesync/render/houses/kgr09_234_Rooney.png,Kangaroo,Male,Cranky,A,Fitness,12/1,punches,K.K. Adventure,Bob and weave! Bob and weave!,Active,Active,Gray,Black,7994.0,gray shanty wall,steel flooring,1452;290;7152;4013;7653;3560;3960;3431;3560;1456;4003;7800,weight bench;treadmill;neutral corner;punching bag;speed bag;iron worktable;handy water cooler;wall fan;iron worktable;judge's bell;cute music player;protein shaker bottle,kgr09,9wnSweJyqfd4izW4M
Rory,https://acnhcdn.com/latest/NpcIcon/lon07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlLon07.png,https://acnhcdn.com/drivesync/render/houses/lon07_241_Rory.png,Lion,Male,Jock,A,Music,8/7,capital,K.K. Faire,Set 'em up and knock 'em down.,Simple,Active,Blue,Red,9218.0,mangrove wall,starry-sands flooring,7795;7795;3348;9584;4102;3468;3980;5150;1234,stone lion-dog;stone lion-dog;plastic pool;beach ball;poolside bed;beach towel;shell table;shell speaker;portable toilet,lon07,hAfSborD4JtyNGFd6
Roscoe,https://acnhcdn.com/latest/NpcIcon/hrs04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs04.png,https://acnhcdn.com/drivesync/render/houses/hrs04_210_Roscoe.png,Horse,Male,Cranky,B,Music,6/16,nay,K.K. D&B,Trouble rides a fast horse.,Cool,Gorgeous,Black,Gray,3198.0,black-crown wall,monochromatic tile flooring,4052;2554;1241;3559;1645;4046;4757;4054;4050;4338;3561;1744;4738;849;929,rattan bed;double sofa;DIY workbench;iron wall lamp;electric guitar;rattan end table;throwback skull radio;rattan low table;rattan table lamp;portable record player;iron hanger stand;wall clock;skull doorplate;amp;air conditioner,hrs04,RKAg95c8nosL8fNec
Rosie,https://acnhcdn.com/latest/NpcIcon/cat02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat02.png,https://acnhcdn.com/drivesync/render/houses/cat02_54_Rosie.png,Cat,Female,Peppy,A,Music,2/27,silly,Bubblegum K.K.,One good purr deserves another.,Cute,Cute,Pink,Red,2783.0,purple dotted wall,blue-paint flooring,4002;1757;4000;3998;3995;4001;3997;3999;2605;3996;7137;3428;4003,cute floor lamp;claw-foot tub;cute tea table;cute sofa;cute DIY table;cute vanity;cute wardrobe;cute chair;wooden simple bed;cute wall-mounted clock;wooden full-length mirror;wall-mounted TV (50 in.);cute music player,cat02,NTwyXi4RAX4EKTcW6
Rowan,https://acnhcdn.com/latest/NpcIcon/tig01.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlTig01.png,https://acnhcdn.com/drivesync/render/houses/tig01_371_Rowan.png,Tiger,Male,Jock,B,Fitness,8/26,mango,Surfin' K.K.,Refuse to lose.,Active,Simple,Light blue,Gray,9498.0,bamboo wall,tiger-print flooring,710;3974;716;3973;3558;3972;4338;689;3970,bamboo bench;imperial low table;screen;imperial bed;bamboo wall decoration;imperial chest;portable record player;paper tiger;imperial decorative shelves,tig01,WqtXZv8CLheckbHoF
Ruby,https://acnhcdn.com/latest/NpcIcon/rbt09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt09.png,https://acnhcdn.com/drivesync/render/houses/rbt09_323_Ruby.png,Rabbit,Female,Peppy,B,Nature,12/25,li'l ears,Stale Cupcakes,You can always take the red-eye.,Cute,Active,Light blue,Pink,8197.0,starry-sky wall,lunar surface,1439;1439;1445;1445;5676;1054;1442,asteroid;asteroid;astronaut suit;astronaut suit;crewed spaceship;moon;lunar rover,rbt09,rjbSmp6a8PdsEw9BM
Rudy,https://acnhcdn.com/latest/NpcIcon/cat20.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat20.png,https://acnhcdn.com/drivesync/render/houses/cat20_71_Rudy.png,Cat,Male,Jock,A,Play,12/20,mush,K.K. Blues,Always land on your feet!,Active,Simple,Yellow,Beige,7972.0,green playroom wall,pine-board flooring,3205;4756;2605;4762;3122;2560;85;4123;7133;4758,wooden-block stereo;throwback wall clock;wooden simple bed;throwback container;mini DIY workbench;wooden chest;train set;mini-cactus set;wooden mini table;throwback mitt chair,cat20,TqXTvnySgEac3iEt7
Sally,https://acnhcdn.com/latest/NpcIcon/squ07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu07.png,https://acnhcdn.com/drivesync/render/houses/squ07_359_Sally.png,Squirrel,Female,Normal,B,Music,6/19,nutmeg,Only Me,Even the smallest acorn may grow into the tallest tree.,Simple,Elegant,White,Beige,3631.0,yellow intricate wall,dark parquet flooring,2605;3251;1792;7134;7143;7352;7133;9766;7137;6079;928;6075;3618;3275;2560;3438;4338;3948;7352;6078,wooden simple bed;gas range;cushion;wooden low table;Mom's candle set;yellow argyle rug;wooden mini table;mini fridge;wooden full-length mirror;tree's bounty little tree;pot rack;tree's bounty mobile;cutting board;ironwood clock;wooden chest;wooden end table;portable record player;accessories stand;yellow argyle rug;tree's bounty lamp,squ07,jtXMvWWbQ9qN2iw7S
Samson,https://acnhcdn.com/latest/NpcIcon/mus04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMus04.png,https://acnhcdn.com/drivesync/render/houses/mus04_254_Samson.png,Mouse,Male,Jock,B,Fitness,7/5,pipsqueak,Rockin' K.K.,Squeak softly and carry a big stick.,Simple,Active,Red,Yellow,8426.0,blue subway-tile wall,cool-paint flooring,4546;1263;1177;4756;2596;3975;85;4753;4762;3822,pear bed;pear wardrobe;foosball table;throwback wall clock;juicy-apple TV;orange end table;train set;throwback wrestling figure;throwback container;pro tape recorder,mus04,XFzdPqYwq4n98EpuF
Sandy,https://acnhcdn.com/latest/NpcIcon/ost02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst02.png,https://acnhcdn.com/drivesync/render/houses/ost02_270_Sandy.png,Ostrich,Female,Normal,A,Nature,10/21,speedy,K.K. Soul,Soaring through the sky takes more than a pair of wings.,Simple,Cool,Light blue,White,7763.0,blackboard wall,rosewood flooring,2554;3775;3775;1277;7348;3615;1845;3194;1032;3681;1866;3271;1875;3586;1161;4338;1606;3467,double sofa;hanging terrarium;hanging terrarium;cacao tree;red carpet;open-frame kitchen;simple kettle;ironwood low table;magazine rack;piano bench;menu chalkboard;ironwood cupboard;grand piano;magazine;cream and sugar;portable record player;serving cart;tea set,ost02,6t3MfdfbyRKwjgNPd
Savannah,https://acnhcdn.com/latest/NpcIcon/hrs02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHrs02.png,https://acnhcdn.com/drivesync/render/houses/hrs02_208_Savannah.png,Horse,Female,Normal,B,Music,1/25,y'all,Forest Life,Keep your chin up!,Cool,Simple,Light blue,Blue,4574.0,blue subway-tile wall,zebra-print flooring,4052;2554;3681;1081;4053;4051;4049;4046;4111;4119;4054;3949,rattan bed;double sofa;piano bench;upright piano;rattan armchair;rattan vanity;rattan wardrobe;rattan end table;old-fashioned alarm clock;macrame tapestry;rattan low table;anthurium plant,hrs02,Mquwz8gbb3EEmazyF
Scoot,https://acnhcdn.com/latest/NpcIcon/duk10.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDuk10.png,https://acnhcdn.com/drivesync/render/houses/duk10_3_Scoot.png,Duck,Male,Jock,B,Fitness,6/13,zip zoom,My Place,"Some birds avoid the water, ducks look for it.",Active,Simple,Beige,Blue,8195.0,backyard-fence wall,backyard lawn,4113;7142;3468;1631;3348;4042;1234;4102;3960;4003,hose reel;simple DIY workbench;beach towel;garden faucet;plastic pool;log bench;portable toilet;poolside bed;handy water cooler;cute music player,duk10,wanb7GiQ9fe6puXe8
Shari,https://acnhcdn.com/latest/NpcIcon/mnk07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk07.png,https://acnhcdn.com/drivesync/render/houses/mnk07_248_Shari.png,Monkey,Female,Big Sister,A,Music,4/10,cheeky,K.K. Cruisin',A good start leads to a good end.,Cute,Active,Light blue,Yellow,8075.0,purple desert-tile wall,rosewood flooring,4054;4053;4045;4051;3775;4046;4049;4048;4080;7235;3563,rattan low table;rattan armchair;rattan waste bin;rattan vanity;hanging terrarium;rattan end table;rattan wardrobe;rattan towel basket;long bathtub;rose bed;iron shelf,mnk07,sR4EndxJk6uqcQKxB
Sheldon,https://acnhcdn.com/latest/NpcIcon/squ16.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu16.png,https://acnhcdn.com/drivesync/render/houses/squ16_367_Sheldon.png,Squirrel,Male,Jock,A,Play,2/26,cardio,K.K. Country,"Winners don't quit, and quitters never win.",Active,Cool,Green,Yellow,3253.0,forest wall,forest flooring,7142;7788;3806;4708;3805;805;4035;805;808;1870;3808;787,simple DIY workbench;leaf campfire;mush partition;mush low stool;mush parasol;mush lamp;log garden lounge;mush lamp;mush table;mug;mush log;tape deck,squ16,KQG9B6Yp57KhnDiZ9
Shep,https://acnhcdn.com/latest/NpcIcon/dog18.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlDog18.png,https://acnhcdn.com/drivesync/render/houses/dog18_132_Shep.png,Dog,Male,Smug,A,Education,11/24,baa baa baa,K.K. Swing,Even dogs won't get in the middle of true love.,Simple,Cool,Light blue,Blue,3227.0,cabin wall,wooden-knot flooring,4117;3943;4015;9766;4041;3251;928;3340;4036;4111;4118;9313;796,wood-burning stove;ironwood DIY workbench;shower booth;mini fridge;log bed;gas range;pot rack;deer decoration;log decorative shelves;old-fashioned alarm clock;magnetic knife rack;red kilim-style carpet;retro stereo,dog18,P4FqMoZg2EJQ6EzAb
Sherb,https://acnhcdn.com/latest/NpcIcon/goa09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlGoa09.png,https://acnhcdn.com/drivesync/render/houses/goa09_183_Sherb.png,Goat,Male,Lazy,A,Nature,1/18,bawwww,Hypno K.K.,Forty winks is never enough.,Simple,Cute,Gray,Blue,3631.0,purple desert-tile wall,simple purple flooring,3995;4002;7133;3998;3624;3997;4000;4003;4111,cute DIY table;cute floor lamp;wooden mini table;cute sofa;cute bed;cute wardrobe;cute tea table;cute music player;old-fashioned alarm clock,goa09,XaaDkAfHynrEY2YS4
Simon,https://acnhcdn.com/latest/NpcIcon/mnk02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlMnk02.png,https://acnhcdn.com/drivesync/render/houses/mnk02_9_Simon.png,Monkey,Male,Lazy,B,Play,1/19,zzzook,K.K. Safari,Friends go together like peanut butter and bananas.,Simple,Active,Red,Colorful,7768.0,starry-sky wall,Saharah's desert,7142;1430;1433;1143;1708;343;1620,simple DIY workbench;bonfire;campfire cookware;smoker;cassette player;tiki torch;hammock,mnk02,mTk2qZXe4XwP3WzNT
Skye,https://acnhcdn.com/latest/NpcIcon/wol09.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlWol09.png,https://acnhcdn.com/drivesync/render/houses/wol09_385_Skye.png,Wolf,Female,Normal,A,Music,3/24,airmail,Forest Life,Love makes the world go 'round.,Cute,Cute,Blue,White,4247.0,blue heart-pattern wall,simple white flooring,7236;2554;4027;2605;3681;1081;3439;7346;1161;2560;1836;3438;4111;3949,lily record player;double sofa;floral swag;wooden simple bed;piano bench;upright piano;wooden table;snowflake rug;cream and sugar;wooden chest;humidifier;wooden end table;old-fashioned alarm clock;anthurium plant,wol09,y8Mi2cSB26qfaxCa3
Sly,https://acnhcdn.com/latest/NpcIcon/crd06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCrd06.png,https://acnhcdn.com/drivesync/render/houses/crd06_106_Sly.png,Alligator,Male,Jock,A,Play,11/15,hoo-rah,K.K. Safari,Don't bite off more than you can chew.,Cool,Simple,Brown,Green,3257.0,jungle wall,jungle flooring,4763;4081;7142;4038;531;531;7788;3969;530;4269;530;533;533,throwback dino screen;camping cot;simple DIY workbench;log stool;hedge standee;hedge standee;leaf campfire;toy centipede;grass standee;green-leaf pile;grass standee;tree standee;tree standee,crd06,GbXz3ZAtzig3qyKd5
Snake,https://acnhcdn.com/latest/NpcIcon/rbt03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRbt03.png,https://acnhcdn.com/drivesync/render/houses/rbt03_317_Snake.png,Rabbit,Male,Jock,B,Fitness,11/3,bunyip,King K.K.,A good ninja is neither seen nor heard.,Active,Simple,Black,Blue,3460.0,mortar wall,dirt flooring,3580;3553;3553;343;343;7393;710;2559,bonsai shelf;bamboo partition;bamboo partition;tiki torch;tiki torch;pond stone;bamboo bench;pot,rbt03,LZcGjneEs8xmxNE3q
Snooty,https://acnhcdn.com/latest/NpcIcon/ant06.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlAnt06.png,https://acnhcdn.com/drivesync/render/houses/ant06_16_Snooty.png,Anteater,Female,Snooty,A,Education,10/24,sniffff,K.K. Folk,"Request forgiveness, not permission.",Simple,Simple,Green,Yellow,8201.0,shoji screen,tatami flooring,7682;7047;7391;3553;725;7048;717;3558;739;5978,kimono stand;zen cushion;tatami bed;bamboo partition;paper lantern;pile of zen cushions;clay furnace;bamboo wall decoration;tea table;bamboo lunch box,ant06,hZmkhmRhK7xgM6BhP
Soleil,https://acnhcdn.com/latest/NpcIcon/ham04.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlHam04.png,https://acnhcdn.com/drivesync/render/houses/ham04_5_Soleil.png,Hamster,Female,Snooty,A,Education,8/9,tarnation,K.K. Oasis,Sometimes dreams are merely dreams.,Cool,Gorgeous,Red,Yellow,3685.0,imperial wall,imperial tile,5956;3971;6031;1840;3972;794;3973;3970;3974;4017;997;7282,Aquarius urn;imperial partition;cherry-blossom branches;whirlpool bath;imperial chest;phonograph;imperial bed;imperial decorative shelves;imperial low table;shower set;incense burner;hanging scroll,ham04,EzZzup4KP8t2FvL8f
Sparro,https://acnhcdn.com/latest/NpcIcon/brd18.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBrd18.png,https://acnhcdn.com/drivesync/render/houses/brd18_45_Sparro.png,Bird,Male,Jock,A,Play,11/20,like whoa,I Love You,The proof of the pudding is in the eating.,Active,Simple,Green,Gray,8407.0,backyard-fence wall,sandlot,2556;1199;2329;1116;86;333;1631;2329,garbage pail;tricycle;tire toy;sandbox;elephant slide;birdhouse;garden faucet;tire toy,brd18,kyF7bCcryEzaErcTJ
Spike,https://acnhcdn.com/latest/NpcIcon/rhn02.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlRhn02.png,https://acnhcdn.com/drivesync/render/houses/rhn02_336_Spike.png,Rhino,Male,Cranky,A,Nature,6/17,punk,K.K. House,Keep your eye on the ball.,Cool,Gorgeous,Black,Gray,4327.0,concrete wall,leopard-print flooring,4015;4052;4141;7845;791;2614;4046;7535;3986;3562;3615;7800,shower booth;rattan bed;diner sofa;pull-up-bar stand;jukebox;mountain bike;rattan end table;kettlebell;wall-mounted TV (20 in.);iron wall rack;open-frame kitchen;protein shaker bottle,rhn02,e8bJbKYBcretqhbuR
Spork,https://acnhcdn.com/latest/NpcIcon/pig05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPig05.png,https://acnhcdn.com/drivesync/render/houses/pig05_304_Crackle.png,Pig,Male,Lazy,B,Play,9/3,snork,Forest Life,It's never too late for a snack.,Simple,Active,Green,Colorful,8550.0,woodland wall,swamp flooring,7142;4393;4038;5970;4043;1432;1157;1082;3697;1434;7393,simple DIY workbench;old-fashioned washtub;log stool;firewood;log round table;lantern;brick oven;picnic basket;portable radio;sleeping bag;pond stone,pig05,NeqP5jCsuLugbA2PW
Sprinkle,https://acnhcdn.com/latest/NpcIcon/pgn14.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPgn14.png,https://acnhcdn.com/drivesync/render/houses/pgn14_299_Sprinkle.png,Penguin,Female,Peppy,A,Play,2/20,frappe,K.K. Marathon,Frosting is just the icing on the cake.,Cute,Elegant,Light blue,White,3631.0,ice wall,ice flooring,3500;3500;3499;3983;4376;3978;3978;5150;3982;3984,frozen pillar;frozen pillar;frozen arch;shell bed;shell wreath;shell partition;shell partition;shell speaker;shell fountain;shell lamp,pgn14,5ffTHHjgjsXGAcsb3
Sprocket,https://acnhcdn.com/latest/NpcIcon/ost03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlOst03.png,https://acnhcdn.com/drivesync/render/houses/ost03_271_Sprocket.png,Ostrich,Male,Jock,A,Music,12/1,zort,K.K. Metal,Strike while the iron is hot.,Simple,Active,Orange,Green,3448.0,future-tech wall,circuit-board flooring,1645;941;849;1045;950;7257;1804;849;1803,electric guitar;DJ's turntable;amp;silver mic;effects rack;pedal board;electric bass;amp;drum set,ost03,mFq536yZgoy7zEbKd
Static,https://acnhcdn.com/latest/NpcIcon/squ08.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlSqu08.png,https://acnhcdn.com/drivesync/render/houses/squ08_360_Static.png,Squirrel,Male,Cranky,B,Music,7/9,krzzt,Surfin' K.K.,Lightning never strikes twice.,Cool,Active,Black,Yellow,3256.0,concrete wall,skull-print flooring,1241;793;4046;1645;4053;4052;7654;1644;8417;3275;3559;7528;4071,DIY workbench;high-end stereo;rattan end table;electric guitar;rattan armchair;rattan bed;electric kick scooter;rock guitar;wall-mounted tool board;ironwood clock;iron wall lamp;tool cart;electronics kit,squ08,vqPjvoChWTNpj2t6E
Stella,https://acnhcdn.com/latest/NpcIcon/shp03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlShp03.png,https://acnhcdn.com/drivesync/render/houses/shp03_11_Stella.png,Sheep,Female,Normal,A,Nature,4/9,baa-dabing,Only Me,100% Natural Fiber.,Simple,Simple,Yellow,Beige,3597.0,rose wall,dark herringbone flooring,3683;2605;3995;1913;4132;4030;2560;3442;8826;3438;3439;3490;1783;7140;3443;4003,plain sink;wooden simple bed;cute DIY table;wooden chair;yucca;bathroom towel rack;wooden chest;sturdy sewing box;wooden table mirror;wooden end table;wooden table;wooden waste bin;corkboard;Mom's tissue box;sewing project;cute music player,shp03,PnrARfxc8picdtvL8
Sterling,https://acnhcdn.com/latest/NpcIcon/pbr07.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlPbr07.png,https://acnhcdn.com/drivesync/render/houses/pbr07_284_Sterling.png,Eagle,Male,Jock,B,Fitness,12/11,skraaaaw,K.K. Dirge,Discretion is the better part of valor.,Simple,Elegant,Blue,Red,3233.0,dungeon wall,basement flooring,1266;3784;4026;8298;5931;5165;3992;5931;3783;1708;1750;7528;5165;1798,barrel;den chair;utility sink;bunk bed;jail bars;wall-mounted candle;key holder;jail bars;den desk;cassette player;document stack;tool cart;wall-mounted candle;dinnerware,pbr07,u7tJskupjfv3Ejedt
Stinky,https://acnhcdn.com/latest/NpcIcon/cat13.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCat13.png,https://acnhcdn.com/drivesync/render/houses/cat13_64_Stinky.png,Cat,Male,Jock,B,Fitness,8/17,GAAHHH,K.K. Flamenco,"If the mask fits, wear it!",Active,Simple,Red,Blue,3244.0,ringside seating,boxing-ring mat,1452;1708;4013;4078;3672;7800;7150;3560;4753;1456,weight bench;cassette player;punching bag;barbell;cardboard box;protein shaker bottle;blue corner;iron worktable;throwback wrestling figure;judge's bell,cat13,daE2wDXCWHDJZBkD4
Stitches,https://acnhcdn.com/latest/NpcIcon/cbr05.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlCbr05.png,https://acnhcdn.com/drivesync/render/houses/cbr05_79_Stitches.png,Cub,Male,Lazy,B,Play,2/10,stuffin',I Love You,A stitch in time saves nine.,Simple,Cute,Colorful,White,9535.0,blue quilt wall,patchwork-tile flooring,7144;3206;3623;2605;3305;7147;2560;9543;4003;5543;7141;7133;7140;7134;7258;3584;7145;7462;1501,Mom's cushion;wooden-block toy;toy box;wooden simple bed;baby chair;Mom's plushie;wooden chest;Mom's lively kitchen mat;cute music player;wooden-blockstool;Mom's pen stand;wooden mini table;Mom's tissue box;wooden low table;modeling clay;writing poster;Mom's embroidery;yellow checked rug;Baby bear,cbr05,SfGuc8givs3kR8kvM
Stu,https://acnhcdn.com/latest/NpcIcon/bul03.png,https://acnhcdn.com/latest/NpcBromide/NpcNmlBul03.png,https://acnhcdn.com/drivesync/render/houses/bul03_48_Stu.png,Bull,Male,Lazy,A,Nature,4/20,mrooooo,K.K. Rockabilly,"As a cow grows, so do its nostrils.",Simple,Simple,Brown,Beige,7721.0,chain-link fence,sidewalk flooring,7654;7654;7161;1185;4070;4309;3672;1708;2614,electric kick scooter;electric kick scooter;cardboard bed;phone box;street organ;destinations signpost;cardboard box;cassette player;mountain bike,bul03,rcPtvvvscvkEWG7AF
