Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Primary Shape,Secondary Shape,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet4.png,Black,No,2880.0,720.0,51.0,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,2.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet4,66.0,9415.0,cZuKQFyeLymFGDngJ
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet7.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet7.png,Red,No,2880.0,720.0,51.0,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,3.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet7,66.0,9418.0,BXLtytts48iRPNmy9
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet0.png,Pink,No,2880.0,720.0,51.0,Pink,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,4.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet0,66.0,3166.0,PR8F8HXT6zhFmiSoL
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet6.png,Yellow,No,2880.0,720.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,5.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet6,66.0,9417.0,wFeRZDBHF9PmpaH8q
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet1.png,Mint,No,2880.0,720.0,51.0,Green,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,6.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet1,66.0,9412.0,5ppj9ELW2ts4jnpfK
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet2.png,Blue,No,2880.0,720.0,51.0,Blue,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,7.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet2,66.0,9413.0,xZnnLbWuk4NqYx7da
ballet outfit,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonNBallet3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonNBallet3.png,Purple,No,2880.0,720.0,51.0,Purple,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; sporty; theatrical; work,8.0,Yes,Balloon,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonNBallet3,66.0,9414.0,a3SPLxg8gvdHASamJ
balmacaan coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn0.png,Avocado,No,1540.0,385.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,Yes,Simple,everyday,1.0,Yes,B-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBlongLBalmakarn0,472.0,4606.0,ZSrYa9yCZuEtRuDXa
balmacaan coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn2.png,Navy blue,No,1540.0,385.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Simple,everyday,2.0,Yes,B-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBlongLBalmakarn2,472.0,9307.0,6dMCMfwf8Gekwt6ww
balmacaan coat,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBlongLBalmakarn1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBlongLBalmakarn1.png,Beige,No,1540.0,385.0,51.0,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Simple,everyday,3.0,Yes,B-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBlongLBalmakarn1,472.0,9306.0,j36QhnToq72NcFoTv
baseball uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball3.png,Orange,No,1760.0,440.0,51.0,Black,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBaseball3,202.0,11108.0,3gxYZqHjofPiXoQYi
baseball uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball4.png,Yellow,No,1760.0,440.0,51.0,Black,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBaseball4,202.0,11109.0,DhRRcfvrdTfMFERYf
baseball uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball0.png,Red,No,1760.0,440.0,51.0,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBaseball0,202.0,3611.0,HhoXdZZZWxQGCk752
baseball uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball2.png,Green,No,1760.0,440.0,51.0,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBaseball2,202.0,11107.0,RPu7p2wCQzzJsoZ9F
baseball uniform,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBaseball1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBaseball1.png,Navy blue,No,1760.0,440.0,51.0,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBaseball1,202.0,11106.0,CziYkwQpHnwwgwmsF
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel1.png,White,No,630.0,157.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,1.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel1,325.0,7811.0,JS6Z64sHXkWgXYWvE
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel5.png,Black,No,630.0,157.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,2.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel5,325.0,7815.0,FAb5AGmEnEdCqCp4F
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel0.png,Pink,No,630.0,157.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,3.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel0,325.0,4361.0,maeBfSoK7TC9hgFNX
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel3.png,Green,No,630.0,157.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,4.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel3,325.0,7813.0,4CLJ5docy9jtzAG4z
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel2.png,Blue,No,630.0,157.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,5.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel2,325.0,7812.0,cstqgzaWuqDB8ti93
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel4.png,Purple,No,630.0,157.0,51.0,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,6.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel4,325.0,7814.0,cZrL49HyDM6tjieuB
bath-towel wrap,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxNBathtowel6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxNBathtowel6.png,Brown,No,630.0,157.0,51.0,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,7.0,Yes,Box,N,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxNBathtowel6,325.0,7816.0,BQj2oNwq8HYhtenp8
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes0.png,White,No,720.0,180.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,1.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes0,65.0,3165.0,nW28CtMTSt7iNNEQZ
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes5.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes5.png,Black,No,720.0,180.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,2.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes5,65.0,7821.0,Hpg2duFhoHoKHDrqj
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes1.png,Pink,No,720.0,180.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,3.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes1,65.0,7817.0,WF5NasbTTRETdwzHn
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes3.png,Green,No,720.0,180.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,4.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes3,65.0,7819.0,gjHaiKH55sce26ZSY
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes2.png,Blue,No,720.0,180.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,5.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes2,65.0,7818.0,XY5ESy5YS2XvYXPYa
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes4.png,Purple,No,720.0,180.0,51.0,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,6.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes4,65.0,7820.0,6z4GYHuFH3sZinmww
bathrobe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBathrobes6.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBathrobes6.png,Brown,No,720.0,180.0,51.0,Brown,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,comfy,7.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBathrobes6,65.0,7822.0,98b39TTftthoRbnsR
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear0.png,Brown,No,1700.0,425.0,51.0,Brown,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBear0,163.0,3417.0,hjNai4dfzoqt6oX2m
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear1.png,Black,No,1700.0,425.0,51.0,Black,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBear1,163.0,9628.0,tbpLhy27tD3AQPYCD
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear2.png,Pink,No,1700.0,425.0,51.0,Pink,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,3.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBear2,163.0,9629.0,mB4TGMowDroYHofZt
bear costume,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceOverallLBear3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceOverallLBear3.png,Blue,No,1700.0,425.0,51.0,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,4.0,Yes,Overall,L,For sale,1.0.0,1.0.0,TopsTexOnepieceOverallLBear3,163.0,9630.0,rs5SZ3Qh4gxjafnSM
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek0.png,Red,No,2520.0,630.0,51.0,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,everyday; formal,1.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLUzbek0,1157.0,10906.0,Q34fhddd9EffXaHvS
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek2.png,Camel,No,2520.0,630.0,51.0,Orange,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,everyday; formal,2.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLUzbek2,1157.0,11996.0,eq8oNByquPyya2TuN
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek1.png,Blue,No,2520.0,630.0,51.0,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,everyday; formal,3.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLUzbek1,1157.0,11995.0,qPLZ3iuMRK7o5CnWK
bekasab robe,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlongLUzbek3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlongLUzbek3.png,Purple,No,2520.0,630.0,51.0,Purple,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,everyday; formal,4.0,Yes,A-long,L,For sale,1.0.0,1.0.0,TopsTexOnepieceAlongLUzbek3,1157.0,11997.0,36BRJXGD3tMyAmc2g
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot1.png,Pink,No,2000.0,500.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,fairy tale; party; vacation,1.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHPolkadot1,41.0,8866.0,aoGyqkZ4sz3rm5W9h
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot2.png,Yellow,No,2000.0,500.0,51.0,Yellow,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,fairy tale; party; vacation,2.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHPolkadot2,41.0,8867.0,bkwKdTiDoub9FjgBg
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot3.png,Green,No,2000.0,500.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,fairy tale; party; vacation,3.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHPolkadot3,41.0,8868.0,ABXLKuYheFcunS3pk
belted dotted dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBalloonHPolkadot0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBalloonHPolkadot0.png,Light blue,No,2000.0,500.0,51.0,Light blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Cute,fairy tale; party; vacation,4.0,Yes,Balloon,H,For sale,1.0.0,1.0.0,TopsTexOnepieceBalloonHPolkadot0,41.0,3054.0,PwiZ9vT4c8kDb3F83
bingata dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLBingata0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLBingata0.png,NA,No,2520.0,630.0,51.0,Yellow,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,theatrical,1.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLBingata0,1159.0,10908.0,XfmN6jSCvgu5jd6Y6
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower0.png,Pink,No,1500.0,375.0,51.0,Pink,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,1.0,Yes,A-line,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineHFlower0,45.0,3069.0,GqYyjv48SGxMn4GuZ
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower2.png,Yellow,No,1500.0,375.0,51.0,Yellow,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,2.0,Yes,A-line,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineHFlower2,45.0,8807.0,uSPwJQvogSRpTTviE
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower3.png,Green,No,1500.0,375.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,3.0,Yes,A-line,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineHFlower3,45.0,8808.0,5wRSMJBtc72WxCajX
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower1.png,Blue,No,1500.0,375.0,51.0,Light blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,4.0,Yes,A-line,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineHFlower1,45.0,8806.0,htYweYAfTJ9GJrQzZ
blossom dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceAlineHFlower4.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceAlineHFlower4.png,Purple,No,1500.0,375.0,51.0,Purple,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,5.0,Yes,A-line,H,For sale,1.0.0,1.0.0,TopsTexOnepieceAlineHFlower4,45.0,8809.0,EZHMvPc53oJhSGAtT
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme0.png,Pink,No,3220.0,805.0,51.0,Pink,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal; party,1.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLUme0,188.0,3572.0,2DCsWtgzNsYcGh56w
blossoming kimono,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceKimonoLUme1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceKimonoLUme1.png,Green tea,No,3220.0,805.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,formal; party,2.0,Yes,Kimono,L,For sale,1.0.0,1.0.0,TopsTexOnepieceKimonoLUme1,188.0,8980.0,JpsCXspD9GyZr2CHg
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore2.png,Gray,No,1800.0,450.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy; comfy,1.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLBore2,470.0,7982.0,uqCRPjmFqdAciwCS7
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore3.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore3.png,Pink,No,1800.0,450.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy; comfy,2.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLBore3,470.0,7983.0,ockTRKCSKitWDMQnK
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore0.png,Mint,No,1800.0,450.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy; comfy,3.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLBore0,470.0,4604.0,q4LZzkARHi5RcyS2z
boa parka,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceRibLBore1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceRibLBore1.png,Purple,No,1800.0,450.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy; comfy,4.0,Yes,Rib,L,For sale,1.0.0,1.0.0,TopsTexOnepieceRibLBore1,470.0,7981.0,Ykh2csg5jNzWWNKXs
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian1.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian1.png,Navy blue,No,1900.0,475.0,51.0,Gray,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; comfy; vacation,1.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBohemian1,348.0,8593.0,fNqA8hLL4ASq32SAM
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian0.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian0.png,Red,No,1900.0,475.0,51.0,Beige,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; comfy; vacation,2.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBohemian0,348.0,4409.0,RCDLSmXjZZgrYgbzN
Bohemian tunic dress,https://acnhcdn.com/latest/ClosetIcon/TopsTexOnepieceBoxLBohemian2.png,https://acnhcdn.com/latest/FtrIcon/TopsTexOnepieceBoxLBohemian2.png,Green,No,1900.0,475.0,51.0,Beige,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Elegant,everyday; comfy; vacation,3.0,Yes,Box,L,For sale,1.0.0,1.0.0,TopsTexOnepieceBoxLBohemian2,348.0,8594.0,sGh95yCJkzDWrSTTW
