Name,Image,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Catalog,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
Kody's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr04.png,1000.0,250.0,251.0,Light blue,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr04,10442.0,M8dvRxXvbF4pwG6K5
Kyle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol10.png,1000.0,250.0,251.0,Beige,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol10,10579.0,7tsLLFWjXFSEiZKNj
Label's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgc.png,1000.0,250.0,251.0,Purple,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpHgc,10333.0,bouR8wqhxWdWxcozP
Leif's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSlo.png,1000.0,250.0,251.0,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpSlo,10433.0,479Jpj2rKt3krSWKr
Leila's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKps.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpKps,10340.0,T8K5ssfqGcMFeK4jD
Leilani's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpKpm.png,1000.0,250.0,251.0,Green,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpKpm,10519.0,mD9exPhssPLzi9LMy
Leonardo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlTig04.png,1000.0,250.0,251.0,Orange,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlTig04,10560.0,W8XgJpunYdkimw3iY
Leopold's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon04.png,1000.0,250.0,251.0,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon04,10638.0,T6mqtmyyx8dfkaEPi
Lily's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlFlg00.png,1000.0,250.0,251.0,Light blue,White,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlFlg00,10440.0,qNPEPEhfRWjR9JGaH
Limberg's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus01.png,1000.0,250.0,251.0,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus01,10669.0,aTKk5z6FNKmKcteHm
Lionel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon08.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon08,10684.0,h2eipZxGcXQMGcute
Lobo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlWol01.png,1000.0,250.0,251.0,Purple,Gray,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlWol01,10587.0,JsHp9N7tK7EYew9cY
Lolly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat18.png,1000.0,250.0,251.0,Light blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat18,10539.0,DCjmNrKoSdezosC7L
Lopez's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer05.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer05,10606.0,c2T2ffzJiDzkDDgkX
Lottie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOtg.png,1000.0,250.0,251.0,Pink,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpOtg,10773.0,NeBr9m39gZWTE67ip
Louie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGor04.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGor04,10631.0,YGocvEr5xSrwEyyBr
Lucha's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd15.png,1000.0,250.0,251.0,Red,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd15,10351.0,FuMAySGGdRpceCHmF
Lucky's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog02.png,1000.0,250.0,251.0,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog02,10591.0,NBwMT64cTiBGWfHzi
Lucy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig04.png,1000.0,250.0,251.0,White,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig04,10554.0,gQCvrkNodW2dadvxS
Luna's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpTap.png,1000.0,250.0,251.0,Black,Purple,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpTap,10491.0,QNtzysxx2y7vh9i5z
Lyle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpOtt.png,1000.0,250.0,251.0,Colorful,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpOtt,10794.0,mF38B4FfLioAGckf3
Lyman's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal09.png,1000.0,250.0,251.0,Green,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKal09,10498.0,ym9m653hvKttEvzbz
Mabel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpHgh.png,1000.0,250.0,251.0,Blue,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcSpHgh,10432.0,jDspKzfjL4ifqKKGN
Mac's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog14.png,1000.0,250.0,251.0,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog14,10463.0,BGAMF9xCCvvNSNoL3
Maddie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog09.png,1000.0,250.0,251.0,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog09,10619.0,qx2FcWFxYukgoijJC
Maelle's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk03.png,1000.0,250.0,251.0,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk03,10593.0,cCbb4GL6gwDwxDfns
Maggie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig10.png,1000.0,250.0,251.0,Yellow,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig10,10623.0,TyJ2wNNQEJCT8HjBf
Mallary's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk06.png,1000.0,250.0,251.0,Purple,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk06,10526.0,S9s8sRyu3gj2vbETW
Maple's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr01.png,1000.0,250.0,251.0,Brown,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr01,10510.0,2yp9tMysLezkZCqYX
Marcel's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDog15.png,1000.0,250.0,251.0,White,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDog15,10419.0,mndThbsdHgzuK5TQA
Marcie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr10.png,1000.0,250.0,251.0,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKgr10,10659.0,YnNMaDEdXcjPf4kXE
Margie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp04.png,1000.0,250.0,251.0,White,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp04,10589.0,PJALmLKxsy2CSaJqk
Marina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp01.png,1000.0,250.0,251.0,Pink,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOcp01,10453.0,abCC5BwJ3zZwHotvW
Marshal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu17.png,1000.0,250.0,251.0,Beige,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu17,10480.0,yjbhaKJkeukwqBwb5
Mathilda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKgr01.png,1000.0,250.0,251.0,Black,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKgr01,10391.0,ARneKZJqgYgpuWBrd
Megan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea15.png,1000.0,250.0,251.0,Purple,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea15,10860.0,JqFWTY4AQnzyw7SSG
Melba's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal02.png,1000.0,250.0,251.0,Beige,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKal02,10547.0,mCdW2huGBG2GQah4s
Merengue's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRhn07.png,1000.0,250.0,251.0,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRhn07,10502.0,sjAtXqX3cdmfH7LR2
Merry's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat16.png,1000.0,250.0,251.0,Beige,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat16,10789.0,SmQM4CpTYTjgA2QPA
Midge's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBrd08.png,1000.0,250.0,251.0,Pink,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBrd08,10677.0,AkRpzPF7F2EjAbhKp
Mint's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu09.png,1000.0,250.0,251.0,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu09,10675.0,3Qs2gxtaysBLdZhj3
Mira's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt19.png,1000.0,250.0,251.0,Yellow,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt19,10561.0,5wZA5i2WExoGgEDMT
Miranda's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk12.png,1000.0,250.0,251.0,Pink,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk12,10443.0,3jAJ84iWwQgDZuowy
Mitzi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat01.png,1000.0,250.0,251.0,Blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat01,10784.0,Gzbym5uhofgDe5vcb
Moe's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat08.png,1000.0,250.0,251.0,Blue,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat08,10791.0,NJimB4NJGeZvqduBS
Molly's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk16.png,1000.0,250.0,251.0,Beige,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk16,10329.0,insQsxRd2CxfM4Bwn
Monique's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat11.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat11,10820.0,fk94HYBhoFD43dyg6
Monty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk04.png,1000.0,250.0,251.0,Gray,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk04,10494.0,oB66Qn8dJXynGwSq2
Moose's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMus14.png,1000.0,250.0,251.0,Gray,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMus14,10387.0,NffRTDwwk9ZgHxPfr
Mott's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlLon06.png,1000.0,250.0,251.0,Yellow,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlLon06,10525.0,8D7rDprK2wPhDrqXX
Muffy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlShp12.png,1000.0,250.0,251.0,Purple,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlShp12,10320.0,nSY846smvcW8njJWb
Murphy's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr07.png,1000.0,250.0,251.0,Green,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr07,10624.0,sAN9iY3CkvTgBZNSf
My Melody poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDer10.png,1000.0,250.0,251.0,Pink,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDer10,11125.0,NkGhj9wEKEz9WDn4r
Nan's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa01.png,1000.0,250.0,251.0,Black,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa01,10397.0,kDef5hy9Jwpp78TwA
Nana's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlMnk01.png,1000.0,250.0,251.0,Pink,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlMnk01,10371.0,wXtLJdh96jjfk3qAr
Naomi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow07.png,1000.0,250.0,251.0,Blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCow07,10551.0,CYQTwqw2jD7m4hqDo
Nat's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpChm.png,1000.0,250.0,251.0,Green,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpChm,10344.0,GatATgRPew2fbhLqZ
Nate's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea05.png,1000.0,250.0,251.0,Green,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea05,10821.0,3ba3633qemEjrp6Gr
Nibbles's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlSqu04.png,1000.0,250.0,251.0,Green,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlSqu04,10584.0,dh87Y3CghjDFEyC5g
Norma's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow06.png,1000.0,250.0,251.0,Light blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCow06,10642.0,TnzkjhqiNBJNt52fB
O'Hare's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlRbt15.png,1000.0,250.0,251.0,Brown,Blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlRbt15,10595.0,69E4TGxBfYuFSZ3HW
Octavian's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlOcp00.png,1000.0,250.0,251.0,Red,Colorful,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlOcp00,10662.0,xt366zvNGkh9k8RRq
Olaf's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt09.png,1000.0,250.0,251.0,Brown,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlAnt09,10801.0,rQRn8zwk8TYt74wEj
Olive's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCbr09.png,1000.0,250.0,251.0,Gray,Green,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCbr09,10646.0,QbAbpgX27ZiwGpHfg
Olivia's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCat03.png,1000.0,250.0,251.0,White,Black,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCat03,10774.0,BJ36te5Fi3TLg7up8
Opal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp00.png,1000.0,250.0,251.0,Green,Brown,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp00,10667.0,pfSG4h38oqXXjX75y
Ozzie's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlKal05.png,1000.0,250.0,251.0,Beige,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlKal05,10349.0,Bxtk7wH46nTdfoDm2
Pancetti's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlPig16.png,1000.0,250.0,251.0,Brown,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlPig16,10314.0,cqmJyPDrG3zphjDmw
Pango's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlAnt02.png,1000.0,250.0,251.0,Green,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlAnt02,10420.0,T74Khp6MHyMZz7wQR
Paolo's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlElp05.png,1000.0,250.0,251.0,Pink,Yellow,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlElp05,10607.0,9RXWnBpXqP69P29Am
Papi's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs12.png,1000.0,250.0,251.0,White,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs12,10564.0,gFuSpPgzK3qhRxpMd
Pascal's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpSeo.png,1000.0,250.0,251.0,Red,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpSeo,10785.0,s9gsDeXpBZko5dC7N
Pashmina's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlGoa08.png,1000.0,250.0,251.0,Orange,Beige,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlGoa08,10537.0,EoFDGNWh6MQ3fQk8x
Pate's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlDuk02.png,1000.0,250.0,251.0,Light blue,Red,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlDuk02,10361.0,BCSDAP6Thy2j27rWW
Patty's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlCow00.png,1000.0,250.0,251.0,Brown,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlCow00,10656.0,9Stwami7PmDiaDtXv
Paula's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlBea10.png,1000.0,250.0,251.0,Beige,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlBea10,10783.0,Xys5WuR7EDrCAkse9
Pavé's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcSpPck.png,1000.0,250.0,251.0,Light blue,Pink,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting to Photopia with an amiibo ",For sale,1.0.0,1.0.0,PosterNpcSpPck,10520.0,DrPiaDYcC2uPzdFei
Peaches's poster,https://acnhcdn.com/latest/FtrIcon/PosterNpcNmlHrs08.png,1000.0,250.0,251.0,Pink,Light blue,1x1,Nook Shopping Posters,"In the Special Items section in Nook Shopping, after inviting the villager to Photopia (either through amiibo, or if the villager lives in your town)",For sale,1.0.0,1.0.0,PosterNpcNmlHrs08,10531.0,ngwv63CtqKcs8Kg7b
