Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Surface,Source,Source Notes,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Version Added,Version Unlocked,Filename,Variant ID,Internal ID,Unique Entry ID
shaved-ice maker,https://acnhcdn.com/latest/FtrIcon/FtrIcemachine_Remake_1_0.png,Silver,NA,NA,NA,No,No,No,NA,1400.0,350.0,Light blue,Blue,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,ocean,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrIcemachine_Remake_1_0,1_0,667.0,mLm7sFe5iRRtepMPG
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_0_0.png,White,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,White,White,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_0_0,0_0,3984.0,TrXvC2mL2HTohjKT2
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_1_0.png,Brown,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,Brown,Brown,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_1_0,1_0,3984.0,MJDvFBwqgqTL4j7Qb
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_2_0.png,Pink,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,Pink,Pink,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_2_0,2_0,3984.0,c4SAw3tkxjFevZrGP
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_3_0.png,Yellow,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,Yellow,Yellow,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_3_0,3_0,3984.0,7AW3f3YBNGRoNhd7j
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_4_0.png,Purple,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,Purple,Purple,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_4_0,4_0,3984.0,XbBmTWsGYhA49MpEq
shell lamp,https://acnhcdn.com/latest/FtrIcon/FtrShellLamp_Remake_5_0.png,Pearl,Shell color,NA,NA,Yes,Yes,No,6.0,NFS,4200.0,White,White,1x1,No,Crafting,,103.0,ocean,None,shell,None,Lighting,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrShellLamp_Remake_5_0,5_0,3984.0,WoG7A5jFPZT6gJcuz
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_0_0.png,White,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,White,White,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_0_0,0_0,5150.0,6D98fcpxBpqCYvnbY
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_1_0.png,Brown,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,Brown,Brown,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_1_0,1_0,5150.0,DoERDh5zqQyAbyQft
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_2_0.png,Pink,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,Pink,Pink,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_2_0,2_0,5150.0,DuoxEsD2dnHtbnKYX
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_3_0.png,Yellow,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,Yellow,Yellow,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_3_0,3_0,5150.0,AYuRYTsGrfjwQuRgY
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_4_0.png,Purple,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,Purple,Purple,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_4_0,4_0,5150.0,yDheuEiXvuyYZ8WXB
shell speaker,https://acnhcdn.com/latest/FtrIcon/FtrShellMusic_Remake_5_0.png,Pearl,Shell color,NA,NA,Yes,Yes,No,7.0,NFS,5700.0,White,White,1x1,No,Crafting,,103.0,ocean,None,shell,None,Audio,Yes,Audio,Yes,Cheap,No lighting,Not for sale,1.0.0,1.0.0,FtrShellMusic_Remake_5_0,5_0,5150.0,Z7mY5xkr8Yiwe8efm
silver bug trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyInsectSilver.png,NA,NA,NA,NA,No,No,No,NA,NFS,425.0,Gray,Brown,1x1,No,Bug-Off,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyInsectSilver,NA,1204.0,o3ay8t2xPihtRZB9k
silver fish trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyFishSilver.png,NA,NA,NA,NA,No,No,No,NA,NFS,425.0,Gray,Brown,1x1,No,Fishing Tourney,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyFishSilver,NA,1201.0,e9xcMKLek5GDNFT8e
silver HHA trophy,https://acnhcdn.com/latest/FtrIcon/FtrTrophyHhaSilver.png,NA,NA,NA,NA,No,No,No,NA,NFS,425.0,Gray,Brown,1x1,No,HHA,,573.0,expensive,None,None,None,None,No,Museum,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrTrophyHhaSilver,NA,7100.0,qMCEizQuZhTJyEmg8
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png,Red,NA,NA,NA,No,No,No,NA,1300.0,325.0,Red,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_0_0,0_0,1845.0,6ThF9KvRpEi8DQYMv
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,1300.0,325.0,Yellow,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_1_0,1_0,1845.0,8cm4nPnyRBqSx2LHu
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_2_0.png,Green,NA,NA,NA,No,No,No,NA,1300.0,325.0,Green,Orange,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_2_0,2_0,1845.0,ea5wukwHqNS5d4SS6
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_3_0.png,Blue,NA,NA,NA,No,No,No,NA,1300.0,325.0,Light blue,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_3_0,3_0,1845.0,SPggGudetGpfqhZQZ
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_4_0.png,Black,NA,NA,NA,No,No,No,NA,1300.0,325.0,Black,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_4_0,4_0,1845.0,AidhxCbjxSfThvMkD
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_5_0.png,Navy blue,NA,NA,NA,No,No,No,NA,1300.0,325.0,Blue,Brown,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_5_0,5_0,1845.0,QgBGgXjTzqTQEwQQT
simple kettle,https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_6_0.png,White,NA,NA,NA,No,No,No,NA,1300.0,325.0,White,Red,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrKettle_Remake_6_0,6_0,1845.0,DH6M4riNCexGcMs8y
snail model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKatatsumuriToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,750.0,Beige,Beige,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKatatsumuriToy,NA,7072.0,7sokY9bvEqzsQk8do
snapping turtle model,https://acnhcdn.com/latest/FtrIcon/FtrFishKamitsukigameToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,15000.0,Brown,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishKamitsukigameToy,NA,6964.0,pt4k79sHKc6vkQH9C
snow globe,https://acnhcdn.com/latest/FtrIcon/FtrSnowglobe.png,NA,NA,NA,NA,No,No,No,NA,1300.0,325.0,White,Colorful,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,living room,freezing cold,None,None,SmallGoods,Yes,Seasonal Decor,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSnowglobe,NA,1145.0,R9mRJt4N8eRuFrWAb
soft-shelled turtle model,https://acnhcdn.com/latest/FtrIcon/FtrFishSupponToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,11250.0,Green,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishSupponToy,NA,7017.0,QRh8R2Ng78CirFKoc
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_0_0.png,Corn soup,NA,NA,NA,No,No,No,NA,3300.0,825.0,Yellow,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_0_0,0_0,3619.0,XQRKp8K4GbweLyPBf
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_1_0.png,Cream stew,NA,NA,NA,No,No,No,NA,3300.0,825.0,White,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_1_0,1_0,3619.0,ESWx4iSKABLJZo7yg
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_2_0.png,Curry,NA,NA,NA,No,No,No,NA,3300.0,825.0,Brown,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_2_0,2_0,3619.0,3C8Amw4njjHD6gBP7
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_3_0.png,Minestrone,NA,NA,NA,No,No,No,NA,3300.0,825.0,Orange,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_3_0,3_0,3619.0,uN2r2ezxByz3csK3F
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_4_0.png,Borscht,NA,NA,NA,No,No,No,NA,3300.0,825.0,Red,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_4_0,4_0,3619.0,6riMmCcDYWPHdkcuf
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_5_0.png,Green curry,NA,NA,NA,No,No,No,NA,3300.0,825.0,Green,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_5_0,5_0,3619.0,biDEeNhL5GnDyEDcv
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_6_0.png,Hot-and-sour soup,NA,NA,NA,No,No,No,NA,3300.0,825.0,Orange,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_6_0,6_0,3619.0,MseGPwTTZGWBzYEAQ
soup kettle,https://acnhcdn.com/latest/FtrIcon/FtrSoupjar_Remake_7_0.png,Congee,NA,NA,NA,No,No,No,NA,3300.0,825.0,White,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrSoupjar_Remake_7_0,7_0,3619.0,awPCfMq3opt2H7D3K
spider model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKumoToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1800.0,Black,Yellow,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKumoToy,NA,7079.0,Emqtopq9uB9CE2jGF
squid model,https://acnhcdn.com/latest/FtrIcon/FtrFishIkaToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,1500.0,Beige,Black,1x1,No,C.J.,Trade 3 fish to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrFishIkaToy,NA,6958.0,rMARsh77AysozogJr
stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png,Literature,Genre,NA,NA,Yes,Yes,No,1.0,NFS,725.0,Colorful,White,1x1,No,Crafting,,103.0,den,living room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBooks_Remake_0_0,0_0,1759.0,nfxH8g2g6aAK82zXb
stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_1_0.png,Comics,Genre,NA,NA,Yes,Yes,No,1.0,NFS,725.0,Colorful,White,1x1,No,Crafting,,103.0,den,living room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBooks_Remake_1_0,1_0,1759.0,6LCXdTqKw6upEfTxg
stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_2_0.png,Reference,Genre,NA,NA,Yes,Yes,No,1.0,NFS,725.0,Colorful,White,1x1,No,Crafting,,103.0,den,living room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBooks_Remake_2_0,2_0,1759.0,DzDzr9AhLfNeZwEnL
stack of books,https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_3_0.png,Old,Genre,NA,NA,Yes,Yes,No,1.0,NFS,725.0,Beige,Yellow,1x1,No,Crafting,,103.0,den,living room,None,None,SmallGoods,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBooks_Remake_3_0,3_0,1759.0,w2yxQvSwFMmDTCJbj
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_0.png,NA,NA,Gardening,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Green,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_0,0_0,1861.0,Bx2dLKff8EsLDGJD2
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_1.png,NA,NA,Travel,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Red,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_1,0_1,1861.0,hkdbRZWw2n4CTiZqW
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_2.png,NA,NA,Fashion,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Gray,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_2,0_2,1861.0,9inJanBbxvG9HjmWL
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_3.png,NA,NA,Sports,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Colorful,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_3,0_3,1861.0,vLT5S3gFS4YMjQmTC
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_4.png,NA,NA,Comics,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Colorful,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_4,0_4,1861.0,nEjkQW45qqzJQEDSh
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_5.png,NA,NA,Kids,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Pink,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_5,0_5,1861.0,j32nXDx6Z6Ke9peCM
stacked magazines,https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_6.png,NA,NA,Weekly news,Covers,Yes,No,Yes,2.0,NFS,630.0,Colorful,Colorful,1x1,No,Crafting,,103.0,garage,child's room,None,None,None,No,Study,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrMagagine_Remake_0_6,0_6,1861.0,TJ3ZSDCvjpimL2Esm
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,1400.0,350.0,Gray,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_0_0,0_0,4019.0,3fYtaGL6LWMHoXcpL
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_1_0.png,Red,NA,NA,NA,No,No,No,NA,1400.0,350.0,Red,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_1_0,1_0,4019.0,WFt5c3PKBxxkbiybu
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_2_0.png,Pink,NA,NA,NA,No,No,No,NA,1400.0,350.0,Pink,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_2_0,2_0,4019.0,cqgkgwPPL7Ktwci4r
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_3_0.png,Light blue,NA,NA,NA,No,No,No,NA,1400.0,350.0,Light blue,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_3_0,3_0,4019.0,X2RfeK45afck2tHsP
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_4_0.png,Yellow,NA,NA,NA,No,No,No,NA,1400.0,350.0,Yellow,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_4_0,4_0,4019.0,283hb2AkWpgduyxE9
stand mixer,https://acnhcdn.com/latest/FtrIcon/FtrStandmixer_Remake_5_0.png,Black,NA,NA,NA,No,No,No,NA,1400.0,350.0,Black,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,Appliance,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrStandmixer_Remake_5_0,5_0,4019.0,FNxhgtMKjQRGeZvEY
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Yellow,Yellow,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_0_0,0_0,7253.0,awi53fT5dS9coq24J
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_1_0.png,Green,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Green,Green,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_1_0,1_0,7253.0,THvrGkA3HvEnu2pPo
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Light blue,Light blue,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_2_0,2_0,7253.0,Z6FQaHcgRgTMtQMaa
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_3_0.png,Purple,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Purple,Purple,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_3_0,3_0,7253.0,A9Ctcgrn56AWGo5rF
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_4_0.png,Pink,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Pink,Pink,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_4_0,4_0,7253.0,8CvZoLfcKFEuv6Djz
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_5_0.png,Orange,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,Orange,Orange,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_5_0,5_0,7253.0,LaZMHcqkGmWZMf4yP
star clock,https://acnhcdn.com/latest/FtrIcon/FtrStarClock_Remake_6_0.png,White,Color,NA,NA,Yes,Yes,No,3.0,NFS,2250.0,White,White,1x1,No,Crafting,,103.0,space,fancy,stars,None,Clock,Yes,Clock,No,Does not play music,Fluorescent,Not for sale,1.0.0,1.0.0,FtrStarClock_Remake_6_0,6_0,7253.0,kAM68SanGo4jJFdd6
steamer-basket set,https://acnhcdn.com/latest/FtrIcon/FtrBasketsteamer.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400.0,Beige,Beige,1x1,No,Crafting,,201.0,zen-style,shop,None,None,None,No,Kitchen Things,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrBasketsteamer,NA,3344.0,QB47a7FhZkWF8JFzZ
stinkbug model,https://acnhcdn.com/latest/FtrIcon/FtrInsectKamemushiToy.png,NA,NA,NA,NA,No,No,No,NA,NFS,360.0,Green,Green,1x1,No,Flick,Trade 3 insects to receive a model in the mail the next day,251.0,None,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,1.0.0,1.0.0,FtrInsectKamemushiToy,NA,7069.0,t63apdomFR5gXBwsX
stovetop espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspressomaker_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1700.0,425.0,Gray,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,SmallGoods,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrEspressomaker_Remake_0_0,0_0,8297.0,wr2NPpAn7ZxpTChBE
stovetop espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspressomaker_Remake_1_0.png,Black,NA,NA,NA,No,No,No,NA,1700.0,425.0,Black,Gray,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,SmallGoods,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrEspressomaker_Remake_1_0,1_0,8297.0,BTcjoEbTRPPLAdu6c
stovetop espresso maker,https://acnhcdn.com/latest/FtrIcon/FtrEspressomaker_Remake_2_0.png,Red,NA,NA,NA,No,No,No,NA,1700.0,425.0,Red,Black,1x1,No,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,103.0,kitchen,shop,None,None,SmallGoods,No,Kitchen Things,No,Does not play music,No lighting,For sale,1.0.0,1.0.0,FtrEspressomaker_Remake_2_0,2_0,8297.0,wAruLF3uYs7GfDPXm
