Name,Inventory Image,Storage Image,DIY,Stack Size,Buy,Sell,Miles Price,Source,Source Notes,HHA Base Points,Tag,Color 1,Color 2,Version Added,Version Unlocked,Filename,Internal ID,Unique Entry ID
white-azalea bush,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,,No,1.0,560.0,140.0,NA,Digging up a fully grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltAzaleaWhite2,2861.0,xmkj9sBpv8pQNGnGT
white-azalea nursery,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,,No,1.0,280.0,70.0,NA,Planting a bush start,,0.0,NA,None,None,1.2.0,1.2.0,PltAzaleaWhite0,12747.0,x7sTALbbhgRkPyg75
white-azalea start,https://acnhcdn.com/latest/ShopPlant/SeedAzaleaWhite.png,https://acnhcdn.com/latest/FtrIcon/SeedAzaleaWhite.png,No,10.0,280.0,70.0,NA,Leif,,0.0,NA,None,None,1.2.0,1.2.0,SeedAzaleaWhite,2820.0,2xmbtR7bGZ9SkctzF
white-cosmos bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedCosmosWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedCosmosWhite,2629.0,qkPkqfogiwMf9fKCS
white-cosmos plant,https://acnhcdn.com/latest/MenuIcon/PltCosmos0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltCosmosWhite3,3826.0,3iZJP9ouR47H43qMJ
white-hyacinth bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedHyacinthWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedHyacinthWhite,3731.0,iojgh78kpnPtzmjz5
white-hyacinth plant,https://acnhcdn.com/latest/MenuIcon/PltHyacinth0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltHyacinthWhite3,3910.0,uznvYGDDCpPJkYaEJ
white-lily bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedYuriWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedYuriWhite,2980.0,wD5MnM6bM2t88hMs5
white-lily plant,https://acnhcdn.com/latest/MenuIcon/PltYuri0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltYuriWhite3,3886.0,jwRXxgLr3hFQsAZB6
white-mum bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedMumWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedMumWhite,3755.0,PZ8MqZFTibFpr8Lqi
white-mum plant,https://acnhcdn.com/latest/MenuIcon/PltMum0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltMumWhite3,3924.0,hYqfsENa2bSHGznkC
white-pansy bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedPansyWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedPansyWhite,2908.0,RsndrSoamwXzNjD9y
white-pansy plant,https://acnhcdn.com/latest/MenuIcon/PltPansi0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltPansyWhite3,3850.0,XmpB3NuR9RS9PXmCM
white-rose bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedRoseWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedRoseWhite,2932.0,FxA5MDvGKZc44uenJ
white-rose plant,https://acnhcdn.com/latest/MenuIcon/PltRose1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltRoseWhite3,3862.0,vJFgRAkAYT32pscBc
white-tulip bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedTulipWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedTulipWhite,2880.0,9JqXDYEJa9M3fGjkX
white-tulip plant,https://acnhcdn.com/latest/MenuIcon/PltTurip1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltTulipWhite3,3836.0,EPcGhsMb6jQKpbBnC
white-windflower bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag1.png,https://acnhcdn.com/latest/FtrIcon/SeedAnemonesWhite.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedAnemonesWhite,3710.0,2XmGTkrRQqQbjfEoi
white-windflower plant,https://acnhcdn.com/latest/MenuIcon/PltAnemone0.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltAnemonesWhite3,3898.0,5RMyLD5TYyRTzfLdq
Wildest Dreams DIY,https://acnhcdn.com/latest/MenuIcon/BookRecipe.png,https://acnhcdn.com/latest/FtrIcon/DIYbook3.png,No,1.0,6980.0,NA,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,DIYbook3,5605.0,7DL3HBGPEfgi6XZfX
Wisp spirit piece,https://acnhcdn.com/latest/MenuIcon/YutaroWisp.png,,No,5.0,NFS,NA,NA,Catching with a net,Only available while on a quest for Wisp,0.0,NA,None,None,1.0.0,1.0.0,YutaroWisp,4702.0,yhGWoYrexRQRmWkvP
wood,https://acnhcdn.com/latest/MenuIcon/DIYWoodNormal.png,https://acnhcdn.com/latest/FtrIcon/DIYWoodNormal.png,No,30.0,NFS,60.0,NA,Chopping a tree,,0.0,NA,None,None,1.0.0,1.0.0,DIYWoodNormal,2768.0,NYkn4SWpdNtkSjGMz
wood egg,https://acnhcdn.com/latest/MenuIcon/EggForest.png,https://acnhcdn.com/latest/FtrIcon/EggForest.png,No,30.0,NFS,200.0,NA,Chopping a tree,Only available during Bunny Day,0.0,NA,None,None,1.1.0,1.1.0a,EggForest,12512.0,8adCtThYkk3SrfhhS
wooden path permit,https://acnhcdn.com/latest/MenuIcon/Helmet.png,,No,1.0,NFS,NA,2000.0,Nook Miles Redemption,Found under the Special tab of the Nook Miles Redemption service.,0.0,NA,None,None,1.0.0,1.0.0,FtrGroundMakerWood,8779.0,2ASyNJsmZJNm774y5
yellow cosmos,https://acnhcdn.com/latest/MenuIcon/Cosmos2.png,https://acnhcdn.com/latest/FtrIcon/FlwCosmosYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwCosmosYellow,2863.0,zjAYhjmqMzq3kDBdb
yellow hyacinths,https://acnhcdn.com/latest/MenuIcon/Hyacinth1.png,https://acnhcdn.com/latest/FtrIcon/FlwHyacinthYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwHyacinthYellow,3734.0,4KF7eJpRzonQ585ut
yellow lilies,https://acnhcdn.com/latest/MenuIcon/Yuri1.png,https://acnhcdn.com/latest/FtrIcon/FlwYuriYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwYuriYellow,2987.0,CYNwo9htHodqc52MC
yellow mums,https://acnhcdn.com/latest/MenuIcon/Mum1.png,https://acnhcdn.com/latest/FtrIcon/FlwMumYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwMumYellow,3758.0,5RAPmcCnKxJuTxsD5
yellow pansies,https://acnhcdn.com/latest/MenuIcon/Pansi1.png,https://acnhcdn.com/latest/FtrIcon/FlwPansyYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwPansyYellow,2915.0,s5oZ3HMatfcyLFmb7
yellow roses,https://acnhcdn.com/latest/MenuIcon/Rose2.png,https://acnhcdn.com/latest/FtrIcon/FlwRoseYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwRoseYellow,2939.0,sfweQbaT8mzKykjhk
yellow tulips,https://acnhcdn.com/latest/MenuIcon/Turip2.png,https://acnhcdn.com/latest/FtrIcon/FlwTulipYellow.png,No,10.0,NFS,40.0,NA,Picking flowers,,87.0,Plants,Yellow,Green,1.0.0,1.0.0,FlwTulipYellow,2887.0,PdZJXzmx5y6JSLrRD
yellow wrapping paper,https://acnhcdn.com/latest/MenuIcon/WPaperYellow.png,https://acnhcdn.com/latest/FtrIcon/WPaperYellow.png,No,10.0,160.0,40.0,NA,Nook's Cranny,,0.0,NA,None,None,1.0.0,1.0.0,WPaperYellow,7683.0,DP6esJYrS7WodmWe2
yellow-cosmos bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedCosmosYellow.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedCosmosYellow,2864.0,uP5p9469CWwJMRTpW
yellow-cosmos plant,https://acnhcdn.com/latest/MenuIcon/PltCosmos2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltCosmosYellow3,3828.0,Bh4zXHCea4eaSgmz9
yellow-hibiscus bush,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,,No,1.0,560.0,140.0,NA,Digging up a fully grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusYellow2,3792.0,Kb6qYCTJwjNX46xok
yellow-hibiscus nursery,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,,No,1.0,280.0,70.0,NA,Planting a bush start,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusYellow0,12751.0,DShJMzBnrS7Sd7mdv
yellow-hibiscus start,https://acnhcdn.com/latest/ShopPlant/SeedHibiscusYellow.png,https://acnhcdn.com/latest/FtrIcon/SeedHibiscusYellow.png,No,10.0,280.0,70.0,NA,Leif,,0.0,NA,None,None,1.2.0,1.2.0,SeedHibiscusYellow,3790.0,ZuDtvHRzubPByTeRG
yellow-hyacinth bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedHyacinthYellow.png,No,1.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedHyacinthYellow,3735.0,5yZ7783u3awJuzvtj
yellow-hyacinth plant,https://acnhcdn.com/latest/MenuIcon/PltHyacinth1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltHyacinthYellow3,3912.0,TZCvMPvktNmFAFKvP
yellow-lily bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedYuriYellow.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedYuriYellow,2988.0,gQ8rvpd52GD6oPZEB
yellow-lily plant,https://acnhcdn.com/latest/MenuIcon/PltYuri1.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltYuriYellow3,3890.0,JmyYGEqKsuXG7YJmx
yellow-mum bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedMumYellow.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedMumYellow,3759.0,PcvPGssP7xWcncSu8
yellow-mum plant,https://acnhcdn.com/latest/MenuIcon/PltMum1.png,,No,10.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltMumYellow3,3926.0,R7rBdJkoAh4Ss5fc7
yellow-pansy bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedPansyYellow.png,No,1.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedPansyYellow,2916.0,65A93Q3TDrr2TXe7r
yellow-pansy plant,https://acnhcdn.com/latest/MenuIcon/PltPansi1.png,,No,10.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltPansyYellow3,3854.0,4DaoN5DPRbz3LuGPH
yellow-rose bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedRoseYellow.png,No,1.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedRoseYellow,2940.0,BE6hakXFRTg2qdcPT
yellow-rose plant,https://acnhcdn.com/latest/MenuIcon/PltRose2.png,,No,10.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltRoseYellow3,3866.0,zukyGsru7LprL3Nn3
yellow-tea-olive bush,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,,No,1.0,560.0,140.0,NA,Digging up a fully grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushOsmathusYellow2,12478.0,79ausqrAiPDZqBB7Q
yellow-tea-olive nursery,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,,No,1.0,280.0,70.0,NA,Planting a bush start,,0.0,NA,None,None,1.2.0,1.2.0,PltBushOsmathusYellow0,12753.0,9FTtowZKFNMnSnsyk
yellow-tea-olive start,https://acnhcdn.com/latest/ShopPlant/SeedBushOsmathusYellow.png,https://acnhcdn.com/latest/FtrIcon/SeedBushOsmathusYellow.png,No,10.0,280.0,70.0,NA,Leif,,0.0,NA,None,None,1.2.0,1.2.0,SeedBushOsmathusYellow,12476.0,u9zmBcFHEqkM47dmk
yellow-tulip bag,https://acnhcdn.com/latest/MenuIcon/SeedPaperbag2.png,https://acnhcdn.com/latest/FtrIcon/SeedTulipYellow.png,No,10.0,240.0,60.0,NA,Nook's Cranny,,0.0,Plants,None,None,1.0.0,1.0.0,SeedTulipYellow,2888.0,dK3ZtSLJjdTpT5fxq
yellow-tulip plant,https://acnhcdn.com/latest/MenuIcon/PltTurip2.png,,No,1.0,NFS,40.0,NA,Seed bag,,0.0,Plants,None,None,1.0.0,1.0.0,PltTulipYellow3,3840.0,YuRZQh2wgkDnLLK55
young blue hydrangea,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaBlue.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHydrangeaBlue1,3799.0,pAJKQx6Mk9hvfzf6Q
young holly,https://acnhcdn.com/latest/MenuIcon/PltHolly.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHolly1,3026.0,LRZFgyh733WSifFpA
young orange tea olive,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusOrange.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushOsmathusOrange1,12481.0,nhwo3GqxRh24LkKp2
young pink azalea,https://acnhcdn.com/latest/MenuIcon/PltAzaleaPink.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltAzaleaPink1,3787.0,zWfXh4fQhA3eLkRhh
young pink camellia,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaPink.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushCamelliaPink1,12491.0,Mr5dT9enE9E9abQB8
young pink hydrangea,https://acnhcdn.com/latest/MenuIcon/PltHydrangeaPink.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHydrangeaPink1,3795.0,J2XWxQvzyQ8svq2Nk
young red camellia,https://acnhcdn.com/latest/MenuIcon/PltBushCamelliaRed.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushCamelliaRed1,12488.0,WyeEuSLKN644gJH2z
young red hibiscus,https://acnhcdn.com/latest/MenuIcon/PltHibiscusRed.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusRed1,3021.0,Zr6hN22TvjqPT2Tfr
young spring bamboo,https://acnhcdn.com/latest/MenuIcon/DIYBambooSpring.png,https://acnhcdn.com/latest/FtrIcon/DIYBambooSpring.png,No,30.0,NFS,200.0,NA,Chopping a bamboo tree,Only available during Spring,0.0,NA,None,None,1.0.0,1.0.0,DIYBambooSpring,5729.0,rMwLLdMSqxg3w5gLx
young white azalea,https://acnhcdn.com/latest/MenuIcon/PltAzaleaWhite.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltAzaleaWhite1,2860.0,t7FsLxZzZ9mHSppL7
young yellow hibiscus,https://acnhcdn.com/latest/MenuIcon/PltHibiscusYellow.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltHibiscusYellow1,3791.0,TWiBkrG8hjyQyvimE
young yellow tea olive,https://acnhcdn.com/latest/MenuIcon/PltBushOsmathusYellow.png,,No,1.0,420.0,105.0,NA,Digging up a partially grown bush,,0.0,NA,None,None,1.2.0,1.2.0,PltBushOsmathusYellow1,12477.0,SD8BcLrikLWWZYhYm
