Name,Image,#1,Material 1,#2,Material 2,#3,Material 3,#4,Material 4,#5,Material 5,#6,Material 6,Buy,Sell,Miles Price,Source,Source Notes,Version Added,Version Unlocked,Recipes to Unlock,Category,Crafted Item Internal ID,Card Color,Serial ID,Internal ID,Unique Entry ID
iron worktable,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronTableM.png,10.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Housewares,3560.0,dark gray,903.0,126.0,yoWsZbmhYnfeXhTgr
iron-and-stone fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceIronAndStone.png,6.0,stone,3.0,iron nugget,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,5206.0,light gray,891.0,555.0,qe9qWWJB7wDbMLKTG
ironwood bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodBedS.png,20.0,wood,10.0,iron nugget,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Housewares,3200.0,blue,1005.0,87.0,Gs6r4jNYwqfyjcBAQ
ironwood cart,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodServingcart.png,6.0,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Housewares,3195.0,blue,1001.0,85.0,MdPCQSxd8CnBRe9Ac
ironwood chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodChairS.png,3.0,wood,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,0.0,Housewares,3193.0,blue,1000.0,83.0,geDcbiFqc4L4eZojy
ironwood clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodClockW.png,2.0,wood,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Smug villagers,,1.0.0,1.0.0,50.0,Wall-mounted,3275.0,blue,1040.0,94.0,vWYzQ9pTSBH5Wbmmk
ironwood cupboard,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodCupboard.png,12.0,wood,6.0,iron nugget,1.0,ironwood dresser,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,100.0,Housewares,3271.0,blue,1006.0,92.0,bFD87nMsrphrQcGhi
ironwood DIY workbench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWorkbenchIronwood.png,12.0,wood,6.0,iron nugget,1.0,mini DIY workbench,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Housewares,3943.0,blue,1008.0,125.0,qfemQxWGxbseGW4pR
ironwood dresser,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodChest.png,7.0,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,3196.0,blue,1002.0,86.0,zHZA38BSSukQPvfAx
ironwood kitchenette,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodKitchen.png,4.0,wood,3.0,iron nugget,1.0,ironwood dresser,1.0,cutting board,,,,,NFS,200.0,NA,Wildest Dreams DIY,Purchase Wildest Dreams DIY from Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,3270.0,blue,1007.0,91.0,Aws83WvmsMbK8mamt
ironwood low table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodTableM.png,6.0,wood,4.0,iron nugget,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Housewares,3194.0,blue,1004.0,84.0,hZCJc27R4RDJwNj6y
ironwood table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrIronwoodTableL.png,12.0,wood,6.0,iron nugget,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,3191.0,blue,1003.0,35.0,kWp7B34ACYfXs4HEk
jail bars,https://acnhcdn.com/latest/DIYRecipeIcon/FtrScreenCage.png,5.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,5931.0,dark gray,912.0,435.0,cQRevEHviBPSXaDRz
Jingle wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallXmas00.png,5.0,red ornament,5.0,blue ornament,5.0,gold ornament,5.0,clay,,,,,NFS,200.0,NA,Balloons,Only available during Festive Season,1.0.0,1.0.0,0.0,Wallpaper,5230.0,white,3450.0,291.0,yHZv2YNkbKzqaCich
juicy-apple TV,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFruitsTV.png,10.0,apple,2.0,iron nugget,,,,,,,,,NFS,200.0,NA,Big Sister villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native fruit is apples,1.0.0,1.0.0,100.0,Housewares,2596.0,red,1701.0,6.0,gjc7Wju56JYDhkwvJ
jungle flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorJungle00.png,10.0,clump of weeds,10.0,clay,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Floors,5515.0,green,1260.0,470.0,8Dg67mD5L3628ZfXP
jungle wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallJungle00.png,15.0,clump of weeds,3.0,wood,3.0,hardwood,3.0,softwood,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Wallpaper,5457.0,green,1250.0,326.0,sKFxDKgEMLzZtPu7K
kettle bathtub,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGoemonburo.png,8.0,iron nugget,2.0,wood,1.0,campfire,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Housewares,4008.0,dark gray,916.0,490.0,WJQG9QKBGGGyAiGxk
kettlebell,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKettlebell.png,5.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Miscellaneous,7535.0,dark gray,913.0,600.0,Mmspyi3WpibXgBh2u
key holder,https://acnhcdn.com/latest/DIYRecipeIcon/FtrKeyhanger.png,3.0,wood,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,50.0,Wall-mounted,3992.0,brown,480.0,437.0,cXTKSu7vAHz2c3tmD
knight's helmet,https://acnhcdn.com/latest/DIYRecipeIcon/CapFullfaceKnightIron.png,5.0,iron nugget,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,100.0,Equipment,5334.0,dark gray,980.0,641.0,3u8tk4SyAemkHTRzz
knitted-grass backpack,https://acnhcdn.com/latest/DIYRecipeIcon/BagBackpackGrass0.png,20.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Equipment,7511.0,green,1288.0,636.0,CoEssbnPs7xhuMbTF
ladder,https://acnhcdn.com/latest/DIYRecipeIcon/ToolLadder.png,4.0,wood,4.0,hardwood,4.0,softwood,,,,,,,500.0,200.0,NA,Tom Nook; Nook's Cranny,Obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Tools,2615.0,beige,122.0,107.0,QHAFqRRLE65RSvmQh
large cardboard boxes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMovingboxL.png,5.0,cardboard box,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,3412.0,yellow,2136.0,611.0,6eBT8zf9Fv2GWbZRk
lattice fence,https://acnhcdn.com/latest/DIYRecipeIcon/ItemFenceLatiiceNatural.png,8.0,softwood,,,,,,,,,,,NFS,200.0,1000.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Other,11712.0,brown,592.0,657.0,LRSdBoRQia8MgkGRg
leaf,https://acnhcdn.com/latest/DIYRecipeIcon/AccessoryMouthLeafGreen.png,5.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Equipment,4682.0,green,1280.0,261.0,cJ9rqxsr9oZKrjHXJ
leaf campfire,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFallenleavesfire.png,3.0,pine cone,5.0,clump of weeds,3.0,tree branch,,,,,,,NFS,200.0,NA,Balloons,Only available during Fall,1.0.0,1.0.0,0.0,Housewares,7788.0,brown,2903.0,509.0,ziEwyR6mTntmTaKfX
leaf mask,https://acnhcdn.com/latest/DIYRecipeIcon/CapMaskLeaf0.png,10.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Equipment,7291.0,green,1281.0,635.0,ng67WBZo7rRfQSWDa
leaf stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFallenleavesChairS.png,3.0,maple leaf,3.0,wood,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Housewares,7390.0,brown,2904.0,519.0,u2hwyRwKoRYdCHrHY
leaf umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaLeaf0.png,15.0,clump of weeds,,,,,,,,,,,NFS,200.0,NA,Big Sister villagers,,1.0.0,1.0.0,0.0,Equipment,6840.0,green,1282.0,456.0,DyPomQRjemr3vjDQt
leaf-egg outfit,https://acnhcdn.com/latest/DIYRecipeIcon/TopsTexOnepieceRibNEggleaf0.png,3.0,leaf egg,,,,,,,,,,,NFS,200.0,NA,Collecting leaf eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12451.0,yellow,3767.0,680.0,iJeXo3dJrybEpPEHw
leaf-egg shell,https://acnhcdn.com/latest/DIYRecipeIcon/CapHatEggleaf0.png,2.0,leaf egg,,,,,,,,,,,NFS,200.0,NA,Collecting leaf eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12441.0,yellow,3766.0,679.0,9Bf5xhQJQHvW8n8Jc
leaf-egg shoes,https://acnhcdn.com/latest/DIYRecipeIcon/ShoesLowcutEggleaf0.png,2.0,leaf egg,,,,,,,,,,,NFS,200.0,NA,Collecting leaf eggs,Only available during Bunny Day,1.1.0,1.1.0a,0.0,Equipment,12457.0,yellow,3768.0,681.0,wKxwrd3MDWZDidSGp
Leo sculpture,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacLeo.png,3.0,star fragment,2.0,Leo fragment,2.0,gold nugget,3.0,stone,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Wall-mounted,5964.0,silver,2304.0,407.0,5QHREHAwKLPzLmmDi
Libra scale,https://acnhcdn.com/latest/DIYRecipeIcon/FtrZodiacLibra.png,3.0,star fragment,2.0,Libra fragment,2.0,gold nugget,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Miscellaneous,3774.0,silver,2306.0,132.0,td7wJhwym4yZKy6tQ
light bamboo rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugRectBambooM00.png,6.0,young spring bamboo,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Spring,1.0.0,1.0.0,0.0,Rugs,11113.0,green,2570.0,671.0,QfT9N8GGPr4x3u9hH
lily crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentYuri1.png,2.0,red lilies,2.0,yellow lilies,2.0,white lilies,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,0.0,Equipment,5114.0,green,3623.0,255.0,kAqnCE6oFFAeZvYXN
lily record player,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerRecordplayer.png,5.0,white lilies,3.0,iron nugget,3.0,wood,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,50.0,Housewares,7236.0,green,3507.0,515.0,Y9NXrLeRe8XHPFRDN
lily wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickYuri.png,1.0,white lilies,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,5094.0,green,3677.0,530.0,sKXdSX9eDXe7mEpxG
lily wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathYuri.png,3.0,white lilies,3.0,red lilies,3.0,yellow lilies,,,,,,,NFS,200.0,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is lilies,1.0.0,1.0.0,50.0,Wall-mounted,5641.0,green,3563.0,438.0,T79DghfmPpWspJ9Eq
log bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogBedW.png,30.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,4041.0,brown,338.0,119.0,kCWnjzgmGXnkRY4Ww
log bench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogStoolL.png,5.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Normal villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,4042.0,brown,331.0,112.0,AQwJbwnFqY9yQ2XJ4
log chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogSofaS.png,8.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,0.0,Housewares,4039.0,brown,336.0,117.0,JiLieKMNcaY7QF8Zb
log decorative shelves,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogShelf.png,2.0,log bench,3.0,hardwood,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Housewares,4036.0,brown,339.0,114.0,fKdr6A8t6WiZxXqco
log dining table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogTableL.png,15.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Cranky villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,4040.0,brown,333.0,118.0,TeyLyttsCPPGxsfgu
log extra-long sofa,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogSofaL.png,2.0,log chair,,,,,,,,,,,NFS,200.0,NA,Normal villagers,,1.0.0,1.0.0,100.0,Housewares,4044.0,brown,337.0,110.0,LbsREdAkxGBWWFja2
log garden lounge,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogBedS.png,12.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Peppy villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,4035.0,brown,335.0,113.0,PDwJZtp2PN93N3NfZ
log pack,https://acnhcdn.com/latest/DIYRecipeIcon/BagBackpackWood0.png,3.0,wood,5.0,hardwood,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Equipment,7498.0,brown,570.0,638.0,fGoNxEDmgeZRehXXj
log round table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogTableLRound.png,15.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,0.0,Housewares,4043.0,brown,334.0,111.0,aveZx5Dz7zLGfBiS7
log stakes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWoodPile.png,3.0,wood,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Smug villagers,,1.0.0,1.0.0,0.0,Housewares,5973.0,brown,341.0,412.0,Wwp2YdfmcWaY9LdHK
log stool,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogStoolS.png,4.0,hardwood,,,,,,,,,,,NFS,200.0,NA,Tom Nook; Peppy villagers,50% chance of being obtained during the main storyline during the villager house development quest,1.0.0,1.0.0,0.0,Housewares,4038.0,brown,330.0,116.0,KCkvMzSKZoAGpFFvX
log wall-mounted clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrLogClockWall.png,2.0,hardwood,1.0,iron nugget,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,50.0,Wall-mounted,4037.0,brown,340.0,115.0,qAiYovJGN6oxwXWqY
lovely cosmos crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentCosmos2.png,4.0,pink cosmos,3.0,orange cosmos,,,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,100.0,Equipment,5109.0,green,3607.0,250.0,ud57HYkDcb9fpS3jN
lucky gold cat,https://acnhcdn.com/latest/DIYRecipeIcon/FtrManekinekoGold.png,2.0,gold nugget,1.0,lucky cat,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,100.0,Miscellaneous,9814.0,gold,1107.0,578.0,bKrB5YcmewKR5AWot
lunar lander,https://acnhcdn.com/latest/DIYRecipeIcon/FtrModule.png,10.0,star fragment,15.0,iron nugget,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1440.0,silver,2225.0,386.0,jsL7MwKFFov5eWgcg
lunar rover,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMoonrover.png,10.0,star fragment,10.0,iron nugget,4.0,old tire,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1442.0,silver,2226.0,373.0,bu2WXQC6ajuQYYejk
lunar surface,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorLunar00.png,5.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Floors,4968.0,silver,2261.0,478.0,AbKXzqwJaJDmWnB9o
magazine rack,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMagazinerack.png,2.0,magazine,4.0,wood,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,100.0,Miscellaneous,1032.0,yellow,2110.0,413.0,8xG78nXxXkRwPuhqX
manga-library wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallLibrary01.png,10.0,magazine,,,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,100.0,Wallpaper,4838.0,yellow,2112.0,316.0,8JLp8kSxRMRChTXaT
manhole cover,https://acnhcdn.com/latest/DIYRecipeIcon/FtrManhole.png,3.0,iron nugget,,,,,,,,,,,NFS,200.0,800.0,Nook Miles Exchange,,1.0.0,1.0.0,0.0,Housewares,144.0,dark gray,917.0,277.0,6Zi8pyz29evu2n464
maple-leaf pochette,https://acnhcdn.com/latest/DIYRecipeIcon/BagShoulderMaple0.png,6.0,maple leaf,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Equipment,7491.0,brown,2981.0,631.0,7uFqbJaQoW2doC3B3
maple-leaf pond stone,https://acnhcdn.com/latest/DIYRecipeIcon/FtrStonewaterbowlAutumun.png,10.0,stone,3.0,maple leaf,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Housewares,7408.0,light gray,821.0,512.0,eJQMX98oYAmryvgps
maple-leaf umbrella,https://acnhcdn.com/latest/DIYRecipeIcon/UmbrellaAutumn0.png,7.0,maple leaf,,,,,,,,,,,NFS,200.0,NA,Balloons,Only available during Maple Leaf Season,1.0.0,1.0.0,0.0,Equipment,7169.0,brown,2980.0,541.0,MWAN27apJPewSFHiR
matryoshka,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMatryoshka.png,5.0,softwood,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Miscellaneous,1652.0,brown,461.0,403.0,ogWXGmNDThxbXqgMG
medicine,https://acnhcdn.com/latest/DIYRecipeIcon/ItemMedicine.png,1.0,wasp nest,3.0,clump of weeds,,,,,,,,,NFS,200.0,NA,All villagers (while stung),,1.0.0,1.0.0,0.0,Other,2777.0,white,130.0,567.0,WLudgvjM44qWLprre
medium cardboard boxes,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMovingboxM.png,4.0,cardboard box,,,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,3411.0,yellow,2135.0,610.0,Q9uBnt9n4okWbCgvg
mermaid bed,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidBedS.png,2.0,pearl,2.0,giant clam,5.0,sand dollar,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12558.0,white,2714.0,723.0,ALFTq4KukvjmL4fb5
mermaid chair,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChairS.png,1.0,pearl,1.0,giant clam,2.0,sand dollar,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12562.0,white,2718.0,727.0,pxAiAq33Mhuwn4Hkt
mermaid closet,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidClosetLR.png,2.0,pearl,1.0,giant clam,2.0,coral,5.0,sand dollar,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12559.0,white,2715.0,724.0,MEWXBzYjapeoEe2gB
mermaid dresser,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChest.png,2.0,pearl,1.0,giant clam,3.0,coral,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12561.0,white,2717.0,726.0,Cw5hY5Rw3H3Dbj8Qm
mermaid flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpFloorMermaid00.png,2.0,pearl,5.0,sand dollar,5.0,Stone,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Floors,12568.0,white,2761.0,730.0,x4MaMfyCjjfCbzaeX
mermaid lamp,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidLamp.png,1.0,pearl,3.0,conch,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12556.0,white,2713.0,721.0,uSZ9gNznb8Muv7m5N
mermaid rug,https://acnhcdn.com/latest/DIYRecipeIcon/RugOtherMermaidM00.png,1.0,pearl,3.0,sand dollar,,,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Rugs,12563.0,white,2771.0,728.0,RzoH6PAen4tofG5r4
mermaid screen,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidScreen.png,2.0,pearl,3.0,giant clam,5.0,sand dollar,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12555.0,white,2712.0,720.0,SpWcH5ZkBLmmPPhkh
mermaid shelf,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidShelf.png,1.0,pearl,1.0,giant clam,4.0,coral,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12553.0,white,2710.0,718.0,BefPY5x6qmfpw6LYR
mermaid sofa,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidChairL.png,1.0,pearl,10.0,sand dollar,,,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12560.0,white,2716.0,725.0,ZAkqmq4rpvqx8Yjsh
mermaid table,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidTableM.png,1.0,pearl,4.0,sand dollar,,,,,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12552.0,white,2709.0,717.0,28F4e6Qn9Ljk9bujY
mermaid vanity,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidDresser.png,1.0,pearl,1.0,giant clam,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Housewares,12554.0,white,2711.0,719.0,Ratk45mkyzj3MamAL
mermaid wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomSpWallMermaid00.png,2.0,pearl,2.0,sea snail,2.0,sand dollar,2.0,coral,2.0,giant clam,2.0,cowrie,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Wallpaper,12566.0,white,2750.0,729.0,iWw2Le7AvBey6icHL
mermaid wall clock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMermaidclockWall.png,1.0,pearl,3.0,sea snail,2.0,coral,2.0,iron nugget,,,,,NFS,200.0,NA,Pascal,,1.3.0,1.3.0,0.0,Wall-mounted,12557.0,white,2730.0,722.0,5ofhYTXth4c5AKdau
mini DIY workbench,https://acnhcdn.com/latest/DIYRecipeIcon/FtrWorkbenchS.png,3.0,wood,3.0,hardwood,3.0,softwood,2.0,iron nugget,,,,,NFS,200.0,NA,Test Your DIY Skills,Purchase Test Your DIY Skills from Nook's Cranny,1.0.0,1.0.0,0.0,Housewares,3122.0,brown,301.0,82.0,sLGJoXrKyqJ4bdhxb
modeling clay,https://acnhcdn.com/latest/DIYRecipeIcon/FtrClaytoy.png,2.0,clay,,,,,,,,,,,NFS,200.0,NA,Cranky villagers,,1.0.0,1.0.0,0.0,Miscellaneous,7258.0,brick,700.0,574.0,Z7ycbJwgAh8HWaaSm
modern wood wall,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexWallMixwood00.png,5.0,wood,5.0,softwood,5.0,hardwood,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,0.0,Wallpaper,4904.0,brown,520.0,320.0,LqPaTaPEXdwvFhGKC
money flooring,https://acnhcdn.com/latest/DIYRecipeIcon/RoomTexFloorBill00.png,50000.0,bells,,,,,,,,,,,NFS,200.0,NA,Snooty villagers,,1.0.0,1.0.0,100.0,Floors,4986.0,yellow,2190.0,473.0,6HtNgH3LKjQA5kxtg
moon,https://acnhcdn.com/latest/DIYRecipeIcon/FtrMoon.png,15.0,star fragment,1.0,large star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Housewares,1054.0,silver,2202.0,234.0,5GevvAMTu6Lf7ueyE
mossy garden rock,https://acnhcdn.com/latest/DIYRecipeIcon/FtrGardenrockMoss.png,15.0,stone,15.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Lazy villagers,,1.0.0,1.0.0,0.0,Housewares,12208.0,light gray,807.0,647.0,Fn45YxZCtsHx5u3t2
mountain standee,https://acnhcdn.com/latest/DIYRecipeIcon/FtrHariboteMountain.png,4.0,wood,5.0,softwood,,,,,,,,,NFS,200.0,NA,Jock villagers,,1.0.0,1.0.0,0.0,Housewares,532.0,brown,380.0,584.0,zAFMi693PuR7nPnMs
mum crown,https://acnhcdn.com/latest/DIYRecipeIcon/CapOrnamentMum1.png,2.0,red mums,2.0,yellow mums,2.0,white mums,,,,,,,NFS,200.0,NA,All villagers,,1.0.0,1.0.0,0.0,Equipment,5117.0,green,3603.0,258.0,dm3bTGBfDYLSzWDHR
mum cushion,https://acnhcdn.com/latest/DIYRecipeIcon/FtrFlowerStoolS.png,3.0,yellow mums,10.0,clump of weeds,,,,,,,,,NFS,200.0,NA,Peppy villagers,,1.0.0,1.0.0,50.0,Housewares,7232.0,green,3501.0,505.0,fEBdSdvEG86vXefum
mum wreath,https://acnhcdn.com/latest/DIYRecipeIcon/FtrDoorOrnamentWreathMum.png,3.0,white mums,3.0,yellow mums,3.0,red mums,,,,,,,NFS,200.0,NA,All villagers; Tom Nook,Obtained during the main storyline during the villager house development quest if the native flower is mums,1.0.0,1.0.0,50.0,Wall-mounted,5467.0,green,3543.0,231.0,LS93qbKCcMQLExqMG
mums wand,https://acnhcdn.com/latest/DIYRecipeIcon/ToolStickChrysanthemum.png,1.0,yellow mums,3.0,star fragment,,,,,,,,,NFS,200.0,NA,Celeste,,1.0.0,1.0.0,0.0,Tools,5095.0,green,3671.0,531.0,jbWRPr9kP6jXS3SLW
