Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
ski pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki0.png,Turquoise,No,1560.0,390.0,51.0,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,outdoorsy; sporty,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideSki0,374.0,4450.0,veCodAXXupKXyHvW2
ski pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki4.png,Light blue,No,1560.0,390.0,51.0,Light blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,outdoorsy; sporty,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideSki4,374.0,11410.0,7r5tu9eNC49zqu69c
ski pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideSki3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideSki3.png,Blue,No,1560.0,390.0,51.0,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,Active,outdoorsy; sporty,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideSki3,374.0,11409.0,Qh9i4Py67kRJM9uEu
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks6.png,White,No,1300.0,325.0,51.0,White,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; party; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks6,126.0,11282.0,guZekCACL5z9X2eWg
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks1.png,Gray,No,1300.0,325.0,51.0,Gray,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,formal; party; work,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks1,126.0,11277.0,QtRvky3BhimPDzHQ5
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks0.png,Black,No,1300.0,325.0,51.0,Black,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,formal; party; work,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks0,126.0,3310.0,JodCXpM9mB63mpKBq
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks3.png,Red,No,1300.0,325.0,51.0,Red,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; party; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks3,126.0,11279.0,NxbZ4kY7Jc5BEHKcw
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks2.png,Blue,No,1300.0,325.0,51.0,Light blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; party; work,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks2,126.0,11278.0,BBdY6xFyKd7NFi9Sq
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks4.png,Navy blue,No,1300.0,325.0,51.0,Blue,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,formal; party; work,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks4,126.0,11280.0,uruX8srKHwkmgGaMp
slacks,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSlacks5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSlacks5.png,Beige,No,1300.0,325.0,51.0,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,formal; party; work,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSlacks5,126.0,11281.0,5inNgsCdz53jbj3DA
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer5.png,White,No,980.0,245.0,51.0,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer5,1091.0,12075.0,bf8ML7toRrpW6eWca
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer7.png,Black,No,980.0,245.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer7,1091.0,12077.0,BFPsmjvrrcu74Lo6r
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer1.png,Red,No,980.0,245.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer1,1091.0,12071.0,AetZbMxSdazTnAtgE
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer6.png,Orange,No,980.0,245.0,51.0,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer6,1091.0,12076.0,TJgJtXnWygz45W6Rx
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer0.png,Green,No,980.0,245.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer0,1091.0,9840.0,FrC7cM8Wayr7jjgfk
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer4.png,Light blue,No,980.0,245.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer4,1091.0,12074.0,6GvhiTLPC4f6DziZD
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer3.png,Blue,No,980.0,245.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer3,1091.0,12073.0,kfwPmWexXT2RBKvxF
soccer shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSoccer2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSoccer2.png,Navy blue,No,980.0,245.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,sporty; work,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSoccer2,1091.0,12072.0,eQ6czDsneCgGYKgpP
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins3.png,Silver,No,980.0,245.0,51.0,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins3,852.0,9179.0,cCGawq7fuvSd9tDSm
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins4.png,Black,No,980.0,245.0,51.0,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins4,852.0,9180.0,yyi6FBSXf28PSSyN8
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins0.png,Red,No,980.0,245.0,51.0,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins0,852.0,5723.0,Ebx86H8miQETsNzrN
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins5.png,Pink,No,980.0,245.0,51.0,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins5,852.0,9181.0,NS33yYMvjCer5kP4d
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins2.png,Gold,No,980.0,245.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins2,852.0,9178.0,yGeKmvaR5AnguvsGG
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins6.png,Green,No,980.0,245.0,51.0,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins6,852.0,9182.0,ZbAbTKd9Az3S9x6FE
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins1.png,Navy blue,No,980.0,245.0,51.0,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins1,852.0,9177.0,jj7Gpk9hu654MnBkp
spangle shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotSequins7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotSequins7.png,Purple,No,980.0,245.0,51.0,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Gorgeous,party; theatrical,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotSequins7,852.0,9183.0,qMrKr2APmp4KYqTij
sporty skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat0.png,Gray,No,800.0,200.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxSweat0,287.0,4283.0,bRuo3F5XTqxuiPQiv
sporty skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat1.png,Pink,No,800.0,200.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxSweat1,287.0,9245.0,P5FeggP5bCffv2Ypo
sporty skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat3.png,Green,No,800.0,200.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxSweat3,287.0,9247.0,DNqwHFm5KbZJgZFs4
sporty skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtBoxSweat2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtBoxSweat2.png,Blue,No,800.0,200.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtBoxSweat2,287.0,9246.0,BA4eMwwegF4WMRM9T
striped bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe1.png,Red,No,1320.0,330.0,51.0,Red,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideMultistripe1,853.0,8851.0,db24g2WEcY7WSkfwt
striped bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe3.png,Orange,No,1320.0,330.0,51.0,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideMultistripe3,853.0,8853.0,otYfpq53PEEzrJgfC
striped bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe0.png,Yellow,No,1320.0,330.0,51.0,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideMultistripe0,853.0,5724.0,ZmwMF86vxKmEyiitP
striped bell-bottoms,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsWideMultistripe2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsWideMultistripe2.png,Green,No,1320.0,330.0,51.0,Green,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Elegant,party; theatrical,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsWideMultistripe2,853.0,8852.0,yJZjSfnbT8sinEnKE
striped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder4.png,Black,No,1100.0,275.0,51.0,Black,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalBoder4,128.0,9238.0,xm3zxASYwjThmz2cq
striped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder3.png,Red,No,1100.0,275.0,51.0,Red,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalBoder3,128.0,9237.0,bm2eXt7CEb4d3uXpG
striped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder1.png,Orange,No,1100.0,275.0,51.0,Orange,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalBoder1,128.0,9235.0,FY3CHREweJxMhafhc
striped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder2.png,Green,No,1100.0,275.0,51.0,Green,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalBoder2,128.0,9236.0,ae64JHvFiDgE8roow
striped pants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalBoder0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalBoder0.png,Blue,No,1100.0,275.0,51.0,Blue,White,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Simple,everyday; comfy; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalBoder0,128.0,3312.0,nQCk2KLZAN67hyYNr
striped shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe2.png,Red,No,1320.0,330.0,51.0,Red,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,party; theatrical; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotMultistripe2,844.0,8846.0,r9Tu7SgxzGRRu9rWx
striped shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe0.png,Pink,No,1320.0,330.0,51.0,Pink,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,party; theatrical; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotMultistripe0,844.0,5705.0,LDhAEhqfkHmbMc355
striped shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe3.png,Yellow,No,1320.0,330.0,51.0,Yellow,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,party; theatrical; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotMultistripe3,844.0,8847.0,pcJZrB7EQYmoev9FD
striped shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotMultistripe1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotMultistripe1.png,Blue,No,1320.0,330.0,51.0,Blue,Colorful,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,party; theatrical; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotMultistripe1,844.0,8845.0,xtJBJ2Ju9CTJrErmd
surfing shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf4.png,Gray,No,700.0,175.0,51.0,Gray,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSurf4,420.0,9106.0,8XhmzxJgexm9z8msw
surfing shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf3.png,Pink,No,700.0,175.0,51.0,Pink,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSurf3,420.0,9105.0,zSokS7N87o5jGQ4mY
surfing shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf2.png,Green,No,700.0,175.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSurf2,420.0,9104.0,erBndA9ARkAhRLNaq
surfing shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf0.png,Blue,No,700.0,175.0,51.0,Light blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSurf0,420.0,4515.0,gxEHYhqPKdQhML9vk
surfing shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHalfSurf1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHalfSurf1.png,Purple,No,700.0,175.0,51.0,Purple,Purple,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Active,outdoorsy; sporty; vacation,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHalfSurf1,420.0,9103.0,R626fn6vEPWWe5tZ6
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat0.png,Gray,No,800.0,200.0,51.0,Gray,Gray,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat0,119.0,3296.0,6vXpJD8d5FigCEy5P
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat7.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat7.png,Black,No,800.0,200.0,51.0,Black,Black,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,Yes,Active,everyday; comfy,2.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat7,119.0,11276.0,4dW56Dhznhjn5H9Ce
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat1.png,Red,No,800.0,200.0,51.0,Red,Red,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,3.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat1,119.0,11270.0,yHDfpDWP95QuXhaDa
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat5.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat5.png,Pink,No,800.0,200.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,4.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat5,119.0,11274.0,w6K4J796mGsnTo9oA
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat4.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat4.png,Yellow,No,800.0,200.0,51.0,Yellow,Yellow,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,5.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat4,119.0,11273.0,GQnNhQ3D3PikwSBnb
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat2.png,Green,No,800.0,200.0,51.0,Green,Green,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,6.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat2,119.0,11271.0,dNxcC2F2sX8SKCGcS
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat6.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat6.png,Light blue,No,800.0,200.0,51.0,Light blue,Light blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,7.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat6,119.0,11275.0,ZkTbFE58B96GLabag
sweatpants,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsNormalSweat3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsNormalSweat3.png,Blue,No,800.0,200.0,51.0,Blue,Blue,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Active,everyday; comfy,8.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsNormalSweat3,119.0,11272.0,xkKian3gZK9WHskDM
tennis skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis0.png,White,No,1440.0,360.0,51.0,White,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,1.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineTennis0,256.0,4223.0,cPZdHk6QxtxFF5gFW
tennis skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis3.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis3.png,Pink,No,1440.0,360.0,51.0,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,2.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineTennis3,256.0,8784.0,HBatHaLp6us4m4Ky2
tennis skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis2.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis2.png,Light blue,No,1440.0,360.0,51.0,Light blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,3.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineTennis2,256.0,8783.0,NRzStqGcSJDW7ppGo
tennis skirt,https://acnhcdn.com/latest/ClosetIcon/BottomsTexSkirtAlineTennis1.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexSkirtAlineTennis1.png,Navy blue,No,1440.0,360.0,51.0,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,outdoorsy; sporty,4.0,No,For sale,1.0.0,1.0.0,BottomsTexSkirtAlineTennis1,256.0,8782.0,TdeZ9cmn3ejB6FRJv
terry-cloth shorts,https://acnhcdn.com/latest/ClosetIcon/BottomsTexPantsHotFluffy0.png,https://acnhcdn.com/latest/FtrIcon/BottomsTexPantsHotFluffy0.png,Pink,No,1260.0,315.0,51.0,Pink,Pink,1x1,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Cute,fairy tale; comfy; vacation,1.0,No,For sale,1.0.0,1.0.0,BottomsTexPantsHotFluffy0,848.0,5711.0,HE5xJzP3Yu9ifJ745
