Name,Closet Image,Storage Image,Variation,DIY,Buy,Sell,HHA Base Points,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Style,Label Themes,Sort Order,Type,Villager Equippable,Catalog,Version Added,Version Unlocked,Filename,ClothGroup ID,Internal ID,Unique Entry ID
small silk hat,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLMinisilkhat2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLMinisilkhat2.png,Red,No,1820.0,455.0,51.0,Red,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Cute,formal; party; theatrical,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLMinisilkhat2,955.0,11058.0,RteWrMv6hArJmtuQp
small silk hat,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLMinisilkhat0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLMinisilkhat0.png,Purple,No,1820.0,455.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,formal; party; theatrical,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLMinisilkhat0,955.0,7286.0,QTsXxAtuzdaCEe22Q
snowperson head,https://acnhcdn.com/latest/ClosetIcon/CapCostumeSnowball0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeSnowball0.png,NA,Yes,NFS,7000.0,201.0,White,Orange,1x1,NA,Crafting,,Winter,No,Cute,everyday; outdoorsy,1.0,Headgear_NoEarNoJaw,No,Not for sale,1.0.0,1.0.0,CapCostumeSnowball0,1040.0,8609.0,GqFZJ5PfCqn93XvrQ
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit7.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit7.png,White,No,700.0,175.0,51.0,White,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit7,724.0,10956.0,AMEAt7bNv2FKkuErK
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit1.png,Black,No,700.0,175.0,51.0,Black,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit1,724.0,10950.0,Aci2hRSoLELPTmcfZ
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit6.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit6.png,Red,No,700.0,175.0,51.0,Red,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit6,724.0,10955.0,a6SPpkGN522Q594Go
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit3.png,Pink,No,700.0,175.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit3,724.0,10952.0,mF9w5Xb2ZwWYCuQeE
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit5.png,Orange,No,700.0,175.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit5,724.0,10954.0,kKnRd3kW3MNmyPC7s
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit4.png,Green,No,700.0,175.0,51.0,Green,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit4,724.0,10953.0,3rJbwrvpBYreKNa2g
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit0.png,Blue,No,700.0,175.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,Yes,Simple,everyday; outdoorsy,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit0,724.0,5408.0,AB966jKFh6pjSggnF
snowy knit cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSnowknit2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSnowknit2.png,Brown,No,700.0,175.0,51.0,Brown,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Winter,No,Simple,everyday; outdoorsy,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSnowknit2,724.0,10951.0,MAniJeYM33ThMatzJ
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream0.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream0.png,Vanilla,No,630.0,157.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream0,951.0,6998.0,jqpTmDvBaG4prYPDn
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream7.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream7.png,Black sesame,No,630.0,157.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream7,951.0,10841.0,SKNM9PN6Zf5sY3ydD
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream3.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream3.png,Strawberry,No,630.0,157.0,51.0,Pink,Pink,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream3,951.0,10837.0,MsR4jMTnbtnrhya9C
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream2.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream2.png,Gold leaf,No,630.0,157.0,51.0,Yellow,Yellow,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream2,951.0,10836.0,nKHTeWb7yBHnckSXJ
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream4.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream4.png,Green tea,No,630.0,157.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream4,951.0,10838.0,PPyYhSmHXc3PJroiL
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream5.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream5.png,Pale sky,No,630.0,157.0,51.0,Light blue,Light blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream5,951.0,10839.0,gvf3HCe3WiesRHrCt
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream6.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream6.png,Purple sweet potato,No,630.0,157.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream6,951.0,10840.0,q8Nm5HsAo9q7NYG3F
soft-serve hat,https://acnhcdn.com/latest/ClosetIcon/CapHatIcecream1.png,https://acnhcdn.com/latest/FtrIcon/CapHatIcecream1.png,Chocolate,No,630.0,157.0,51.0,Brown,Brown,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cute,fairy tale; party; theatrical,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatIcecream1,951.0,10835.0,M54jLyHnF35q35mq2
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero5.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero5.png,Red,No,NFS,500.0,451.0,Red,Yellow,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero5,589.0,10872.0,Ds5rhcNjFXAhWqY37
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero7.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero7.png,Orange,No,NFS,500.0,451.0,Orange,Blue,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,2.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero7,589.0,10874.0,FBYkFcvhkWottMJHD
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero3.png,Green,No,NFS,500.0,451.0,Green,Orange,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,3.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero3,589.0,10870.0,ZEDjFRuMW9NjjPJxF
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero2.png,Navy blue,No,NFS,500.0,451.0,Blue,Red,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,4.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero2,589.0,10869.0,vJLJ9MuDhz8XCubPc
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero6.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero6.png,Blue,No,NFS,500.0,451.0,Blue,Green,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,5.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero6,589.0,10873.0,dXo753eoQjnH3aJYp
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero0.png,Natural & red,No,NFS,500.0,451.0,Beige,Red,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,6.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero0,589.0,5138.0,bhiup2unfD28DQY39
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero4.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero4.png,White,No,NFS,500.0,451.0,Beige,Yellow,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,7.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero4,589.0,10871.0,Zo847tN5m4B54M33D
sombrero,https://acnhcdn.com/latest/ClosetIcon/CapHatSombrero1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSombrero1.png,Natural & green,No,NFS,500.0,451.0,Beige,Green,1x1,NA,Gulliver,,All Year,No,Active,formal; party; theatrical,8.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSombrero1,589.0,10868.0,Y8aKytTopgxHroKA5
space helmet,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceAstronautWhite.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceAstronautWhite.png,NA,No,4300.0,1075.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Active,work,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceAstronautWhite,717.0,5394.0,4iAdswfjHr2WDddrj
sports cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSports1.png,https://acnhcdn.com/latest/FtrIcon/CapHatSports1.png,White & red,No,560.0,140.0,51.0,White,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,sporty,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSports1,664.0,11528.0,mLrPan5QQTWKmtHmB
sports cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSports3.png,https://acnhcdn.com/latest/FtrIcon/CapHatSports3.png,White & blue,No,560.0,140.0,51.0,White,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,sporty,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSports3,664.0,11530.0,k7HjoZFMCni8ruaaa
sports cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSports0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSports0.png,Red,No,560.0,140.0,51.0,Red,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,sporty,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSports0,664.0,5305.0,NcyfadoSKrXEfgHC2
sports cap,https://acnhcdn.com/latest/ClosetIcon/CapHatSports2.png,https://acnhcdn.com/latest/FtrIcon/CapHatSports2.png,Blue,No,560.0,140.0,51.0,Blue,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,sporty,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatSports2,664.0,11529.0,KZRoEWu5C87p5v6bw
stagehand hat,https://acnhcdn.com/latest/ClosetIcon/CapFullfaceKurokoBlack.png,https://acnhcdn.com/latest/FtrIcon/CapFullfaceKurokoBlack.png,NA,No,980.0,245.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Cool,theatrical; work,1.0,HeadFullFace,No,For sale,1.0.0,1.0.0,CapFullfaceKurokoBlack,934.0,6053.0,3iuLkRkAKbp4KbfET
star hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLStarhairpin4.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLStarhairpin4.png,Black,No,350.0,87.0,51.0,Black,Gray,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,1.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLStarhairpin4,1107.0,12172.0,Sj22yQDh6XZ548xNs
star hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLStarhairpin1.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLStarhairpin1.png,Pink,No,350.0,87.0,51.0,Pink,Light blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,2.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLStarhairpin1,1107.0,12169.0,K8nfGv85ED4JYm2ik
star hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLStarhairpin0.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLStarhairpin0.png,Yellow,No,350.0,87.0,51.0,Yellow,Pink,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,3.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLStarhairpin0,1107.0,9856.0,k4qSsaYTabo563Qc6
star hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLStarhairpin3.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLStarhairpin3.png,Mint,No,350.0,87.0,51.0,Green,Orange,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,4.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLStarhairpin3,1107.0,12171.0,YRFxXFqCAc2KQpACS
star hairpin,https://acnhcdn.com/latest/ClosetIcon/CapOrnamentLStarhairpin2.png,https://acnhcdn.com/latest/FtrIcon/CapOrnamentLStarhairpin2.png,Purple,No,350.0,87.0,51.0,Purple,Yellow,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,everyday; fairy tale,5.0,HeadHairOrnament_Left,Yes,For sale,1.0.0,1.0.0,CapOrnamentLStarhairpin2,1107.0,12170.0,X5FEM3hh6FmwyaPSv
star head,https://acnhcdn.com/latest/ClosetIcon/CapCostumeStar0.png,https://acnhcdn.com/latest/FtrIcon/CapCostumeStar0.png,NA,Yes,NFS,2500.0,103.0,Yellow,Yellow,1x1,NA,Crafting,,All Year,No,Cute,fairy tale; party; theatrical,1.0,Headgear_NoEarNoJaw,No,Not for sale,1.0.0,1.0.0,CapCostumeStar0,1113.0,9862.0,GeCyKvrDGPAceAQQP
stone-egg shell,https://acnhcdn.com/latest/ClosetIcon/CapHatEggrock0.png,https://acnhcdn.com/latest/FtrIcon/CapHatEggrock0.png,NA,Yes,NFS,800.0,351.0,Yellow,Orange,1x1,NA,Crafting,,All Year,No,Active,fairy tale; party; theatrical,1.0,HeadCap,Yes,Not for sale,1.1.0,1.1.0a,CapHatEggrock0,1196.0,12440.0,6sSucNJN4o9egdsT6
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo5.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo5.png,Monotone,No,700.0,175.0,51.0,White,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; vacation,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo5,635.0,10879.0,YTxDHZqDGSAH3Fmjf
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo7.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo7.png,Pink,No,700.0,175.0,51.0,Pink,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; fairy tale; vacation,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo7,635.0,10881.0,im6Xw6Z55KgRGQWQR
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo3.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo3.png,Brown,No,700.0,175.0,51.0,Orange,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; fairy tale; vacation,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo3,635.0,10877.0,rs7Ts2r6yxNjsWMta
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo6.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo6.png,Light blue,No,700.0,175.0,51.0,Light blue,White,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; fairy tale; vacation,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo6,635.0,10880.0,2PYjpd6DsvQZPYdYj
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo4.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo4.png,Dark brown,No,700.0,175.0,51.0,Brown,Black,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; vacation,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo4,635.0,10878.0,EEM45eNNW2kZ8umYQ
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo1.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo1.png,Beige,No,700.0,175.0,51.0,Beige,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; vacation,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo1,635.0,10875.0,fSWYxi2FLsE7yM3xp
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo2.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo2.png,Light brown,No,700.0,175.0,51.0,Beige,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,everyday; fairy tale; vacation,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo2,635.0,10876.0,8NywDitrMMG8nx5b9
straw boater,https://acnhcdn.com/latest/ClosetIcon/CapHatKankanbo0.png,https://acnhcdn.com/latest/FtrIcon/CapHatKankanbo0.png,Cream,No,700.0,175.0,51.0,Beige,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,everyday; fairy tale; vacation,8.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatKankanbo0,635.0,5259.0,MjLrcMkSW6xz4EWuj
straw hat,https://acnhcdn.com/latest/ClosetIcon/CapHatStrawhat2.png,https://acnhcdn.com/latest/FtrIcon/CapHatStrawhat2.png,Red,No,490.0,122.0,51.0,Beige,Red,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,Yes,Simple,"everyday; comfy; vacation
",1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStrawhat2,719.0,10893.0,7B9BjYT2FRp9yzea9
straw hat,https://acnhcdn.com/latest/ClosetIcon/CapHatStrawhat1.png,https://acnhcdn.com/latest/FtrIcon/CapHatStrawhat1.png,Blue,No,490.0,122.0,51.0,Beige,Blue,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,"everyday; comfy; vacation
",2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStrawhat1,719.0,10892.0,s5eSXgfpd3SWJ7686
straw hat,https://acnhcdn.com/latest/ClosetIcon/CapHatStrawhat0.png,https://acnhcdn.com/latest/FtrIcon/CapHatStrawhat0.png,Brown,No,490.0,122.0,51.0,Beige,Brown,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,Summer,No,Simple,"everyday; comfy; vacation
",3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStrawhat0,719.0,5398.0,2kw2eqi5XFSgHjngX
straw umbrella hat,https://acnhcdn.com/latest/ClosetIcon/CapHatSandogasa0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSandogasa0.png,NA,Yes,NFS,200.0,103.0,Beige,Beige,1x1,NA,Crafting,,All Year,No,Cool,fairy tale; outdoorsy,1.0,HeadCap,Yes,Not for sale,1.0.0,1.0.0,CapHatSandogasa0,953.0,7254.0,cz6T8vemWpFgE489x
strawberry hat,https://acnhcdn.com/latest/ClosetIcon/CapHatStrawberry.png,https://acnhcdn.com/latest/FtrIcon/CapHatStrawberry.png,NA,No,700.0,175.0,51.0,Pink,Green,1x1,NA,Able Sisters,Available from either Mabel's temporary shop or Able Sisters shop,All Year,No,Cute,fairy tale; party; theatrical,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStrawberry,639.0,5277.0,R8fyQu6e76ZM7bMhp
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent0.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent0.png,Black,No,1040.0,260.0,51.0,Black,Black,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,Yes,Simple,everyday; formal,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent0,1044.0,8613.0,LKXDnCJeGKiLRBdTW
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent3.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent3.png,White,No,1040.0,260.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent3,1044.0,11823.0,zuDE5ZkoDRkcLg7Ws
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent5.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent5.png,Gray,No,1040.0,260.0,51.0,Gray,Gray,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,3.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent5,1044.0,11825.0,FqCPfJocwnAnQ2pHr
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent1.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent1.png,Berry red,No,1040.0,260.0,51.0,Red,Red,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,4.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent1,1044.0,11821.0,pLQ7pK4M4tLsiFaMm
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent2.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent2.png,Green,No,1040.0,260.0,51.0,Green,Green,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,5.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent2,1044.0,11822.0,6oevkR2qmiTfB24rJ
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent6.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent6.png,Blue,No,1040.0,260.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,6.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent6,1044.0,11826.0,3uDtRSCPpTDawSyDZ
student cap,https://acnhcdn.com/latest/ClosetIcon/CapHatStudent4.png,https://acnhcdn.com/latest/FtrIcon/CapHatStudent4.png,Purple,No,1040.0,260.0,51.0,Purple,Purple,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,everyday; formal,7.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatStudent4,1044.0,11824.0,7TGkAfjWKwaMSPsq6
summer-solstice crown,https://acnhcdn.com/latest/ClosetIcon/CapHatSummer0.png,https://acnhcdn.com/latest/FtrIcon/CapHatSummer0.png,NA,No,1560.0,390.0,201.0,Yellow,Green,1x1,NA,Nook Shopping Seasonal,Only available during the month Summer Solstice Festival occurs,All Year,No,Active,fairy tale; party; vacation,1.0,HeadCap,Yes,Not in catalog,1.2.0,1.2.1c,CapHatSummer0,1222.0,12577.0,joCTjPoPgEfNraHSH
sushi chef hat,https://acnhcdn.com/latest/ClosetIcon/CapHatItamae0.png,https://acnhcdn.com/latest/FtrIcon/CapHatItamae0.png,White,No,880.0,220.0,51.0,White,White,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,1.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatItamae0,644.0,5281.0,DKpSqDbfvc7Ac3NWb
sushi chef hat,https://acnhcdn.com/latest/ClosetIcon/CapHatItamae1.png,https://acnhcdn.com/latest/FtrIcon/CapHatItamae1.png,Dark blue,No,880.0,220.0,51.0,Blue,Blue,1x1,NA,Able Sisters,Available from Able Sisters shop only,All Year,No,Simple,work,2.0,HeadCap,Yes,For sale,1.0.0,1.0.0,CapHatItamae1,644.0,11814.0,jSxawiyrbehb75eyJ
